"Step","opt.learning_rate: 0.01 - grads/update_norm","opt.learning_rate: 0.01 - grads/update_norm__MIN","opt.learning_rate: 0.01 - grads/update_norm__MAX","opt.learning_rate: 0.005 - grads/update_norm","opt.learning_rate: 0.005 - grads/update_norm__MIN","opt.learning_rate: 0.005 - grads/update_norm__MAX","opt.learning_rate: 0.003 - grads/update_norm","opt.learning_rate: 0.003 - grads/update_norm__MIN","opt.learning_rate: 0.003 - grads/update_norm__MAX","opt.learning_rate: 0.001 - grads/update_norm","opt.learning_rate: 0.001 - grads/update_norm__MIN","opt.learning_rate: 0.001 - grads/update_norm__MAX"
"12","1.7965397918707116","1.6809394630681473","1.984418660053994","1.2641504946893751","1.200426084226955","1.3126690545442863","1.0621906934797534","1.0259378459723096","1.0840396722216243","0.3505794335756426","0.3395912734549233","0.35719492796597496"
"13","1.8042534625166677","1.6685756082618226","1.9871995893206815","1.2374084351842236","1.180624820132844","1.2803795434308585","1.0399660771590828","1.0007952719886748","1.0768453086496979","0.352295191806019","0.34135102214802426","0.35919321945599547"
"14","1.8201771234016928","1.6947387145287236","1.9962678108211045","1.2287317084643015","1.169970496316939","1.2784745747944508","1.0012289565504933","0.9600862986274215","1.0476473852700354","0.35515516244835466","0.3441874139817217","0.36258411820222797"
"15","1.8327550876468828","1.7073801114104352","2.021349891455679","1.2265375548253434","1.1788588705871834","1.2789728081131106","0.9562789120000101","0.930203462787833","0.9883776942158073","0.359023065827139","0.3477967964901237","0.36712595512459"
"16","1.8572018757501834","1.7265964237699853","2.0575390351184817","1.224971614185546","1.1879473075346023","1.2745589032103828","0.9120230974841114","0.9029488654521177","0.9252586364116998","0.36368362219541694","0.35194073728063724","0.37245893959410575"
"17","1.902038369780292","1.7564792827322653","2.093899639522248","1.2263784972480845","1.1926396584645442","1.2655118488785548","0.8852410384691087","0.8641695478510615","0.9101063985127361","0.3689675267771627","0.35655507343741355","0.37831295934621473"
"18","1.9635743982852127","1.8079416622772386","2.1476387893922992","1.2286480821292074","1.2005193960808627","1.2499329110881021","0.8722607767126792","0.8466671738029303","0.8990177050752618","0.37480935287193773","0.36175821138169695","0.38457515356085015"
"19","2.025211786314015","1.8705074430331636","2.2050195491365883","1.2347246474371343","1.215119556033225","1.2451003366328162","0.8662029690229947","0.8401573769585668","0.892941487517429","0.3811764946586035","0.3676550638396632","0.3912250900675644"
"20","2.0850118013333008","1.939438329230969","2.24005433089946","1.2414887849570468","1.2279188881525887","1.254391993113911","0.8624778690504359","0.8366677691283879","0.8911687219288177","0.38797339983971263","0.37421411503471314","0.398209517771334"
"21","2.1207724838382545","2.020346446416025","2.2937139981940513","1.2497732618434376","1.2359857466101234","1.2661155791586833","0.859858673302557","0.8360827777124181","0.8892188732513977","0.39504599825596715","0.3812683955039753","0.4054226988679997"
"22","2.0972525249135705","1.9066047765197336","2.219321146289802","1.2628950789367415","1.2482510690207294","1.2830278196490619","0.857435837546273","0.8382895053709498","0.8832127358262915","0.40223260500480285","0.3886359372426097","0.41276696849493155"
"23","2.06802045598392","1.8552459129128034","2.1856276747600254","1.2804939380146307","1.2648577905507545","1.2993107225281413","0.8562827089275222","0.842109923283769","0.8771182881009582","0.40934675665500897","0.39617593401675677","0.4200733645572361"
"24","2.0144172326575096","1.8677563678194584","2.1918285378766544","1.3044055879195906","1.2853585438944672","1.321650182474256","0.8555964036700626","0.8454454823155612","0.8712469023421899","0.41611368047123093","0.4037256943985652","0.4271016651717804"
"25","1.9213933715480667","1.7886765834216485","2.1225240554362323","1.3329933995535312","1.311523896920028","1.3488665031523495","0.8559559042941022","0.847538942335699","0.8663023905030973","0.422161361021195","0.41108326225938624","0.43348191552298637"
"26","1.8537937408734346","1.7490632304110934","1.9450333181567883","1.3678238234361104","1.3464304769554338","1.3897080816623593","0.8566662396819457","0.8481838183346327","0.8701816525253395","0.4271470470270785","0.4179842205048464","0.4386698608375617"
"27","1.8380068307999629","1.764761432620215","1.8830064129609676","1.4070712450912841","1.386391021212143","1.4317831450937164","0.8582701582216392","0.8499399132064773","0.8746824251794018","0.43086683917424295","0.42408702670329856","0.4420441083674695"
"28","1.8148582744827937","1.7671887908168988","1.8768945191205662","1.4492542018175585","1.4275577572893046","1.474126067057219","0.8614388416177412","0.8551011615474219","0.8795552482875306","0.43328735301262516","0.4241759280382618","0.4432350845443496"
"29","1.8076526243648168","1.720774839513087","1.8713424752546912","1.4904159874500227","1.467352630032577","1.5134471246518069","0.8658311560541604","0.8565281370658157","0.8856038719178587","0.4344704795506189","0.4237420981231961","0.442317718941345"
"30","1.8094316394781267","1.7146953937825167","1.875881531866432","1.5306426737462457","1.5120587159598862","1.5448492383969663","0.8722013547572651","0.8634722250650632","0.8924569795740303","0.4343539065043213","0.4233109601764949","0.44521835771021734"
"31","1.8019704053370613","1.722738060264234","1.8617084946424463","1.5621499425835341","1.550867592637635","1.5694295851704436","0.8803338924235982","0.8707744682999644","0.8991263776602975","0.43294356566124376","0.42239034591104024","0.44651400356203114"
"32","1.784245859570321","1.7094761760530244","1.8260263494098559","1.5790054267218845","1.5664279697457424","1.5933325103792766","0.8909475894364268","0.8795048558883201","0.9073179113895142","0.43041588457950064","0.4206766723366169","0.44565015572461525"
"33","1.738521385848212","1.6939392591189817","1.7680760201600616","1.5791323507671127","1.5594989179562966","1.6052457359096777","0.9045331378817881","0.8923357917433685","0.9183860063928555","0.427007738453865","0.417638715450276","0.44258172605727364"
"34","1.6685673041818645","1.5415716704649798","1.7370917950431268","1.5668527234833773","1.5401167176933124","1.6021617109138442","0.9202492779370463","0.9082517620431625","0.9315482451187636","0.422966801115909","0.4143303752569038","0.4375527477519696"
"35","1.5955810839329265","1.4717050219257184","1.6638848054811246","1.5368440340031693","1.4802785481282175","1.5965456056784677","0.9385857217977494","0.9276023725289813","0.947541503963976","0.41843732741390005","0.41108864577697635","0.43110951255485236"
"36","1.5192437973994795","1.3748439343139982","1.600744293843504","1.4872378071030883","1.3719652818929577","1.5646933281189837","0.9587706861960333","0.9481106199643695","0.9681713541623304","0.41359923183493646","0.40732501812345473","0.42398860019183277"
"37","1.469586679270457","1.3040071067972188","1.5748622991978731","1.4201172951689685","1.28799411393836","1.495028777970782","0.9800583344392082","0.9684146423033922","0.9914959412039899","0.40876587501462824","0.40373434614641823","0.4172932251328581"
"38","1.4223515764404193","1.2837449214136534","1.5433851404155636","1.3569624334131036","1.2673703416648787","1.3981422052689139","1.0013378106202842","0.9892898740058274","1.0142423871230195","0.4043184703435288","0.39859931187991154","0.41193339643733357"
"39","1.3777236496673622","1.2632671937612698","1.4927389822878794","1.2936230561913171","1.213881798486133","1.3589145420921735","1.0217346020441926","1.0100619106115718","1.0348642143527844","0.40049178319412554","0.3926240845939215","0.40816618898505824"
"40","1.330494361302725","1.2090030939934848","1.436786216341082","1.250096373513967","1.1817321483899812","1.317679659264371","1.0402426265060734","1.0224698770688694","1.053251816061316","0.39735188559826345","0.3878255151977712","0.40556182332560564"
"41","1.2760495840754433","1.1831397243447495","1.3479389453774766","1.2106626003029928","1.172836175393017","1.2601313735467183","1.0556681001391677","1.033291211249942","1.0699179107464742","0.39480378299161806","0.3841204169818308","0.40350156902365447"
"42","1.2332946034326242","1.149273022779948","1.3081297933262142","1.1744743153350474","1.1483608889879342","1.2194094849087815","1.066268456795012","1.041274389825862","1.0852971520441543","0.3927511411716984","0.38121950216782763","0.40163725354002555"
"43","1.1800174955217577","1.0870546145564124","1.2422420625605175","1.15621644196078","1.1382784983542054","1.18111633615598","1.0737917331287579","1.0436725954764277","1.1007066971639496","0.39103707370020124","0.3788763656684855","0.3998058251048572"
"44","1.1320993617520572","1.0304065347187004","1.211070976792024","1.133983270533326","1.1256099151641095","1.14434566474136","1.0804477902552996","1.0463198081197154","1.1150841681247152","0.3894756548174813","0.37691473780859236","0.39799934050241703"
"45","1.068963453421261","0.9590476460248477","1.1365396359740378","1.1178763550261894","1.1136406198837088","1.1293013699670476","1.0854339126216317","1.0503772212468372","1.1251069483922165","0.38796432820405585","0.3753281354152915","0.39626210760342606"
"46","1.0042375555054934","0.8896216786287169","1.0754866961664609","1.1006653078245408","1.0878749676326527","1.117793879514803","1.0856226619838143","1.0537379395116306","1.128891460619875","0.3864972481203347","0.3741654141507435","0.39469344235218096"
"47","0.9417917728327435","0.8265380106988466","1.0175995873794668","1.0774153279663679","1.0508652611956646","1.0976606173605818","1.0776529480496246","1.052200914443866","1.1255459733535278","0.3850755641992337","0.3734606681627618","0.3933249600215331"
"48","0.8759293898019388","0.7594980990769263","0.9547646354443595","1.0600070837548619","1.0234641873846957","1.083775727158004","1.0700032524862275","1.0373522540580489","1.1219505599114912","0.3837200770473578","0.373216629808131","0.39209996290369586"
"49","0.81425778467642","0.6950604334318736","0.8926090326737194","1.0349909644669744","1.0002324213950062","1.0577330901548887","1.0644815270896546","1.0246164780406446","1.1130724916084338","0.3824596659280269","0.3733145282145679","0.39100069838893364"
"50","0.7540114773109255","0.6395923457191047","0.8314337823408631","1.0101498528714827","0.9786126747162688","1.0332031919249436","1.0564547424019268","1.0075675248590785","1.0981813472014885","0.3813303963996069","0.3735767827026065","0.38994898948812384"
"51","0.6965499868425946","0.5896007361226818","0.770815397337679","0.9790823738744787","0.9515254946291419","1.0035973715719664","1.0485045215537245","1.0035984768839974","1.0951110750066875","0.3803319413470392","0.3737619493990282","0.3888765894803738"
"52","0.6407813422050953","0.5409731603463825","0.7112923503735871","0.9454909542964429","0.9263169205789145","0.9729177655397757","1.0424990689255886","0.9981528142824526","1.0881858409329195","0.379425235952915","0.373696358331435","0.38773458153160795"
"53","0.587270071155617","0.49487144488638973","0.6515941073612994","0.9060562167822738","0.8791117448037372","0.9330605831213574","1.0349557047770572","0.9863870131585382","1.0734655195988714","0.3786243532818393","0.37340051235835436","0.3866289348813165"
"54","0.5378097255862814","0.45189751194388866","0.5972865474358358","0.8676232340897625","0.8418943542391896","0.8884855049087999","1.0219795984097828","0.9778852726232095","1.0546481670652101","0.3779985428988746","0.37302271755824834","0.38572698042496034"
"55","0.4919258063647079","0.4123011657338748","0.5468124427093884","0.8255112614438799","0.7979628327404508","0.844620224306419","1.0089145998984266","0.97300730392509","1.042987530808696","0.3776096272103314","0.3727641033880129","0.3851194439006071"
"56","0.44923560206866553","0.37564120978950166","0.49917239447177036","0.7854448805100207","0.7540183853049087","0.8016704499743621","0.9974399722185285","0.9685777609296441","1.0319906846397977","0.377442546494407","0.37273693456457574","0.3847690716794042"
"57","0.4098084842597406","0.3420854483978589","0.4551358267336018","0.7423384013944413","0.7100920526598345","0.7619045915393025","0.9858997328501786","0.958907139793473","1.0165503772078306","0.3774416150770253","0.3729558928165189","0.3846371953456733"
"58","0.3733471164240685","0.3113522750430783","0.41422197302345465","0.699251138215384","0.6668847204642548","0.7203281086995325","0.969788997401469","0.9385456078824098","0.9862610477165288","0.37758923440006775","0.3733876194096362","0.3847266906180585"
"59","0.3396297589235022","0.28326330750376455","0.3761315243369952","0.6550368805040888","0.6251326556450818","0.6806947330633627","0.9472639623275134","0.9165768652265653","0.9707039386345415","0.3779206070734486","0.37401633949381907","0.38509623496927187"
"60","0.30864833436593436","0.25757156037259227","0.34127421639219363","0.6110331621670511","0.5814398848496793","0.6418500014707151","0.9248954144920966","0.8956935546834566","0.9565100002830969","0.3784759355815693","0.3748872912421131","0.3858182126279173"
"61","0.2802756703933419","0.23403284727020157","0.30951322473270826","0.5692108207714248","0.540798831712329","0.6040933876403767","0.9059134217820312","0.8730489382104242","0.9378425919776445","0.37923290009837063","0.3759270194043787","0.38688131727421254"
"62","0.2543034803756344","0.21250443075972253","0.28042541945644245","0.5284656214298599","0.5022009941359584","0.5658303287194435","0.8826042258954876","0.8500161287681541","0.9084732119004002","0.3801469321218315","0.3770216049761974","0.38814151817109743"
"63","0.23057746691274478","0.19285322762798882","0.2538810302331834","0.49033956970921383","0.4643513837862064","0.5299611663322445","0.8572781805333193","0.8321691194766135","0.8772667235742305","0.3812152933964335","0.3781747033742089","0.3894809404956787"
"64","0.20895884471495788","0.17493607212583412","0.22981096635102377","0.45393066326970405","0.4278260493331052","0.49575106755508264","0.8342319487094271","0.8112910013634522","0.8536136248885907","0.3824655739336317","0.37903252175079755","0.3908601989534376"
"65","0.1892806663989007","0.1586359691901069","0.20797080474393542","0.4192984581751881","0.39325968905933517","0.4633242394968092","0.8135774516751079","0.7855837786426848","0.8317749123505492","0.3838967499627335","0.38015222079352207","0.3922844872695043"
"66","0.17138418516965884","0.14385063370945195","0.1881257935824857","0.3868054911654451","0.36131398974346646","0.4322347503804694","0.7925510167119116","0.7637631361223994","0.8128358818563848","0.3855152555113809","0.38152789704795675","0.39380266110672746"
"67","0.15512717918157892","0.1304786039851374","0.1700761999602886","0.3565374980700498","0.33151917411792625","0.4031696138279335","0.7713847797355363","0.7429085255063378","0.7928952192928949","0.387313169782012","0.383162705611462","0.39543020685357594"
"68","0.14039417807201526","0.11842273993874584","0.1536742814684738","0.3275108429668567","0.3033458981940184","0.3748948316542526","0.7531546960084717","0.7253074379470362","0.7750583782538851","0.3893160544994058","0.3850800920161303","0.39713072571130503"
"69","0.1270888575883376","0.1075916824186533","0.1388155088951922","0.30028745236987664","0.27684574362058134","0.3478149168411936","0.7320295703397044","0.7077928570646038","0.7466460500481127","0.39153844240650226","0.3873629523556791","0.39890100554124286"
"70","0.1151237684048543","0.09791009456086128","0.1254006411322433","0.275048860000045","0.2522782851779078","0.3220078699319026","0.7104438031979348","0.6917017148815464","0.7237998142646634","0.3939941360039649","0.390032830423404","0.40075391430410556"
"71","0.10442293888903768","0.08932343083401573","0.11335308723347227","0.25125508730991336","0.22980082891815995","0.29687156803043496","0.68654007900125","0.670799756111478","0.7010751596153337","0.3966463480582173","0.3929604243488343","0.40275343391504903"
"72","0.0949231657692455","0.0817895293517174","0.10262100383222014","0.22927204767460446","0.20935660223289734","0.27347650952965724","0.6646178044847026","0.648366438320097","0.6783923715881641","0.3993453829151816","0.3960706033769852","0.40497489970719486"
"73","0.08656698429240707","0.07526812705221948","0.09314624974967323","0.20901198062771367","0.19065981387846845","0.25141008871442716","0.6401688332961839","0.6237710178376912","0.6521014063271791","0.4014825932610293","0.39914862531465","0.4074969612130064"
"74","0.07929567678735201","0.06971360057113307","0.08485279330261139","0.19035213440723373","0.1734533104992803","0.23073753275255848","0.6160960188851854","0.5942211630450417","0.628551636454888","0.4025873820321683","0.39321698130951743","0.41032389350384757"
"75","0.07304861558504494","0.06507118548858916","0.07766314282543543","0.17320329319357644","0.1576337648303419","0.21134507347704257","0.5900649431554476","0.5663936782654181","0.6013895287992395","0.4027351308480843","0.38527866043841236","0.4133936741642638"
"76","0.0677634843421474","0.0612758503303033","0.07150938387945878","0.15755931797424294","0.14318350457736606","0.19331994671612257","0.564133445441437","0.5399442440483224","0.5738511010463416","0.4030268092865005","0.38496652537523596","0.4165610604446005"
"77","0.06337490688728888","0.05825343532131167","0.06632977656435342","0.14331428266312107","0.13006139622541615","0.1767036019575349","0.5364725420116082","0.5102748666755759","0.5453602256437171","0.4029316211602409","0.3830310725582886","0.4196373503176663"
"78","0.05981292916363122","0.05592273532120078","0.06206171692055376","0.13034400652009087","0.11819696312870166","0.16151451883133086","0.5097608356726452","0.4847297842703598","0.5217077533113751","0.4018700187988963","0.38101910894191626","0.422017301703494"
"79","0.05700223664012235","0.05419819608143581","0.058636932687692045","0.11859975774172371","0.10753039053850683","0.14770167846763263","0.48206392182390473","0.4570216000579719","0.49692590776683093","0.4010966588983685","0.38214472533564053","0.42283046549881437"
"80","0.054862171649152636","0.05299275710037668","0.05597910868752612","0.10802603031724849","0.09800828834235677","0.13504341665745254","0.4558642823979026","0.43181794278209845","0.4764705026571623","0.400351781971637","0.3790956685956559","0.4256744041670875"
"81","0.0533081045090331","0.052008409048865736","0.05433541424572099","0.09859517101837909","0.08957536773968383","0.1235387403313929","0.42895048557601756","0.40697227651262174","0.4499277260819426","0.3995182307774273","0.38097360518054724","0.4257766153921678"
"82","0.052253937715888134","0.050927914097694746","0.053276417008348655","0.09024679672389516","0.08202892932509252","0.11322711135840188","0.40385868189872864","0.38414438190565453","0.42895448824385196","0.3977061645434702","0.3826884873756239","0.41996675033837894"
"83","0.05161533215813431","0.050293208162060475","0.05259332375538344","0.08289237920701795","0.07539443163503937","0.10402070506954347","0.37984820916274814","0.3615224737867191","0.4069018000854872","0.3970790430559189","0.38264345503321306","0.41305285022487265"
"84","0.051313016623948715","0.050017559923942995","0.05221621050946326","0.07646568285846918","0.06964441664728538","0.09582207766643569","0.3560149140340446","0.339778133276265","0.3830239791061816","0.3972167581793591","0.38655542569363766","0.41280009762064956"
"85","0.051275379764432735","0.05002216321862131","0.05208150080768095","0.07091066329941167","0.06473108286757283","0.08855438996720977","0.3338300691302145","0.31690455375850324","0.3636895085914834","0.3984340950227446","0.3870657806266304","0.41637340860174593"
"86","0.0514400117983963","0.05023828274201461","0.052329012650504526","0.06616331405016793","0.060603291698823884","0.08211963132284776","0.31330384636530223","0.2961223457081757","0.34368343503815063","0.39999595865503323","0.3888318848927481","0.41557642507928466"
"87","0.051754327761961774","0.05060818338933122","0.052761621585806516","0.06216384215494035","0.057204622392193004","0.07642952950022296","0.29433681466723904","0.2760225283061101","0.326514345154428","0.4009037317321965","0.39183799924293433","0.41691048281212606"
"88","0.05217516024264453","0.05108480009594523","0.05324598390447414","0.05886093236554839","0.05447392493447769","0.071449474699418","0.27662199368675855","0.2543177450281195","0.3144214240670654","0.403121166467288","0.39243775729343666","0.4199090318652951"
"89","0.05266795139023114","0.051630976876299695","0.05376047737043371","0.05619819008778173","0.05234609611729278","0.0671778294511811","0.2590362163006115","0.23790356658824838","0.29418177188575395","0.40438637325065213","0.3949175450665707","0.42021601047410934"
"90","0.05320560001259443","0.05221786466242973","0.05428887727130554","0.05410620180676109","0.05075218766687712","0.06359386415991367","0.24278886242157136","0.21971902677517563","0.2817525394245133","0.4057890256701368","0.39631403184070335","0.42256192706126644"
"91","0.05376723883009513","0.052823701104868066","0.054819149749307024","0.05250862131796645","0.049619764947256964","0.06063387975715","0.22786164222303387","0.2040563889936759","0.2699798917876178","0.40757427239572513","0.39680497247655766","0.42459132602556254"
"92","0.05433717082515618","0.053432245099320055","0.05534275971993924","0.051330234517842854","0.04887452093970525","0.05821028271891569","0.2146811749161595","0.1882875398184853","0.26033381013270374","0.4080283074004569","0.3970781207231874","0.42529715023521597"
"93","0.054903853066023064","0.05403177000028543","0.055853780904936166","0.05050147230742201","0.04844330075323849","0.05624191002124406","0.20103256686753923","0.17516330283181417","0.24721620384114681","0.4088036929128084","0.3949363993333079","0.4275832491303018"
"94","0.05545905481127911","0.054613895583260706","0.05634840241083532","0.04995758491193715","0.048257803381328936","0.05466697618492956","0.18779419131667535","0.16188664190439078","0.2307645618201549","0.4082264271051443","0.39116014955368966","0.4286578758686389"
"95","0.055997145956943474","0.05517301313121673","0.05682443586419529","0.04963840960414142","0.04825798553291637","0.05343744823500194","0.17640806800030212","0.15043677099051672","0.21917800551363556","0.4070076551011524","0.38795436337237565","0.4295043394512651"
"96","0.056514545487389455","0.05570543614187489","0.05743239221399429","0.04949276990630107","0.04838863297306598","0.05250848824722295","0.16563060275157446","0.1403018812105043","0.20827361367123598","0.4065088369142247","0.38703241262123284","0.43135120386054726"
"97","0.05700915405439039","0.056209084632001645","0.058048474965564346","0.04948079911444801","0.04857442398493308","0.051834284112541","0.15557502046005214","0.13047005251443902","0.1978214084901275","0.40641531824236327","0.3883394514516018","0.4318392023226196"
"98","0.057480090170117085","0.05668299249370691","0.05863418560092417","0.04957173461677444","0.04883429816638659","0.05137061862346164","0.146968974122189","0.12129143971354758","0.18907509099153938","0.40710659528194404","0.38863640442920777","0.4327310511166648"
"99","0.057927270657374776","0.057127065441995833","0.05918890734894228","0.04974016928853581","0.04915023330138623","0.051078110942685","0.13871266714343947","0.11317641437096808","0.1793345927701725","0.40731933098181655","0.3872588480800768","0.4341709257361283"
"100","0.05835129762635281","0.05754199560646394","0.059712811605959336","0.049963961411028594","0.04949831341277234","0.050922493548687456","0.1303814427242385","0.10595130228298422","0.1678033943491089","0.4071540986246708","0.38593617647300893","0.43445460563593796"
"101","0.05875312046260117","0.05792880570961944","0.060206557015946086","0.050224631341428204","0.04985826943258042","0.05087306692104753","0.12415224940263417","0.09945736726835087","0.16043465765194923","0.40750551384190914","0.3859639072270935","0.4352885387341988"
"102","0.05913407246463247","0.058280766149483375","0.060671188733174904","0.05050789181374904","0.05022000493626454","0.05090244032035918","0.11701067657972586","0.09361928829945686","0.15162778098749075","0.4078168315073385","0.3867612720435359","0.436336771200933"
"103","0.05949565440020873","0.05859518231126002","0.06110795979057885","0.050802708869125926","0.050579717747699385","0.05098745633717112","0.11070079105651982","0.08790568664049418","0.14526208832881232","0.4073232096610031","0.3863064691169575","0.4366666061540349"
"104","0.05983946325923475","0.058896723162899664","0.06151834221214577","0.05109996112998261","0.05093208522745105","0.051261278680723034","0.10485380457736722","0.08324649675631843","0.13809253656839054","0.4062459304679728","0.3852613008649308","0.43724010585774564"
"105","0.06016717305554862","0.05918714241569448","0.06190390910034756","0.051392013709147796","0.05126015737502151","0.05159716584016256","0.0995806980850422","0.07888196070240223","0.13044481319156864","0.4058411760820492","0.38444968651813655","0.4378056305302595"
"106","0.06048042398810509","0.05946819796605054","0.06226635467048749","0.05167359761771486","0.05142772563379641","0.051917269528175936","0.09413804082005736","0.07435112243044442","0.12439535908635951","0.40589653629754363","0.38392953066896945","0.4374965374329077"
"107","0.060780834241732064","0.05974163423874262","0.06260743636093234","0.05194209672488585","0.051606743242871435","0.052216718538237096","0.08910796618406228","0.0707980139982014","0.1173414899406076","0.4060106846357926","0.38457583212444096","0.43682052495725937"
"108","0.06106993583670663","0.059996012367548944","0.06292901040193487","0.05219661874027792","0.05179077638275922","0.052494305077131626","0.08512376430080273","0.0674936304306536","0.11276598309913957","0.40564267543127547","0.38422557581712885","0.4353110509946539"
"109","0.0613491769110913","0.06022296914412087","0.06323294000713474","0.05243679409952958","0.05197395314776671","0.052751889733846195","0.08192696628935688","0.06463850533971166","0.10871297249111778","0.40443281644881923","0.3828823484799828","0.4325807193926272"
"110","0.06161986264671747","0.06043837583900817","0.0635210976209728","0.05266229180020541","0.052151805610321574","0.052992867847850206","0.07864164015089184","0.062248444380852225","0.10352162986831609","0.4033015485817165","0.37984447992258646","0.4302192689512917"
"111","0.06188316929230124","0.060643805055376","0.06379527172591455","0.052873288035126476","0.052321787321247974","0.05322067409965361","0.0754218858144826","0.05978376492657685","0.10043402598209822","0.4022485998008178","0.37507055760727204","0.4292603909723336"
"112","0.062140132933250256","0.06084073751090812","0.0640571441755242","0.05307061916206485","0.052482740169097514","0.05343751933370809","0.07253585715062896","0.058021445840298634","0.09686339610731903","0.40092567906816995","0.36912613643403797","0.42983089010468994"
"113","0.062391638901066374","0.06103057494760462","0.06430825737922503","0.05325522099361618","0.052633924025515276","0.05364389404339709","0.0701123685137699","0.05664893623394863","0.09301992547112926","0.3996453024601407","0.3628491483811446","0.43061006151725495"
"114","0.06263842166179903","0.06121447107371072","0.06454995086158295","0.053427409374951475","0.05277442167938775","0.053839190882578096","0.06838078697959428","0.05521403981897555","0.09035811174628852","0.3982317742416742","0.35802865123729344","0.43036652269780395"
"115","0.06288106893603708","0.061393548799585695","0.06478335079466979","0.05358702126280955","0.052903421541711425","0.05402254513990106","0.06688518491731421","0.05411710607656776","0.08719411843555835","0.397015157643657","0.3560064068106253","0.4299177338067792"
"116","0.06311998180119106","0.061568714387747685","0.06500928870698773","0.05373438095245107","0.05302098730063159","0.05419381306283341","0.06511553053641679","0.05328821089296408","0.0850333151202669","0.3963232630872315","0.3551485576632654","0.43037195305827114"
"117","0.06335545070514856","0.06174070227649468","0.06522840995262703","0.053870964416258736","0.0531285024688749","0.054353828788002434","0.0634646787979686","0.05245497236134271","0.0819685455225311","0.39546309014107395","0.35287311683512096","0.4310215141074956"
"118","0.06358759252765665","0.061910066703440715","0.06544110177079238","0.05399920848631744","0.05322844897758498","0.054504304035796154","0.06224210783700147","0.05197144809443542","0.07951423494109065","0.39466042656281664","0.35120557918238904","0.4315298736655343"
"119","0.06381640030323785","0.06207718285261242","0.06564755516686373","0.05412153037853964","0.053323350801998494","0.05464711897818769","0.06086464894235394","0.05144097651159358","0.07695600857000852","0.39372934941316073","0.3513303351954316","0.4315049701894291"
"120","0.06404172656815432","0.06224215808895301","0.06584774056396568","0.05423993442339137","0.05341525039321","0.05478374176243662","0.05972529709964423","0.05082331316867232","0.07426499515124091","0.3928945337069429","0.3511750423790101","0.4315406111619394"
