"Step","opt.weight_decay: 1.5 - grads/weight_norm","opt.weight_decay: 1.5 - grads/weight_norm__MIN","opt.weight_decay: 1.5 - grads/weight_norm__MAX","opt.weight_decay: 1 - grads/weight_norm","opt.weight_decay: 1 - grads/weight_norm__MIN","opt.weight_decay: 1 - grads/weight_norm__MAX","opt.weight_decay: 0.75 - grads/weight_norm","opt.weight_decay: 0.75 - grads/weight_norm__MIN","opt.weight_decay: 0.75 - grads/weight_norm__MAX","opt.weight_decay: 0.5 - grads/weight_norm","opt.weight_decay: 0.5 - grads/weight_norm__MIN","opt.weight_decay: 0.5 - grads/weight_norm__MAX","opt.weight_decay: 0.2 - grads/weight_norm","opt.weight_decay: 0.2 - grads/weight_norm__MIN","opt.weight_decay: 0.2 - grads/weight_norm__MAX","opt.weight_decay: 0.1 - grads/weight_norm","opt.weight_decay: 0.1 - grads/weight_norm__MIN","opt.weight_decay: 0.1 - grads/weight_norm__MAX"
"20","32.049695231683515","31.8789404733458","32.15230934308996","32.347059784691616","32.17522710499201","32.4502454939433","32.496707295562835","32.32433180682646","32.60017426801102","32.647015301576175","32.474095746167436","32.75076223170711","32.82830210310857","32.65472858298052","32.93237959784508","32.88890784588972","32.71511403806255","32.993096756651234"
"21","32.12757202289153","31.951199514112535","32.23596548427121","32.440680769104546","32.26317144121626","32.54967095227788","32.59830624867062","32.42022774429858","32.70758711496176","32.75666200145972","32.57801071622641","32.86623204726053","32.9477037651601","32.76836130980137","33.05761867321586","33.01158228339882","32.832010568479504","33.121609496294106"
"22","32.212860466925925","32.0308041127502","32.32708847722081","32.54174537578759","32.35850169330987","32.656586421712085","32.707366536244095","32.52352851746813","32.82250777441545","32.87379345007847","32.689357843355346","32.989233861689634","33.074622984918186","32.88946702237093","33.19041852456726","33.14178449423896","32.956386529562636","33.25769779901527"
"23","32.30562587470676","32.11786118090583","32.42571889864202","32.65030793104141","32.4613144908915","32.77103406711672","32.82394253455918","32.634332133338695","32.9449781003304","32.99845838566208","32.80823074904851","33.11979985715682","33.20909715823272","33.01812616235872","33.33080414395687","33.27955313301326","33.08833466079851","33.401382362860375"
"24","32.40589113549488","32.21244292959147","32.53188414967884","32.76637523104079","32.57167764439395","32.89302062237615","32.94802536354759","32.75270593544524","33.07498988744649","33.13063344594245","32.93469249479282","33.257914354142834","33.35108887048399","33.15440359196742","33.47874391229923","33.42483900246016","33.227906193439274","33.55261653242374"
"25","32.51359349982961","32.314626834018604","32.64553876369442","32.88984364757577","32.689664050616784","33.02246438860787","33.079488459415344","32.87871666847149","33.21244170758433","33.27016860371941","33.06880921016245","33.40345265708415","33.50041514648921","33.29835791219197","33.634092781961954","33.57745153288079","33.3751627600198","33.71125887013677"
"26","32.628500152050705","32.42446902273421","32.76650422044019","33.02041311003255","32.815327259148276","33.15914182429089","33.21799836473814","33.01240999786577","33.35708423048056","33.416692646384334","33.210618639671374","33.55613810164804","33.656652458339465","33.45001591110421","33.796524645664384","33.73694847746242","33.530130529425506","33.8769602753848"
"27","32.750122197591004","32.54196884529461","32.89440113418335","33.15750278970224","32.94862944975386","33.30257349465935","33.362924111529445","33.15373532523334","33.50839082766248","33.569521913743145","33.36004646572472","33.71537756825975","33.81905922360804","33.60927693500338","33.96537363912419","33.90256759685803","33.69269404241723","34.049029733330876"
"28","32.87767044444284","32.667000697497656","33.028474487222766","33.300226984734046","33.089397140549416","33.45185877449488","33.513330027668076","33.302483689987376","33.665366975480154","33.7276719706594","33.51685421696915","33.8801022449018","33.98658873794517","33.77586176384882","34.1394683013435","34.07324267307397","33.862558254841","34.22626558448022"
"29","33.01009638402877","32.799303521926156","33.1674422232528","33.447448796032866","33.23728940853274","33.605541171969506","33.66803448442231","33.45827698534587","33.82647585472066","33.889916610077606","33.680614440097436","34.04868914395788","34.1579575049035","33.94927246033319","34.31709256036815","34.24766891883234","34.03920505048186","34.40691522687972"
"30","33.146180495912304","32.93840242774667","33.309542698236264","33.59786287197428","33.39170345123171","33.761722139664876","33.825685710536","33.62043271722941","33.98976250399707","34.05485145319863","33.850568118039945","34.21912100255499","34.33169680935216","34.12865386516786","34.49615014751646","34.424355941177964","34.22174287710775","34.58886066678928"
"31","33.28454942214877","33.08344423161776","33.452696240246276","33.74998583702868","33.551597827776774","33.91824204693822","33.984743538801844","33.78781157366514","34.153020847471346","34.220882604202515","34.0254672543229","34.3891590157785","34.50614534203694","34.31263163112274","34.67437286799954","34.60161874109897","34.408754733988125","34.76981891838362"
"32","33.42366191230571","33.233085747207554","33.594751075200534","33.90218533339097","33.715421015579984","34.072946720854475","34.14353182338119","33.95875291311597","34.31410799966247","34.38628952985177","34.203546137197165","34.556664855531125","34.67953534094416","34.49929587709907","34.849635153219324","34.777679109757386","34.59828582221867","34.947676430495704"
"33","33.56190905497653","33.38551193596651","33.73379964192071","34.05279756294204","33.88113088834901","34.223998955297255","34.300364515520656","34.131107440532716","34.47122363347525","34.54937014977965","34.382545336669374","34.719882126005984","34.85015210904697","34.686270037315374","35.02023340937172","34.950815665305846","34.78791946668142","35.12074769912099"
"34","33.69775108072785","33.538444664411806","33.86845892221294","34.20027696827436","34.04626369058817","34.370123943941124","34.453700787851844","34.30232374143915","34.62314377639525","34.708591278430916","34.559831567989626","34.87763556909535","35.0164769339995","34.87082748337068","35.1850454988737","35.119517650642294","34.97489682905619","35.28792355506519"
"35","33.829850400775804","33.68930813213407","33.997948079741704","34.34331711484289","34.20812834578757","34.510583111267294","34.6022575365876","34.46966545985126","34.76914308042226","34.86269816537032","34.732638845499125","35.0292149275073","35.17729090538102","35.05018723202488","35.343363172065274","35.28257762755029","35.1564374995","35.44849710870159"
"36","33.957131940975266","33.83549104271375","34.12181618618432","34.48090909418015","34.36413180465207","34.644911566649114","34.74506062674955","34.630571598774004","34.90875207852162","35.010753691144295","34.89845761276564","35.174136075144936","35.3317165716119","35.22192823392304","35.49470759955806","35.43913995338746","35.33015494776116","35.60199538221576"
"37","34.07881517692042","33.97465198554744","34.239765949340615","34.61237401713252","34.51211467833161","34.772829309722916","34.88149397911258","34.78301882294721","35.04170750189604","35.15221668375708","35.0554179010713","35.31216814003354","35.47930382406547","35.384388247370126","35.638891891224326","35.588792232674635","35.49447545866733","35.74824316869904"
"38","34.194473983936035","34.10509986664842","34.351707307234015","34.73744669865146","34.64955342763273","34.894310639974854","35.01138487445721","34.92203055054843","35.16803101217692","35.287005086155844","35.19623073857661","35.44338988751993","35.62008904184979","35.52767338529044","35.77607768292941","35.731604963709216","35.63865555167941","35.8874345556265"
"39","34.304108750363405","34.21494520799263","34.457805095961206","34.85631940355442","34.76484198556424","35.00966314707805","35.135017703613286","35.042458203629565","35.28810862530836","35.41550214969946","35.321915227129175","35.56826966048004","35.7545710965468","35.65982741146716","35.90683474284527","35.86811549938975","35.77300839855117","36.020176637545795"
"40","34.408141332414345","34.31722061675996","34.55855114195689","34.969595283136556","34.87711932124609","35.11953812349776","35.25308699278716","35.159930362914544","35.402677997222185","35.53848659119733","35.4447192822852","35.68763340058255","35.883621700919875","35.789213428791115","36.03208002621587","35.99922801489037","35.904631708527525","36.147416812097376"
"41","34.50734450939764","34.41699671798714","34.65473537041871","35.07819500225274","34.98707908821484","35.224867065265485","35.36657574987869","35.2751998106274","35.51273085436228","35.65700083324216","35.56544844433815","35.80252335675431","36.00834981313596","35.91669574450196","36.15293611920147","36.12607238036349","36.03441077311554","36.27030008104082"
"42","34.602720171383154","34.51495479487388","34.74731961897385","35.18321411775564","35.09551350756069","35.32670137556187","35.4766267988358","35.38910903210107","35.61937489855855","35.77222677441913","35.68498581883738","35.9140990387567","36.129978014611915","36.0431835994599","36.27061139513039","36.24988177035303","36.16326166347036","36.39005306280911"
"43","34.695381952684365","34.61189148582554","34.83733650336141","35.285832149270576","35.20330531467358","35.426149733790396","35.584438026999166","35.50255306895636","35.72373755368673","35.88537776203089","35.804226383949775","36.02351798001203","36.249735190147916","36.16955648617011","36.38629080028802","36.37188753319589","36.29205534617735","36.50786516286593"
"44","34.786466786270665","34.70866647280348","34.925791516956885","35.387194834767435","35.31130217824652","35.52424588782199","35.69115384714626","35.61635551643988","35.82686775487078","35.99759228188451","35.9239478523293","36.131831912369876","36.36873957970205","36.29652187193699","36.50102169749413","36.49320141063694","36.42146778247257","36.624783355801235"
"45","34.87702515241519","34.8055318710708","35.01356984430733","35.488319336322974","35.41437186192916","35.62187314950868","35.797769126890174","35.72272096255757","35.92963738716879","36.109836008807875","36.03381963137633","36.23989116862884","36.487922495787004","36.410972400264356","36.61562646688569","36.61473869693192","36.53754490246984","36.74162186599484"
"46","34.96794017878205","34.88611319070509","35.10138427091409","35.59002262800957","35.50577465961963","35.7197017726431","35.9050599222485","35.81983795350874","36.03268813532807","36.22284840489501","36.13686548214994","36.34831428239658","36.60797515753132","36.521409535944635","36.73071115022908","36.73718041016039","36.65051339116462","36.858977583698994"
"47","35.0598808105568","34.96759102190198","35.18973231984278","35.692887093969","35.598545893428884","35.81817315721605","36.01357114286985","35.918561585985735","36.136448296807096","36.33713208259109","36.24174205508753","36.45752491663244","36.72936085710069","36.63394295414005","36.84668868157456","36.86097609608776","36.76566484273234","36.977264842526886"
"48","35.15327740906702","35.05084720300549","35.27889371560388","35.79726442906496","35.69350253263015","35.91753861386001","36.1236218744567","36.01966151458117","36.24116271589531","36.45298416193392","36.349187442560186","36.56776304267616","36.85235497670575","36.74926923167997","36.96381320059018","36.9863927447102","36.88367879860617","37.09674785169011"
"49","35.24835591056799","35.13653613939484","35.36896239609755","35.9033372777547","35.79122234123455","36.017912752719305","36.235383427509916","36.123692261148015","36.346965880399665","36.57056505466217","36.45972300178908","36.67919744747184","36.97710894786887","36.86786709349264","37.08877553260302","37.113582788401835","37.00502103811387","37.22652560989778"
"50","35.34520667801418","35.225097517497204","35.45995554517271","36.011179526619934","35.892107881860674","36.12054605977393","36.3489190217564","36.23101941124656","36.461837257218335","36.68993476271932","36.57367283883142","36.80626373057564","37.103672583876666","36.99001198064317","37.22386286774755","37.242592404208345","37.12994824451854","37.36400143875954"
"51","35.44381792948977","35.31681216757378","35.554288375314165","36.12076454159022","35.99635635586521","36.23889074114214","36.46419703819803","36.34179178408964","36.58584491099751","36.81105037001438","36.69113988545123","36.9359748125261","37.231989051048295","37.1157165634132","37.36050715819029","37.37335602077786","37.2584440146207","37.50297676987205"
"52","35.54409282503476","35.41174004490336","35.6634506724628","36.23197699683965","36.103913274199755","36.358951974333294","36.58109110325986","36.45589091521252","36.71140219034476","36.93377093808813","36.81191637907486","37.06707951523916","37.361902240927826","37.2446744043276","37.49835120073198","37.50571483716157","37.390164670170954","37.64309125637715"
"53","35.645856459469016","35.50969037251047","35.77432383838652","36.34462133108551","36.214440735339785","36.48033636640773","36.6993948929862","36.57289015029182","36.838092295140804","37.05788358840233","36.93551046883947","37.19912830274891","37.49319536807428","37.37632111220702","37.63694882681362","37.63945293601721","37.5245264845624","37.78390092281781"
"54","35.748875490186116","35.6102302853627","35.88645831821524","36.45844753333746","36.32738070474098","36.60253717352204","36.81885876697325","36.692194519705076","36.965395029506986","37.18314458842368","37.06128462910285","37.331620676629484","37.62564152307804","37.51000192136259","37.775821570317966","37.774348566043514","37.660867520316266","37.92494901529203"
"55","35.85287482106841","35.712791019224646","35.99930317522219","36.57320091360609","36.44212623397714","36.72500943988136","36.93924645508207","36.81319303783122","37.09279399305123","37.30934546473314","37.18865052054272","37.4640778467354","37.75906149917243","37.6451439146082","37.9145623486008","37.91023714152495","37.798636727752005","38.06584967044362"
"56","35.95760284331452","35.81682183782503","36.112304146124316","36.68868252709643","36.55816280364927","36.84725353094091","37.060391932568564","36.93539810009498","37.219842159668346","37.43634149994032","37.317142063626406","37.596107313872935","37.89334075545442","37.781337236251645","38.052859834729404","38.047005153762356","37.93743403773096","38.20630898030373"
"57","36.06288170630901","35.92191407946983","36.22493914170612","36.80476994202779","36.67512701281687","36.96885071045031","37.182187844273315","37.0584766076071","37.346178660565464","37.56404227089306","37.44646406402663","37.72741427776276","38.02839749675161","37.91831462478752","38.190475922301296","38.18458161835518","38.07700616431786","38.346118508755225"
"58","36.16859819951826","36.02779756334857","36.336749648255555","36.92138399800139","36.79279933638935","37.08946505368809","37.30456850495918","37.182227830056796","37.47154356506331","37.692390616732915","37.576435772843396","37.85780150465192","38.1641893934523","38.05595053462402","38.327290553493015","38.32292324362108","38.21724240689665","38.485177493663066"
"59","36.274690976096096","36.13431162430661","36.447383214218036","37.03848567230786","36.91104071626554","37.20891255906473","37.42750421330278","37.30653873024473","37.59581671636237","37.821367457469535","37.706972775581406","37.987214196132","38.30070992586792","38.194186709989","38.46331386752674","38.46202813079428","38.358100475262226","38.623505103555466"
"60","36.38114361550494","36.24136481201418","36.55666019068037","37.15607998980821","37.029776473847704","37.32715700921549","37.55101294927528","37.431358075587006","37.719029941483946","37.951008814204535","37.838064382456686","38.11573433769265","38.43801222369326","38.33305805494456","38.59867124494055","38.601958428610104","38.499624275256735","38.76126033469984"
"61","36.48798455733331","36.34887680144412","36.66455275481944","37.274227782173796","37.14899858277643","37.44430108299192","37.67516970085059","37.5567165498771","37.84132424100007","38.08139786035319","37.969765932910356","38.243548079729244","38.57619187810405","38.47263701422252","38.73359027543148","38.742813731151045","38.641898103774615","38.89867050919366"
"62","36.59529654602713","36.456855252776194","36.771152766553975","37.393031139807746","37.26877607222801","37.56054357425821","37.800082921290674","37.68270919487644","37.96294483656481","38.212650414821816","38.10218803951339","38.370920169425666","38.715374564258205","38.613061337575594","38.86837859355838","38.8847171898696","38.78505376440533","39.03605042037264"
"63","36.70319517999665","36.565382832396104","36.87666011888058","37.51262167807486","37.389243993510355","37.676168227989294","37.925893978517095","37.80948141360345","38.08421390330661","38.344918471031605","38.23549880857611","38.49822122006905","38.85572485302721","38.75451397599543","39.00345694063941","39.02784319933065","38.92929789214031","39.17385066816734"
"64","36.81184464828435","36.67462108912988","36.981387844089895","37.633185000394846","37.51062349521799","37.791599014260925","38.05280096557565","37.93729245979063","38.20559648191692","38.478412729834524","38.369986439598854","38.62596232872797","38.99746839671472","38.89732421458689","39.13937747512887","39.172422403333506","39.07496363661936","39.312631967683906"
"65","36.9214639537051","36.784873971851525","37.08580501477284","37.754962127457325","37.63327553820389","37.90738514633807","38.181051024992904","38.06650866616546","38.32767274498773","38.61338734583656","38.50602060778126","38.75474076342951","39.140869239562235","39.041877368750626","39.27674994112293","39.31872228237669","39.22243819809173","39.45300433149863"
"66","37.03231717410787","36.89653270941","37.190495218137556","37.878218224301904","37.757553052336426","38.02412692640851","38.31090695923001","38.1974689064521","38.45104086946558","38.75010663820943","38.64392929664859","38.885148959086074","39.286202929881384","39.18848122276334","39.41617081204585","39.467022866718715","39.37203454854966","39.59556742819753"
"67","37.14467685265388","37.009906164388944","37.29608457740152","38.00321705142491","37.88370587598892","38.14244285917756","38.442640828123686","38.33041485719924","38.57632134301267","38.88885106560455","38.783956895860946","39.01781350239673","39.43375834080397","39.33738592790102","39.55826028822868","39.61761574091234","39.52399266387127","39.74093198208476"
"68","37.258812653713285","37.125192352721385","37.40321820942518","38.13022221381852","38.01192407745644","38.26294524099818","38.57651251365678","38.46553855400961","38.70410904078047","39.029885590893436","38.92630319049222","39.15330383469414","39.583807420880746","39.48880039258362","39.70354160298943","39.770776420816574","39.67853460497801","39.88960902544828"
"69","37.374958749727625","37.24251117569645","37.51246537610864","38.25946329402465","38.14235004804371","38.38614455438316","38.71276072637632","38.60300053610632","38.83488371759822","39.173451460535944","39.07114279386706","39.292055184043726","39.736603223554184","39.642909867142386","39.852408679263824","39.92675930486847","39.835837143186005","40.04197169309114"
"70","37.49330679269438","37.36194967079642","37.62429271552822","38.39113978267839","38.275109520275215","38.51245549839201","38.851588756078435","38.742944481160855","38.969027226860725","39.31976828870337","39.218636391767724","39.43442935747898","39.892372718228465","39.79989007522508","40.005172395071305","40.085798801971514","39.99609050719051","40.19831818815621"
"71","37.61402757944821","37.48358201797738","37.739081616409266","38.525445893425214","38.41035785852968","38.642218742405795","38.99320662643988","38.88555078136753","39.106852945048196","39.469055388693164","39.36896965230834","39.58070029619865","40.05136256348398","39.95993782351738","40.162084632052995","40.24814623995147","40.159485825366495","40.35889560061775"
"72","37.737262591776606","37.60756220963495","37.85711791662335","38.66253890079486","38.54829053440632","38.775700272730404","39.137795508333","39.03101543664506","39.248612883530676","39.62152627867882","39.52234027558812","39.73111069711697","40.21380534682605","40.123223286209196","40.323366389143715","40.41403815108739","40.326192260447336","40.52390968131499"
"73","37.86313077586595","37.73407576227106","37.978623651893805","38.80256128889961","38.689074458067296","38.913153566728724","39.28552576129781","39.179476413937856","39.39453105633366","39.77737693790135","39.6788560960841","39.88586010025984","40.37992000347841","40.28985858846026","40.4891734781696","40.58369458783467","40.496319638911324","40.693511940633734"
"74","37.9914996778675","37.86325364469488","38.103544808234375","38.94527159300499","38.83278706920867","39.05473360294338","39.43625205088436","39.33099289304969","39.54474510266029","39.936585846045986","39.8385842239499","40.045044522641156","40.5497952696402","40.45991246408675","40.65957062726745","40.75722873344986","40.669943588889296","40.867743825070185"
"75","38.1214337120922","37.99515221441908","38.230905990462254","39.090274338073115","38.979450778683535","39.20050777184286","39.589758562492975","39.4856069876061","39.69930619178848","40.09903586064962","40.001580779311084","40.20868870606125","40.72345741646025","40.633480184621924","40.83453026918134","40.934705169501626","40.84716745218923","41.04657463251349"
"76","38.2505213311061","38.129805665360074","38.35787611633692","39.23716409643062","39.12912599300632","39.3503394998061","39.74587032807999","39.6434087020229","39.8581606905388","40.264434414092804","40.16797311855709","40.376735401945886","40.90057457616729","40.81072629664136","41.013996991499745","41.11586241443931","41.028167725052015","41.22994007980578"
"77","38.3790115101485","38.26725828486573","38.48188335671329","39.386184033722685","39.28191346645346","39.50371756141281","39.905119249915025","39.804524196181205","40.02122087239703","40.43337648089357","40.33792046137775","40.54909224428997","41.0812565947961","40.99181153939467","41.19787189209535","41.300657469341616","41.21310198699711","41.4177548875102"
"78","38.509521983642486","38.40761509728165","38.606674834759794","39.53699676600411","39.43795036143407","39.65842469657692","40.06685693987295","39.96912107675671","40.1880148562471","40.60597828993717","40.511579953780654","40.725487199261195","41.2657116438787","41.17458779013459","41.385988556854905","41.489116062432984","41.39909725955688","41.609886931229305"
"79","38.641570375251625","38.550947291984606","38.735074620547394","39.689299388660686","39.59370992006653","39.810157407532316","40.23031796563883","40.129719774497396","40.35672235281874","40.78111905575778","40.678567447851144","40.90465643381875","41.45378516708813","41.354271620353806","41.57758625402559","41.68131431846397","41.58317889004594","41.80579782094001"
"80","38.77469172754988","38.688101078226396","38.8646583662056","39.84345384193526","39.74102873900442","39.959392534894874","40.39582778455481","40.28742406863385","40.52316111699657","40.95774006676009","40.846986649682925","41.083366677745936","41.64422837310787","41.5372808826601","41.77073510872699","41.876281840059235","41.77119538236696","42.004074625639"
"81","38.91020002892615","38.81624881251407","38.99672274391305","39.99952084380728","39.89210148315312","40.110895167433156","40.56256880686624","40.449343802619346","40.685891865301414","41.13558862432791","41.019611413418005","41.25825408658778","41.83589341827188","41.723223659948964","41.9617615062921","42.07277844244475","41.961917142027424","42.20125209885291"
"82","39.047697268840565","38.946114115370996","39.1329801665903","40.157352027750775","40.045757824350915","40.26405761889256","40.73057940399011","40.613960338953184","40.850130407342334","41.315152093892415","41.19570290090946","41.43367605847627","42.02980471670836","41.913485113683876","42.15223497142159","42.271566586463315","42.15652074366358","42.39736141415893"
"83","39.186465829322124","39.08025065440263","39.275823760059446","40.31656558243748","40.203682164328086","40.4183959171517","40.900255993151305","40.782379953215546","41.01551785700291","41.49648894546756","41.375017702035485","41.61237902224079","42.22623135888092","42.1076588240266","42.34597981905647","42.47301667858177","42.35533023154745","42.59585783256615"
"84","39.32787087422459","39.21727929264328","39.42213200966559","40.4778802048556","40.36530577310483","40.576584732030184","41.071767307799824","40.954923832584676","41.18146976673413","41.68027575695762","41.558340957321676","41.791335789494845","42.42503024113516","42.304835381782155","42.54181221025748","42.67702620035473","42.55730568983574","42.797503931578035"
"85","39.472712921135795","39.357911098223","39.57236621644895","40.64136109389442","40.529813366019525","40.73638726090364","41.245405019678245","41.13032474077065","41.350776519310976","41.86624318251185","41.74517392344219","41.97290036719377","42.62675374789233","42.50565219767837","42.7391564966703","42.88393103070308","42.76250930603158","43.00060466962209"
"86","39.61998960326365","39.50201797159387","39.725120579780814","40.807812411230266","40.698219774007775","40.89932320554797","41.421601511695975","41.30913286438984","41.52147293682812","42.054204701410455","41.93504032932215","42.157424175178654","42.830981815571796","42.710229410400764","42.93999321818909","43.093682231395995","42.97139054386578","43.206560668093275"
"87","39.770298565297445","39.64909097367886","39.88021921661947","40.97692638026058","40.86998398360724","41.06536567245566","41.60085150601394","41.491561583256754","41.694973620273615","42.245082157872034","42.12817588176588","42.343216670995545","43.03704461402677","42.917574638959096","43.1425844470801","43.30547032535794","43.18337025750625","43.41525678243047"
"88","39.92375796581808","39.79979192784806","40.03892301804973","41.14853728696251","41.04438872371137","41.23326779491137","41.78250824707051","41.67668466807161","41.87091281359591","42.4388306698645","42.32447093400873","42.532389427242684","43.24604007386648","43.12769183174976","43.347646217726606","43.519740841484726","43.39804300563275","43.62611225972855"
