"Step","model.ln_type: mlp-pre - train/loss","model.ln_type: mlp-pre - train/loss__MIN","model.ln_type: mlp-pre - train/loss__MAX","model.ln_type: pre - train/loss","model.ln_type: pre - train/loss__MIN","model.ln_type: pre - train/loss__MAX","model.ln_type: attn-pre - train/loss","model.ln_type: attn-pre - train/loss__MIN","model.ln_type: attn-pre - train/loss__MAX","model.ln_type: off - train/loss","model.ln_type: off - train/loss__MIN","model.ln_type: off - train/loss__MAX"
"3088","0.00795156759704696","0.000050761249440256506","0.012339388020336628","0.0061783994664438065","0.0005963827134110034","0.016212167218327522","0.008270056815808858","0.0000023962172690517036","0.03613686189055443","2.9612010621349327e-7","2.817990605308296e-7","3.0748981316719437e-7"
"3089","0.007869140921684448","0.000050214242946822196","0.012247391045093536","0.006112931820098311","0.0005898138624615967","0.01603991910815239","0.0075791457855757475","0.000002373569486735505","0.03271885961294174","2.9610663432322326e-7","2.8178217803542793e-7","3.074761991683772e-7"
"3090","0.007787429700692882","0.00004967335189576261","0.012155091390013695","0.0060480799525976184","0.0005833189934492111","0.015869271010160446","0.006885249272500005","0.0000023511531708209077","0.029286028817296028","2.960945664653991e-7","2.817649544795131e-7","3.074621588439186e-7"
"3091","0.007706431789119961","0.00004913856173516251","0.012062521651387215","0.005983841279521585","0.0005768975242972374","0.015700217336416245","0.0061698752555003015","0.0000023289674118132098","0.025745894759893417","2.9608316935991753e-7","2.817473614413757e-7","3.074474079767242e-7"
"3092","0.007626147440169007","0.00004860974149778485","0.011969717219471931","0.0059202136588282885","0.0005705485236831009","0.015532756224274635","0.0055448669079851244","0.0000023070087991072796","0.02265765890479088","2.9607190867864117e-7","2.817301947288797e-7","3.0743200341021293e-7"
"3093","0.007546575902233598","0.00004808685844182037","0.01187671348452568","0.0058571927133016285","0.0005642712931148708","0.015366873703897","0.005046156430080373","0.000002285276650582091","0.02020096965134144","2.960582719424565e-7","2.817135111854441e-7","3.0741639989173564e-7"
"3094","0.0074677132441138385","0.000047569814341841266","0.011783531866967678","0.005794775928370655","0.0005580646684393287","0.015202566981315613","0.004667802390304132","0.000002263766418764135","0.018346106633543968","2.960406163765583e-7","2.816966855334613e-7","3.074007679515489e-7"
"3095","0.007389556751149939","0.00004705854007625021","0.011690214276313782","0.005732959916349501","0.0005519282422028482","0.015039829537272453","0.004382181557275544","0.0000022424776489060605","0.016954941675066948","2.9601954452118664e-7","2.8168000199002563e-7","3.073852496981999e-7"
"3096","0.007312107249890687","0.00004655297743738629","0.011596792377531528","0.005671741359401494","0.0005458610248751938","0.014878650195896626","0.0041380867244697585","0.0000022214076125237625","0.015771428123116493","2.9599906952171296e-7","2.816630626512051e-7","3.0737012934878294e-7"
"3097","0.007235361092170933","0.000046053046389715746","0.011503289453685284","0.005611117149237543","0.0005398623761720955","0.014719025231897831","0.003900139886081888","0.0000022005528990121093","0.014618662185966969","2.9598232913485846e-7","2.8164564014332427e-7","3.073551511079131e-7"
"3098","0.007159315750323003","0.00004555868144962005","0.011409737169742584","0.005551083933096379","0.0005339313647709787","0.014560946263372898","0.0036675007794656268","0.0000021799128262500744","0.013492433354258537","2.959696530524525e-7","2.8162813237031514e-7","3.073403718190093e-7"
"3099","0.007083971583051607","0.000045069813495501876","0.011316169053316116","0.005491637228988111","0.0005280672339722514","0.014404403045773506","0.003450855527216845","0.0000021594839836325264","0.012446160428225994","2.959582673156547e-7","2.8161076670585317e-7","3.073253083130112e-7"
"3100","0.0070093226175231395","0.000044586380681721494","0.01122260745614767","0.005432773870415986","0.0005222692852839828","0.014249385334551334","0.00325752719427328","0.0000021392656890384387","0.0115164490416646","2.9594504553642763e-7","2.8159345788481005e-7","3.073102732287225e-7"
"3101","0.006935368842096068","0.00004410832480061799","0.011129084043204784","0.005374490714166314","0.0005165367037989199","0.014095887541770935","0.003088005777772196","0.000002119254077115329","0.010705740191042423","2.959288508463942e-7","2.8157614906376693e-7","3.072950107707584e-7"
"3102","0.006862105116306338","0.000043635554902721196","0.011035621166229248","0.005316782661247998","0.0005108689074404538","0.013943896628916264","0.0029377261902482133","0.000002099447556247469","0.009991197846829891","2.9591085421998286e-7","2.815590960381087e-7","3.0727954936082824e-7"
"3103","0.006789532180846436","0.00004316804916015826","0.010942250490188599","0.005259647616185248","0.0005052649648860097","0.01379341073334217","0.0028015036944452733","0.0000020798438526981045","0.00934689026325941","2.9589361929538425e-7","2.815419009039033e-7","3.072638889989321e-7"
"3104","0.006717644984018989","0.00004270569479558617","0.010848992504179478","0.005203080282080918","0.0004997242358513176","0.013644413091242313","0.002676356771507926","0.000002060441829598858","0.00875790137797594","2.9587852168333484e-7","2.815248194565356e-7","3.072483707455831e-7"
"3105","0.0066464417504903395","0.00004224846270517446","0.010755876079201698","0.005147077597212046","0.0004942458472214639","0.013496898114681244","0.002561551631652037","0.0000020412378489709226","0.008220553398132324","2.9586483947241503e-7","2.815075959006208e-7","3.0723282407052466e-7"
"3106","0.006575918835005723","0.00004179628740530461","0.010662922635674477","0.005091635510325432","0.0004888291005045176","0.013350855559110641","0.0024573095568939606","0.000002022230773945921","0.0077359434217214584","2.9585119136754657e-7","2.81490372344706e-7","3.0721739108230395e-7"
"3107","0.006506071198964491","0.000041349121602252126","0.010570155456662178","0.005036749120336026","0.00048347347183153033","0.013206273317337036","0.002363728469663329","0.0000020034190129081253","0.007304556202143431","2.9583617333628354e-7","2.8147306352366286e-7","3.0720204335921153e-7"
"3108","0.006436898823449155","0.00004090687070856802","0.010477596893906593","0.004982415930135176","0.000478178117191419","0.013063144870102406","0.0022804157557402504","0.000001984799382626079","0.006924419663846493","2.958200184366433e-7","2.8145566943749145e-7","3.071868661663757e-7"
"3109","0.006368396116158692","0.000040469512896379456","0.010385271161794662","0.004928630834911019","0.000472942425403744","0.01292145811021328","0.002206549607171837","0.0000019663709736050805","0.0065914178267121315","2.958034031053103e-7","2.814384174598672e-7","3.0717197319063416e-7"
"3110","0.006300560453382786","0.00004003696813015267","0.01029319316148758","0.004875390266533941","0.000467765552457422","0.012781205587089062","0.0021410764152278716","0.000001948130829987349","0.006300276145339012","2.9578740168290096e-7","2.814210517954052e-7","3.071574212754058e-7"
"3111","0.006233387449174188","0.000039609192754141986","0.010201391763985157","0.004822689696447923","0.0004626469744835049","0.012642373330891132","0.002082881738715514","0.0000019300778149045072","0.006045415531843901","2.9577234954558663e-7","2.814039419263281e-7","3.0714318199898116e-7"
"3112","0.006166873645270243","0.00003918612492270768","0.01010988000780344","0.004770524566993117","0.00045758578926324844","0.01250495109707117","0.002030904489356544","0.000001912209654619801","0.005821524653583765","2.9575780899904205e-7","2.8138677521383215e-7","3.071293974699074e-7"
"3113","0.006101015587046277","0.00003876772098010406","0.01001868024468422","0.00471889199106954","0.00045258153113536537","0.012368932366371155","0.0019842074303142","0.0000018945245301438263","0.005623911507427692","2.9574338213933513e-7","2.8136966534475505e-7","3.0711632348356943e-7"
"3114","0.006035808139859","0.00003835391908069141","0.009927806444466114","0.004667786869686097","0.00044763338519260287","0.012234303168952465","0.001942017871988355","0.00000187702062248718","0.00544870737940073","2.957284550575423e-7","2.8135264074080624e-7","3.0710364740116347e-7"
"3115","0.005971247569686966","0.00003794467556872405","0.00983728002756834","0.004617205349495635","0.00044274094398133457","0.01210105512291193","0.001903742718718604","0.000001859696226347296","0.005292939953505993","2.957131073344499e-7","2.8133553087172913e-7","3.070914260661084e-7"
"3116","0.005907330231275409","0.00003753992496058345","0.009747116826474667","0.004567143268650398","0.0004379034216981381","0.01196917612105608","0.0018689518882638368","0.0000018425494090479333","0.005154456477612257","2.956973901291349e-7","2.813185062677803e-7","3.070788068271213e-7"
"3117","0.005844052576139802","0.00003713961996254511","0.009657333604991436","0.004517596348887309","0.00043311991612426937","0.011838655918836594","0.001837342569865541","0.0000018255803979627672","0.005031734239310026","2.9568163881776857e-7","2.8130142482041265e-7","3.0706502229804755e-7"
"3118","0.005781407887116075","0.00003674370236694813","0.009567943401634693","0.0044685596658382565","0.0004283900198061019","0.011709482409060001","0.001808685356195383","0.000001808792717383767","0.004923624452203512","2.9566601824626557e-7","2.81284343373045e-7","3.0704978826179286e-7"
"3119","0.005719393828621832","0.000036352135794004425","0.009478961117565632","0.00442002959898673","0.0004237133252900094","0.011581646278500557","0.0017827825224458137","0.0000017922048982654815","0.004829132929444313","2.956506932605407e-7","2.81267375612515e-7","3.070337584176741e-7"
"3120","0.005658004801080097","0.00003596486203605309","0.009390403516590595","0.004372002079617232","0.00041908881394192576","0.011455136351287365","0.0017594380461332549","0.0000017758924286681577","0.004747274797409773","2.9563573775703846e-7","2.812504362736945e-7","3.0701809805577795e-7"
"3121","0.005597236700123176","0.00003558184835128486","0.009302281774580479","0.004324472334701568","0.0004145161365158856","0.01132993958890438","0.0017384474038180998","0.000001760150439622521","0.004677023738622665","2.956212313165452e-7","2.8123338324803626e-7","3.0700405773131934e-7"
"3122","0.005537084391835379","0.00003520303653203882","0.009214610792696476","0.004277437075506896","0.0004099944490008056","0.011206051334738731","0.0017196011203168382","0.0000017461558172726654","0.0046173278242349625","2.9560731036326614e-7","2.8121644390921574e-7","3.0699152375746053e-7"
"3123","0.005477543693996267","0.00003482847023406066","0.009127399884164333","0.004230891144834459","0.00040552334394305944","0.011083455756306648","0.001702693945253486","0.0000017390236735081999","0.00456715002655983","2.955941909021931e-7","2.8119953299210465e-7","3.069801834953978e-7"
"3124","0.005418609410844511","0.000034458247682778165","0.009040659293532372","0.0041848302527796475","0.00040110209374688566","0.010962140746414661","0.0016875389109827666","0.000001765666411301936","0.004525527358055115","2.955816853500437e-7","2.8118250838815584e-7","3.069681042688899e-7"
"3125","0.005360276662395335","0.00003409311466384679","0.008954406715929508","0.004139250685693696","0.00039673029095865786","0.010842099785804749","0.0016741181633733505","0.0000025862523216346744","0.0044916062615811825","2.9556915706052676e-7","2.8116568273617304e-7","3.06954575535201e-7"
"3126","0.005302542173740221","0.000033736254408722743","0.008868648670613766","0.004094147332943976","0.00039240706246346235","0.010723316110670567","0.06105551076470874","0.0001996358623728156","0.29697030782699585","2.955545369331958e-7","2.8114868655393366e-7","3.0693939834236517e-7"
"3127","0.005245402907166863","0.00003340228067827411","0.008783392608165741","0.004049517138628289","0.0003881320299115032","0.010605784133076668","0.11898523170384578","0.00019744274322874844","0.5866730809211731","2.9553656872849387e-7","2.8113186090195086e-7","3.06923539028503e-7"
"3128","0.005188867678953102","0.0000331580922647845","0.008698648773133755","0.004005355242406949","0.0003839046403300017","0.010489490814507008","0.08904233896173537","0.00019527293625287712","0.4370066523551941","2.955167985874141e-7","2.8111503524996806e-7","3.0690807761857286e-7"
"3129","0.005132998850604054","0.000033342505048494786","0.008614427410066128","0.00396165723213926","0.00037972425343468785","0.010374423116445541","0.05718353548727464","0.0001931261649588123","0.27775490283966064","2.954994670290034e-7","2.810982380196947e-7","3.0689383834214823e-7"
"3130","0.005078181489079725","0.00003590087726479396","0.008530736900866032","0.003918419143883511","0.00037559037446044385","0.010260572656989098","0.030544161930447445","0.00019100232748314738","0.14459484815597534","2.9548616566899e-7","2.8108138394600246e-7","3.0688076435581024e-7"
"3131","0.0050295132561586796","0.00006634899182245135","0.008447583764791489","0.0038756369147449734","0.0003715024795383215","0.01014792826026678","0.025809474443667567","0.00018890098726842552","0.12095306068658829","2.954747969852178e-7","2.810646719808574e-7","3.0686794616485713e-7"
"3132","0.1950385698582977","0.0038764860946685076","0.9503825902938843","0.0038333063828758897","0.00036745978286489844","0.01003647968173027","0.019230485209845938","0.00018682207155507058","0.08808489143848419","2.954616093120421e-7","2.8104781790716515e-7","3.0685478691339085e-7"
"3133","1.281194545235485","0.003835356328636408","6.381430625915527","0.0037914231012109666","0.00036346216802485287","0.009926214814186096","0.014724209930864162","0.0001847653038566932","0.0655757263302803","2.954454373593762e-7","2.810312196288578e-7","3.068405192152568e-7"
"3134","1.0210237496066839","0.0037947145756334066","5.080842018127441","0.0037499826576095074","0.0003595087619032711","0.009817121550440788","0.012547047599218786","0.00018273037858307362","0.054707884788513184","2.954282535938546e-7","2.81014592928841e-7","3.068257683480624e-7"
"3135","0.9566610565874726","0.003754548029974103","4.759291172027588","0.0037089815305080265","0.00035559918615035713","0.009709191508591175","0.010507590268389322","0.0001807171356631443","0.0445246659219265","2.954130081889161e-7","2.8099799465053366e-7","3.0681096063744917e-7"
"3136","0.918568822182715","0.0037148487754166126","4.569089889526367","0.003668415575521067","0.00035173274227418005","0.009602413512766361","0.009030037696356885","0.00017872538592200726","0.0371474027633667","2.954000365207321e-7","2.8098170901103003e-7","3.0679626661367365e-7"
"3137","0.9013563018292189","0.0036756074987351894","4.4832844734191895","0.0036282801418565215","0.0003479099250398576","0.009496774524450302","0.007684842546586879","0.0001767548528732732","0.03042868711054325","2.953868943222915e-7","2.80965394949817e-7","3.067820841806679e-7"
"3138","0.8703082195483148","0.003636818379163742","4.328298568725586","0.0035885718767531215","0.00034412957029417157","0.0093922670930624","0.0065631947159999985","0.00017480536189395934","0.02482476457953453","2.953717739728745e-7","2.809495072142454e-7","3.06768157543047e-7"
"3139","0.8443370768334717","0.003598469542339444","4.198694705963135","0.0035492877184879036","0.0003403998853173107","0.009288877248764038","0.005830077364225872","0.0001728766510495916","0.021160820499062538","2.9535518706325094e-7","2.809340173826058e-7","3.067542309054261e-7"
"3140","0.8214474942535162","0.0035605556331574917","4.084496021270752","0.003510427742730826","0.0003367401077412069","0.009186595678329468","0.005426742052077316","0.00017096854571718723","0.019143346697092056","2.953391401661065e-7","2.8091889703318884e-7","3.0674010531583917e-7"
"3141","0.7976013734471052","0.003523066872730851","3.9655120372772217","0.003472022758796811","0.0003333212807774544","0.009085412137210369","0.005126111602294259","0.00016908075485844165","0.017637163400650024","2.953249065740238e-7","2.809046577567642e-7","3.0672561024402967e-7"
"3142","0.7697350778151304","0.0034859979059547186","3.8264245986938477","0.0034342411207035186","0.000331008224748075","0.008985315449535847","0.004817163973348216","0.00016721317660994828","0.01608734391629696","2.953116563730873e-7","2.8089121428820363e-7","3.0671083095512586e-7"
"3143","0.7334302281960845","0.0034493389539420605","3.645141839981079","0.0033982612600084393","0.00033570799860171974","0.008886297233402729","0.004491633176803589","0.000165365549037233","0.014452739618718624","2.9529792300309055e-7","2.808781118801562e-7","3.0669596640109376e-7"
"3144","0.6923585614189506","0.0034130848944187164","3.4400224685668945","0.0033734275493770838","0.0003941669128835201","0.008788344450294971","0.004168343896162696","0.0001635376684134826","0.012827644124627113","2.9528330287575954e-7","2.8086495262868993e-7","3.066813292207371e-7"
"3145","0.651151497894898","0.0033772282768040895","3.2342236042022705","0.003853641450405121","0.0021189746912568808","0.008691448718309402","0.003882322134450078","0.00016172931645996869","0.011387367732822895","2.9526806883950484e-7","2.808501449180767e-7","3.0666689099234645e-7"
"3146","0.6048041491303593","0.003341761650517583","3.002720832824707","2.869337138207629","0.0020952278282493353","14.330572128295898","0.003662959122448228","0.0001599403185537085","0.010279052890837193","2.9525308491429315e-7","2.8083292136216187e-7","3.066530211981444e-7"
"3147","0.5457540638744831","0.0033066808246076107","2.7077019214630127","0.600070979166776","0.002071743132546544","2.9844181537628174","0.0034918346878839656","0.00015817048551980406","0.009410790167748928","2.952380043552694e-7","2.8081348091291147e-7","3.0663883876513864e-7"
"3148","0.47642747894860804","0.003271977650001645","2.361298084259033","0.8020032818894833","0.002048518043011427","3.9942545890808105","0.0033491149020846932","0.00015641958452761173","0.008683605119585991","2.952226338948094e-7","2.807933867643442e-7","3.066249405492272e-7"
"3149","0.40680549866519866","0.003237648168578744","2.0134148597717285","0.5417277845554054","0.0020255488343536854","2.6930501461029053","0.003222670135437511","0.00015468742640223354","0.008037034422159195","2.9520709290409284e-7","2.807753674005653e-7","3.066105591642554e-7"
"3150","0.3441439575050026","0.003203683765605092","1.700331449508667","0.4127307450398803","0.002002833876758814","2.048236131668091","0.003106069000205025","0.00015297383652068675","0.007439099717885256","2.951919213955989e-7","2.807598491472163e-7","3.065960640924459e-7"
"3151","0.28998065199702977","0.0031700823456048965","1.429736852645874","0.3746293212752789","0.001980369444936514","1.8578983545303345","0.002997722846339457","0.00015127861115615815","0.006882019340991974","2.951775911697041e-7","2.807466614740406e-7","3.065811142732855e-7"
"3152","0.24309048568829894","0.0031368350610136986","1.1955056190490723","0.3428299040533602","0.0019581534434109926","1.6990687847137451","0.0028985905984882264","0.0001496015174780041","0.006370732560753822","2.951641988602205e-7","2.8073401381334406e-7","3.065662497192534e-7"
"3153","0.20194899514317513","0.0031039398163557053","0.99001544713974","0.2825609274208546","0.0019361833110451698","1.3978896141052246","0.0028095192712498827","0.00014794242451898754","0.005909604486078024","2.9515118171730137e-7","2.8072071245333063e-7","3.06550901996161e-7"
"3154","0.16592091973870993","0.0030713891610503197","0.8100900650024414","0.19048388423398138","0.0019144564867019653","0.9376683235168457","0.0027302465634420512","0.00014630118675995618","0.005497446749359369","2.951382100491173e-7","2.807051657782722e-7","3.0653581006845343e-7"
"3155","0.13550282302312552","0.0030391800682991743","0.6582123041152954","0.12185369520448149","0.0018929694779217243","0.5946795344352722","0.0026596920302836224","0.00014467754226643592","0.005221184808760881","2.951250337446254e-7","2.8068831170458e-7","3.0652057603219873e-7"
"3156","0.11134518934413791","0.003007306717336178","0.5376346111297607","0.09924654606729746","0.0018717208877205849","0.4818041920661926","0.002596573089249432","0.00014307133096735924","0.0052643828094005585","2.9511185744013347e-7","2.8067060497960483e-7","3.0650545568278176e-7"
"3157","0.09308902639895678","0.0029757642187178135","0.4465620517730713","0.09579390480648727","0.0018507075728848577","0.4646996557712555","0.002539953085943125","0.00014148236368782818","0.005307059735059738","2.9509812407013667e-7","2.806536372190749e-7","3.0649022164652706e-7"
"3158","0.07934054718352854","0.0029445502441376448","0.37802571058273315","0.08545327654574067","0.0018299267394468188","0.4131534695625305","0.0024894190108170735","0.00013991049490869045","0.005349101964384317","2.9508323677873706e-7","2.8063792001375987e-7","3.0647515814052895e-7"
"3159","0.0685704427305609","0.0029136582743376493","0.3243790566921234","0.06831525110173971","0.0018093764083459973","0.3276185989379883","0.002444867012673058","0.00013835550635121763","0.0053903996013104916","2.9506616670005317e-7","2.806231691465655e-7","3.0646029358649685e-7"
"3160","0.05977174625732005","0.0028830848168581724","0.2805872857570648","0.054290087032131853","0.0017890542512759566","0.2576463520526886","0.002406164354761131","0.00013681728160008788","0.005430843215435743","2.9504755048037625e-7","2.8060864565304655e-7","3.0644514481537044e-7"
"3161","0.05246090292930603","0.0028528268449008465","0.24423260986804962","0.045536785805597904","0.0017689571250230074","0.21403175592422485","0.002372949756681919","0.00013529558782465756","0.005470327567309141","2.950291900560842e-7","2.805934684602107e-7","3.0643047921330435e-7"
"3162","0.04639196656644344","0.0028228790033608675","0.21408529579639435","0.04038505477365106","0.0017490830505266786","0.18842336535453796","0.0023446314065949992","0.00013379027950577438","0.005508755799382925","2.950130635781534e-7","2.8057752388122026e-7","3.0641581361123826e-7"
"3163","0.04135364419780672","0.002793238963931799","0.18908870220184326","0.03699308081995696","0.001729430048726499","0.17161212861537933","0.0023204869794426486","0.00013230119657237083","0.005546040367335081","2.949991653622419e-7","2.8056061296410917e-7","3.0640123327430047e-7"
"3164","0.03713040105067193","0.002763901138678193","0.1681646853685379","0.03403760155197233","0.001709994743578136","0.15698175132274628","0.0022997796593699606","0.00013082816440146416","0.005582102574408054","2.949863414869469e-7","2.805434178299038e-7","3.0638670978078153e-7"
"3165","0.03353942353278398","0.002734863432124257","0.15039724111557007","0.031023722072131932","0.0016907757380977273","0.14205777645111084","0.002281843469245359","0.0001293709792662412","0.005616871174424887","2.949732561319252e-7","2.805266205996304e-7","3.0637224313068145e-7"
"3166","0.030459445901215076","0.002706121653318405","0.13517385721206665","0.028040208318270744","0.0016717701219022274","0.12728404998779297","0.0022661299328319727","0.00012792955385521054","0.005650278180837631","2.9495854505512396e-7","2.805100791647419e-7","3.063578049022908e-7"
"3167","0.027826996892690657","0.0026776727754622698","0.12215498834848404","0.025265003670938313","0.0016529755666851997","0.11355030536651611","0.00225222083972767","0.00012650365533772856","0.005682266782969236","2.949424413145607e-7","2.8049385036865715e-7","3.063433098304813e-7"
"3168","0.02561283758841455","0.002649513306096196","0.1111280769109726","0.022793948045000435","0.0016343904426321387","0.10133575648069382","0.0022398170287488027","0.00012509318185038865","0.005712778773158789","2.949255758721847e-7","2.8047796263308555e-7","3.063287010718341e-7"
"3169","0.023809308419004083","0.002621639985591173","0.1018662229180336","0.020663614175282417","0.0016160120721906424","0.09082328528165817","0.0022287159401457755","0.00012369788601063192","0.005741762928664684","2.949092106518947e-7","2.8046179068041965e-7","3.0631417757831514e-7"
"3170","0.022458339855074883","0.0025940497871488333","0.09406998753547668","0.018889461667276918","0.001597838243469596","0.08209020644426346","0.002218781868577935","0.0001223177241627127","0.0057691712863743305","2.9489391977222114e-7","2.8044544819749717e-7","3.0629979619334335e-7"
"3171","0.022320086183026434","0.0025667406152933836","0.08739639073610306","0.017447801143862306","0.0015798662789165974","0.07501808553934097","0.002209919611050282","0.0001209524562000297","0.00579496193677187","2.94879407647386e-7","2.804286509672238e-7","3.0628530112153385e-7"
"3172","0.05965072684921324","0.0025397075805813074","0.20516560971736908","0.01627800182905048","0.0015620945487171412","0.06930378824472427","0.002202052173379343","0.0001196019074996002","0.005819098558276892","2.948652991108247e-7","2.8041159794156556e-7","3.0627091973656206e-7"
"3173","0.6715485773049295","0.0025129481218755245","3.2700726985931396","0.015312769589945674","0.001544521190226078","0.06461085379123688","0.0021951053815428166","0.00011826603440567851","0.005841552279889584","2.948506050870492e-7","2.803943459639413e-7","3.0625659519500914e-7"
"3174","0.022923746379092336","0.002486460143700242","0.07138257473707199","0.014490675227716566","0.0015271431766450405","0.06063215807080269","0.002189000605721958","0.0001169446186395362","0.005862303543835878","2.9483535399776886e-7","2.803771224080265e-7","3.062423559185845e-7"
"3175","0.9466789818834513","0.00246024108491838","4.65529203414917","0.01375832485500723","0.001509959576651454","0.05710074305534363","0.0021836511295987293","0.00011563743464648724","0.005881336983293295","2.9481938099706897e-7","2.803600409606588e-7","3.062282303289976e-7"
"3176","0.32788104633800685","0.002434286754578352","1.5655262470245361","0.013086566445417702","0.0014929670142009854","0.05387086421251297","0.0021789654594613237","0.00011434443877078593","0.0058986409567296505","2.9480320336006115e-7","2.8034307320012886e-7","3.0621390578744467e-7"
"3177","0.028816359816119075","0.0024085957556962967","0.07406723499298096","0.012474230909720063","0.0014761644415557384","0.05093669146299362","0.002174851814925205","0.00011306546366540715","0.005914212204515934","2.9478720193765183e-7","2.803262759698555e-7","3.061995528241823e-7"
"3178","0.47434005136601626","0.0023831655271351337","2.3052055835723877","0.011929686833173036","0.0014595487155020237","0.0483400821685791","0.002171222772449255","0.0001118002983275801","0.005928047467023134","2.9477157568180703e-7","2.8030930820932554e-7","3.061850293306634e-7"
"3179","0.49310522149316965","0.0023579923436045647","2.4022316932678223","0.011453780671581626","0.0014431193703785539","0.046085283160209656","0.002167999251105357","0.0001105489136534743","0.005940146278589964","2.947562734334497e-7","2.802922836053767e-7","3.0617030688517843e-7"
"3180","0.12004795321263373","0.0023330736439675093","0.5398564338684082","0.011037145066075027","0.0014268726808950305","0.044125474989414215","0.0021651148912496866","0.00010931106226053089","0.005950514227151871","2.9474109624061385e-7","2.8027528742313734e-7","3.0615535706601804e-7"
"3181","0.022996171843260527","0.0023084087297320366","0.057249411940574646","0.010665249498561024","0.0014108078321442008","0.04238801449537277","0.002162515681993682","0.00010808662773342803","0.005959160625934601","2.9472588494172667e-7","2.802583196626074e-7","3.061403788251482e-7"
"3182","0.09005767516791821","0.002283993177115917","0.394974946975708","0.010322537366300821","0.0013949221465736628","0.040795136243104935","0.0021601592990919015","0.00010687547182897106","0.00596609665080905","2.9471030416061694e-7","2.802410108415643e-7","3.0612534374085953e-7"
"3183","0.22833602647297085","0.002259825589135289","1.0885705947875977","0.00999493063427508","0.0013792148092761636","0.03927646204829216","0.0021580146334599704","0.00010567749268375337","0.005971340928226709","2.9469441642504535e-7","2.8022375886394e-7","3.06110251813152e-7"
"3184","0.20112692685797812","0.0022359024733304977","0.9545302391052246","0.009672260098159313","0.001363682677038014","0.037781164050102234","0.0021560576249612497","0.000104492501122877","0.005974915344268084","2.946782615254051e-7","2.802065637297346e-7","3.0609533041570103e-7"
"3185","0.09228751314803958","0.0022122226655483246","0.41215237975120544","0.00935043659992516","0.00134832423646003","0.036288805305957794","0.0021542695874813946","0.00010332037345506251","0.005976845044642687","2.946621748378675e-7","2.801892264869821e-7","3.060806079702161e-7"
"3186","0.040381836146116255","0.0021887836046516895","0.15426908433437347","0.009031892358325421","0.001333137508481741","0.03481156378984451","0.002152633665536996","0.00010216098598903045","0.005977158434689045","2.9464618478414195e-7","2.8017191766593896e-7","3.060659707898594e-7"
"3187","0.03399865445680916","0.002165582962334156","0.12383590638637543","0.008723953342996537","0.0013181213289499283","0.03338608145713806","0.002151134444284253","0.00010101418592967093","0.005975887645035982","2.9463038231369865e-7","2.80154750953443e-7","3.0605158940488764e-7"
"3188","0.05008271695114672","0.0021426177117973566","0.205588698387146","0.008435958949849009","0.0013032725546509027","0.032059069722890854","0.0021497544599696993","0.00009987986413761973","0.005973062478005886","2.9461476742653757e-7","2.801375558192376e-7","3.0603709433307813e-7"
"3189","0.07709269216284156","0.0021198869217187166","0.34183359146118164","0.00817619706504047","0.0012885906035080552","0.030871981754899025","0.002148476151342038","0.00009875788964563981","0.005968717858195305","2.945991525393765e-7","2.801203322633228e-7","3.060227413698158e-7"
"3190","0.09076644596643746","0.002097386633977294","0.41127344965934753","0.00794957703910768","0.0012740727979689837","0.029849376529455185","0.0021472807304235174","0.00009764810965862125","0.005962891969829798","2.945836854451045e-7","2.8010302344227966e-7","3.0600841682826285e-7"
"3191","0.07801612601615489","0.0020751163829118013","0.348483145236969","0.007756612240336835","0.0012597179738804698","0.02899383194744587","0.0021461475000251083","0.00009655037138145417","0.0059556178748607635","2.945682012978068e-7","2.8008599883833085e-7","3.059941491301288e-7"
"3192","0.05138047942891717","0.0020530731417238712","0.21617068350315094","0.0075937567045912145","0.0012455242685973644","0.028287632390856743","0.0021450571235618553","0.00009546460205456242","0.00594693748280406","2.945527285191929e-7","2.800687468607066e-7","3.059798530102853e-7"
"3193","0.03116492638364434","0.002031254582107067","0.11587691307067871","0.007454745657742024","0.0012314894702285528","0.027699457481503487","0.0021439899748656897","0.00009439067798666656","0.005936888977885246","2.945372841622884e-7","2.8005169383504835e-7","3.0596561373386066e-7"
"3194","0.02288823123089969","0.002009659307077527","0.07520817220211029","0.007332327100448311","0.001217612181790173","0.027193021029233932","0.002142928267130628","0.00009332841727882624","0.005925515200942755","2.945218568584096e-7","2.8003458396597125e-7","3.059512607705983e-7"
"3195","0.021473459852859377","0.0019882849883288145","0.06879054754972458","0.007219931483268738","0.0012038903078064322","0.026735316962003708","0.0021418545264168644","0.00009227773261955008","0.005912858061492443","2.945065261883428e-7","2.800174456751847e-7","3.0593699307246425e-7"
"3196","0.02371947830542922","0.0019671290647238493","0.08062703162431717","0.00711292470805347","0.0011903230333700776","0.026302263140678406","0.0021407534833997486","0.00009123848576564342","0.005898959934711456","2.9449143426063527e-7","2.8000044949294534e-7","3.0592286748287734e-7"
"3197","0.028075001714751125","0.0019461908377707005","0.10296782851219177","0.007009663549251854","0.001176907797344029","0.025880834087729454","0.0021396105265012013","0.00009021058212965727","0.005883863661438227","2.944763593859534e-7","2.799833964672871e-7","3.0590877031499986e-7"
"3198","0.03225581410806626","0.0019254664657637477","0.12439660727977753","0.006915016658604145","0.0011636432027444243","0.02546788938343525","0.002138412765634712","0.00008919386164052412","0.005867613013833761","2.9446163125612656e-7","2.799664002850477e-7","3.0589481525566953e-7"
