"Step","model.output_scaling: 1.5 - grads/update_norm","model.output_scaling: 1.5 - grads/update_norm__MIN","model.output_scaling: 1.5 - grads/update_norm__MAX","model.output_scaling: 1.25 - grads/update_norm","model.output_scaling: 1.25 - grads/update_norm__MIN","model.output_scaling: 1.25 - grads/update_norm__MAX","model.output_scaling: 0.75 - grads/update_norm","model.output_scaling: 0.75 - grads/update_norm__MIN","model.output_scaling: 0.75 - grads/update_norm__MAX","model.output_scaling: 0.5 - grads/update_norm","model.output_scaling: 0.5 - grads/update_norm__MIN","model.output_scaling: 0.5 - grads/update_norm__MAX","model.output_scaling: 1 - grads/update_norm","model.output_scaling: 1 - grads/update_norm__MIN","model.output_scaling: 1 - grads/update_norm__MAX"
"41","0.37516619939162305","0.37164234249335626","0.3819120449845823","0.38168589246521256","0.3781058150213111","0.38862289413334034","0.3971118931378007","0.3923383649697104","0.4027680601862252","0.40789418909492986","0.4028118582414784","0.4143373414993302","0.38884002422721065","0.3852730825768561","0.395040554778478"
"42","0.37457884805878383","0.37086628729018634","0.38144530807066224","0.38080924880414413","0.37689173479958754","0.38799260542361247","0.39511464323126977","0.39059991919127707","0.4010593306176236","0.40574216107484185","0.40037938874440093","0.4118629020562237","0.3875002343043399","0.38380071828831797","0.39420527060372357"
"43","0.37427137623172724","0.37009764417869684","0.3810978305068031","0.3802459805638017","0.3759906613974799","0.38747713430908043","0.39339203753525587","0.3890165471341391","0.39977276608465184","0.4035943873697427","0.3981974268904381","0.40943838726027","0.386497763263791","0.3826067989759352","0.3935575809087039"
"44","0.37423405715614677","0.36964385992958776","0.38095193255572435","0.37996597011945815","0.3753870646217594","0.3871292349961967","0.3919487038838903","0.38764891655370715","0.3988045719769312","0.401458486647751","0.39626869423570343","0.4071739523052203","0.38578260249852875","0.38168574566556374","0.3930340294748531"
"45","0.3744517227719985","0.36943263573018964","0.381075540243083","0.37992319366407196","0.3749746109003024","0.38694994248856673","0.39079022549210424","0.3864844907659277","0.39806947583814745","0.3993781419143375","0.3945145095076905","0.40515357441655064","0.38530598913960257","0.38094336435725545","0.3926076304016917"
"46","0.3748259921315691","0.36935404071777517","0.3813852007835164","0.38002509605492885","0.37463659487776857","0.3868924336758516","0.3898667182759251","0.38545913209493826","0.3975033325825066","0.39742115130890776","0.3929135334976793","0.40342565783082707","0.38499350416683564","0.3802723991906739","0.39223874956414984"
"47","0.3752930790447814","0.3693539973125605","0.38181185763255326","0.3802207312140222","0.3743355056541779","0.3869245189539917","0.3891403686606857","0.3845305851550493","0.39701267293957154","0.3956838970982985","0.3914516621971411","0.4020360577628563","0.38479920737689965","0.37961624971470187","0.39188621795971795"
"48","0.375832503580292","0.3694577226564217","0.3823449930412627","0.38049664599072164","0.37412246349441125","0.3870992332835889","0.38859080295530746","0.38366265915971487","0.39651096226355526","0.3941929362226238","0.3901299711465312","0.40101718357027855","0.38470938284830697","0.37902952632982373","0.39159477312860713"
"49","0.3764096527032388","0.3696728730433472","0.38298333810921276","0.38082371702280865","0.3740086085548717","0.38736414473877545","0.3881667250887368","0.3828267295533272","0.3959802538663287","0.3929494755346972","0.38893167566893805","0.4003373938777055","0.3847109429056765","0.37854057310969746","0.3913709192846332"
"50","0.37701384258102044","0.36999693209999","0.38367252209989433","0.38118535051852864","0.37399679339756814","0.3876473102126061","0.38784764716695824","0.3820217641583339","0.39540046611462354","0.39193733118716956","0.3878350422798361","0.3998494665562216","0.38478470522362446","0.37812527122614753","0.39117884006828463"
"51","0.3776552979377194","0.3704024408174049","0.3844056315785095","0.3815882113175149","0.3740828080476951","0.38798577636740667","0.3876191301762082","0.3812187957201416","0.3947918623308973","0.39109362286729643","0.3867455113173115","0.3994178983100779","0.3849207478544394","0.37779328641723","0.39105463558195674"
"52","0.37835486249015504","0.3709232980642032","0.38522096334472805","0.3820646482514677","0.374325933051324","0.3884677266242694","0.3874675060224416","0.3804501550429868","0.3942029246901186","0.3903523900968572","0.3855814017984726","0.39889774001350753","0.3851502486282946","0.3776359732009294","0.3910916673788687"
"53","0.37912491278197086","0.37154021788268604","0.38614120925547996","0.3826289726378255","0.37474054307821464","0.3890927232544731","0.387434623836244","0.37987612133547977","0.39370716449991244","0.3897163538337363","0.38438731228244005","0.398254568766322","0.38550236481984107","0.3777487067601559","0.39131788681855656"
"54","0.3799797822851464","0.3722262062395439","0.3871613404718358","0.3833098498643387","0.3753250818324798","0.38981204396870955","0.38757471592224124","0.3796145236506943","0.39338044549928375","0.3891766310104778","0.3832316325913907","0.39745908624150694","0.3860029910137909","0.3781341449252798","0.3917072586434358"
"55","0.3809441698115932","0.3730116992078759","0.38827489780250196","0.38413231277323867","0.3760937037943177","0.39064340146222404","0.3878966797133263","0.3796732058403962","0.3933130673067688","0.388766906012981","0.3822230085016144","0.3965031723210838","0.3866576297628196","0.37873505400282137","0.39227922398563875"
"56","0.3820436270922656","0.37398931111558964","0.38952394412436986","0.3850992080009493","0.3770597924794548","0.391613182896884","0.3883835469409874","0.38002194914132337","0.39416384659746373","0.38854142346876847","0.3814670464755325","0.395504393064249","0.3874468473824215","0.3795287613047627","0.39301587618057937"
"57","0.38330083639120915","0.3752011719244753","0.39088507827633645","0.38620745088061115","0.37821259941049606","0.3926966942234454","0.3890219755065516","0.38066540568072166","0.39514537748006173","0.38851663158627975","0.3810193604331504","0.3954480348373813","0.38835661867105575","0.38055363209232096","0.39385382655359874"
"58","0.3847471276367423","0.3766323941353478","0.39233575855961794","0.38749001165427377","0.37955339617261963","0.3938994973274729","0.3898379030941005","0.3816678655007247","0.39626998738797903","0.3887232133352312","0.3809848479399841","0.39615643643389625","0.3894302950201376","0.38183150038134184","0.39477777890898874"
"59","0.38641759811581405","0.3783217522082982","0.3939166383551073","0.38900462815248077","0.3811712975080058","0.39524915640944114","0.39083690258844905","0.38300312852571167","0.39750484832391475","0.3891761810020535","0.3813585218774191","0.39706011766630434","0.3907243028024573","0.38335720791272615","0.3960589012758821"
"60","0.3883433968689321","0.3803554645180213","0.3956695633912707","0.3907975525709174","0.38312821030336686","0.3967615041291094","0.3920246025405459","0.38459248089471654","0.39891580573259944","0.38985651334766197","0.3821066463311262","0.3981192345065018","0.3922692094310368","0.38515154453790634","0.39806646663643025"
"61","0.39056503443449164","0.3827910395679109","0.3976431808555881","0.3928868965028984","0.38544884457281714","0.3986092000352919","0.3934358372729999","0.3864424550144666","0.40057302602441974","0.3907401838597654","0.38324746231149653","0.39929260636679004","0.39408935818947965","0.3872622669624046","0.4003898571294797"
"62","0.3930860823572805","0.3856036872565498","0.39988175258291886","0.39528055403676887","0.38815128591138154","0.4015053407975165","0.39511950023132725","0.3882790149906618","0.4025330978907113","0.3918550904127322","0.38477547275806745","0.400557185181377","0.3962260050349683","0.38973890844310816","0.4030394436741921"
"63","0.3958979451696976","0.38876434310371044","0.40237468111480235","0.39799966419304517","0.3912505483101682","0.40467777452202697","0.3970860166637721","0.3901686543205137","0.4048610887000456","0.39323331283577095","0.38669144745369577","0.40195667648818717","0.39869212820805566","0.39246205004222245","0.406029447333253"
"64","0.399014617050632","0.39227635601584276","0.40511892654008314","0.40103690912245227","0.39468531523953854","0.40807250385317506","0.39936794495820377","0.3924232613655483","0.40760488599151246","0.39486452714645015","0.3884129861671143","0.403568835523247","0.40148246039937374","0.39501165783725867","0.4093375500555262"
"65","0.4024255580039481","0.3961237475984565","0.4084307569585605","0.40435532752391906","0.3983049450276455","0.41169342132078596","0.40198788574255084","0.3950400136152456","0.41070275400119394","0.3967608045427976","0.39010083087671676","0.405468463089919","0.40458676337837957","0.39788445815572","0.4129079095007727"
"66","0.40610850808766735","0.4002726930057783","0.4122916087934661","0.4079690430842521","0.4017736522798727","0.4155561015472717","0.40493020439285327","0.397974832752086","0.414114274840841","0.3989250973165596","0.39210760492412644","0.40769857975175794","0.40800311576834075","0.40110859626011885","0.41671173591211397"
"67","0.4100719254204252","0.404710006883941","0.4163880049995647","0.41186413852991305","0.4056308764325277","0.419649177581816","0.4081742705381563","0.40118561557838744","0.4178032584405415","0.4013418728395415","0.3944409544996667","0.4102729982225206","0.41169380923129373","0.4046859013780923","0.42071752132672535"
"68","0.41432491449892295","0.40943307938908036","0.42070516056871055","0.41601889506665096","0.4098438377160481","0.4239541965616383","0.4116954765847045","0.40461899037869253","0.4216960012887475","0.4039558903886157","0.3967950752675063","0.4131922298360375","0.41563684207110796","0.408577143242725","0.42490487270037935"
"69","0.4188426244188836","0.41444392598152174","0.42523282829771003","0.4204006719218283","0.41424318060010473","0.42844756746609813","0.415446728689327","0.40816668395173983","0.42577602035879647","0.4067436817681843","0.3989076252709338","0.41646886936003225","0.4198169769908307","0.41273972930334857","0.4292704950864817"
"70","0.42359202155666587","0.4193486127357059","0.429958005694336","0.42495010197619515","0.41859980291465454","0.4331236624515381","0.419387309258681","0.41177060973927015","0.4300428507300446","0.4094460877900247","0.3995485717774727","0.42006487763558054","0.42420383948385076","0.4171061048352468","0.43382892882357493"
"71","0.4284905772716536","0.4240127093292003","0.4348639546860088","0.4294804296367126","0.42224918678516576","0.43795267544972194","0.42344349926600006","0.41518076720873187","0.43447059042366165","0.412116430496717","0.3990512164666318","0.42391830792379787","0.42877065730402136","0.42160719272831293","0.4385455975293548"
"72","0.4333046780408947","0.4276390909870994","0.43993962222511845","0.4337530831538337","0.42431171504937404","0.44289759845844945","0.42752551562518937","0.4180720828407974","0.43905082417910246","0.414898407240986","0.39814185172400923","0.42797136267633745","0.4334751200250696","0.4262168111977438","0.4433752791934382"
"73","0.43773737251505757","0.42908875163519294","0.4451719173412202","0.4375105636963312","0.4245987688222881","0.4479721861713031","0.4314921721407819","0.41992758460966256","0.4437505667697229","0.41840642317802035","0.4000732752258473","0.43216394158488247","0.43822867739274163","0.4307499977038415","0.44829906366099204"
"74","0.4415071895141172","0.4284274517629247","0.45051746363993134","0.4411421126089882","0.42534952547488086","0.4531558049911172","0.43543934324706673","0.4213557975020633","0.4485383467390749","0.42245149398267356","0.40403160096625623","0.4364455900552044","0.4429745533319062","0.43510121751963715","0.4532989627527486"
"75","0.4452008927737764","0.4294838887035367","0.4558769468296942","0.445297385126808","0.42934279999052394","0.45835922140682356","0.4394627855395924","0.4232639200682179","0.45335308215278863","0.4263936333556327","0.40696472089276825","0.44077611826825547","0.4474532077264969","0.4388687378246497","0.4583153771629462"
"76","0.4493275775361426","0.4343128296580359","0.4611506700616078","0.45018809733379667","0.43479321962475814","0.4634897623336989","0.44372845749341827","0.42664313285961175","0.4581338756789662","0.4302643931762673","0.4092724564555445","0.44511900922632425","0.45159430328661393","0.44201223472806955","0.46328650672527516"
"77","0.4540160312047986","0.43928958894282877","0.4662810985903807","0.4550835850205722","0.43840468360995866","0.4684850728927682","0.44786629510626746","0.4301884499068069","0.46284078546186264","0.434395566373054","0.4127547510909352","0.4494531413536129","0.45538408741930975","0.4448019763768093","0.4681757030061102"
"78","0.4587602400334216","0.4421927396011362","0.4712448303774412","0.4597282536267933","0.44195074307767956","0.47331234504615416","0.4517997816986125","0.43296309235861624","0.4674476872780554","0.43859600964929246","0.4166293219907365","0.45375835233096073","0.45939293209844295","0.4478525385894113","0.4729395277381442"
"79","0.463236141043818","0.4458319308137795","0.4760367033998799","0.4642781960699042","0.4468976024194255","0.4779505135110101","0.45588635749484785","0.4363458841229401","0.4719364068423493","0.4426043924500117","0.4197059761236908","0.4579979287811837","0.46385550643337836","0.45156396747139793","0.47751674957340084"
"80","0.4675184071565127","0.4506663449878213","0.48059279468675453","0.4686611792061982","0.45128963824673246","0.48237395247242415","0.4603372343974262","0.44083127191471305","0.4762750789526947","0.4466333786585469","0.423130552712355","0.46212528056818347","0.4682020394212306","0.45477923528245234","0.4818544242339206"
"81","0.47153504130774115","0.45419731993953444","0.4848330861500792","0.47279192288597194","0.4547429213451587","0.48652501449440705","0.46466561773751724","0.4448224485649966","0.4804186164936435","0.450692173150958","0.4270719743525186","0.46610757209736997","0.47194140475524715","0.45698583523497716","0.4859190881434112"
"82","0.4752347271350854","0.45719933038760385","0.488690459193102","0.47664205754076416","0.4586345683333336","0.4903351142276422","0.468607015293245","0.4480948608585203","0.48431541963996055","0.45455305216749886","0.4304636011174496","0.4699280736758827","0.4754019384083925","0.4592779872553874","0.4896801824741776"
"83","0.4785213102240474","0.4610171764624635","0.49210643886315986","0.4800732608383715","0.4625666523284849","0.4937374524983014","0.47239368564819334","0.45177469436535267","0.48791921848665093","0.4583022856683465","0.4338423839663873","0.4735766924045197","0.4789854305254999","0.4623885305763686","0.4930989088661909"
"84","0.4812113417377635","0.46419714019536695","0.4950339694786809","0.4832312570989508","0.4657329201871798","0.4966878800927615","0.4760106175607694","0.4554552832249732","0.49119015760226","0.4619940342128156","0.43754290213239505","0.4770361828913075","0.4823631294655205","0.4657688943437655","0.49613106419528114"
"85","0.4835527452979577","0.4667107360727015","0.4974851807685597","0.4860821375736","0.4687054261715205","0.49919042537831926","0.4793538139716304","0.45855901233339175","0.4941177378140351","0.4654665922336198","0.4408006546264518","0.4802900392421212","0.4852064693912098","0.46868709460360186","0.498771383682958"
"86","0.4855920005762391","0.4695006306391631","0.49952710236887404","0.48855047589972217","0.47169584032221623","0.5012887076835157","0.48241035779924707","0.4615861506121446","0.49672552399534264","0.4687626467744563","0.44391300638088693","0.483325844570267","0.4877491316728628","0.4712991525737273","0.5010281074018159"
"87","0.48736836402044525","0.47177381199293317","0.5012025933106642","0.49065216519064486","0.47422177539694965","0.5030113656876727","0.4851579019870421","0.4646380883526809","0.49903096583572015","0.47192274372694704","0.44713705198378806","0.4861187100306904","0.49005969597846766","0.4737316719230119","0.502923418517097"
"88","0.48890525119209094","0.47347489895531625","0.5025311259726065","0.49243758332246046","0.4764060398191483","0.5043887116927009","0.48759317866469953","0.4673039558295962","0.5010350731292503","0.474830042325275","0.44997484136294424","0.4886421648246733","0.4919956235019466","0.4758948784755973","0.5044912876078042"
"89","0.4901631469481168","0.47522888323687995","0.5035395721032405","0.49390870549660526","0.4784202040636647","0.5054615538681224","0.48974897617742225","0.46973142847454225","0.5027216841703678","0.47751771186606096","0.4526381418809925","0.4908827074080593","0.49363467560199936","0.4780217757004408","0.5057633546398591"
"90","0.49100001447989694","0.47645598813846196","0.5042703255832334","0.49500960805111127","0.4799983922308572","0.5062516218222236","0.49164938419330645","0.472158884097257","0.504086975654411","0.4800008847462597","0.4552313638062851","0.4928465104246886","0.4949883884591739","0.47986895607267854","0.5067689304066408"
"91","0.49152234509419157","0.4771571820251898","0.5047546880562512","0.49579418570266903","0.48130549243352044","0.5067904118354892","0.49323493135693697","0.4743229916977679","0.5051523516705616","0.48223384462750635","0.4575165712328944","0.49454761408855075","0.4960590756697024","0.4812628479300497","0.5075223107789673"
"92","0.4919264195769407","0.47795417775098864","0.505030762795531","0.4963712447519109","0.48239904837333514","0.5070978433860402","0.494504271960575","0.4761384432808186","0.5059554776921241","0.48426790944912346","0.4597222412862781","0.4959979200262351","0.4968617775144687","0.48250409499531044","0.5080530656154788"
"93","0.492106633420069","0.4784868996160262","0.5050960934907885","0.49671522449926486","0.4831234636210701","0.5071834318947985","0.49554906650158365","0.4778556324727648","0.5065448829532273","0.48610796234913567","0.4618732824889139","0.49720605923428807","0.4974060337774346","0.48362127143606576","0.5083473073487791"
"94","0.4920586140705705","0.47852054980653125","0.5049754505297963","0.49682156840674685","0.48369779473296426","0.507056915778441","0.4963903457895128","0.47939227218834435","0.5069481850426696","0.487723246800359","0.4638350092379681","0.4981770120844574","0.4977809613292147","0.4845840243684927","0.5084153934086434"
"95","0.49170356972883333","0.47855261937185445","0.5046363357142739","0.49670083075399535","0.4840576174228883","0.5067641797617498","0.49699005476578134","0.48061696229785955","0.5071637960249193","0.48914882701236273","0.4657415964904209","0.49893035614786435","0.49796314896300353","0.4852747829648513","0.5082024581516962"
