"Step","model.output_scaling: 0.75 - train/loss","model.output_scaling: 0.75 - train/loss__MIN","model.output_scaling: 0.75 - train/loss__MAX","model.output_scaling: 1.5 - train/loss","model.output_scaling: 1.5 - train/loss__MIN","model.output_scaling: 1.5 - train/loss__MAX","model.output_scaling: 1.25 - train/loss","model.output_scaling: 1.25 - train/loss__MIN","model.output_scaling: 1.25 - train/loss__MAX","model.output_scaling: 1 - train/loss","model.output_scaling: 1 - train/loss__MIN","model.output_scaling: 1 - train/loss__MAX","model.output_scaling: 0.5 - train/loss","model.output_scaling: 0.5 - train/loss__MIN","model.output_scaling: 0.5 - train/loss__MAX"
"11","4.683829593658447","4.681259632110596","4.688485622406006","4.713766384124756","4.712288856506348","4.715351104736328","4.7084966659545895","4.707283020019531","4.710180759429932","4.700607872009277","4.699288368225098","4.702785015106201","4.592256927490235","4.5808329582214355","4.607344150543213"
"12","4.676356220245362","4.6729936599731445","4.682137489318848","4.711765575408935","4.710304260253906","4.713415622711182","4.706037807464599","4.704843044281006","4.7078142166137695","4.697197532653808","4.695694446563721","4.6997246742248535","4.564588165283203","4.555590629577637","4.577413558959961"
"13","4.667616081237793","4.663211822509766","4.674797058105469","4.709777355194092","4.7083282470703125","4.711480617523193","4.7035603523254395","4.702347755432129","4.705460071563721","4.693621253967285","4.691921710968018","4.696563243865967","4.53806095123291","4.530025005340576","4.551202774047852"
"14","4.65736026763916","4.651770114898682","4.666222095489502","4.707792949676514","4.706357955932617","4.709545135498047","4.701057243347168","4.699737071990967","4.703123569488525","4.689812564849854","4.687895774841309","4.693212985992432","4.512413787841797","4.502121448516846","4.527984619140625"
"15","4.645405673980713","4.638705253601074","4.656158447265625","4.705808067321778","4.70438814163208","4.707617282867432","4.698514080047607","4.697073459625244","4.7007904052734375","4.685711669921875","4.683535575866699","4.689610958099365","4.486147022247314","4.472455024719238","4.502371311187744"
"16","4.631747436523438","4.624399185180664","4.644421100616455","4.703818702697754","4.70241117477417","4.705703258514404","4.6959107398986815","4.694346904754639","4.698433876037598","4.6812639236450195","4.678758144378662","4.685716152191162","4.4596052169799805","4.445840835571289","4.473695755004883"
"17","4.616604232788086","4.608107566833496","4.630865097045898","4.701820373535156","4.7004170417785645","4.703805446624756","4.69322509765625","4.6915388107299805","4.69602108001709","4.676410102844239","4.673480987548828","4.681492328643799","4.432929611206054","4.419885158538818","4.4453325271606445"
"18","4.6003625869750975","4.5909318923950195","4.6154584884643555","4.699806022644043","4.698395729064941","4.701919078826904","4.690435791015625","4.688623428344727","4.693522930145264","4.671081256866455","4.667628288269043","4.6768903732299805","4.407233619689942","4.39386510848999","4.4189133644104"
"19","4.583409595489502","4.573864459991455","4.598490238189697","4.697768020629883","4.696321487426758","4.700033664703369","4.687523555755615","4.685572624206543","4.690917015075684","4.665203285217285","4.661135673522949","4.671848297119141","4.381926536560059","4.366961479187012","4.393233299255371"
"20","4.566123676300049","4.557255268096924","4.580595016479492","4.695696449279785","4.6941680908203125","4.698134899139404","4.684469985961914","4.682356834411621","4.6881866455078125","4.658705615997315","4.653954029083252","4.6663007736206055","4.356539916992188","4.340466022491455","4.367689609527588"
"21","4.548852920532227","4.540881633758545","4.562601566314697","4.693583011627197","4.6919755935668945","4.69620943069458","4.681255054473877","4.678945541381836","4.6853179931640625","4.651531314849853","4.646058559417725","4.660187721252441","4.330709457397461","4.312985420227051","4.341196537017822"
"22","4.531755352020264","4.5243306159973145","4.545282363891602","4.691418743133545","4.689732074737549","4.69424295425415","4.677856063842773","4.675306797027588","4.682295799255371","4.643637084960938","4.637458324432373","4.653443336486816","4.304189872741699","4.284509658813477","4.313624382019043"
"23","4.514762878417969","4.5071234703063965","4.528890132904053","4.6891961097717285","4.68742561340332","4.692225456237793","4.674247074127197","4.671411514282227","4.679103374481201","4.634998893737793","4.628206729888916","4.64599609375","4.27733736038208","4.25535774230957","4.28568172454834"
"24","4.497812175750733","4.4891581535339355","4.5131096839904785","4.6869072914123535","4.6850433349609375","4.69014835357666","4.670401477813721","4.667234420776367","4.675721168518066","4.625622081756592","4.618403434753418","4.63778018951416","4.250643730163574","4.22620153427124","4.258930683135986"
"25","4.480835819244385","4.470897197723389","4.49706506729126","4.684544944763184","4.682573318481445","4.688004016876221","4.666292667388916","4.6627516746521","4.672128677368164","4.615549755096436","4.608188629150391","4.62875509262085","4.223720836639404","4.197434902191162","4.2319722175598145"
"26","4.463591861724853","4.4527387619018555","4.479808330535889","4.682100105285644","4.6800031661987305","4.685787200927734","4.661895751953125","4.657943248748779","4.668304920196533","4.60485954284668","4.597020149230957","4.618916034698486","4.19561767578125","4.168944835662842","4.2041015625"
"27","4.445971298217773","4.4348015785217285","4.461270332336426","4.67956314086914","4.67732048034668","4.6834917068481445","4.657187461853027","4.652791976928711","4.66422700881958","4.593644809722901","4.585329532623291","4.608290672302246","4.165578842163086","4.138273239135742","4.175745487213135"
"28","4.4281610488891605","4.416994571685791","4.442332744598389","4.67692289352417","4.67451286315918","4.681110382080078","4.652144908905029","4.64728307723999","4.659866809844971","4.581999397277832","4.573430061340332","4.5969438552856445","4.133884525299072","4.105388164520264","4.145732879638672"
"29","4.410414505004883","4.399193286895752","4.423757076263428","4.674168300628662","4.671568870544434","4.678636074066162","4.646747684478759","4.641408443450928","4.655196189880371","4.570014095306396","4.561433792114258","4.5849995613098145","4.10035924911499","4.069941997528076","4.1143670082092285"
"30","4.3928533554077145","4.381296157836914","4.405688762664795","4.671288204193115","4.668477535247803","4.676061630249023","4.640977954864502","4.635165691375732","4.650185585021973","4.557793712615966","4.549398899078369","4.572641372680664","4.064889717102051","4.03261137008667","4.081363201141357"
"31","4.375497341156006","4.3633904457092285","4.3879899978637695","4.668271732330322","4.665228843688965","4.673378944396973","4.634824752807617","4.628562927246094","4.644812107086182","4.545443439483643","4.537334442138672","4.560078144073486","4.026674365997314","3.993067741394043","4.045919418334961"
"32","4.358286666870117","4.345508098602295","4.370469570159912","4.6651082038879395","4.661812782287598","4.670578479766846","4.628284072875976","4.621620178222656","4.63905668258667","4.533038997650147","4.52495002746582","4.547515392303467","3.984968328475952","3.9502604007720947","4.007070064544678"
"33","4.341090297698974","4.327418804168701","4.3529791831970215","4.661786937713623","4.658219337463379","4.667649745941162","4.621358871459961","4.6143693923950195","4.632903575897217","4.520618534088134","4.512322902679443","4.535121440887451","3.939450168609619","3.9038074016571045","3.964695453643799"
"34","4.323786449432373","4.308910369873047","4.335402488708496","4.658297348022461","4.654439926147461","4.664580821990967","4.614059734344482","4.606848239898682","4.626340389251709","4.508192253112793","4.499577522277832","4.522974967956543","3.8896769523620605","3.8526816368103027","3.918276786804199"
"35","4.306358528137207","4.290094375610352","4.31769323348999","4.654628658294678","4.65046501159668","4.661358833312988","4.606403160095215","4.599092483520508","4.619357109069824","4.495761680603027","4.486807346343994","4.511031627655029","3.835065984725952","3.7968931198120117","3.8669607639312744"
"36","4.2888843536376955","4.271206378936768","4.299998760223389","4.650770759582519","4.64628791809082","4.657971382141113","4.598411655426025","4.590911865234375","4.6119513511657715","4.483316135406494","4.47408390045166","4.4991302490234375","3.77513165473938","3.73600172996521","3.810424327850342"
"37","4.2713930130004885","4.252318859100342","4.282974720001221","4.646715068817139","4.641902446746826","4.654407978057861","4.59011173248291","4.582040309906006","4.604132652282715","4.470825672149658","4.4613471031188965","4.4870285987854","3.709859848022461","3.6695804595947266","3.7482306957244873"
"38","4.253796768188477","4.23341178894043","4.266052722930908","4.642453861236572","4.637306213378906","4.65065860748291","4.581532287597656","4.572944164276123","4.595921039581299","4.458250236511231","4.448240756988525","4.4745259284973145","3.6390031814575194","3.5972862243652344","3.680438756942749"
"39","4.236054515838623","4.214656352996826","4.249147415161133","4.637981128692627","4.632497787475586","4.646714687347412","4.57270622253418","4.563682556152344","4.587348937988281","4.445565319061279","4.435204029083252","4.461572647094727","3.562099027633667","3.5197508335113525","3.6071622371673584"
"40","4.218112182617188","4.196078777313232","4.232097625732422","4.633291816711425","4.627480506896973","4.6425676345825195","4.563668632507325","4.554305553436279","4.578461170196533","4.432767486572265","4.422239780426025","4.44827938079834","3.479858922958374","3.436537504196167","3.5287113189697266"
"41","4.199832630157471","4.177369117736816","4.214620113372803","4.6283821105957035","4.622259140014648","4.638208389282227","4.554456615447998","4.5448479652404785","4.569314956665039","4.419880771636963","4.409292221069336","4.434845447540283","3.392879915237427","3.3478753566741943","3.4459633827209473"
"42","4.181186866760254","4.158332347869873","4.196592807769775","4.623250198364258","4.616840839385986","4.633628845214844","4.545108985900879","4.535329341888428","4.5599775314331055","4.406942081451416","4.396274089813232","4.421442031860352","3.300271224975586","3.2543487548828125","3.359067678451538"
"43","4.162203407287597","4.138965606689453","4.178194046020508","4.617895603179932","4.611235618591309","4.628820896148682","4.535661220550537","4.525752544403076","4.550518989562988","4.393995475769043","4.383136749267578","4.408162593841553","3.2026074886322022","3.1591076850891113","3.2646210193634033"
"44","4.142788696289062","4.118999004364014","4.159483909606934","4.612320899963379","4.60539436340332","4.623778343200684","4.52614278793335","4.516115188598633","4.5410051345825195","4.381081867218017","4.3698954582214355","4.39501428604126","3.1025262832641602","3.0675554275512695","3.164879560470581"
"45","4.122899723052979","4.098535537719727","4.140368938446045","4.60653076171875","4.599124908447266","4.618497371673584","4.516575717926026","4.506417274475098","4.531491279602051","4.368227005004883","4.3565802574157715","4.381964683532715","2.998548460006714","2.961104154586792","3.065568685531616"
"46","4.102536201477051","4.0777587890625","4.120944499969482","4.600531673431396","4.592639923095703","4.61297607421875","4.506974506378174","4.49666690826416","4.522012710571289","4.355436515808106","4.3432135581970215","4.368974685668945","2.892568254470825","2.8472280502319336","2.969230890274048"
"47","4.081611633300781","4.056443691253662","4.101119518280029","4.5943324089050295","4.585956573486328","4.60721492767334","4.497348976135254","4.486886978149414","4.51257848739624","4.342701435089111","4.329787731170654","4.35601806640625","2.7899383068084718","2.7306132316589355","2.8832616806030273"
"48","4.060004615783692","4.0345683097839355","4.080562591552734","4.587942981719971","4.579095363616943","4.601216793060303","4.487705421447754","4.477101802825928","4.503170490264893","4.330000400543213","4.316274642944336","4.343561172485352","2.682138776779175","2.6168508529663086","2.779752492904663"
"49","4.037593650817871","4.012020111083984","4.059186935424805","4.581373977661133","4.572076797485352","4.5949883460998535","4.478045177459717","4.467329502105713","4.49374532699585","4.317308521270752","4.302670478820801","4.331180572509766","2.5717369556427","2.5111327171325684","2.677607774734497"
"50","4.014228296279907","3.9885051250457764","4.0368266105651855","4.574637508392334","4.564924240112305","4.588540077209473","4.468366050720215","4.457571029663086","4.484248161315918","4.3046067237854","4.289003849029541","4.318726539611816","2.470280885696411","2.4000346660614014","2.589977741241455"
"51","3.9898143768310548","3.963912010192871","4.013309955596924","4.56774673461914","4.55765962600708","4.581886291503906","4.458661365509033","4.447814464569092","4.474626064300537","4.291886520385742","4.275325775146484","4.3062615394592285","2.3578705310821535","2.27722430229187","2.4822521209716797"
"52","3.9642665863037108","3.9378719329833984","3.988602876663208","4.560716438293457","4.550303936004639","4.575045108795166","4.448922920227051","4.4380412101745605","4.464850425720215","4.279150485992432","4.26168155670166","4.293840408325195","2.253664493560791","2.1721603870391846","2.3941597938537598"
"53","3.937374544143677","3.9103572368621826","3.962571620941162","4.55356273651123","4.542874813079834","4.568037509918213","4.4391437530517575","4.428236484527588","4.454922676086426","4.2663853645324705","4.248068809509277","4.281461238861084","2.1473171710968018","2.0613911151885986","2.2872848510742188"
"54","3.9088102340698243","3.881190061569214","3.9352047443389893","4.546301746368409","4.535386085510254","4.560887813568115","4.4293212890625","4.418397426605225","4.4448747634887695","4.253559017181397","4.234451770782471","4.269071578979492","2.039669895172119","1.9468116760253906","2.1916606426239014"
"55","3.8789514541625976","3.8503611087799072","3.906243085861206","4.538949680328369","4.527846813201904","4.553621768951416","4.419459342956543","4.408536911010742","4.434755802154541","4.240640926361084","4.220804691314697","4.256605625152588","1.934054183959961","1.837686538696289","2.089919090270996"
"56","3.8476858615875242","3.8177878856658936","3.8754844665527344","4.531522178649903","4.520264148712158","4.5462646484375","4.409567165374756","4.398680210113525","4.424614429473877","4.227629375457764","4.207126140594482","4.244039058685303","1.8238549470901488","1.7235110998153687","1.987532138824463"
"57","3.814531850814819","3.783475637435913","3.842710494995117","4.524032688140869","4.5126423835754395","4.538841724395752","4.3996576309204105","4.388854026794434","4.414488315582275","4.214540004730225","4.19342565536499","4.231385231018066","1.7210599899291992","1.6091636419296265","1.8869633674621582"
"58","3.7799118995666503","3.7475597858428955","3.8077309131622314","4.516492938995361","4.50498628616333","4.531373977661133","4.3897453308105465","4.378958702087402","4.404397964477539","4.201376152038574","4.179693698883057","4.2186479568481445","1.6136592388153077","1.4994256496429443","1.7828413248062134"
"59","3.7438541889190673","3.710466146469116","3.770421028137207","4.5089129447937015","4.497302055358887","4.523878574371338","4.379843044281006","4.368783950805664","4.394347190856934","4.188120937347412","4.165923595428467","4.205795764923096","1.507525420188904","1.3751380443572998","1.6816202402114868"
"60","3.7060068607330323","3.672940254211426","3.730714797973633","4.501300907135009","4.489596843719482","4.516366481781006","4.369961261749268","4.358547687530518","4.384622097015381","4.17475643157959","4.152135372161865","4.19279146194458","1.4077804803848266","1.2728471755981445","1.5779188871383667"
"61","3.666488456726074","3.6338601112365723","3.68867826461792","4.49366340637207","4.481878280639648","4.508842468261719","4.360106468200684","4.34826135635376","4.375235557556152","4.161277008056641","4.138331890106201","4.179652690887451","1.3053885459899903","1.1666826009750366","1.4802136421203613"
"62","3.6250688552856447","3.591172456741333","3.6471946239471436","4.486005687713623","4.4741530418396","4.5013041496276855","4.350282001495361","4.3379387855529785","4.365835189819336","4.147671222686768","4.124459743499756","4.166409492492676","1.2166054248809814","1.0860222578048706","1.382398247718811"
"63","3.5822416305541993","3.5493531227111816","3.6070444583892822","4.478332138061523","4.46642541885376","4.49374532699585","4.340487289428711","4.327591896057129","4.356413841247559","4.13391752243042","4.11045503616333","4.1530327796936035","1.1377763271331787","1.0201146602630615","1.2951568365097046"
"64","3.5376415729522703","3.5059800148010254","3.5651371479034424","4.470645236968994","4.458694934844971","4.486154556274414","4.330718994140625","4.317230701446533","4.346972942352295","4.1200024604797365","4.096317768096924","4.1394853591918945","1.0407709956169129","0.8996416330337524","1.2062416076660156"
"65","3.4910799503326415","3.459113121032715","3.521566390991211","4.462946605682373","4.450960159301758","4.47852087020874","4.320971393585205","4.306861877441406","4.337516784667969","4.105914497375489","4.082064151763916","4.1257805824279785","0.9572271704673767","0.8330495953559875","1.1101922988891602"
"66","3.4430980682373047","3.4127700328826904","3.4759812355041504","4.455236530303955","4.4432172775268555","4.470834732055664","4.311237049102783","4.296488285064697","4.3280510902404785","4.091626167297363","4.067660808563232","4.111904621124268","0.8771883249282837","0.7587894797325134","1.020751953125"
"67","3.392997407913208","3.363743305206299","3.4287140369415283","4.447514438629151","4.435462474822998","4.463091850280762","4.3015087127685545","4.286113262176514","4.318578243255615","4.077105236053467","4.053072929382324","4.0977935791015625","0.797861921787262","0.6775045990943909","0.9443333745002747"
"68","3.3410895347595213","3.31262469291687","3.3798892498016357","4.439778614044189","4.427693843841553","4.45529317855835","4.291780090332031","4.275741100311279","4.3090996742248535","4.062317371368408","4.038264274597168","4.083410263061523","0.7277993202209473","0.6071323156356812","0.8642732501029968"
"69","3.287653589248657","3.260824203491211","3.3290040493011475","4.432028675079346","4.419914245605469","4.447445869445801","4.282045936584472","4.26537561416626","4.299616813659668","4.047217273712159","4.02315092086792","4.068744659423828","0.6608086109161377","0.5454209446907043","0.790993332862854"
"70","3.2321256160736085","3.206265449523926","3.2762341499328613","4.424264812469483","4.412128925323486","4.439561367034912","4.272301769256591","4.2550177574157715","4.2901291847229","4.0317559242248535","4.007661819458008","4.053767204284668","0.5978745579719543","0.480607271194458","0.718360424041748"
"71","3.1747352123260497","3.145559310913086","3.2219858169555664","4.416488456726074","4.404346466064453","4.43165397644043","4.262542819976806","4.244664669036865","4.280635356903076","4.015882396697998","3.991757869720459","4.038440227508545","0.5399337410926819","0.42295578122138977","0.6551247835159302"
"72","3.115567350387573","3.0827105045318604","3.1662917137145996","4.408703136444092","4.39657735824585","4.423736572265625","4.252763271331787","4.234305381774902","4.271129131317139","3.9995598793029785","3.975377082824707","4.0227556228637695","0.4848682940006256","0.37112516164779663","0.597039520740509"
"73","3.054763174057007","3.0178794860839844","3.109811782836914","4.400913238525391","4.388832092285156","4.416272163391113","4.242957401275635","4.223926544189453","4.261600494384766","3.982776165008545","3.9584760665893555","4.006652355194092","0.43674923181533815","0.3228473961353302","0.5402265191078186"
"74","2.992405414581299","2.9510467052459717","3.052476406097412","4.393123531341553","4.381119251251221","4.408872604370117","4.233122444152832","4.213524341583252","4.252041339874268","3.9655785083770754","3.9410135746002197","3.9900686740875244","0.39174407720565796","0.2798546552658081","0.4901849925518036"
"75","2.9285150527954102","2.882453203201294","2.9937210083007812","4.385339069366455","4.373445987701416","4.401479244232178","4.223258018493652","4.203105926513672","4.2424468994140625","3.947867441177368","3.9229321479797363","3.972944736480713","0.3510979235172272","0.24353590607643127","0.4446776509284973"
"76","2.86311297416687","2.812356948852539","2.9330027103424072","4.377564239501953","4.365816593170166","4.394091606140137","4.213365268707276","4.192687034606934","4.232816696166992","3.9295209884643554","3.904242515563965","3.955199956893921","0.3142902016639709","0.20834362506866455","0.4012788236141205"
"77","2.796213150024414","2.740899085998535","2.872025489807129","4.369802856445313","4.358232498168945","4.386708736419678","4.20344352722168","4.182279586791992","4.223149299621582","3.9108291149139403","3.8851215839385986","3.936788320541382","0.2826830416917801","0.18189837038516998","0.3635774850845337"
"78","2.728328895568848","2.6667287349700928","2.810662269592285","4.362057304382324","4.3504743576049805","4.379326820373535","4.193490791320801","4.171886444091797","4.213444709777832","3.8915639877319337","3.866178274154663","3.917656421661377","0.25318230092525484","0.15585428476333618","0.33003491163253784"
"79","2.659502935409546","2.589607000350952","2.7471542358398438","4.354329204559326","4.342409610748291","4.371943950653076","4.183502674102783","4.161505699157715","4.203696250915527","3.8717817306518554","3.846966505050659","3.8977549076080322","0.22957318127155305","0.1364433616399765","0.30225738883018494"
"80","2.5889906883239746","2.510948657989502","2.6826014518737793","4.346619033813477","4.334331035614014","4.364556789398193","4.173474884033203","4.151133060455322","4.1938958168029785","3.8513545036315917","3.8254446983337402","3.877103090286255","0.2071537882089615","0.11808989942073822","0.27509066462516785"
"81","2.517309379577637","2.4310128688812256","2.6175763607025146","4.338926124572754","4.326243877410889","4.35716438293457","4.163403797149658","4.140767574310303","4.184035778045654","3.830528974533081","3.804994583129883","3.855823040008545","0.18784223794937133","0.10309863090515137","0.2525942325592041"
"82","2.4449613094329834","2.35041880607605","2.5509724617004395","4.331249523162842","4.3181538581848145","4.349766254425049","4.153286457061768","4.130402565002441","4.174117565155029","3.809216260910034","3.784219741821289","3.8342926502227783","0.17127198576927186","0.09114696085453033","0.23170576989650726"
"83","2.371462821960449","2.2698659896850586","2.4829483032226562","4.323587703704834","4.310065269470215","4.3423638343811035","4.143118000030517","4.1200270652771","4.164139747619629","3.7871162414550783","3.7613701820373535","3.812286615371704","0.15675531327724457","0.0800899863243103","0.2150108516216278"
"84","2.297380256652832","2.1893959045410156","2.414442777633667","4.315939426422119","4.301980495452881","4.334959983825684","4.132892417907715","4.109627723693848","4.154098033905029","3.7646501541137694","3.7397050857543945","3.7884719371795654","0.1434360474348068","0.07161343097686768","0.19863452017307281"
"85","2.223032999038696","2.1081717014312744","2.3451147079467773","4.308302688598633","4.293902397155762","4.3275556564331055","4.1226043701171875","4.0991950035095215","4.143985748291016","3.7412694454193116","3.7160987854003906","3.7647128105163574","0.13235723823308945","0.06385669857263565","0.18507830798625946"
"86","2.147357368469238","2.026752233505249","2.274427890777588","4.300676155090332","4.285831451416016","4.32015323638916","4.112247562408447","4.088720321655273","4.133796691894531","3.7174622058868407","3.6921181678771973","3.740884304046631","0.12221725732088089","0.057796455919742584","0.17303292453289032"
"87","2.0709163188934325","1.9458109140396118","2.2030375003814697","4.293057060241699","4.277767658233643","4.3127522468566895","4.101813220977784","4.078189373016357","4.123523235321045","3.692998695373535","3.6679627895355225","3.7151129245758057","0.11336770728230476","0.052016887813806534","0.16257329285144806"
"88","1.9950873136520386","1.864850640296936","2.1311705112457275","4.28544340133667","4.269710063934326","4.305351734161377","4.091289806365967","4.0675835609436035","4.113160610198975","3.667517614364624","3.642009973526001","3.689150810241699","0.10556681156158447","0.0478459894657135","0.15243731439113617"
"89","1.9185297727584838","1.784061312675476","2.0586884021759033","4.2778322219848635","4.261656284332275","4.29794979095459","4.0806653022766115","4.056887626647949","4.102699279785156","3.6417815685272217","3.616427421569824","3.6626768112182617","0.09880760237574578","0.04372051730751991","0.1449950635433197"
"90","1.8414325714111328","1.703031063079834","1.9854620695114136","4.270220947265625","4.253603935241699","4.290543079376221","4.069927406311035","4.046087741851807","4.092132568359375","3.614993524551392","3.589365005493164","3.6346890926361084","0.09258820191025734","0.04029783234000206","0.13674522936344147"
"91","1.7648781776428222","1.621853232383728","1.9117166996002197","4.262607765197754","4.245551586151123","4.283130645751953","4.059062767028808","4.0351691246032715","4.081455230712891","3.587639904022217","3.5617854595184326","3.608325958251953","0.08713914453983307","0.03763837367296219","0.1303493082523346"
"92","1.6889450311660767","1.5415321588516235","1.8387916088104248","4.254990768432617","4.237497806549072","4.275710582733154","4.048056030273438","4.024113178253174","4.0706634521484375","3.5597272872924806","3.533778190612793","3.581444025039673","0.08243346214294434","0.035061851143836975","0.12442732602357864"
"93","1.6140219688415527","1.4612561464309692","1.7679531574249268","4.247369003295899","4.229442119598389","4.268282890319824","4.036891174316406","4.012905120849609","4.0597453117370605","3.530942106246948","3.5044727325439453","3.5544583797454834","0.07799985781311988","0.03304635360836983","0.11878161877393723"
"94","1.5399518251419066","1.3804419040679932","1.6998744010925293","4.239741611480713","4.221386432647705","4.260847568511963","4.025552749633789","4.001531600952148","4.048686981201172","3.5018640518188477","3.4750254154205322","3.5267601013183594","0.07407945320010186","0.031179968267679214","0.11373195052146912"
"95","1.4660946130752563","1.3008043766021729","1.629926323890686","4.232107543945313","4.213332176208496","4.253403663635254","4.014024686813355","3.9899752140045166","4.037473678588867","3.4720322132110595","3.444535493850708","3.498598575592041","0.07058579251170158","0.029765203595161438","0.10939987748861313"
"96","1.3925271511077881","1.222645878791809","1.5567123889923096","4.224465942382812","4.205281734466553","4.245950698852539","4.00229115486145","3.9782161712646484","4.0260910987854","3.441530466079712","3.413297414779663","3.469505548477173","0.06734554134309292","0.028329888358712196","0.10497322678565979"
"97","1.3216026544570922","1.1449028253555298","1.490763783454895","4.216815567016601","4.197237968444824","4.238485813140869","3.9903360843658446","3.966235637664795","4.014519214630127","3.4104324340820313","3.381614923477173","3.4401042461395264","0.06453724503517151","0.027331829071044922","0.10161316394805908"
"98","1.2518946170806884","1.0684919357299805","1.426292061805725","4.209155559539795","4.189203262329102","4.231008529663086","3.9781424522399904","3.954014539718628","4.002735614776611","3.3787043571472166","3.348891496658325","3.4107377529144287","0.0619110606610775","0.026347117498517036","0.09822332113981247"
"99","1.1824648976325989","0.9957786202430725","1.3567421436309814","4.201485252380371","4.181180953979492","4.223515510559082","3.965693712234497","3.9415318965911865","3.99072265625","3.3466004848480226","3.315619945526123","3.3807663917541504","0.05954593718051911","0.02565758116543293","0.09491851925849915"
"100","1.1164347648620605","0.928432822227478","1.2934457063674927","4.193803787231445","4.173171520233154","4.216006755828857","3.9529750823974608","3.928770065307617","3.9784603118896484","3.313727331161499","3.281696319580078","3.350064992904663","0.057443786039948465","0.025092072784900665","0.09235606342554092"
"101","1.051875615119934","0.863945484161377","1.2299280166625977","4.186110019683838","4.1651763916015625","4.208479404449463","3.939984130859375","3.9157185554504395","3.9659295082092285","3.2801395416259767","3.2469820976257324","3.318695068359375","0.05546878688037395","0.024605030193924904","0.08943840861320496"
"102","0.9879755139350891","0.7976296544075012","1.1656920909881592","4.178402709960937","4.157194137573242","4.200932025909424","3.9267792224884035","3.90240740776062","3.953115224838257","3.2460909843444825","3.211901903152466","3.2870607376098633","0.05372986160218716","0.024274585768580437","0.08720691502094269"
"103","0.9268919229507446","0.7348256707191467","1.1051725149154663","4.170680236816406","4.1492228507995605","4.193362712860107","3.9135812282562257","3.889089584350586","3.9400014877319336","3.211543893814087","3.176438570022583","3.255218029022217","0.052163982018828395","0.024018490687012672","0.08505969494581223"
