"Step","model.ln_type: mlp-pre - grads/weight_norm","model.ln_type: mlp-pre - grads/weight_norm__MIN","model.ln_type: mlp-pre - grads/weight_norm__MAX","model.ln_type: pre - grads/weight_norm","model.ln_type: pre - grads/weight_norm__MIN","model.ln_type: pre - grads/weight_norm__MAX","model.ln_type: attn-pre - grads/weight_norm","model.ln_type: attn-pre - grads/weight_norm__MIN","model.ln_type: attn-pre - grads/weight_norm__MAX","model.ln_type: off - grads/weight_norm","model.ln_type: off - grads/weight_norm__MIN","model.ln_type: off - grads/weight_norm__MAX"
"1346","34.82811730666418","33.80934994279966","36.79697120475746","39.99060486277827","38.13509087769426","42.78801478199678","42.930763463434914","41.48131903762901","44.03285516502848","57.11099389895585","55.890625","58.051995484113206"
"1347","34.81868927430321","33.80132815669008","36.794426670140886","39.972482657966154","38.11485520764837","42.75855976987239","42.9189871580481","41.44726447453288","44.03675001135415","57.10133614195725","55.880557609512095","58.042197826371336"
"1348","34.80938485756561","33.79348869130986","36.79188859526309","39.9544139576502","38.09487154829702","42.728517365912225","42.907502495418825","41.41331012922506","44.040630654402534","57.09167167040884","55.87049058984537","58.032392204025804"
"1349","34.80020271974358","33.78582444744763","36.78935864050483","39.93640316239712","38.075140296442115","42.69791920793682","42.89626636021471","41.379466573486056","44.04449709792785","57.08199618476275","55.86041738537898","58.022576509197044"
"1350","34.79113982371477","33.77833373744367","36.78683514838393","39.91845786382757","38.055661844691386","42.66679986297162","42.885272663176465","41.34574293666006","44.0483493456693","57.07231480794263","55.85034017843468","58.012752840970236"
"1351","34.782198698299936","33.77101486944833","36.78432309804341","39.900583747082706","38.036436581421505","42.635188252706826","42.87450361649699","41.31214542207896","44.0521832447929","57.062624107730834","55.840254594719795","58.002923299848646"
"1352","34.773375975456915","33.76386253209098","36.78181751367617","39.88278732393979","38.01746970709239","42.603119097501974","42.86391882785226","41.27867729492734","44.05600157088774","57.05292836650792","55.83016937552671","57.993087882846005"
"1353","34.76466993915966","33.75687140698172","36.779321715596865","39.865073047909156","37.998756789902025","42.570618604377536","42.85346647688365","41.24535366824668","44.059804328002585","57.04322373389535","55.820077960493975","57.98324448170351"
"1354","34.75607939084838","33.75004521119657","36.77682906736251","39.84745030413408","37.98030624033164","42.53772165586534","42.8431195456586","41.21217489256057","44.06359152016832","57.03351450093154","55.809984720758074","57.973395197980686"
"1355","34.74760429060065","33.74337319200616","36.774347868219394","39.82992009015584","37.96210718639377","42.50445174294982","42.8328615301178","41.1791502111126","44.06736315139797","57.02379507536659","55.799883092395454","57.9635358167098"
"1356","34.7392426535348","33.73685544088338","36.77187646065264","39.812490713234496","37.944172858375104","42.47083816840165","42.822677919647774","41.14628889515736","44.0711136859898","57.014068027703914","55.78977963497212","57.953670545423606"
"1357","34.7309928570153","33.7304866187706","36.76940986680538","39.795166213551305","37.926492366710995","42.436913195501155","42.81255577124342","41.113597274616765","44.07485005336448","57.00433549793062","55.77966997061967","57.943797274411736"
"1358","34.722854562880116","33.724266810043474","36.76695472786586","39.777950462767265","37.90907572680898","42.402694789253964","42.802480414302195","41.0810802117859","44.07857087243472","56.99459658090541","55.76955628479686","57.933922320767735"
"1359","34.7148243793486","33.71818523623417","36.76450440546816","39.76085037068795","37.89191685942069","42.36820960988174","42.79243810254239","41.048751503547585","44.08227060884285","56.98485096234881","55.75944295377802","57.92403725394903"
"1360","34.706902720431195","33.71224921405145","36.76206388140242","39.74386748637794","37.87501933786635","42.333482957310224","42.78241884577236","41.01661159527701","44.08595895910341","56.97509894822306","55.74932340887085","57.91414839211896"
"1361","34.699086454545295","33.706444334109726","36.75963149723484","39.72700717804227","37.85838189989273","42.298534438263935","42.77241652429992","40.98467135567653","44.08963038870365","56.965341033698664","55.739204216769636","57.90425151705184"
"1362","34.69137817534593","33.70077790853833","36.75720891507627","39.71027222695879","37.84200488854118","42.26338227644958","42.762425813176456","40.952935723046004","44.093279364958214","56.95557588344288","55.72907880639492","57.89435084164084"
"1363","34.68377089354822","33.69523913886055","36.754791155053006","39.69366725761123","37.825888642072904","42.228053425344505","42.75244877201535","40.92141561406906","44.09691696635378","56.94580564050748","55.71894936517894","57.88444636393593"
"1364","34.676267459393706","33.68982989971714","36.75238486096855","39.677194671582676","37.81003510819333","42.192560460383596","42.74248235274176","40.89011301981736","44.10053627570404","56.93603036193679","55.70882027336425","57.87453386353859"
"1365","34.668864066548664","33.68454119369429","36.749986713432975","39.660858222562354","37.794441387652334","42.15692468418593","42.73252955457232","40.85904188439736","44.10413591362492","56.92624868355385","55.69868276466464","57.86461755549543"
"1366","34.66156044237918","33.67937307757431","36.747596714041215","39.64465994138706","37.779109417751464","42.12116022466469","42.72259215012705","40.82820423117073","44.10772003625754","56.916458958335326","55.68854779457577","57.854693217955536"
"1367","34.65435559063332","33.67432198185288","36.74521486438319","39.62860245490494","37.7640362848496","42.085285607305046","42.712670251446376","40.79760657377388","44.11128726372083","56.90666800128243","55.67841317206674","57.844762957094915"
"1368","34.64724775964554","33.66938614641738","36.74284448833201","39.61268964428149","37.74922553272203","42.049316516814514","42.70276918054638","40.76726142988007","44.11483483300997","56.896868953534025","55.668270126061266","57.834828880533784"
"1369","34.640233572538236","33.66456018284937","36.740477281854105","39.59692141253791","37.73467261787393","42.01326723814083","42.69289042276623","40.73717236031562","44.11836828263116","56.88706523506262","55.658127424819995","57.824893097339576"
"1370","34.6333133225949","33.65984051182135","36.73812155235094","39.581301675142356","37.720377838734265","41.97715210478344","42.68303532059755","40.7073474297408","44.12187931599242","56.87725900667232","55.64798726214745","57.81495349523556"
"1371","34.62648643442193","33.655228991593006","36.73577397910312","39.5658320005546","37.70634310758437","41.94097967820002","42.67320738083039","40.677791720517625","44.12537347133024","56.86744596767126","55.63784086336834","57.80500584873143"
"1372","34.61975151326026","33.65072022527434","36.73343622524392","39.55051530372916","37.692565476331005","41.90477020131479","42.6634087529604","40.64851182604198","44.12885075265387","56.85762823857674","55.62769261390297","57.79505649004506"
"1373","34.613105035242256","33.646306998084874","36.73110829264821","39.53535063106604","37.67904198726561","41.868530866906774","42.65364420132694","40.6195203636172","44.13231116395192","56.84780800316419","55.61754470755496","57.78510330580452"
"1374","34.606547510715146","33.641992976134006","36.72878519784414","39.52034088915303","37.66578101633248","41.83227035164883","42.643912741424394","40.59082095860775","44.13575194340043","56.83797966648392","55.60739275407767","57.775142068329224"
"1375","34.60007780730625","33.63777275414315","36.72647525117269","39.50548684090248","37.65276987289995","41.79600174321403","42.63422053490106","40.56242175454703","44.139175861168106","56.82815050083407","55.597243338108726","57.765183339534204"
"1376","34.59369219179086","33.63364273801048","36.724168483183526","39.490790641106585","37.64001205914392","41.759738174728476","42.62456776653977","40.53432789971051","44.14257877313227","56.81831753910974","55.58709206900016","57.7552186663952"
"1377","34.587393402710774","33.62960114604673","36.72187652912515","39.47625273343958","37.62751107692017","41.72348404788064","42.614959419434754","40.506544549827844","44.145966214455115","56.80847645363658","55.57693455289591","57.74524593188928"
"1378","34.58117663411586","33.62564619499899","36.71959108079262","39.46187372284619","37.61526231444326","41.68724817202798","42.605398326202035","40.4790828989955","44.14933404128609","56.79863500164296","55.566781770479786","57.73527358908287"
"1379","34.57504192880124","33.6217761000962","36.717312139400775","39.44765576278496","37.60326601818484","41.651040852559284","42.595887559314136","40.45195265537638","44.15268502284501","56.788790569866094","55.55663152712397","57.725299523502905"
"1380","34.56898815629994","33.6179836284419","36.71504635576878","39.43359793616871","37.591515935281194","41.61487096401432","42.586429583674644","40.42515448621533","44.15601501618296","56.77893973102543","55.546472836096896","57.71531738913098"
"1381","34.56301545364432","33.61427243781185","36.71278874482127","39.419700345548634","37.58001229668173","41.57874153996096","42.57702632899185","40.39869962808982","44.15932679036361","56.769085918828445","55.53631888092467","57.70533775881894"
"1382","34.557119969846084","33.61063710728811","36.71053764546019","39.40596642831274","37.568758578022646","41.542665908922025","42.5676834497408","40.37259480306923","44.162621731540405","56.75923128184055","55.526163068919594","57.69535640231911"
"1383","34.55130203920928","33.607075845348405","36.70829638429847","39.39239409393998","37.5577485035545","41.50664421116064","42.558402063194464","40.34684522886362","44.1658956976244","56.74937155039417","55.516007597893555","57.68536697031579"
"1384","34.545560658446426","33.603588675541786","36.706064963138246","39.378984283801586","37.54698228761201","41.47068983311436","42.54918381562571","40.321459154640905","44.16914869327982","56.739510556463244","55.50585466726686","57.675377924639555"
"1385","34.53989444385887","33.60016835488421","36.70384172086503","39.36573867587057","37.53645688797925","41.43480000394822","42.54003491206026","40.29644332601281","44.17238486838737","56.729647020790765","55.495699879162935","57.66538714861802"
"1386","34.53430234100006","33.596820353876126","36.701629984984145","39.35265513659653","37.52617250728983","41.39898963469323","42.530956177851266","40.27180297968263","44.175602844995225","56.71977876907473","55.485545432600055","57.65539252411153"
"1387","34.52878334025355","33.59353379290891","36.69942643135755","39.33973749093089","37.51612771685249","41.36325893172738","42.52195051399565","40.24754942074114","44.17879986398312","56.709910168354234","55.47539572864713","57.64539616672567"
"1388","34.52333823247683","33.590315958202524","36.697231061459185","39.32698266362595","37.5063178271758","41.327616962850946","42.51302035137654","40.22368334884857","44.18197592990056","56.700038543227436","55.46524196653477","57.6354001935334"
"1389","34.51796271183101","33.587157783425944","36.69504554006576","39.31439177419796","37.49674302262381","41.29206247970819","42.50416944337285","40.200216082091835","44.18513519131745","56.69016355269368","55.455090747773106","57.62539824970843"
"1390","34.512657929106794","33.58406110279473","36.69286820553059","39.30196515023406","37.48740022702628","41.256604584902526","42.49540030361317","40.17714983844206","44.1882735080813","56.68028770206943","55.444939872109835","57.61539880698128"
"1391","34.507423188614744","33.58102593332096","36.69070072281599","39.289701597328985","37.478287985345595","41.221250931046626","42.486714925886375","40.15449442903699","44.19139364696408","56.67040803331457","55.434791541785835","57.60539339034367"
"1392","34.502255305380785","33.57804502084472","36.6885414300654","39.27760313680797","37.469403207921694","41.18600326851799","42.47811529856212","40.13225207049811","44.19449008758402","56.66052749654589","55.42463915083255","57.59539259391219"
"1393","34.497156078814086","33.57511837981737","36.686393656125254","39.26566833355339","37.46074768591118","41.15086335288119","42.4696050655319","40.11043105836062","44.19757112069339","56.65064702653302","55.41449591417281","57.58538794083856"
"1394","34.49212310865224","33.57224784245631","36.684252411627526","39.25389660563049","37.452313429880405","41.115838882737755","42.46118656256029","40.089035125638624","44.20062984518363","56.64076397712629","55.40435082052446","57.57538366947718"
"1395","34.48715672578697","33.56943160497732","36.68212268939735","39.24228962842788","37.444102219383296","41.08093312482386","42.45286176955291","40.068072569729694","44.203669027228386","56.630878843799834","55.39420827619865","57.565377659476226"
"1396","34.482255533038874","33.566664226068475","36.68000282745184","39.230845679591134","37.436112570806046","41.04614935597644","42.444635228261234","40.047548643378285","44.20669005153518","56.620993302638944","55.38406828259594","57.555369909928906"
"1397","34.47741858489964","33.56394935476251","36.67788783524329","39.219566364257965","37.42834136459546","41.01149383957045","42.436506639642005","40.02746554613313","44.20968739949353","56.61110516561744","55.37392422769945","57.54536254121613"
"1398","34.47264649649746","33.56128154794785","36.675786034521465","39.20844868217716","37.42078384369524","40.97696839050642","42.42848030690841","40.00783004417698","44.21266797837046","56.601218835838914","55.3637915434131","57.535353431879166"
"1399","34.467937199495886","33.55866263560908","36.673694099002184","39.19749466955131","37.41344176896854","40.9425748285785","42.42055708231257","39.988645849478324","44.21562488956817","56.59133075953476","55.353654799022756","57.52534682506269"
"1400","34.46328898375082","33.556087172495616","36.67160870163218","39.186703995258284","37.40630874055538","40.90832393042857","42.41273979409669","39.96991666592827","44.218559518140964","56.58144057061789","55.343522815033424","57.51533847728143"
"1401","34.45870465055153","33.55355880668621","36.66953650138712","39.17607443854364","37.399384878067345","40.874208588477586","42.40503012287654","39.951649244352225","44.22147738938626","56.571550424172656","55.33339118188492","57.50532838762639"
"1402","34.45418002943401","33.55107391048571","36.6674708422704","39.165606330869835","37.39266540086772","40.84023512037486","42.39743242130547","39.933847275251665","44.22437436624669","56.561660320828764","55.32326651924464","57.4953208014574"
"1403","34.44971584277631","33.54863249355329","36.66541339003967","39.15530010805558","37.38614878659943","40.806409863371954","42.38994572038913","39.91650832323326","44.227249072793064","56.55176935032633","55.31314000335951","57.48531359657765"
"1404","34.44531209766027","33.54623456538192","36.66336581082164","39.145154625805354","37.379836774197194","40.772737677218984","42.38257386432309","39.89964369994816","44.23010151336771","56.54187971736097","55.30301825510973","57.4753067731863"
"1405","34.44096841290916","33.543876496174754","36.661331435945556","39.13517034709851","37.37372293491277","40.73921744327725","42.37531838568992","39.883250946414684","44.23293583185144","56.5319892474843","55.29290127711355","57.46530033148265"
"1406","34.436683474045836","33.54155829433839","36.6593036078923","39.125345207384875","37.36780409929282","40.7058480375133","42.36818078335888","39.867332175663414","44.23574651264801","56.522098820291646","55.28278686388287","57.455294271666126"
"1407","34.43245694449231","33.539279968139596","36.6572839927696","39.115680840914514","37.36208036001375","40.672640335672824","42.361162981282874","39.851891018789026","44.2385390789948","56.51221058181001","55.27267722533666","57.44529071892012"
"1408","34.42828697476486","33.53703788583974","36.655275922160065","39.1061727043637","37.35654527133599","40.63959022856053","42.35426705568213","39.83692956329905","44.24130663633959","56.50231931841479","55.262565737350634","57.435285423846814"
"1409","34.4241754370031","33.53483569481331","36.65327773275792","39.09682436890729","37.35120218530456","40.606704113302676","42.347493332620516","39.82244221914164","44.244056086930335","56.49243112629529","55.25246344550508","57.42528476270819"
"1410","34.42012023158515","33.53266976258004","36.6512877608857","39.08763431273975","37.34604137844632","40.57398539724222","42.34084369370978","39.80843717005071","44.246780537013365","56.482542557754684","55.242365935399846","57.41527810745368"
"1411","34.41612202757976","33.53053827588088","36.64930933864921","39.07860026804664","37.34106782993341","40.541432980173965","42.33431910632227","39.79491185774414","44.24948412923167","56.472653550988944","55.23226436915066","57.40528034020477"
"1412","34.41217846005113","33.528443061684584","36.64733580602671","39.06972571697847","37.33627671037579","40.50905328982029","42.327921250269114","39.78186370304312","44.25216686740817","56.46276805315152","55.222174218248824","57.39528295826561"
"1413","34.4082915510556","33.526384126791655","36.64537715718297","39.061003611898904","37.33166318518202","40.476845232799455","42.321652419680866","39.769296245069825","44.25482875533542","56.45288214383161","55.212084434280555","57.385285961837596"
"1414","34.40445926219551","33.52435783664431","36.64342673190173","39.0524387256284","37.32722404992685","40.444812237344635","42.315512183360816","39.75720379888719","44.25746703858994","56.44299929530821","55.201999440124446","57.37529147869861"
"1415","34.40068126365416","33.52236419716228","36.6414845314962","39.04402843086048","37.32296263748448","40.41295623002603","42.30950190127775","39.7455867980569","44.260087237438036","56.433116071399446","55.19192366189097","57.365297382215324"
"1416","34.39695761591121","33.520406855843056","36.639548891447205","39.03577181893429","37.31886919571485","40.38128216412587","42.30362185263587","39.7344425874376","44.26267970257929","56.42323542285662","55.181846043898354","57.35530792922526"
"1417","34.3932875037957","33.51848035622476","36.63762647645348","39.0276684337502","37.314945415572936","40.349788955457996","42.29787417176556","39.72376849196366","44.26525409083927","56.41335614545793","55.17177543533922","57.34532099346685"
"1418","34.38966991739627","33.516581061538595","36.63571395659398","39.01971931834906","37.31118971474493","40.31848156930873","42.29225881409512","39.71356335381922","44.26780489028892","56.40347860083715","55.161711840052604","57.33533444719648"
"1419","34.38610633578631","33.5147180821352","36.63381133341848","39.011921414494566","37.30759559999981","40.28736498387242","42.28677587091609","39.70381984830773","44.270334862389795","56.39360154179044","55.15164862180572","57.325350420047585"
"1420","34.38259499336648","33.512885960338075","36.631916942294836","39.00427586885313","37.30416639033936","40.25643509311586","42.281426482711616","39.69453524012704","44.27283987487066","56.38372798091295","55.1415924220887","57.31536891333663"
"1421","34.379134494403445","33.51108287986603","36.6300291182402","38.996779619942366","37.30089394978524","40.225693845010305","42.27621078376503","39.685708313395864","44.27532406757812","56.37385618131557","55.13154324474216","57.30538992838065"
"1422","34.37572657669258","33.50930884540705","36.62815452765212","38.989433687255314","37.297778319601356","40.19515078320238","42.27112925090607","39.67733014384599","44.27778193017634","56.36398616504956","55.12149666447066","57.2954155970397"
"1423","34.37236913135","33.50756568310823","36.62628983970223","38.982236971817045","37.29481626597053","40.164800281348654","42.2661834445406","39.66939793861888","44.28022035897137","56.35411831587835","55.111454897666235","57.28544165991806"
"1424","34.36906328657954","33.50585157616129","36.62443338938843","38.975189868854535","37.2920061888059","40.134651900859","42.2613727092129","39.661907348629235","44.28263522224668","56.34425573277561","55.10142459308561","57.27547664235868"
"1425","34.365807593891404","33.504166529025724","36.62258684456219","38.968289699643286","37.28934484886819","40.10470305377226","42.25669565456723","39.65484785001466","44.2850292803265","56.334392722104646","55.091394678099455","57.26550989074379"
"1426","34.362601038216475","33.50250872427784","36.620746873357184","38.96153661726555","37.28683391491476","40.074952664409814","42.2521539949822","39.6482181336296","44.287397023941814","56.324534991838064","55.08137401764661","57.25555206429766"
"1427","34.35944320549835","33.500878165961936","36.618918477061655","38.95492968524244","37.2844619582424","40.045408795828266","42.247749221770725","39.64201071681247","44.28974534775234","56.314678994043106","55.07135375044135","57.245590373298626"
"1428","34.35633733385676","33.49927668004098","36.61710332425785","38.9484691222687","37.28223719093233","40.016070380184445","42.24347719613273","39.63621501878837","44.29206598675433","56.304826542050044","55.06134496163688","57.23563761233577"
"1429","34.35327815078787","33.49770244861485","36.615293082262774","38.94215216261732","37.280149816121984","39.98693786970081","42.23934117588085","39.63082968009643","44.294367212963714","56.29497625886936","55.051336570542276","57.225687386653554"
"1430","34.35026774936653","33.496155475526216","36.61349441985581","38.93597951333424","37.278198219602835","39.95801935215101","42.23533990893844","39.62584408604125","44.29664214004051","56.28512995025454","55.041339666341926","57.2157396975747"
"1431","34.34730470647751","33.49463576455191","36.61170567164961","38.929949152077675","37.276382422700806","39.929310706743046","42.23147255540161","39.62124914473372","44.298894905446005","56.2752862933812","55.03134760070845","57.20579881418273"
"1432","34.34438906913706","33.49314149708489","36.6099251719223","38.924062409957195","37.27470080782004","39.9008185051737","42.22773930704348","39.617040370215854","44.30112413482727","56.26544787241221","55.02136481347495","57.19585833727386"
"1433","34.34152155264841","33.491674498928646","36.608154589133214","38.91831692472319","37.273151755611906","39.87254014993041","42.224141423261486","39.61320864090821","44.30332845407188","56.25561037899164","55.01138243368935","57.18592253630368"
"1434","34.338697899383575","33.490232951190414","36.6063905900493","38.912712461259524","37.27173200746026","39.84447915999468","42.220676653186594","39.609744820758756","44.30551199969015","56.24578159022244","55.00141377799415","57.175997818686994"
"1435","34.33592195329346","33.48881503460334","36.60463984528635","38.90724843555224","37.27043338999595","39.816640593652075","42.21734375236152","39.6066413011284","44.30766788710223","56.235952453819","54.99144775482707","57.16606924265696"
"1436","34.33319166135277","33.48742622005683","36.602899021756116","38.90192256255598","37.26926410428572","39.78902491776156","42.2141444407426","39.60388891987913","44.309801630201555","56.2261289377166","54.981486585827234","57.15615389207338"
"1437","34.33050669004583","33.48566004592021","36.601164785726084","38.89673609016579","37.268212698415994","39.76163413176231","42.21107828910759","39.601480044055016","44.31191185478869","56.21630902532388","54.97153915607148","57.14623468498931"
"1438","34.32786484747485","33.481956063467045","36.59944047343825","38.89168856543127","37.26728409566744","39.73447023681076","42.208142530197655","39.59940548845478","44.313997186889914","56.206494777710795","54.961596588976334","57.13632871119521"
"1439","34.32526795280795","33.478364704989886","36.59772608629531","38.88677660745249","37.26647175400681","39.70753677279038","42.20533723918059","39.59765605732712","44.31605763001925","56.19668314672349","54.95165222294276","57.126421019661514"
"1440","34.322714556969935","33.474878713489204","36.59602162569212","38.88200255894978","37.265778956705034","39.68083420891785","42.20266333725974","39.59622100369475","44.31809731926676","56.18687772148676","54.94172827514052","57.116524432787834"
"1441","34.32020504876472","33.47150176887889","36.59432709301573","38.87736360359993","37.26519424541401","39.65436609000326","42.200118956285706","39.595098820257256","44.32010937178024","56.177075817289065","54.931804756699236","57.106628268419946"
"1442","34.31773799943623","33.46823025681874","36.592640821682814","38.872859896559724","37.26472090098254","39.62813288581264","42.19770273138268","39.59427257695786","44.32209792256919","56.16727918179166","54.921892780935956","57.09673894064573"
"1443","34.31531304937427","33.465060560535555","36.590964480874575","38.868490364118976","37.26436384134311","39.60213506318188","42.19541468293742","39.59373612618147","44.3240602207551","56.15748605619151","54.91198346203108","57.086854314692054"
"1444","34.31292913694555","33.46199453297726","36.589296403840905","38.86425400253178","37.26410669076796","39.57637925482667","42.19325544930055","39.59348177198016","44.326000400706555","56.14770041997699","54.90208791851636","57.076976531697966"
"1445","34.31058697234473","33.459028554291216","36.587638259902754","38.86015009274617","37.263959278810034","39.550865933551314","42.19122203665974","39.593500270522625","44.327914334624545","56.13791959852678","54.89219726256638","57.06710773428289"
"1446","34.30828477196987","33.45616265108623","36.58598838214484","38.85617965411912","37.263918330940456","39.525595568923755","42.18931536954598","39.59378237222433","44.3298034027511","56.128142781576116","54.88231372104314","57.05724150880193"
"1447","34.30602359069651","33.453395024599146","36.58435010836686","38.852339890091926","37.263974020032066","39.50057171757929","42.18753373139149","39.594318822374156","44.331668985049504","56.11837164505641","54.872439522410744","57.04738641581225"
"1448","34.303802030998476","33.45072204996571","36.58272010329809","38.848630677585746","37.26413453518342","39.47579639445622","42.185876304160374","39.59510036173983","44.333508331029925","56.108604966085366","54.862572446694024","57.03752962003395"
"1449","34.30161968694101","33.44814557464752","36.581101705021474","38.8450514060125","37.26439004767152","39.45127006778029","42.184343195971074","39.5961223514808","44.33532557397092","56.0988448526512","54.85271027231699","57.02768610439911"
"1450","34.299476285912455","33.445663796041075","36.579489909391164","38.84160159109409","37.26474383130119","39.42699629834075","42.18293164004342","39.59737090043432","44.33711245689806","56.089090926433286","54.842861905202625","57.017843030301705"
"1451","34.29737035528222","33.443271260122344","36.577886385915434","38.838279389268465","37.26518769397502","39.40297710189152","42.181642825422465","39.59884290449659","44.338877242846934","56.07934187342526","54.83302512657176","57.00801110438887"
"1452","34.295302927431734","33.44096981120707","36.57629447309846","38.835085916608065","37.26572982165551","39.37921294426001","42.18047439130355","39.600524467308986","44.34061580493597","56.06959940509499","54.82319103619038","56.9981817658193"
"1453","34.29327227280062","33.43875764282089","36.57471083489588","38.8320190058766","37.26636038320535","39.3742264928984","42.17942685261147","39.60241247978146","44.34232676979609","56.059863995873776","54.813368543574754","56.988361441997526"
"1454","34.29127797570892","33.43662929649066","36.57313714123472","38.82907971455947","37.26708264968899","39.38227394369912","42.17849756788135","39.60449766568896","44.34401426982564","56.05013259812362","54.80355320012905","56.97854585280323"
"1455","34.289320070472186","33.434588439243015","36.57157339339873","38.82626499167863","37.26789170255174","39.39035228981362","42.177686879812725","39.60677228874896","44.34567693135375","56.040409518325404","54.79374946532451","56.96873928620305"
"1456","34.28739751785091","33.4326314358676","36.57001625467492","38.823575227476965","37.268785898439866","39.398461512237375","42.17699286073961","39.60923015259512","44.34731338087531","56.03069306961294","54.78395066075465","56.958943889985356"
"1457","34.28551093619858","33.43075830109059","36.568472402168034","38.82100989893461","37.26976523122496","39.40660004305275","42.17641581923717","39.611861978137306","44.348922245043056","56.020981524591015","54.77416570351049","56.94914895243168"
"1458","34.28365900110055","33.428961745744324","36.566933491885806","38.818568154814685","37.270828056583845","39.41476941263976","42.17595319457587","39.614660027097294","44.35050765545841","56.011275245602675","54.76438345596981","56.93936519310476"
"1459","34.28184128315725","33.427245433997214","36.56540620127257","38.816248827550695","37.27197272981234","39.4229665054006","42.175604707791344","39.61761656122422","44.352065486182546","56.001580006719244","54.754617296026964","56.92958832930157"
"1460","34.28005562996507","33.42560390021024","36.563887193236","38.81404947239115","37.27319433084586","39.43119285193592","42.17536981511787","39.620730004553806","44.35359849232923","55.991887907685","54.74485831307585","56.919818364575356"
"1461","34.27830496936606","33.424040807572176","36.56237646880841","38.81197492703969","37.2744994019244","39.439446886374114","42.17524715996532","39.62398953758947","44.35510530041539","55.98220417539902","54.735108741156715","56.91005530247928"
"1462","34.27658672062801","33.42254886242127","36.56087569842847","38.81001830287321","37.27587647255092","39.447733233058685","42.17523360058307","39.62739050360243","44.35658453709973","55.97252577024373","54.72536858529941","56.90029914656645"
"1463","34.274900932044865","33.42113355301926","36.55938321384214","38.80818382202438","37.277332084051935","39.45604568397123","42.17533020064879","39.63092362564712","44.35803895707279","55.96285834451893","54.7156378505325","56.89055848320748"
"1464","34.27324605872618","33.41978210487764","36.55790402470699","38.80646496168991","37.27885967819093","39.464382676028265","42.17553560518481","39.63458732843465","44.35946581093206","55.95319455187147","54.70591877327466","56.88081615179014"
"1465","34.27162406001848","33.41850365768566","36.55642978456389","38.804866189174575","37.28046088330823","39.47274883246193","42.17584723960727","39.63056016293644","44.36086647721587","55.94353825818066","54.69620466437777","56.8710850300924"
"1466","34.270031198226135","33.417289087550735","36.55496717273864","38.803386344148734","37.28213568991941","39.48114413473222","42.176265969974956","39.61806025340195","44.36224233424044","55.93389126101475","54.68650891959094","56.861360830257574"
"1467","34.26846866304981","33.41614205447253","36.55351118138311","38.80202138996611","37.28387590291211","39.4895623818418","42.17678830508067","39.606020259807885","44.36359063272635","55.92425132144166","54.67681592063267","56.851649997356056"
"1468","34.26693673970747","33.41505891225354","36.55206515091692","38.800771444414885","37.28568642400693","39.498009740207166","42.177414266006295","39.59443906020374","44.36491137518619","55.91461630587777","54.66713460086188","56.84194180054241"
"1469","34.265434382064974","33.414039667107","36.55062741264249","38.799638461033375","37.28756560608543","39.50648155633373","42.178140962547545","39.58331705728832","44.366204564080924","55.904995355328346","54.65746496648468","56.83225127650892"
"1470","34.263961567235036","33.41308067151153","36.54919963748351","38.798619365588635","37.28951016518419","39.514979359098746","42.178968315656775","39.572646926451924","44.36747295316694","55.895379330268725","54.64780702370407","56.822569841211646"
"1471","34.26251687367695","33.41218375738856","36.547780156597746","38.79771265131517","37.291516817669134","39.52350158746534","42.179894706000326","39.562433661575504","44.36871104203107","55.88577086461841","54.638156310402714","56.81289105338462"
"1472","34.26110099664936","33.41134162262027","36.54637064102604","38.7969193686264","37.29358882674239","39.53204668169547","42.180918162940486","39.55266527148487","44.36992433560007","55.8761720845142","54.628517299518116","56.80322995740427"
"1473","34.25971285116883","33.41055792499393","36.544971091921454","38.796237361466474","37.295721271954406","39.54061617057121","42.182037658752066","39.543346716372525","44.371112835907944","55.86657703629322","54.618889997245915","56.793562919247286"
"1474","34.258351763616055","33.40982901489751","36.543578170025306","38.795667669390426","37.29791741578459","39.54921158150628","42.18325109033098","39.534469051247704","44.372269667323614","55.8569933649693","54.60926993909779","56.7839157326923"
"1475","34.25701805348101","33.409154895917005","36.54219521662594","38.79520751900535","37.30017233801089","39.557829811733384","42.184558118805725","39.52602948483363","44.373403085262545","55.84741904924317","54.59966383610457","56.774277657365445"
"1476","34.25571099612705","33.40853374443609","36.5408222328552","38.79485791417825","37.30248602797389","39.56647238893919","42.18595409069793","39.51802211985849","44.37450483878665","55.83785097958555","54.5900672233798","56.76464224651645"
"1477","34.25442993310311","33.40796373644501","36.53945420866584","38.79461547257542","37.30485520250263","39.57513621265251","42.18744062110615","39.51044567431266","44.37558318278758","55.82829135834955","54.58048234244889","56.75501380315994"
"1478","34.253175477304595","33.40744670155424","36.53809949687791","38.794482154381406","37.30728312305035","39.583827436609134","42.18901425285916","39.503291125748305","44.3766312420245","55.81874149083778","54.5709091994936","56.74540093561548"
"1479","34.25194627010425","33.40697716116912","36.53675141691667","38.79445423349644","37.30976323453672","39.59253833485389","42.190673739942476","39.49655406745157","44.377654520074906","55.80920010808675","54.56134780069243","56.735792894014445"
"1480","34.25074298509857","33.406555117292285","36.53541331066682","38.79453400578076","37.3123004339303","39.60127197688857","42.19241781908046","39.490231621942755","44.378650267999085","55.79966712620613","54.5517936768295","56.72619613657344"
