"Step","mlp-pre-ra-eps-1e-8 - test/accuracy","mlp-pre-ra-eps-1e-8 - test/accuracy__MIN","mlp-pre-ra-eps-1e-8 - test/accuracy__MAX","attn-pre-ra-eps-1e-8 - test/accuracy","attn-pre-ra-eps-1e-8 - test/accuracy__MIN","attn-pre-ra-eps-1e-8 - test/accuracy__MAX","pre-ra-eps-1e-8 - test/accuracy","pre-ra-eps-1e-8 - test/accuracy__MIN","pre-ra-eps-1e-8 - test/accuracy__MAX","none-ra-eps-1e-8 - test/accuracy","none-ra-eps-1e-8 - test/accuracy__MIN","none-ra-eps-1e-8 - test/accuracy__MAX"
"1804","1","1","1","0.29816514253616333","0.29816514253616333","0.29816514253616333","0.3125979006290436","0.3125979006290436","0.3125979006290436","0.14936228096485138","0.14936228096485138","0.14936228096485138"
"1805","1","1","1","0.2892145812511444","0.2892145812511444","0.2892145812511444","0.312709778547287","0.312709778547287","0.312709778547287","0.14936228096485138","0.14936228096485138","0.14936228096485138"
"1806","1","1","1","0.2955918610095978","0.2955918610095978","0.2955918610095978","0.3128216564655304","0.3128216564655304","0.3128216564655304","0.14936228096485138","0.14936228096485138","0.14936228096485138"
"1807","1","1","1","0.2905571758747101","0.2905571758747101","0.2905571758747101","0.3128216564655304","0.3128216564655304","0.3128216564655304","0.14936228096485138","0.14936228096485138","0.14936228096485138"
"1808","1","1","1","0.2930185794830322","0.2930185794830322","0.2930185794830322","0.3128216564655304","0.3128216564655304","0.3128216564655304","0.14936228096485138","0.14936228096485138","0.14936228096485138"
"1809","1","1","1","0.2929067015647888","0.2929067015647888","0.2929067015647888","0.3129335343837738","0.3129335343837738","0.3129335343837738","0.14936228096485138","0.14936228096485138","0.14936228096485138"
"1810","1","1","1","0.29492056369781494","0.29492056369781494","0.29492056369781494","0.3132691979408264","0.3132691979408264","0.3132691979408264","0.14936228096485138","0.14936228096485138","0.14936228096485138"
"1811","1","1","1","0.2961512804031372","0.2961512804031372","0.2961512804031372","0.3132691979408264","0.3132691979408264","0.3132691979408264","0.1495860368013382","0.1495860368013382","0.1495860368013382"
"1812","1","1","1","0.2958156168460846","0.2958156168460846","0.2958156168460846","0.31349295377731323","0.31349295377731323","0.31349295377731323","0.1495860368013382","0.1495860368013382","0.1495860368013382"
"1813","1","1","1","0.2958156168460846","0.2958156168460846","0.2958156168460846","0.31360483169555664","0.31360483169555664","0.31360483169555664","0.1496979147195816","0.1496979147195816","0.1496979147195816"
"1814","1","1","1","0.29536810517311096","0.29536810517311096","0.29536810517311096","0.31360483169555664","0.31360483169555664","0.31360483169555664","0.1495860368013382","0.1495860368013382","0.1495860368013382"
"1815","1","1","1","0.295927494764328","0.295927494764328","0.295927494764328","0.31371670961380005","0.31371670961380005","0.31371670961380005","0.1495860368013382","0.1495860368013382","0.1495860368013382"
"1816","1","1","1","0.29536810517311096","0.29536810517311096","0.29536810517311096","0.31382858753204346","0.31382858753204346","0.31382858753204346","0.1495860368013382","0.1495860368013382","0.1495860368013382"
"1817","1","1","1","0.2958156168460846","0.2958156168460846","0.2958156168460846","0.31382858753204346","0.31382858753204346","0.31382858753204346","0.1495860368013382","0.1495860368013382","0.1495860368013382"
"1818","1","1","1","0.2962631583213806","0.2962631583213806","0.2962631583213806","0.31382858753204346","0.31382858753204346","0.31382858753204346","0.1495860368013382","0.1495860368013382","0.1495860368013382"
"1819","1","1","1","0.29659879207611084","0.29659879207611084","0.29659879207611084","0.31394049525260925","0.31394049525260925","0.31394049525260925","0.1495860368013382","0.1495860368013382","0.1495860368013382"
"1820","1","1","1","0.29693445563316345","0.29693445563316345","0.29693445563316345","0.31394049525260925","0.31394049525260925","0.31394049525260925","0.1495860368013382","0.1495860368013382","0.1495860368013382"
"1821","1","1","1","0.29715821146965027","0.29715821146965027","0.29715821146965027","0.31394049525260925","0.31394049525260925","0.31394049525260925","0.1495860368013382","0.1495860368013382","0.1495860368013382"
"1822","1","1","1","0.2972700893878937","0.2972700893878937","0.2972700893878937","0.31394049525260925","0.31394049525260925","0.31394049525260925","0.1494741588830948","0.1494741588830948","0.1494741588830948"
"1823","1","1","1","0.2974938452243805","0.2974938452243805","0.2974938452243805","0.31416425108909607","0.31416425108909607","0.31416425108909607","0.1494741588830948","0.1494741588830948","0.1494741588830948"
"1824","1","1","1","0.2974938452243805","0.2974938452243805","0.2974938452243805","0.3144998848438263","0.3144998848438263","0.3144998848438263","0.1494741588830948","0.1494741588830948","0.1494741588830948"
"1825","1","1","1","0.2974938452243805","0.2974938452243805","0.2974938452243805","0.3148355484008789","0.3148355484008789","0.3148355484008789","0.1494741588830948","0.1494741588830948","0.1494741588830948"
"1826","1","1","1","0.2974938452243805","0.2974938452243805","0.2974938452243805","0.3150593042373657","0.3150593042373657","0.3150593042373657","0.1498098075389862","0.1498098075389862","0.1498098075389862"
"1827","1","1","1","0.2976057231426239","0.2976057231426239","0.2976057231426239","0.3150593042373657","0.3150593042373657","0.3150593042373657","0.14992168545722961","0.14992168545722961","0.14992168545722961"
"1828","1","1","1","0.2978295087814331","0.2978295087814331","0.2978295087814331","0.3150593042373657","0.3150593042373657","0.3150593042373657","0.14992168545722961","0.14992168545722961","0.14992168545722961"
"1829","1","1","1","0.2979413866996765","0.2979413866996765","0.2979413866996765","0.3150593042373657","0.3150593042373657","0.3150593042373657","0.14992168545722961","0.14992168545722961","0.14992168545722961"
"1830","1","1","1","0.2980532646179199","0.2980532646179199","0.2980532646179199","0.31528306007385254","0.31528306007385254","0.31528306007385254","0.14992168545722961","0.14992168545722961","0.14992168545722961"
"1831","1","1","1","0.29816514253616333","0.29816514253616333","0.29816514253616333","0.31550681591033936","0.31550681591033936","0.31550681591033936","0.14992168545722961","0.14992168545722961","0.14992168545722961"
"1832","1","1","1","0.2980532646179199","0.2980532646179199","0.2980532646179199","0.31573060154914856","0.31573060154914856","0.31573060154914856","0.14992168545722961","0.14992168545722961","0.14992168545722961"
"1833","1","1","1","0.29850077629089355","0.29850077629089355","0.29850077629089355","0.31584247946739197","0.31584247946739197","0.31584247946739197","0.14992168545722961","0.14992168545722961","0.14992168545722961"
"1834","1","1","1","0.29850077629089355","0.29850077629089355","0.29850077629089355","0.31584247946739197","0.31584247946739197","0.31584247946739197","0.14992168545722961","0.14992168545722961","0.14992168545722961"
"1835","1","1","1","0.2989483177661896","0.2989483177661896","0.2989483177661896","0.3159543573856354","0.3159543573856354","0.3159543573856354","0.14992168545722961","0.14992168545722961","0.14992168545722961"
"1836","1","1","1","0.2989483177661896","0.2989483177661896","0.2989483177661896","0.31584247946739197","0.31584247946739197","0.31584247946739197","0.14992168545722961","0.14992168545722961","0.14992168545722961"
"1837","1","1","1","0.2989483177661896","0.2989483177661896","0.2989483177661896","0.31584247946739197","0.31584247946739197","0.31584247946739197","0.15003356337547302","0.15003356337547302","0.15003356337547302"
"1838","1","1","1","0.2989483177661896","0.2989483177661896","0.2989483177661896","0.31584247946739197","0.31584247946739197","0.31584247946739197","0.15003356337547302","0.15003356337547302","0.15003356337547302"
"1839","1","1","1","0.29883643984794617","0.29883643984794617","0.29883643984794617","0.31573060154914856","0.31573060154914856","0.31573060154914856","0.14992168545722961","0.14992168545722961","0.14992168545722961"
"1840","1","1","1","0.29883643984794617","0.29883643984794617","0.29883643984794617","0.31584247946739197","0.31584247946739197","0.31584247946739197","0.14992168545722961","0.14992168545722961","0.14992168545722961"
"1841","1","1","1","0.29883643984794617","0.29883643984794617","0.29883643984794617","0.3159543573856354","0.3159543573856354","0.3159543573856354","0.14992168545722961","0.14992168545722961","0.14992168545722961"
"1842","1","1","1","0.29883643984794617","0.29883643984794617","0.29883643984794617","0.3160662353038788","0.3160662353038788","0.3160662353038788","0.15003356337547302","0.15003356337547302","0.15003356337547302"
"1843","1","1","1","0.29883643984794617","0.29883643984794617","0.29883643984794617","0.3161781132221222","0.3161781132221222","0.3161781132221222","0.14992168545722961","0.14992168545722961","0.14992168545722961"
"1844","1","1","1","0.29883643984794617","0.29883643984794617","0.29883643984794617","0.3161781132221222","0.3161781132221222","0.3161781132221222","0.14992168545722961","0.14992168545722961","0.14992168545722961"
"1845","1","1","1","0.29883643984794617","0.29883643984794617","0.29883643984794617","0.3162899911403656","0.3162899911403656","0.3162899911403656","0.14992168545722961","0.14992168545722961","0.14992168545722961"
"1846","1","1","1","0.29883643984794617","0.29883643984794617","0.29883643984794617","0.3164018988609314","0.3164018988609314","0.3164018988609314","0.14992168545722961","0.14992168545722961","0.14992168545722961"
"1847","1","1","1","0.29883643984794617","0.29883643984794617","0.29883643984794617","0.3167375326156616","0.3167375326156616","0.3167375326156616","0.1498098075389862","0.1498098075389862","0.1498098075389862"
"1848","1","1","1","0.29883643984794617","0.29883643984794617","0.29883643984794617","0.31684941053390503","0.31684941053390503","0.31684941053390503","0.1496979147195816","0.1496979147195816","0.1496979147195816"
"1849","1","1","1","0.29883643984794617","0.29883643984794617","0.29883643984794617","0.31696128845214844","0.31696128845214844","0.31696128845214844","0.1498098075389862","0.1498098075389862","0.1498098075389862"
"1850","1","1","1","0.29883643984794617","0.29883643984794617","0.29883643984794617","0.31696128845214844","0.31696128845214844","0.31696128845214844","0.1498098075389862","0.1498098075389862","0.1498098075389862"
"1851","1","1","1","0.29883643984794617","0.29883643984794617","0.29883643984794617","0.31707316637039185","0.31707316637039185","0.31707316637039185","0.1498098075389862","0.1498098075389862","0.1498098075389862"
"1852","1","1","1","0.29883643984794617","0.29883643984794617","0.29883643984794617","0.31707316637039185","0.31707316637039185","0.31707316637039185","0.1496979147195816","0.1496979147195816","0.1496979147195816"
"1853","1","1","1","0.29883643984794617","0.29883643984794617","0.29883643984794617","0.31707316637039185","0.31707316637039185","0.31707316637039185","0.1495860368013382","0.1495860368013382","0.1495860368013382"
"1854","1","1","1","0.29883643984794617","0.29883643984794617","0.29883643984794617","0.31718504428863525","0.31718504428863525","0.31718504428863525","0.1495860368013382","0.1495860368013382","0.1495860368013382"
"1855","1","1","1","0.29883643984794617","0.29883643984794617","0.29883643984794617","0.31718504428863525","0.31718504428863525","0.31718504428863525","0.1494741588830948","0.1494741588830948","0.1494741588830948"
"1856","1","1","1","0.29883643984794617","0.29883643984794617","0.29883643984794617","0.31718504428863525","0.31718504428863525","0.31718504428863525","0.1494741588830948","0.1494741588830948","0.1494741588830948"
"1857","1","1","1","0.2989483177661896","0.2989483177661896","0.2989483177661896","0.31740882992744446","0.31740882992744446","0.31740882992744446","0.1494741588830948","0.1494741588830948","0.1494741588830948"
"1858","1","1","1","0.29883643984794617","0.29883643984794617","0.29883643984794617","0.31752070784568787","0.31752070784568787","0.31752070784568787","0.1494741588830948","0.1494741588830948","0.1494741588830948"
"1859","1","1","1","0.29872456192970276","0.29872456192970276","0.29872456192970276","0.3177444636821747","0.3177444636821747","0.3177444636821747","0.1494741588830948","0.1494741588830948","0.1494741588830948"
"1860","1","1","1","0.29872456192970276","0.29872456192970276","0.29872456192970276","0.3179682195186615","0.3179682195186615","0.3179682195186615","0.1494741588830948","0.1494741588830948","0.1494741588830948"
"1861","1","1","1","0.29872456192970276","0.29872456192970276","0.29872456192970276","0.3180801272392273","0.3180801272392273","0.3180801272392273","0.1495860368013382","0.1495860368013382","0.1495860368013382"
"1862","1","1","1","0.29872456192970276","0.29872456192970276","0.29872456192970276","0.3180801272392273","0.3180801272392273","0.3180801272392273","0.1495860368013382","0.1495860368013382","0.1495860368013382"
"1863","1","1","1","0.29872456192970276","0.29872456192970276","0.29872456192970276","0.3181920051574707","0.3181920051574707","0.3181920051574707","0.1495860368013382","0.1495860368013382","0.1495860368013382"
"1864","1","1","1","0.29872456192970276","0.29872456192970276","0.29872456192970276","0.3183038830757141","0.3183038830757141","0.3183038830757141","0.1495860368013382","0.1495860368013382","0.1495860368013382"
"1865","1","1","1","0.29872456192970276","0.29872456192970276","0.29872456192970276","0.3183038830757141","0.3183038830757141","0.3183038830757141","0.1495860368013382","0.1495860368013382","0.1495860368013382"
"1866","1","1","1","0.29872456192970276","0.29872456192970276","0.29872456192970276","0.3185276389122009","0.3185276389122009","0.3185276389122009","0.1494741588830948","0.1494741588830948","0.1494741588830948"
"1867","1","1","1","0.29872456192970276","0.29872456192970276","0.29872456192970276","0.31863951683044434","0.31863951683044434","0.31863951683044434","0.1494741588830948","0.1494741588830948","0.1494741588830948"
"1868","1","1","1","0.29872456192970276","0.29872456192970276","0.29872456192970276","0.31863951683044434","0.31863951683044434","0.31863951683044434","0.1494741588830948","0.1494741588830948","0.1494741588830948"
"1869","1","1","1","0.29872456192970276","0.29872456192970276","0.29872456192970276","0.31863951683044434","0.31863951683044434","0.31863951683044434","0.1494741588830948","0.1494741588830948","0.1494741588830948"
"1870","1","1","1","0.29861268401145935","0.29861268401145935","0.29861268401145935","0.31863951683044434","0.31863951683044434","0.31863951683044434","0.1494741588830948","0.1494741588830948","0.1494741588830948"
"1871","1","1","1","0.29861268401145935","0.29861268401145935","0.29861268401145935","0.31897518038749695","0.31897518038749695","0.31897518038749695","0.1495860368013382","0.1495860368013382","0.1495860368013382"
"1872","1","1","1","0.29861268401145935","0.29861268401145935","0.29861268401145935","0.31919893622398376","0.31919893622398376","0.31919893622398376","0.1495860368013382","0.1495860368013382","0.1495860368013382"
"1873","1","1","1","0.29861268401145935","0.29861268401145935","0.29861268401145935","0.3194226920604706","0.3194226920604706","0.3194226920604706","0.1495860368013382","0.1495860368013382","0.1495860368013382"
"1874","1","1","1","0.29861268401145935","0.29861268401145935","0.29861268401145935","0.3197583258152008","0.3197583258152008","0.3197583258152008","0.1495860368013382","0.1495860368013382","0.1495860368013382"
"1875","1","1","1","0.29861268401145935","0.29861268401145935","0.29861268401145935","0.3200939893722534","0.3200939893722534","0.3200939893722534","0.1494741588830948","0.1494741588830948","0.1494741588830948"
"1876","1","1","1","0.29861268401145935","0.29861268401145935","0.29861268401145935","0.3200939893722534","0.3200939893722534","0.3200939893722534","0.14936228096485138","0.14936228096485138","0.14936228096485138"
"1877","1","1","1","0.29872456192970276","0.29872456192970276","0.29872456192970276","0.32031774520874023","0.32031774520874023","0.32031774520874023","0.1494741588830948","0.1494741588830948","0.1494741588830948"
"1878","1","1","1","0.29872456192970276","0.29872456192970276","0.29872456192970276","0.32042962312698364","0.32042962312698364","0.32042962312698364","0.14936228096485138","0.14936228096485138","0.14936228096485138"
"1879","1","1","1","0.29861268401145935","0.29861268401145935","0.29861268401145935","0.32065340876579285","0.32065340876579285","0.32065340876579285","0.1494741588830948","0.1494741588830948","0.1494741588830948"
"1880","1","1","1","0.29861268401145935","0.29861268401145935","0.29861268401145935","0.3211009204387665","0.3211009204387665","0.3211009204387665","0.14936228096485138","0.14936228096485138","0.14936228096485138"
"1881","1","1","1","0.29861268401145935","0.29861268401145935","0.29861268401145935","0.3213246762752533","0.3213246762752533","0.3213246762752533","0.1494741588830948","0.1494741588830948","0.1494741588830948"
"1882","1","1","1","0.29861268401145935","0.29861268401145935","0.29861268401145935","0.3215484619140625","0.3215484619140625","0.3215484619140625","0.14936228096485138","0.14936228096485138","0.14936228096485138"
"1883","1","1","1","0.29861268401145935","0.29861268401145935","0.29861268401145935","0.3215484619140625","0.3215484619140625","0.3215484619140625","0.1495860368013382","0.1495860368013382","0.1495860368013382"
"1884","1","1","1","0.29861268401145935","0.29861268401145935","0.29861268401145935","0.3216603398323059","0.3216603398323059","0.3216603398323059","0.1495860368013382","0.1495860368013382","0.1495860368013382"
"1885","1","1","1","0.29861268401145935","0.29861268401145935","0.29861268401145935","0.3218840956687927","0.3218840956687927","0.3218840956687927","0.1496979147195816","0.1496979147195816","0.1496979147195816"
"1886","1","1","1","0.29861268401145935","0.29861268401145935","0.29861268401145935","0.32210785150527954","0.32210785150527954","0.32210785150527954","0.1496979147195816","0.1496979147195816","0.1496979147195816"
"1887","1","1","1","0.29861268401145935","0.29861268401145935","0.29861268401145935","0.32210785150527954","0.32210785150527954","0.32210785150527954","0.1496979147195816","0.1496979147195816","0.1496979147195816"
"1888","1","1","1","0.29861268401145935","0.29861268401145935","0.29861268401145935","0.32210785150527954","0.32210785150527954","0.32210785150527954","0.1498098075389862","0.1498098075389862","0.1498098075389862"
"1889","1","1","1","0.29850077629089355","0.29850077629089355","0.29850077629089355","0.32210785150527954","0.32210785150527954","0.32210785150527954","0.1498098075389862","0.1498098075389862","0.1498098075389862"
"1890","1","1","1","0.29850077629089355","0.29850077629089355","0.29850077629089355","0.32221972942352295","0.32221972942352295","0.32221972942352295","0.1498098075389862","0.1498098075389862","0.1498098075389862"
"1891","1","1","1","0.29850077629089355","0.29850077629089355","0.29850077629089355","0.32244351506233215","0.32244351506233215","0.32244351506233215","0.1498098075389862","0.1498098075389862","0.1498098075389862"
"1892","1","1","1","0.29850077629089355","0.29850077629089355","0.29850077629089355","0.32255539298057556","0.32255539298057556","0.32255539298057556","0.1498098075389862","0.1498098075389862","0.1498098075389862"
"1893","1","1","1","0.29850077629089355","0.29850077629089355","0.29850077629089355","0.32255539298057556","0.32255539298057556","0.32255539298057556","0.14992168545722961","0.14992168545722961","0.14992168545722961"
"1894","1","1","1","0.29850077629089355","0.29850077629089355","0.29850077629089355","0.32255539298057556","0.32255539298057556","0.32255539298057556","0.14992168545722961","0.14992168545722961","0.14992168545722961"
"1895","1","1","1","0.29850077629089355","0.29850077629089355","0.29850077629089355","0.3227791488170624","0.3227791488170624","0.3227791488170624","0.14992168545722961","0.14992168545722961","0.14992168545722961"
"1896","1","1","1","0.29850077629089355","0.29850077629089355","0.29850077629089355","0.3232266902923584","0.3232266902923584","0.3232266902923584","0.14992168545722961","0.14992168545722961","0.14992168545722961"
"1897","1","1","1","0.29850077629089355","0.29850077629089355","0.29850077629089355","0.3234504461288452","0.3234504461288452","0.3234504461288452","0.14992168545722961","0.14992168545722961","0.14992168545722961"
"1898","1","1","1","0.29850077629089355","0.29850077629089355","0.29850077629089355","0.3235623240470886","0.3235623240470886","0.3235623240470886","0.14992168545722961","0.14992168545722961","0.14992168545722961"
"1899","1","1","1","0.29850077629089355","0.29850077629089355","0.29850077629089355","0.32378607988357544","0.32378607988357544","0.32378607988357544","0.15003356337547302","0.15003356337547302","0.15003356337547302"
"1900","1","1","1","0.29850077629089355","0.29850077629089355","0.29850077629089355","0.32389795780181885","0.32389795780181885","0.32389795780181885","0.15003356337547302","0.15003356337547302","0.15003356337547302"
"1901","1","1","1","0.29850077629089355","0.29850077629089355","0.29850077629089355","0.32423362135887146","0.32423362135887146","0.32423362135887146","0.14992168545722961","0.14992168545722961","0.14992168545722961"
"1902","1","1","1","0.29850077629089355","0.29850077629089355","0.29850077629089355","0.3244573771953583","0.3244573771953583","0.3244573771953583","0.1498098075389862","0.1498098075389862","0.1498098075389862"
"1903","1","1","1","0.29850077629089355","0.29850077629089355","0.29850077629089355","0.3246811330318451","0.3246811330318451","0.3246811330318451","0.1498098075389862","0.1498098075389862","0.1498098075389862"
"1904","1","1","1","0.29850077629089355","0.29850077629089355","0.29850077629089355","0.3249049186706543","0.3249049186706543","0.3249049186706543","0.1498098075389862","0.1498098075389862","0.1498098075389862"
"1905","1","1","1","0.29850077629089355","0.29850077629089355","0.29850077629089355","0.3251286745071411","0.3251286745071411","0.3251286745071411","0.1498098075389862","0.1498098075389862","0.1498098075389862"
"1906","1","1","1","0.29861268401145935","0.29861268401145935","0.29861268401145935","0.32546430826187134","0.32546430826187134","0.32546430826187134","0.1498098075389862","0.1498098075389862","0.1498098075389862"
"1907","1","1","1","0.29872456192970276","0.29872456192970276","0.29872456192970276","0.32568806409835815","0.32568806409835815","0.32568806409835815","0.1498098075389862","0.1498098075389862","0.1498098075389862"
"1908","1","1","1","0.29872456192970276","0.29872456192970276","0.29872456192970276","0.32568806409835815","0.32568806409835815","0.32568806409835815","0.1498098075389862","0.1498098075389862","0.1498098075389862"
"1909","1","1","1","0.29872456192970276","0.29872456192970276","0.29872456192970276","0.32557618618011475","0.32557618618011475","0.32557618618011475","0.1498098075389862","0.1498098075389862","0.1498098075389862"
"1910","1","1","1","0.29872456192970276","0.29872456192970276","0.29872456192970276","0.32579997181892395","0.32579997181892395","0.32579997181892395","0.1498098075389862","0.1498098075389862","0.1498098075389862"
"1911","1","1","1","0.29872456192970276","0.29872456192970276","0.29872456192970276","0.32579997181892395","0.32579997181892395","0.32579997181892395","0.1498098075389862","0.1498098075389862","0.1498098075389862"
"1912","1","1","1","0.29872456192970276","0.29872456192970276","0.29872456192970276","0.32579997181892395","0.32579997181892395","0.32579997181892395","0.1496979147195816","0.1496979147195816","0.1496979147195816"
"1913","1","1","1","0.29872456192970276","0.29872456192970276","0.29872456192970276","0.326359361410141","0.326359361410141","0.326359361410141","0.1496979147195816","0.1496979147195816","0.1496979147195816"
"1914","1","1","1","0.29872456192970276","0.29872456192970276","0.29872456192970276","0.32703065872192383","0.32703065872192383","0.32703065872192383","0.1496979147195816","0.1496979147195816","0.1496979147195816"
"1915","1","1","1","0.29872456192970276","0.29872456192970276","0.29872456192970276","0.32714253664016724","0.32714253664016724","0.32714253664016724","0.1495860368013382","0.1495860368013382","0.1495860368013382"
"1916","1","1","1","0.29872456192970276","0.29872456192970276","0.29872456192970276","0.32770195603370667","0.32770195603370667","0.32770195603370667","0.1496979147195816","0.1496979147195816","0.1496979147195816"
"1917","1","1","1","0.29872456192970276","0.29872456192970276","0.29872456192970276","0.3280375897884369","0.3280375897884369","0.3280375897884369","0.1496979147195816","0.1496979147195816","0.1496979147195816"
"1918","1","1","1","0.29872456192970276","0.29872456192970276","0.29872456192970276","0.3285970091819763","0.3285970091819763","0.3285970091819763","0.1496979147195816","0.1496979147195816","0.1496979147195816"
"1919","1","1","1","0.29872456192970276","0.29872456192970276","0.29872456192970276","0.32882076501846313","0.32882076501846313","0.32882076501846313","0.1496979147195816","0.1496979147195816","0.1496979147195816"
"1920","1","1","1","0.29872456192970276","0.29872456192970276","0.29872456192970276","0.32882076501846313","0.32882076501846313","0.32882076501846313","0.1496979147195816","0.1496979147195816","0.1496979147195816"
"1921","1","1","1","0.29872456192970276","0.29872456192970276","0.29872456192970276","0.32893264293670654","0.32893264293670654","0.32893264293670654","0.1496979147195816","0.1496979147195816","0.1496979147195816"
"1922","1","1","1","0.29861268401145935","0.29861268401145935","0.29861268401145935","0.32926830649375916","0.32926830649375916","0.32926830649375916","0.1496979147195816","0.1496979147195816","0.1496979147195816"
"1923","1","1","1","0.29861268401145935","0.29861268401145935","0.29861268401145935","0.3297158181667328","0.3297158181667328","0.3297158181667328","0.1496979147195816","0.1496979147195816","0.1496979147195816"
"1924","1","1","1","0.29861268401145935","0.29861268401145935","0.29861268401145935","0.3297158181667328","0.3297158181667328","0.3297158181667328","0.1496979147195816","0.1496979147195816","0.1496979147195816"
"1925","1","1","1","0.29861268401145935","0.29861268401145935","0.29861268401145935","0.329939603805542","0.329939603805542","0.329939603805542","0.1496979147195816","0.1496979147195816","0.1496979147195816"
"1926","1","1","1","0.29861268401145935","0.29861268401145935","0.29861268401145935","0.3300514817237854","0.3300514817237854","0.3300514817237854","0.1496979147195816","0.1496979147195816","0.1496979147195816"
"1927","1","1","1","0.29861268401145935","0.29861268401145935","0.29861268401145935","0.3301633596420288","0.3301633596420288","0.3301633596420288","0.1495860368013382","0.1495860368013382","0.1495860368013382"
"1928","1","1","1","0.29861268401145935","0.29861268401145935","0.29861268401145935","0.3303871154785156","0.3303871154785156","0.3303871154785156","0.1494741588830948","0.1494741588830948","0.1494741588830948"
"1929","1","1","1","0.29850077629089355","0.29850077629089355","0.29850077629089355","0.33049899339675903","0.33049899339675903","0.33049899339675903","0.14925038814544678","0.14925038814544678","0.14925038814544678"
"1930","1","1","1","0.29850077629089355","0.29850077629089355","0.29850077629089355","0.33061087131500244","0.33061087131500244","0.33061087131500244","0.14936228096485138","0.14936228096485138","0.14936228096485138"
"1931","1","1","1","0.29850077629089355","0.29850077629089355","0.29850077629089355","0.33072274923324585","0.33072274923324585","0.33072274923324585","0.1494741588830948","0.1494741588830948","0.1494741588830948"
"1932","1","1","1","0.29850077629089355","0.29850077629089355","0.29850077629089355","0.33094653487205505","0.33094653487205505","0.33094653487205505","0.14936228096485138","0.14936228096485138","0.14936228096485138"
"1933","1","1","1","0.29850077629089355","0.29850077629089355","0.29850077629089355","0.3313940465450287","0.3313940465450287","0.3313940465450287","0.14936228096485138","0.14936228096485138","0.14936228096485138"
"1934","1","1","1","0.29850077629089355","0.29850077629089355","0.29850077629089355","0.3316178023815155","0.3316178023815155","0.3316178023815155","0.14936228096485138","0.14936228096485138","0.14936228096485138"
"1935","1","1","1","0.29850077629089355","0.29850077629089355","0.29850077629089355","0.3318415880203247","0.3318415880203247","0.3318415880203247","0.14936228096485138","0.14936228096485138","0.14936228096485138"
"1936","1","1","1","0.29850077629089355","0.29850077629089355","0.29850077629089355","0.3320653438568115","0.3320653438568115","0.3320653438568115","0.1494741588830948","0.1494741588830948","0.1494741588830948"
"1937","1","1","1","0.29850077629089355","0.29850077629089355","0.29850077629089355","0.33217722177505493","0.33217722177505493","0.33217722177505493","0.1495860368013382","0.1495860368013382","0.1495860368013382"
"1938","1","1","1","0.29850077629089355","0.29850077629089355","0.29850077629089355","0.33228909969329834","0.33228909969329834","0.33228909969329834","0.1495860368013382","0.1495860368013382","0.1495860368013382"
"1939","1","1","1","0.29850077629089355","0.29850077629089355","0.29850077629089355","0.33273664116859436","0.33273664116859436","0.33273664116859436","0.1495860368013382","0.1495860368013382","0.1495860368013382"
"1940","1","1","1","0.29850077629089355","0.29850077629089355","0.29850077629089355","0.3330722749233246","0.3330722749233246","0.3330722749233246","0.1495860368013382","0.1495860368013382","0.1495860368013382"
"1941","1","1","1","0.29850077629089355","0.29850077629089355","0.29850077629089355","0.333184152841568","0.333184152841568","0.333184152841568","0.1495860368013382","0.1495860368013382","0.1495860368013382"
"1942","1","1","1","0.29850077629089355","0.29850077629089355","0.29850077629089355","0.333184152841568","0.333184152841568","0.333184152841568","0.1494741588830948","0.1494741588830948","0.1494741588830948"
"1943","1","1","1","0.29850077629089355","0.29850077629089355","0.29850077629089355","0.3332960307598114","0.3332960307598114","0.3332960307598114","0.1494741588830948","0.1494741588830948","0.1494741588830948"
"1944","1","1","1","0.29850077629089355","0.29850077629089355","0.29850077629089355","0.3337435722351074","0.3337435722351074","0.3337435722351074","0.1494741588830948","0.1494741588830948","0.1494741588830948"
"1945","1","1","1","0.29850077629089355","0.29850077629089355","0.29850077629089355","0.33430299162864685","0.33430299162864685","0.33430299162864685","0.14936228096485138","0.14936228096485138","0.14936228096485138"
"1946","1","1","1","0.29850077629089355","0.29850077629089355","0.29850077629089355","0.33441486954689026","0.33441486954689026","0.33441486954689026","0.14925038814544678","0.14925038814544678","0.14925038814544678"
"1947","1","1","1","0.29850077629089355","0.29850077629089355","0.29850077629089355","0.3346386253833771","0.3346386253833771","0.3346386253833771","0.14925038814544678","0.14925038814544678","0.14925038814544678"
"1948","1","1","1","0.29850077629089355","0.29850077629089355","0.29850077629089355","0.3349742591381073","0.3349742591381073","0.3349742591381073","0.14925038814544678","0.14925038814544678","0.14925038814544678"
"1949","1","1","1","0.29850077629089355","0.29850077629089355","0.29850077629089355","0.3350861668586731","0.3350861668586731","0.3350861668586731","0.14936228096485138","0.14936228096485138","0.14936228096485138"
"1950","1","1","1","0.29850077629089355","0.29850077629089355","0.29850077629089355","0.33564555644989014","0.33564555644989014","0.33564555644989014","0.14936228096485138","0.14936228096485138","0.14936228096485138"
"1951","1","1","1","0.29850077629089355","0.29850077629089355","0.29850077629089355","0.33586934208869934","0.33586934208869934","0.33586934208869934","0.1494741588830948","0.1494741588830948","0.1494741588830948"
