"Step","opt.learning_rate: 0.01 - train/loss","opt.learning_rate: 0.01 - train/loss__MIN","opt.learning_rate: 0.01 - train/loss__MAX","opt.learning_rate: 0.005 - train/loss","opt.learning_rate: 0.005 - train/loss__MIN","opt.learning_rate: 0.005 - train/loss__MAX","opt.learning_rate: 0.003 - train/loss","opt.learning_rate: 0.003 - train/loss__MIN","opt.learning_rate: 0.003 - train/loss__MAX","opt.learning_rate: 0.001 - train/loss","opt.learning_rate: 0.001 - train/loss__MIN","opt.learning_rate: 0.001 - train/loss__MAX"
"11","4.353661632537841","4.323681354522705","4.395355701446533","4.469544315338135","4.459794044494629","4.490416049957275","4.5935441017150875","4.585808277130127","4.608547210693359","4.700607872009277","4.699288368225098","4.702785015106201"
"12","4.312306499481201","4.276495456695557","4.355871200561523","4.431708717346192","4.420635223388672","4.452521324157715","4.565714359283447","4.557328224182129","4.5809102058410645","4.697197532653808","4.695694446563721","4.6997246742248535"
"13","4.268691444396973","4.22483491897583","4.3162994384765625","4.391966915130615","4.3823418617248535","4.409718036651611","4.53779821395874","4.529033660888672","4.551779270172119","4.693621253967285","4.691921710968018","4.696563243865967"
"14","4.219538593292237","4.167857646942139","4.269486427307129","4.355034351348877","4.343733310699463","4.3726372718811035","4.51096773147583","4.5021586418151855","4.524349689483643","4.689812564849854","4.687895774841309","4.693212985992432"
"15","4.169647598266602","4.112109184265137","4.2269606590271","4.319575786590576","4.304731845855713","4.338516712188721","4.484928321838379","4.475510597229004","4.500051498413086","4.685711669921875","4.683535575866699","4.689610958099365"
"16","4.116726398468018","4.049098491668701","4.180903911590576","4.285356616973877","4.267678260803223","4.305239677429199","4.458706855773926","4.447901725769043","4.47581148147583","4.6812639236450195","4.678758144378662","4.685716152191162"
"17","4.058041048049927","3.97861647605896","4.1266632080078125","4.250763416290283","4.231048107147217","4.272091388702393","4.4310729026794435","4.4192280769348145","4.448093891143799","4.676410102844239","4.673480987548828","4.681492328643799"
"18","3.9916425228118895","3.897390127182007","4.072139739990234","4.215170192718506","4.1939592361450195","4.239339351654053","4.402737808227539","4.391075134277344","4.418127536773682","4.671081256866455","4.667628288269043","4.6768903732299805"
"19","3.9164913177490233","3.7995314598083496","4.009857177734375","4.178549289703369","4.154780864715576","4.204164028167725","4.374611854553223","4.36229944229126","4.389509677886963","4.665203285217285","4.661135673522949","4.671848297119141"
"20","3.82822732925415","3.6841859817504883","3.9388444423675537","4.141168880462646","4.115408897399902","4.168251991271973","4.347432422637939","4.3332109451293945","4.362153053283691","4.658705615997315","4.653954029083252","4.6663007736206055"
"21","3.7305281162261963","3.5913164615631104","3.8495118618011475","4.10231122970581","4.074929714202881","4.130290985107422","4.32114200592041","4.304744720458984","4.336082935333252","4.651531314849853","4.646058559417725","4.660187721252441"
"22","3.626696729660034","3.4739930629730225","3.7429423332214355","4.061078643798828","4.032296657562256","4.089929580688477","4.29537525177002","4.277356147766113","4.310199737548828","4.643637084960938","4.637458324432373","4.653443336486816"
"23","3.4956287860870363","3.3017115592956543","3.6168389320373535","4.01699743270874","3.9857730865478516","4.0471906661987305","4.269516849517823","4.25031852722168","4.284705638885498","4.634998893737793","4.628206729888916","4.64599609375"
"24","3.3764535903930666","3.186251163482666","3.521815538406372","3.969149684906006","3.935189723968506","4.000309467315674","4.24348783493042","4.222993850708008","4.259211540222168","4.625622081756592","4.618403434753418","4.63778018951416"
"25","3.2416718006134033","2.9748611450195312","3.4095942974090576","3.9168158054351805","3.8788318634033203","3.9506113529205322","4.217074298858643","4.194987773895264","4.233484268188477","4.615549755096436","4.608188629150391","4.62875509262085"
"26","3.0758252143859863","2.803821563720703","3.28989577293396","3.8582207679748537","3.8154726028442383","3.895975351333618","4.190203857421875","4.166728496551514","4.207004547119141","4.60485954284668","4.597020149230957","4.618916034698486"
"27","2.892246150970459","2.601696729660034","3.080242872238159","3.7918727874755858","3.7439868450164795","3.8337535858154297","4.162717247009278","4.138087272644043","4.179859638214111","4.593644809722901","4.585329532623291","4.608290672302246"
"28","2.7099321842193604","2.393099784851074","2.9726943969726562","3.7162219047546388","3.6621360778808594","3.761854410171509","4.134492969512939","4.108939170837402","4.151978969573975","4.581999397277832","4.573430061340332","4.5969438552856445"
"29","2.5044417858123778","2.175607919692993","2.761885166168213","3.629855489730835","3.5688464641571045","3.6786458492279053","4.105485630035401","4.079296588897705","4.122976303100586","4.570014095306396","4.561433792114258","4.5849995613098145"
"30","2.2981528282165526","1.9453628063201904","2.584209442138672","3.530839967727661","3.4634804725646973","3.582613229751587","4.0753992080688475","4.048319339752197","4.092706203460693","4.557793712615966","4.549398899078369","4.572641372680664"
"31","2.0913434505462645","1.7506487369537354","2.3927879333496094","3.418911647796631","3.346325397491455","3.4730663299560547","4.04415283203125","4.015799522399902","4.061342239379883","4.545443439483643","4.537334442138672","4.560078144073486"
"32","1.9023530721664428","1.592074990272522","2.198072910308838","3.2939470291137694","3.2163984775543213","3.353045701980591","4.011422491073608","3.981614351272583","4.028578758239746","4.533038997650147","4.52495002746582","4.547515392303467"
"33","1.7692814111709594","1.3765512704849243","2.0019338130950928","3.155646562576294","3.073117256164551","3.2189908027648926","3.9767098903656004","3.9453179836273193","3.9939541816711426","4.520618534088134","4.512322902679443","4.535121440887451"
"34","1.59293475151062","1.2222025394439697","1.799199104309082","3.0057578563690184","2.9205198287963867","3.072617769241333","3.9396400451660156","3.9065253734588623","3.957310199737549","4.508192253112793","4.499577522277832","4.522974967956543"
"35","1.435023880004883","1.1469858884811401","1.6110657453536987","2.848884916305542","2.769925594329834","2.914806842803955","3.899614953994751","3.864471435546875","3.9181511402130127","4.495761680603027","4.486807346343994","4.511031627655029"
"36","1.2380117774009705","0.9740528464317322","1.4215434789657593","2.6898571014404298","2.635105848312378","2.752486228942871","3.8561433792114257","3.818558931350708","3.875483751296997","4.483316135406494","4.47408390045166","4.4991302490234375"
"37","1.065757954120636","0.7973712086677551","1.2286381721496582","2.526192569732666","2.468179225921631","2.581301689147949","3.80863676071167","3.7678775787353516","3.8285765647888184","4.470825672149658","4.4613471031188965","4.4870285987854"
"38","0.8915135145187378","0.6297486424446106","1.061698079109192","2.3630302429199217","2.308532238006592","2.4250996112823486","3.7567794799804686","3.7124836444854736","3.77699613571167","4.458250236511231","4.448240756988525","4.4745259284973145"
"39","0.7407433152198791","0.48672783374786377","0.9272456765174866","2.2053881168365477","2.1575825214385986","2.269935369491577","3.7001535415649416","3.652282476425171","3.722730875015259","4.445565319061279","4.435204029083252","4.461572647094727"
"40","0.6073451101779938","0.3683074414730072","0.7948110699653625","2.035478925704956","1.9900858402252197","2.0885045528411865","3.638360118865967","3.58699631690979","3.663508892059326","4.432767486572265","4.422239780426025","4.44827938079834"
"41","0.4711750090122223","0.27128833532333374","0.6023461222648621","1.8824931383132935","1.829453706741333","1.9332774877548218","3.571107769012451","3.516216516494751","3.5982370376586914","4.419880771636963","4.409292221069336","4.434845447540283"
"42","0.36176172494888303","0.18882188200950623","0.48407530784606934","1.7199235916137696","1.6754966974258423","1.7634726762771606","3.4982014656066895","3.4402315616607666","3.5268096923828125","4.406942081451416","4.396274089813232","4.421442031860352"
"43","0.27159586548805237","0.14210782945156097","0.3650355041027069","1.5584420204162597","1.5148789882659912","1.6105868816375732","3.4193273067474363","3.3588058948516846","3.4491775035858154","4.393995475769043","4.383136749267578","4.408162593841553"
"44","0.20178537666797638","0.09920388460159302","0.27776038646698","1.4092802286148072","1.360403299331665","1.45248544216156","3.3345185279846192","3.2722060680389404","3.365361452102661","4.381081867218017","4.3698954582214355","4.39501428604126"
"45","0.13977112025022506","0.06449902802705765","0.19286294281482697","1.249941062927246","1.2043201923370361","1.295914649963379","3.2439438819885256","3.1797361373901367","3.2759904861450195","4.368227005004883","4.3565802574157715","4.381964683532715"
"46","0.10094614848494529","0.04955167695879936","0.14294570684432983","1.109481191635132","1.062544584274292","1.1481900215148926","3.14835901260376","3.082251787185669","3.1829867362976074","4.355436515808106","4.3432135581970215","4.368974685668945"
"47","0.07093037888407708","0.03452366963028908","0.09780128300189972","0.9643474459648133","0.9145079851150513","1.0061100721359253","3.0485766410827635","2.9816341400146484","3.087959051132202","4.342701435089111","4.329787731170654","4.35601806640625"
"48","0.04942705631256104","0.023671813309192657","0.06752488762140274","0.8296992301940918","0.7828457355499268","0.8820781111717224","2.942682409286499","2.8766496181488037","2.984177589416504","4.330000400543213","4.316274642944336","4.343561172485352"
"49","0.03572750650346279","0.01872454769909382","0.048914309591054916","0.7047798871994019","0.6579285264015198","0.7652516961097717","2.8320231437683105","2.7687783241271973","2.875415325164795","4.317308521270752","4.302670478820801","4.331180572509766"
"50","0.02492391299456358","0.01516206469386816","0.03231476619839668","0.589769697189331","0.5501095652580261","0.6542731523513794","2.717905950546265","2.6557559967041016","2.766841173171997","4.3046067237854","4.289003849029541","4.318726539611816"
"51","0.018358184583485128","0.011225045658648014","0.02362215332686901","0.4900888681411743","0.4559350907802582","0.5592122077941895","2.5995907306671144","2.5384552478790283","2.6535286903381348","4.291886520385742","4.275325775146484","4.3062615394592285"
"52","0.013740043342113494","0.008490183390676975","0.01802224852144718","0.39713642597198484","0.36106187105178833","0.46752241253852844","2.477218580245972","2.421804904937744","2.5327489376068115","4.279150485992432","4.26168155670166","4.293840408325195"
"53","0.010598988458514213","0.0067620184272527695","0.013426747173070908","0.31998154520988464","0.28907036781311035","0.389950156211853","2.3529864311218263","2.303556442260742","2.4135477542877197","4.2663853645324705","4.248068809509277","4.281461238861084"
"54","0.008364394400268793","0.0054747373796999454","0.010522333905100822","0.24856815338134766","0.2173328548669815","0.31727656722068787","2.226984643936157","2.1818010807037354","2.2928378582000732","4.253559017181397","4.234451770782471","4.269071578979492"
"55","0.006588335335254669","0.004437973722815514","0.008207974024116993","0.19348867237567902","0.16735537350177765","0.25755253434181213","2.0982200145721435","2.05849289894104","2.163034439086914","4.240640926361084","4.220804691314697","4.256605625152588"
"56","0.005267157917842269","0.0036351128946989775","0.006573867052793503","0.14764637649059295","0.12229601293802261","0.207404226064682","1.9678182125091552","1.9275602102279663","2.034064292907715","4.227629375457764","4.207126140594482","4.244039058685303"
"57","0.004257370857521892","0.0030402669217437506","0.005266248714178801","0.11365156322717666","0.09234154224395752","0.16643178462982178","1.8367540836334229","1.7930852174758911","1.9054664373397827","4.214540004730225","4.19342565536499","4.231385231018066"
"58","0.0034579561091959477","0.002555766375735402","0.004193275235593319","0.08666992485523224","0.06671261042356491","0.13312526047229767","1.7069033861160279","1.6629528999328613","1.772943139076233","4.201376152038574","4.179693698883057","4.2186479568481445"
"59","0.0028463554568588733","0.0021489865612238646","0.0034498090390115976","0.06615916788578033","0.050095655024051666","0.10631801187992096","1.5801542043685912","1.5346510410308838","1.6412897109985352","4.188120937347412","4.165923595428467","4.205795764923096"
"60","0.0023682608967646956","0.0018037509871646762","0.002919216640293598","0.051727307587862016","0.037302810698747635","0.08609137684106827","1.45316162109375","1.4068124294281006","1.5103428363800049","4.17475643157959","4.152135372161865","4.19279146194458"
"61","0.0019903157372027636","0.0015277540078386664","0.0024922597222030163","0.03976925313472748","0.027581628412008286","0.06937821209430695","1.3288641214370727","1.2794150114059448","1.3826555013656616","4.161277008056641","4.138331890106201","4.179652690887451"
"62","0.0016943266149610282","0.0013128682039678097","0.0021505921613425016","0.031358611211180686","0.020969927310943604","0.056060243397951126","1.2124139547348023","1.1597942113876343","1.2641639709472656","4.147671222686768","4.124459743499756","4.166409492492676"
"63","0.0014588951133191585","0.0011416455963626504","0.0018641045317053795","0.02477962113916874","0.016374245285987854","0.0454307496547699","1.0983938217163085","1.0487385988235474","1.1523568630218506","4.13391752243042","4.11045503616333","4.1530327796936035"
"64","0.00126385148614645","0.0010009936522692442","0.001615258282981813","0.019466027989983557","0.012242562137544155","0.0367853008210659","0.9879690647125244","0.9336611032485962","1.0363811254501343","4.1200024604797365","4.096317768096924","4.1394853591918945"
"65","0.0010997213423252106","0.0008836312917992473","0.0014026481658220291","0.015506097115576267","0.009890541434288025","0.029361950233578682","0.8829936385154724","0.8251439332962036","0.9276865124702454","4.105914497375489","4.082064151763916","4.1257805824279785"
"66","0.0009617442963644862","0.0007848839741200209","0.001226502936333418","0.012485500797629357","0.008085671812295914","0.023654500022530556","0.7853955507278443","0.7324156761169434","0.8336297273635864","4.091626167297363","4.067660808563232","4.111904621124268"
"67","0.0008465851773507893","0.0007016900344751775","0.0010823291959241033","0.010039915330708027","0.006533302366733551","0.01880439929664135","0.6911693453788758","0.6354905366897583","0.746461033821106","4.077105236053467","4.053072929382324","4.0977935791015625"
"68","0.0007512350683100521","0.0006315074278973043","0.0009642769582569599","0.00812526298686862","0.005326427053660154","0.01520896703004837","0.6045993089675903","0.5533565878868103","0.6654500365257263","4.062317371368408","4.038264274597168","4.083410263061523"
"69","0.0006722115795128047","0.0005723686190322042","0.0008671673131175339","0.006686271075159312","0.0044336686842143536","0.012449095025658607","0.5267163157463074","0.48024311661720276","0.5897663831710815","4.047217273712159","4.02315092086792","4.068744659423828"
"70","0.0006063671316951513","0.0005226941430009902","0.0007861919584684074","0.005594073468819261","0.0037648219149559736","0.010182622820138931","0.45457457304000853","0.4087023138999939","0.5212576985359192","4.0317559242248535","4.007661819458008","4.053767204284668"
"71","0.0005513316253200173","0.00047261480358429253","0.0007175726350396872","0.004703461425378919","0.0032391080167144537","0.008431650698184967","0.39083367586135864","0.3430449068546295","0.460663378238678","4.015882396697998","3.991757869720459","4.038440227508545"
"72","0.0005050918087363243","0.0004314141988288611","0.0006589780678041279","0.003999048937112093","0.002806789707392454","0.007021553814411163","0.3325522541999817","0.2874433398246765","0.4026066064834595","3.9995598793029785","3.975377082824707","4.0227556228637695"
"73","0.00046582500217482445","0.00039710220880806446","0.0006087442743591964","0.003413516143336892","0.0024301439989358187","0.005840410478413105","0.284100341796875","0.2380830943584442","0.3549705743789673","3.982776165008545","3.9584760665893555","4.006652355194092"
"74","0.00043210131116211414","0.00036794718471355736","0.0005654741544276476","0.0029510709457099436","0.002118432894349098","0.004955028649419546","0.2403237372636795","0.19644305109977722","0.3090543746948242","3.9655785083770754","3.9410135746002197","3.9900686740875244"
"75","0.00040292296907864513","0.00034269539173692465","0.0005280447076074779","0.002580126957036555","0.001872243476100266","0.00424531614407897","0.2041999578475952","0.16164737939834595","0.2714400589466095","3.947867441177368","3.9229321479797363","3.972944736480713"
"76","0.0003775905177462846","0.00032056376221589744","0.0004956174525432289","0.002281251875683665","0.0016749107744544744","0.003684227354824543","0.1729041814804077","0.1338265985250473","0.23651249706745148","3.9295209884643554","3.904242515563965","3.955199956893921"
"77","0.00035558774834498763","0.00030108625651337206","0.0004675959062296897","0.0020280641503632067","0.00151153770275414","0.003222476225346327","0.1469816967844963","0.10948663204908371","0.207392618060112","3.9108291149139403","3.8851215839385986","3.936788320541382"
"78","0.00033650562399998305","0.00028395664412528276","0.0004435167647898197","0.0018181396648287774","0.0013722757576033473","0.002839157357811928","0.12508882880210875","0.0917138159275055","0.18216674029827118","3.8915639877319337","3.866178274154663","3.917656421661377"
"79","0.0003199916100129485","0.0002689349639695138","0.00042293427395634353","0.0016451227944344281","0.0012521113967522979","0.0025106698740273714","0.10670662224292755","0.07555932551622391","0.1593497395515442","3.8717817306518554","3.846966505050659","3.8977549076080322"
"80","0.000305728503735736","0.00025581198860891163","0.0004053802986163646","0.0015027694636955858","0.001148832612670958","0.002242468064650893","0.09143257141113281","0.06325042992830276","0.14030341804027557","3.8513545036315917","3.8254446983337402","3.877103090286255"
"81","0.0002934320131316781","0.0002444002602715045","0.00039039007970131934","0.0013834651093930007","0.001060985028743744","0.002030029194429517","0.07908790484070778","0.05314985662698746","0.12529858946800232","3.830528974533081","3.804994583129883","3.855823040008545"
"82","0.0002828552620485425","0.00023452829918824136","0.00037755712401121855","0.0012801429256796837","0.0009870120557025075","0.0018512033857405186","0.06826298981904984","0.04524340108036995","0.10905522853136063","3.809216260910034","3.784219741821289","3.8342926502227783"
"83","0.000273789488710463","0.00022603855177294463","0.0003665602416731417","0.0011909426422789693","0.0009250103030353785","0.001696092076599598","0.05947730541229248","0.03818380460143089","0.09806288778781891","3.7871162414550783","3.7613701820373535","3.812286615371704"
"84","0.0002660622471012175","0.00021878725965507329","0.00035716695128940046","0.0011148299323394894","0.0008729922119528055","0.0015628053806722164","0.05194868892431259","0.033116284757852554","0.08639233559370041","3.7646501541137694","3.7397050857543945","3.7884719371795654"
"85","0.0002595307101728395","0.0002126450854120776","0.00034921083715744317","0.0010497328010387718","0.0008292222628369927","0.0014478166121989489","0.045473497733473776","0.028576625511050224","0.07671467214822769","3.7412694454193116","3.7160987854003906","3.7647128105163574"
"86","0.0002540753863286227","0.00020749714167322963","0.00034256954677402973","0.0009941692231222987","0.0007923333905637264","0.0013488044496625662","0.039829321950674054","0.024454724043607712","0.06762135028839111","3.7174622058868407","3.6921181678771973","3.740884304046631"
"87","0.0002495936525519937","0.00020324173965491354","0.00033714412711560726","0.0009471811703406274","0.0007612670888192952","0.0012655453756451607","0.03518023267388344","0.021913520991802216","0.060013916343450546","3.692998695373535","3.6679627895355225","3.7151129245758057"
"88","0.0002459961571730673","0.00019978996715508401","0.00033284793607890606","0.0009074539295397699","0.0007351473323069513","0.0011966042220592499","0.031148480623960494","0.01842424087226391","0.05480412021279335","3.667517614364624","3.642009973526001","3.689150810241699"
"89","0.00024320386291947215","0.00019706349121406674","0.0003295985807199031","0.0008734761737287045","0.0007131968741305172","0.0011384794488549232","0.027924515306949615","0.016329284757375717","0.050152529031038284","3.6417815685272217","3.616427421569824","3.6626768112182617"
"90","0.0002411470311926678","0.00019499474728945643","0.0003273148904554546","0.0008441752288490534","0.0006947272340767086","0.001087716780602932","0.024702273309230804","0.014432511292397976","0.04451798275113106","3.614993524551392","3.589365005493164","3.6346890926361084"
"91","0.0002397643605945632","0.0001935251639224589","0.00032591752824373543","0.0008189934655092656","0.0006791706546209753","0.001042628544382751","0.022062984481453895","0.012621087022125721","0.04009148105978966","3.587639904022217","3.5617854595184326","3.608325958251953"
"92","0.00023900237865746022","0.0001926052791532129","0.00032532965997233987","0.0007975882152095437","0.0006661121151410043","0.001003097160719335","0.019604877196252347","0.011472711339592934","0.035260528326034546","3.5597272872924806","3.533778190612793","3.581444025039673"
"93","0.000238813876057975","0.0001921914954436943","0.0003254787588957697","0.0007796101621352136","0.0006552879931405187","0.0009693523752503097","0.01774727050215006","0.010144738480448723","0.032076891511678696","3.530942106246948","3.5044727325439453","3.5544583797454834"
"94","0.00023915770871099084","0.00019224593415856361","0.00032630085479468107","0.0007646973594091832","0.0006465555052272975","0.0009411640930920839","0.015767575800418855","0.009353985078632832","0.02810695394873619","3.5018640518188477","3.4750254154205322","3.5267601013183594"
"95","0.00023999718541745096","0.00019273436919320375","0.0003277391369920224","0.0007526020635850728","0.0006398301920853555","0.0009178252657875419","0.014213142357766629","0.008423411287367344","0.025173673406243324","3.4720322132110595","3.444535493850708","3.498598575592041"
"96","0.00024129960511345416","0.00019362501916475594","0.0003297473886050284","0.0007431736681610346","0.0006350312032736838","0.0008985262829810381","0.01280923206359148","0.007787073962390423","0.022327324375510216","3.441530466079712","3.413297414779663","3.469505548477173"
"97","0.00024303561658598483","0.0001948881836142391","0.0003322885022498667","0.0007362310541793704","0.0006320412503555417","0.000882639258634299","0.011621202621608973","0.00711149862036109","0.020306311547756195","3.4104324340820313","3.381614923477173","3.4401042461395264"
"98","0.00024517875572200866","0.0001964955881703645","0.00033533357782289386","0.0007315246504731477","0.0006307074218057096","0.0008697380544617772","0.01053159050643444","0.00649022264406085","0.018059933558106422","3.3787043571472166","3.348891496658325","3.4107377529144287"
"99","0.0002477051079040393","0.00019842055917251855","0.0003388604673091322","0.0007287892163731158","0.0006308614974841475","0.0008594875689595938","0.009645837917923927","0.006085612345486879","0.016449879854917526","3.3466004848480226","3.315619945526123","3.3807663917541504"
"100","0.0002505933487555012","0.00020063851843588054","0.00034285258152522147","0.0007278132601641118","0.0006323527195490897","0.0008515907102264464","0.008791117370128632","0.0055864350870251656","0.014948095194995403","3.313727331161499","3.281696319580078","3.350064992904663"
"101","0.0002538239001296461","0.00020312693959567696","0.0003472947282716632","0.0007284444174729288","0.0006350672920234501","0.0008458097581751645","0.00802029501646757","0.00512620760127902","0.013408721424639225","3.2801395416259767","3.2469820976257324","3.318695068359375"
"102","0.000257379183312878","0.00020586620667017996","0.000352173374267295","0.0007305503939278423","0.0006389308837242424","0.0008419975638389587","0.007446945365518332","0.004842385184019804","0.01264207623898983","3.2460909843444825","3.211901903152466","3.2870607376098633"
"103","0.0002612430544104427","0.00020883938123006374","0.00035747356014326215","0.0007340033305808901","0.000643898849375546","0.0008400760125368834","0.006770904175937176","0.004332939628511667","0.011117670685052872","3.211543893814087","3.176438570022583","3.255218029022217"
"104","0.00026540073449723425","0.00021203294454608113","0.0003631787549238652","0.0007387005141936242","0.0006499402807094157","0.0008399690850637853","0.0063604130409657955","0.004159040283411741","0.01054169237613678","3.1763723850250245","3.140674114227295","3.2226545810699463"
"105","0.0002698384691029787","0.0002154363173758611","0.00036927012843079865","0.000744583795312792","0.0006570194382220507","0.0008415541378781199","0.005879909312352538","0.0038177703972905874","0.009472914040088654","3.1405033588409426","3.1041066646575928","3.1896164417266846"
"106","0.00027454333612695334","0.00021904121967963874","0.00037572692963294685","0.0007516176905483007","0.0006650888244621456","0.0008446603897027671","0.005539756594225764","0.00367035367526114","0.008921348489820957","3.1040926456451414","3.0668270587921143","3.1559953689575195"
"107","0.00027950343501288445","0.0002228413213742897","0.00038252814556472003","0.0007597488933242857","0.0006740833632647991","0.0008491168264299631","0.005243521928787231","0.003458801656961441","0.008316343650221825","3.067153310775757","3.0296428203582764","3.121873140335083"
"108","0.0002847071853466332","0.00022683123825117946","0.0003896523849107325","0.0007688956684432924","0.0006839244742877781","0.0008547953912056983","0.004963055532425642","0.0033026470337063074","0.007691763807088137","3.0297569274902343","2.9922902584075928","3.087618589401245"
"109","0.0002901438303524628","0.00023100599355529994","0.0003970795660279691","0.000778969784732908","0.0006945299101062119","0.0008616220438852906","0.004772910708561539","0.003204124281182885","0.007356932386755943","2.9918860912323","2.954342842102051","3.0529308319091797"
"110","0.00029580282571259884","0.0002353603922529146","0.00040479135350324214","0.000789897982031107","0.0007058223127387464","0.0008695463766343892","0.004559765756130219","0.003080651629716158","0.006754197645932436","2.953377199172974","2.9154770374298096","3.018099546432495"
"111","0.0003016739647137001","0.0002398885990260169","0.0004127717693336308","0.0008016209467314184","0.0007177406223490834","0.0008785100071690977","0.004355124616995454","0.0029680165462195873","0.006406784523278475","2.9144872665405273","2.8765289783477783","2.9832985401153564"
"112","0.00030774709302932023","0.0002445837890263647","0.00042100626160390675","0.0008140796096995472","0.0007302446756511927","0.0008884855778887868","0.004138525668531656","0.0028911130502820015","0.0060639516450464725","2.8752070903778075","2.8330178260803223","2.9483482837677"
"113","0.0003140119952149689","0.00024943871540017426","0.00042948179179802537","0.0008272166480310262","0.0007433146820403636","0.0009039914584718645","0.003956748498603701","0.0028306622989475727","0.00566739309579134","2.8353668212890626","2.78824782371521","2.9133825302124023"
"114","0.0003204582375474274","0.00025444503990001976","0.0004381857579573989","0.0008409940637648106","0.0007569464505650103","0.0009201552020385861","0.003821021085605025","0.0027659786865115166","0.005354004446417093","2.7950791358947753","2.7428677082061768","2.8779025077819824"
"115","0.00032707529608160256","0.0002595946134533733","0.00044710494694299996","0.0008554025436751545","0.0007711380021646619","0.000936960568651557","0.0037061270326375962","0.002711022738367319","0.00509848166257143","2.7543374061584474","2.6966817378997803","2.84211802482605"
"116","0.0003338522161357105","0.0002648790250532329","0.0004562258254736662","0.000870443251915276","0.0007858813623897731","0.0009543946944177151","0.0035688022151589395","0.0026736953295767307","0.004788647871464491","2.7131959438323974","2.649691581726074","2.806739091873169"
"117","0.00034077796735800805","0.00027029021293856204","0.0004655329685192555","0.0008860958972945809","0.0008011520840227604","0.000972438370808959","0.0034573186188936234","0.0026466769631952047","0.004598347470164299","2.6716715335845946","2.602081298828125","2.7714905738830566"
"118","0.00034784156596288083","0.0002758207847364247","0.0004750103980768472","0.0009023074177093804","0.0008169126231223345","0.0009910545777529478","0.0033701215870678425","0.0026215750258415937","0.004373655188828707","2.6296011924743654","2.553800344467163","2.7352070808410645"
"119","0.00035503198159858584","0.00028146320255473256","0.0004846413212362677","0.0009190084645524621","0.0008331181015819311","0.0010101876687258482","0.003292901394888759","0.0025977983605116606","0.004216458648443222","2.5871642589569093","2.504812717437744","2.6986730098724365"
"120","0.00036233867867849765","0.00028721088892780244","0.0004944095271639526","0.0009361363016068935","0.0008497245144098997","0.001029763836413622","0.0032190699130296707","0.0025801348965615034","0.004049715120345354","2.544235277175903","2.4551451206207275","2.662355422973633"
"121","0.00036975128459744156","0.00029305688804015517","0.000504298775922507","0.0009536431636661292","0.0008666926878504455","0.0010497033363208175","0.0031642497051507235","0.002570531563833356","0.003932375926524401","2.500644254684448","2.40486216545105","2.6254682540893555"
