"Step","model.output_scaling: 0.75 - grads/update_norm","model.output_scaling: 0.75 - grads/update_norm__MIN","model.output_scaling: 0.75 - grads/update_norm__MAX","model.output_scaling: 1.5 - grads/update_norm","model.output_scaling: 1.5 - grads/update_norm__MIN","model.output_scaling: 1.5 - grads/update_norm__MAX","model.output_scaling: 1.25 - grads/update_norm","model.output_scaling: 1.25 - grads/update_norm__MIN","model.output_scaling: 1.25 - grads/update_norm__MAX","model.output_scaling: 1 - grads/update_norm","model.output_scaling: 1 - grads/update_norm__MIN","model.output_scaling: 1 - grads/update_norm__MAX","model.output_scaling: 0.5 - grads/update_norm","model.output_scaling: 0.5 - grads/update_norm__MIN","model.output_scaling: 0.5 - grads/update_norm__MAX"
"19","0.3827017775281661","0.3714162114336937","0.39029036004608636","0.3706896277435827","0.35385366056870177","0.3826078123336008","0.37670040493259055","0.3612212725794096","0.3879775988505451","0.3811764946586035","0.3676550638396632","0.3912250900675644","0.37755874302575226","0.36733829029640036","0.3869764628581725"
"20","0.3893936043152478","0.3777306732295613","0.3971867606813721","0.37713481901706597","0.3601847378863839","0.3893555904976443","0.38334253920312883","0.36770592250095535","0.3948518498092239","0.38797339983971263","0.37421411503471314","0.398209517771334","0.3840155303770349","0.3734954818319935","0.3933850335337877"
"21","0.3965167192365067","0.3847229920705444","0.4043782946243868","0.3837101852133226","0.36695752072464627","0.39615716462555317","0.3901485444398522","0.3746247618701031","0.4018644596782942","0.39504599825596715","0.3812683955039753","0.4054226988679997","0.39092297478875704","0.3800865482232513","0.40023422136453013"
"22","0.40397897552821505","0.3922388829929716","0.41195477474232484","0.3902616944428944","0.37393854481880023","0.4028572297873452","0.3969789365222781","0.38177164603187463","0.40885147784193177","0.40223260500480285","0.3886359372426097","0.41276696849493155","0.3982495858133399","0.3871010805380045","0.40745950693818284"
"23","0.4115850032044167","0.40002093388048243","0.41979021678786127","0.3965455088149307","0.3809456605737835","0.4092975950610697","0.4036435822557034","0.38898390183899806","0.4157064560657686","0.40934675665500897","0.39617593401675677","0.4200733645572361","0.40597205920847995","0.39460542959158146","0.4149856560347683"
"24","0.41907385101026035","0.4078559415139279","0.4276122084531273","0.4022576172546737","0.3878059845969463","0.41518999603971274","0.4098122176645173","0.39616137931797596","0.42211203616729115","0.41611368047123093","0.4037256943985652","0.4271016651717804","0.4139974088093834","0.402586202477584","0.4227206742462595"
"25","0.4261439182348135","0.41566754060052824","0.43513260917707103","0.4071489598796143","0.3942873273332557","0.4200467945566399","0.41514736034962596","0.40313614503841877","0.4275675562242662","0.422161361021195","0.41108326225938624","0.43348191552298637","0.4221302150269798","0.41088258869874345","0.4305569810371663"
"26","0.4324086716762484","0.4233834104626033","0.4419113411401479","0.4110789557885802","0.40011851221761274","0.4234577561155377","0.41943550977688615","0.40957378677662326","0.43154148895897104","0.4271470470270785","0.4179842205048464","0.4386698608375617","0.4300960455337802","0.4193191282141117","0.4383713302032315"
"27","0.43745842700077925","0.4307568377781673","0.4473628173212485","0.41401701572751887","0.40506192254936807","0.4252931920503002","0.42258254370874526","0.41510449186842696","0.43370448536209794","0.43086683917424295","0.42408702670329856","0.4420441083674695","0.437499748674498","0.42776286047036216","0.4458302151189756"
"28","0.4410875970649338","0.4314999220060525","0.4508945903181174","0.4159397812583593","0.40890450585975074","0.42558686220460645","0.42459645649318134","0.41738497735767627","0.4340323158947653","0.43328735301262516","0.4241759280382618","0.4432350845443496","0.443841937806939","0.4361513396069719","0.45227703244699885"
"29","0.44329070072648785","0.4298114944306835","0.4519923626316452","0.41674631828092795","0.41079843285394263","0.4245616861632153","0.42541358203556695","0.41726628045035646","0.43356729291212337","0.4344704795506189","0.4237420981231961","0.442317718941345","0.4487065911191473","0.4399390100600573","0.4573807558382025"
"30","0.44411062388122025","0.42895269042353945","0.4525273174790351","0.4164457604510182","0.4104574414539796","0.426030515165424","0.42500428048990846","0.41678839674239365","0.43564077451427907","0.4343539065043213","0.4233109601764949","0.44521835771021734","0.451933158574698","0.43588451706655434","0.4613583403832892"
"31","0.4435421533941436","0.4284814902813385","0.4561690383515544","0.41516907326800495","0.4094032625576893","0.4257494697818421","0.42349868586710204","0.41569174984382495","0.43588364345027786","0.43294356566124376","0.42239034591104024","0.44651400356203114","0.4535847549557652","0.4328259367186962","0.4622593593991257"
"32","0.44155379781191073","0.4275018844212798","0.45760762337311506","0.41309426717037195","0.4076666070802867","0.42375318734095946","0.42107172829978606","0.41368649951472564","0.4341141748795954","0.43041588457950064","0.4206766723366169","0.44565015572461525","0.4537501516399704","0.431725033624416","0.465101933091318"
"33","0.43838659933250995","0.42563335418106457","0.45669753393928264","0.41038957803025955","0.40547631272407497","0.42040152352366006","0.4179147656834513","0.41113836516475727","0.4304781477655106","0.427007738453865","0.417638715450276","0.44258172605727364","0.4524469138395256","0.4314926814176809","0.46895479483206604"
"34","0.43439586888821624","0.42257103661426093","0.453491527533918","0.4072294040737233","0.4029617067707506","0.4162512551024813","0.4141993198254597","0.408044194441165","0.4255367021373118","0.422966801115909","0.4143303752569038","0.4375527477519696","0.4496772237928267","0.43055541947066484","0.470356203956841"
"35","0.4298486020153477","0.4179251886307742","0.44802579357561184","0.40383348858910983","0.39880941424546806","0.41198365884730676","0.4101362809312438","0.40478851479984584","0.4199342048649504","0.41843732741390005","0.41108864577697635","0.43110951255485236","0.44565450402046347","0.42837376439129815","0.4689136202508519"
"36","0.4248454130282605","0.4143743392047478","0.4406223551294126","0.40039097729219214","0.3938395298090371","0.4081310532777351","0.4059957928607788","0.4016860675691121","0.4145542391266016","0.41359923183493646","0.40732501812345473","0.42398860019183277","0.44092896785229463","0.42541702219078054","0.46491728613317623"
"37","0.4194361867026009","0.4116198035734477","0.4320268417231897","0.3970641535193683","0.3887112447416124","0.4048516384303343","0.4020450053842475","0.3957466931731875","0.4100120698117705","0.40876587501462824","0.40373434614641823","0.4172932251328581","0.4359292830959654","0.42025795563140567","0.45874602890355076"
"38","0.41385302012643593","0.4076389802006422","0.4233765239193335","0.39405013357053453","0.3840285588866801","0.40212026098666215","0.3985060390443104","0.3902142196601161","0.4064959137474443","0.4043184703435288","0.39859931187991154","0.41193339643733357","0.430714621254216","0.4160075407900909","0.4507019246226533"
"39","0.40856795540454394","0.40384471921784354","0.4160973122039316","0.39144247487624023","0.3801465528673485","0.39971564195548387","0.39549895827788356","0.38558787553114593","0.40377235501458536","0.40049178319412554","0.3926240845939215","0.40816618898505824","0.4251053171070903","0.41288696601845865","0.44113734047793063"
"40","0.40400973678503094","0.39777343902888723","0.41100566960310086","0.3892267753311447","0.37709922391149575","0.39749219342339814","0.3930056514969965","0.3819219512784035","0.4014791141153041","0.39735188559826345","0.3878255151977712","0.40556182332560564","0.41907875020028873","0.41028863669650073","0.4307693984961162"
"41","0.4003090914705549","0.39225512456851397","0.40792736300582877","0.3872685422719354","0.37470910868104157","0.3953370769037096","0.3909283381585957","0.37899279688784754","0.39938495790174666","0.39480378299161806","0.3841204169818308","0.40350156902365447","0.41298218100530404","0.4072142334963911","0.4210477219791267"
"42","0.3973501563913655","0.3881389675747762","0.40594334126036563","0.3854562024460104","0.37290130285982154","0.3932994934237839","0.3891098361779003","0.37668615334415934","0.39737429513538436","0.3927511411716984","0.38121950216782763","0.40163725354002555","0.40749145761026606","0.40348815500062263","0.4135211315460134"
"43","0.39493745688890347","0.3850676214049775","0.40424600180060016","0.3837392881899369","0.37165645521754054","0.3913888534794093","0.38742177787618476","0.3749308306256886","0.3954773528327575","0.39103707370020124","0.3788763656684855","0.3998058251048572","0.4031103626769495","0.39745513518757686","0.4089058259805266"
"44","0.3929486542165924","0.3825295861601665","0.4025251180370539","0.3820802637291135","0.37084773090732426","0.3896094459092248","0.38578362069189137","0.3736438107115508","0.393693114829645","0.3894756548174813","0.37691473780859236","0.39799934050241703","0.3998360192401526","0.39301670562734986","0.4066864540617638"
"45","0.39127714086751775","0.38013711025768077","0.4007358685235913","0.3804906000216648","0.37037851167890906","0.3879435340277698","0.384189008243375","0.37279225793507004","0.39206271776333157","0.38796432820405585","0.3753281354152915","0.39626210760342606","0.3973333815352713","0.39013732290629594","0.4056390201084532"
"46","0.38982276972509144","0.37785836086982394","0.3989652856408181","0.3790019413397765","0.37014898959739345","0.38637116685518547","0.3826414415360771","0.37231041009312194","0.39055356554258874","0.3864972481203347","0.3741654141507435","0.39469344235218096","0.39521208949620956","0.3880629754519289","0.40468970191862436"
"47","0.3885356778323421","0.37588793328780007","0.39732908712717996","0.3776513098456132","0.3701250833596211","0.3848687882891697","0.3811839059822749","0.3721519874546704","0.3891384256983707","0.3850755641992337","0.3734606681627618","0.3933249600215331","0.3932413731647511","0.3860164252330997","0.40340901159611436"
"48","0.3874121754493557","0.3745022320809634","0.39596516765589945","0.3764595006897736","0.3702105459421455","0.38336269390060795","0.3798553496916468","0.3722382591613042","0.38776649511807826","0.3837200770473578","0.373216629808131","0.39209996290369586","0.39144417576948093","0.38358332625826086","0.4018488196266714"
"49","0.38643794085941857","0.37384123016755566","0.3949057253275155","0.3754258946216654","0.3702396140227937","0.3818829990778232","0.37868611300237165","0.37242158723734387","0.3863601457608681","0.3824596659280269","0.3733145282145679","0.39100069838893364","0.38993305957850455","0.3809463123239088","0.4001910544798088"
"50","0.3855264837593661","0.3737540226656573","0.3940795207433073","0.37455971328621207","0.37010594931512847","0.38051706539105223","0.3776684731173246","0.37254550132652814","0.38491835004732455","0.3813303963996069","0.3735767827026065","0.38994898948812384","0.38882294082065744","0.37853777513398673","0.39869754048113115"
"51","0.38462654220262643","0.37397110683832485","0.39346257208313706","0.3738644286599956","0.3697781642824161","0.37943157399206157","0.37679676966970904","0.37246694875538844","0.38353318029104777","0.3803319413470392","0.3737619493990282","0.3888765894803738","0.38811755005314064","0.37663679565881036","0.3975359301113288"
"52","0.38373574972520635","0.3742222585369087","0.3930041079411829","0.3733488856986912","0.36936071752424704","0.3787249809286126","0.37608276244955935","0.37217698437000474","0.38240508970695225","0.379425235952915","0.373696358331435","0.38773458153160795","0.387698652034663","0.37533221046242415","0.3967392356368734"
"53","0.382875799643903","0.3742533193643057","0.39262962891689734","0.37298586479781654","0.3689338114380608","0.37837136882309474","0.3755615623117856","0.3717358779187036","0.3816682535576625","0.3786243532818393","0.37340051235835436","0.3866289348813165","0.38742184686701264","0.3745245270880569","0.3961761427999671"
"54","0.38206561012570106","0.3740309702237484","0.39223020720435087","0.3727614212299869","0.36859472057313125","0.3782754457697997","0.37523116885960867","0.37126502843964937","0.38131578129412386","0.3779985428988746","0.37302271755824834","0.38572698042496034","0.3871164645552646","0.37405962097775985","0.3957139276232057"
"55","0.38134903974656276","0.37372027347595965","0.39173544661532356","0.37266829315963884","0.3684493452722625","0.37837651426876007","0.375083901742337","0.3709647627273345","0.381260164318657","0.3776096272103314","0.3727641033880129","0.3851194439006071","0.38671955211685827","0.37391250253831054","0.3953635623255883"
"56","0.38077439366056065","0.37348560324943014","0.391184262361985","0.3727035472871324","0.3686199899112957","0.37867842789831413","0.3750923738012544","0.3709914844213962","0.3814326994485398","0.377442546494407","0.37273693456457574","0.3847690716794042","0.3862437257620638","0.3740344178447472","0.3951161974009374"
"57","0.3803689184613877","0.3734536514238934","0.39063403266050384","0.37288639172280674","0.3691288417242636","0.37923027616904126","0.3752210490714686","0.3713560100500511","0.38183674627598324","0.3774416150770253","0.3729558928165189","0.3846371953456733","0.3857383185704718","0.3742177911056461","0.395025917510965"
"58","0.3801276237313316","0.3736517622044236","0.39008659252862543","0.37323123311887696","0.36990782631741914","0.3800143000483878","0.3754978172312747","0.37199198909766923","0.38250427744819404","0.37758923440006775","0.3733876194096362","0.3847266906180585","0.38524865000267333","0.37423797642096596","0.39511321630751084"
"59","0.3801116832016775","0.3741260341012036","0.3895594717363652","0.37374142569240154","0.37084319211025224","0.3809332411996873","0.3759767864459258","0.3728688351360994","0.38342923166562237","0.3779206070734486","0.37401633949381907","0.38509623496927187","0.3847840972060325","0.374073712296166","0.39532907364322617"
"60","0.38036798909607084","0.3748697222069254","0.38913016736298545","0.3744218240995226","0.3712723829276648","0.38189806323059966","0.3766403884568119","0.37390222357639374","0.3845058532122496","0.3784759355815693","0.3748872912421131","0.3858182126279173","0.3843863231887924","0.37393292907616726","0.3955107792663749"
"61","0.3808763894706867","0.3757773505462581","0.3889284829451811","0.3752833045687128","0.3718367889762726","0.38289960505099485","0.3774392054284975","0.3740902694380769","0.38561708820857266","0.37923290009837063","0.3759270194043787","0.38688131727421254","0.3841193882586308","0.37405298578046564","0.3954990515733854"
"62","0.3815964467059435","0.3768347158842956","0.38908874106235725","0.3763306343772285","0.37275748021448984","0.383955113223442","0.3783978374617277","0.3745851654482576","0.38672668456586484","0.3801469321218315","0.3770216049761974","0.38814151817109743","0.383994460111277","0.3745124272198905","0.39518766497500274"
"63","0.3825613604949247","0.3780867550604005","0.38970258081175885","0.3775779397699976","0.3740032428634145","0.3850991965942036","0.37954069530772344","0.3755027793215696","0.38783566387616614","0.3812152933964335","0.3781747033742089","0.3894809404956787","0.38404871540998353","0.37529031534463647","0.39462828354875173"
"64","0.3837733935497857","0.3795296134842874","0.3907391677059629","0.37903099415331704","0.37550013274705846","0.3863375785543253","0.3808787434482785","0.37671667534511866","0.3890041662218909","0.3824655739336317","0.37903252175079755","0.3908601989534376","0.38436705196557025","0.37640960726093775","0.3939884254187027"
"65","0.3851808409074328","0.3811256332452193","0.3920834235423426","0.3807124258215155","0.37722730499908097","0.38766112759186455","0.38241510037578164","0.3781964500012333","0.3902967168947855","0.3838967499627335","0.38015222079352207","0.3922844872695043","0.38502242839614353","0.3771037966268151","0.39349155585549794"
"66","0.3867577196865478","0.3829056898242009","0.3936447600064519","0.38263632415246984","0.3792309791686641","0.3891624235371021","0.3841935719784743","0.3800064089485615","0.39169601651628533","0.3855152555113809","0.38152789704795675","0.39380266110672746","0.3860097552319021","0.3781804092463845","0.3933514632197413"
"67","0.3885195641909257","0.3848822698928542","0.39536215505512246","0.3847440118163483","0.38149583733619236","0.39094539121904537","0.38620356886924456","0.3821085658503926","0.39324161946317215","0.387313169782012","0.383162705611462","0.39543020685357594","0.3872682634628601","0.37969290159844776","0.3936726279166857"
"68","0.39045804115379956","0.3866284891937891","0.39723985833066755","0.3865935973487608","0.38386479663936945","0.39304120225536243","0.38843735167725324","0.3844766002650325","0.3949980321055815","0.3893160544994058","0.3850800920161303","0.39713072571130503","0.388796251876424","0.3815862967338216","0.39450339671790646"
"69","0.3925334388277015","0.3883874371576897","0.3993014741607483","0.3870734811925143","0.378678473501129","0.3954516827013032","0.3906951090977527","0.3871605368861415","0.39701566812574285","0.39153844240650226","0.3873629523556791","0.39890100554124286","0.3906074637151046","0.3838060646646827","0.396669438204569"
"70","0.39473263353464","0.39037703909673366","0.4014820560402627","0.38495193081517176","0.3675893157380911","0.398078864170901","0.39238838643453733","0.38891230080296235","0.39933852921123997","0.3939941360039649","0.390032830423404","0.40075391430410556","0.3926460963719688","0.38625502683604357","0.3995791220297371"
"71","0.3970728652803861","0.3925964608109019","0.40373230936972465","0.3811108783820567","0.3613035440578983","0.4006270745355533","0.39237965860355795","0.38033592944539485","0.40194923307093816","0.3966463480582173","0.3929604243488343","0.40275343391504903","0.3948854091399231","0.38885097837071714","0.402424965322456"
"72","0.3995598217518152","0.3950389184075389","0.40602293959719105","0.37859228122379596","0.3590130843481361","0.40181909352877493","0.3907097684752539","0.3712764126014066","0.4047644776857741","0.3993453829151816","0.3960706033769852","0.40497489970719486","0.39731374816085824","0.3915264161474182","0.405160787474012"
"73","0.4021881923505653","0.3976101101450961","0.4083017151360852","0.37725686627460353","0.3604711679278378","0.3993225635470267","0.3881505967567648","0.3715532769734994","0.40715278176238096","0.4014825932610293","0.39914862531465","0.4074969612130064","0.3999459181797823","0.39431633870925037","0.40780110040802425"
"74","0.40497125506454995","0.4003627503065677","0.4105519611193908","0.37620851041772285","0.3581039464272017","0.4026690724766966","0.3853381117152065","0.3682426524753617","0.40751887007567067","0.4025873820321683","0.39321698130951743","0.41032389350384757","0.40274415393057766","0.39717766112510045","0.4103720556650255"
"75","0.4079071577761816","0.40328775054785215","0.4128080260764685","0.3756295132786186","0.35662539225097045","0.4050701427324451","0.3844776008488056","0.36744143171866467","0.40745954339663937","0.4027351308480843","0.38527866043841236","0.4133936741642638","0.4056606082042415","0.400097115112074","0.4129159443999565"
"76","0.4110063908970032","0.40642650271260605","0.41516195923792","0.37651763220168205","0.36138802036316064","0.4036907704775924","0.3847553821809404","0.3677287140832646","0.41050227686554835","0.4030268092865005","0.38496652537523596","0.4165610604446005","0.40866713056071247","0.40311095570779243","0.4154441715858437"
"77","0.4142163066070794","0.40977246262777495","0.41766966229932295","0.3767144495215573","0.3604243227394603","0.3953138055300626","0.383330209917219","0.3649308995879996","0.41118448634500215","0.4029316211602409","0.3830310725582886","0.4196373503176663","0.41172732365991627","0.40620637987957814","0.4179487444337998"
"78","0.4174084479746645","0.41332063605545216","0.42034242385121656","0.3757605319687579","0.3641254262133138","0.3863941839698918","0.38431329618188914","0.3689437411078612","0.40584876235159006","0.4018700187988963","0.38101910894191626","0.422017301703494","0.41482218669385673","0.4094003325291825","0.4204644771271254"
"79","0.4200377667670576","0.41695766650824406","0.42311685306424374","0.37791758743613607","0.36637820672991295","0.3880277496038879","0.38409624863480185","0.3686732503751031","0.3973467928197864","0.4010966588983685","0.38214472533564053","0.42283046549881437","0.4179190586176917","0.4126490097541288","0.4229623767190555"
"80","0.42166719309277145","0.4131964087762217","0.42569308960630364","0.38074750252525774","0.36780428270686594","0.3911160464485681","0.38403612061432446","0.37096444784052357","0.3949403626611502","0.400351781971637","0.3790956685956559","0.4256744041670875","0.42101108689943373","0.4158928937065412","0.4254341509993672"
"81","0.42256782610960003","0.40607402557129246","0.42907429085371085","0.38158953630554004","0.371676287289153","0.3912290048106532","0.3875080591510036","0.37433236242002144","0.3993193474101122","0.3995182307774273","0.38097360518054724","0.4257766153921678","0.42408820184027435","0.41908613886156093","0.42787964141275103"
"82","0.42357312060590074","0.4053474944228596","0.43274057295462215","0.3845379261348767","0.37294987493420284","0.3944468910275622","0.3888407009910415","0.3748325553194866","0.3987446605223683","0.3977061645434702","0.3826884873756239","0.41996675033837894","0.4271719359563931","0.4222484184845108","0.4303421504577075"
"83","0.4230567222500207","0.40844595105522535","0.43643321558702114","0.38679736838015105","0.3759535993878434","0.3971165477784624","0.39043900210079996","0.37896014709052345","0.39950671726911274","0.3970790430559189","0.38264345503321306","0.41305285022487265","0.43029191400329536","0.4253955197610962","0.4328443863287968"
"84","0.4202127267086593","0.40713755721230077","0.44016560891668965","0.38811849896982614","0.3778526701947773","0.39814388043009397","0.3933666995043887","0.3801677897344297","0.40321073734895885","0.3972167581793591","0.38655542569363766","0.41280009762064956","0.43342902115626625","0.42853415353749436","0.4354722076930859"
"85","0.41871259825031715","0.40603473815023683","0.4439514343998352","0.3910879238625354","0.37996153041206315","0.4008785377021764","0.39496953591476985","0.38277757714719235","0.40349438325649334","0.3984340950227446","0.3870657806266304","0.41637340860174593","0.43655453945828027","0.43164018227177725","0.4394143430291459"
"86","0.4200252651594635","0.40858667947700167","0.44776534503938586","0.3926547727305661","0.38236995128634016","0.40311186409829397","0.39696874416692784","0.3853724017826608","0.40604063174209765","0.39999595865503323","0.3888318848927481","0.41557642507928466","0.43962963103830227","0.43466786147133485","0.44330260960187473"
"87","0.4209398154390002","0.40787213149441937","0.45148962600063997","0.3943215847100448","0.3836057777604293","0.4042455922540277","0.3993955164736143","0.38655575464529673","0.4087934114952514","0.4009037317321965","0.39183799924293433","0.41691048281212606","0.44263888209647695","0.43762097794587307","0.44712981743240104"
"88","0.42198303457429576","0.4062590539183061","0.45513300275376734","0.3964474279935662","0.3855073704257114","0.405997133482579","0.4008267598351075","0.3889476785032851","0.40954591592693257","0.403121166467288","0.39243775729343666","0.4199090318652951","0.4455753653899236","0.44049792565597784","0.4508692600548008"
"89","0.4236853581749103","0.4083432781867497","0.45823754542262746","0.39718230154662365","0.38588095046282506","0.4076683319094229","0.4022621668628184","0.38904012229922524","0.4123700471625947","0.40438637325065213","0.3949175450665707","0.42021601047410934","0.4483907506130266","0.44326792280356864","0.4544586500389397"
"90","0.4246545384589795","0.4075510603287515","0.46060538538547996","0.39720538034832825","0.38342157804777727","0.407637039039447","0.4034854548951882","0.38772472948711834","0.4140978932677865","0.4057890256701368","0.39631403184070335","0.42256192706126644","0.4510377085592546","0.44587375179103556","0.4578857760358976"
"91","0.42568067513170177","0.4082976274018403","0.4608136673425455","0.3957200391367458","0.3794936053814961","0.40734682647026577","0.4033748319271707","0.3849118074565839","0.4149757970953822","0.40757427239572513","0.39680497247655766","0.42459132602556254","0.45335706955732225","0.448317236880912","0.46114799388115796"
"92","0.4265608305990279","0.40966075158473664","0.45932984719305353","0.39177581358410746","0.3716971637960403","0.4079105104857118","0.4026313047100727","0.3801687220859076","0.4171828669002514","0.4080283074004569","0.3970781207231874","0.42529715023521597","0.455235864336956","0.44855882348632825","0.4642552669065595"
"93","0.42683969927926063","0.40936761819158385","0.45695197775431734","0.38834103982451984","0.3682172529572746","0.40986319612912714","0.40166412179139305","0.37821347293507773","0.4183778754551282","0.4088036929128084","0.3949363993333079","0.4275832491303018","0.45676853586140753","0.44573642704514727","0.467217116152329"
"94","0.4280452580277096","0.41119847878698546","0.45753225792894525","0.3860370605477196","0.3676938473939427","0.4110338891431255","0.40008335035031717","0.37766092946128876","0.4191066130162273","0.4082264271051443","0.39116014955368966","0.4286578758686389","0.458528195626676","0.44464745653657356","0.47003552270817656"
"95","0.4295414746361965","0.41138959398101593","0.4600607237545641","0.38351543327407167","0.3636332595928504","0.41167043547202686","0.3984257098256282","0.3774022141597748","0.42032266023413123","0.4070076551011524","0.38795436337237565","0.4295043394512651","0.46058616415092457","0.4461509042695177","0.47272868967482834"
