"Step","model.ln_type: pre-v - test/loss","model.ln_type: pre-v - test/loss__MIN","model.ln_type: pre-v - test/loss__MAX","model.ln_type: mlp-pre - test/loss","model.ln_type: mlp-pre - test/loss__MIN","model.ln_type: mlp-pre - test/loss__MAX","model.ln_type: attn-pre-v - test/loss","model.ln_type: attn-pre-v - test/loss__MIN","model.ln_type: attn-pre-v - test/loss__MAX","model.ln_type: attn-pre-qk - test/loss","model.ln_type: attn-pre-qk - test/loss__MIN","model.ln_type: attn-pre-qk - test/loss__MAX","model.ln_type: attn-pre - test/loss","model.ln_type: attn-pre - test/loss__MIN","model.ln_type: attn-pre - test/loss__MAX","model.ln_type: off - test/loss","model.ln_type: off - test/loss__MIN","model.ln_type: off - test/loss__MAX"
"5967","0.011503815745506827","0.003386008958359514","0.02522772014530364","0.02951675654642998","0.002975015181983319","0.09899342809555897","0.0012227577393641056","1.3979999683432484e-7","0.004484946091752864","25.931422978325266","20.866675488297027","30.36719711293528","1.344184702863449","9.244542649761864e-7","6.7202392982798065","6.744545646987184","0.16484872801601527","14.965553653201205"
"5968","0.01142006479822251","0.003352794499501711","0.02512340940527718","0.02872513797758759","0.002949627187587743","0.09516796449337214","0.0012159222651186277","1.3840762042624337e-7","0.0044599905526202435","25.9292587712089","20.86329148624174","30.3669442379077","1.344529956533633","9.185017618080612e-7","6.721969995743456","6.739057787691377","0.16373899372820053","14.960345097279886"
"5969","0.011336962196242016","0.0033198847426315903","0.025019547848104607","0.027996017729118507","0.0029244734658102328","0.0916577027259305","0.0012090787615454796","1.3860000276943869e-7","0.004434932532746485","25.92682418599049","20.86055731119196","30.363635995248902","1.344872937973244","9.126032647967431e-7","6.723689301453539","6.733642394521619","0.1626356144817466","14.955332292509171"
"5970","0.01125451805334339","0.003287305369514882","0.024916149216416578","0.02732586105968434","0.0028995476837831756","0.08844501028812472","0.0012022281257503984","1.4188796169941064e-7","0.004409778671363964","25.924904515739332","20.859047571759366","30.36453529835352","1.3452136315055332","9.067590502086498e-7","6.725397137528952","6.728159783512465","0.16153814403022598","14.95011767149749"
"5971","0.011172729457800687","0.0032550131187048486","0.02481324971571369","0.026710293055257083","0.002874850873105955","0.0855080740790936","0.0011953700252990678","1.370495633958869e-7","0.004384534877090613","25.922082936334327","20.855301089070018","30.359521109639775","1.3455520097225595","9.009693264062996e-7","6.727093367188581","6.72274977860792","0.16044697642123962","14.945092740987013"
"5972","0.011091632516311088","0.003223143099405772","0.02471089014698679","0.02614387109850262","0.002850378302236725","0.08281978108518324","0.001188508030569897","1.3778067166943672e-7","0.0043592069851673835","25.920831508972224","20.853518942092762","30.36262313748561","1.345888056405565","8.95233102302988e-7","6.728777908422465","6.7172766795598715","0.15936186225186685","14.939875654799808"
"5973","0.011011219492033547","0.003191640039085712","0.024609093030771478","0.025620513784850852","0.0028261299288761636","0.0803498065977067","0.0011816422958741504","1.387975614501155e-7","0.004333802076032966","25.917080828201705","20.851041713379225","30.35505840052123","1.346221777507686","8.895486089271447e-7","6.730450793294269","6.711865675362899","0.1582828504039593","14.934837124347775"
"5974","0.010931672159260778","0.003161449819870986","0.02450783033274354","0.025134236846245932","0.0028021049165774703","0.07806828110456167","0.0011747735889481835","1.3720954288203518e-7","0.004308325234418959","25.916644265117792","20.84788528843345","30.359892283787957","1.3465531684704688","8.839162814496371e-7","6.732111997846138","6.706403705871456","0.15720988246313153","14.929619220348707"
"5975","0.01085327173697827","0.0031340627680394918","0.024407020699049188","0.024679935076761323","0.002778299810663794","0.07594966388892396","0.0011679040438377975","1.3730692768658953e-7","0.004282784132878781","25.91266808115871","20.84605018012098","30.352567202152606","1.3468822331247368","8.783353635836755e-7","6.733761541577218","6.700990705601647","0.15614303511557712","14.92456604963357"
"5976","0.010778215143321317","0.0031206087934770805","0.024306525994934658","0.024253786311314883","0.0027547120726919647","0.0739748382355684","0.001161034083671659","1.3648890891545906e-7","0.004257183329689598","25.91140759330252","20.843262654019693","30.353722281364472","1.3472090189787018","8.728072378010746e-7","6.735399662678885","6.695541742345116","0.15508209710352927","14.91934741365449"
"5977","0.010714418541812487","0.0031608077599814205","0.024206222406202335","0.02385335507026607","0.002731339917217666","0.07213155726318199","0.0011541655641844886","1.3797421010467385e-7","0.004231530080928669","25.909200101470105","20.840511231675986","30.352775617743326","1.347533442200205","8.673300662059919e-7","6.737025940942817","6.690126419619832","0.15402710046913526","14.91428109386317"
"5978","0.010709710709099875","0.0034939301941345857","0.02410598747419025","0.02347730916173791","0.002708181810907242","0.07041309973139971","0.0011472988145951465","1.362306528164083e-7","0.004205830161869279","25.905937029882608","20.838434035367307","30.347413000887336","1.3478555613855223","8.619015552577972e-7","6.738640671422153","6.684688924853573","0.15297815834724093","14.909060265133064"
"5979","0.011405261938630172","0.007325912594377365","0.024005747970203852","0.023124944743339305","0.002685235840190299","0.06881594512416997","0.0011404351485522532","1.3663771842289678e-7","0.004180087600532255","25.90518555323883","20.835680859091795","30.350671196605695","1.348175325123207","8.565237740016259e-7","6.740243595721264","6.67927228497973","0.15193518434486677","14.903982369723474"
"5980","0.8132421723716057","0.0073029694328318965","4.016862311439644","0.02279574722027555","0.0026625014637882676","0.06733748727118663","0.0011335766414225575","1.3671102667081116e-7","0.004154311397163238","25.901654493474602","20.833016658426516","30.345102886974644","1.3484927767341983","8.511958203072689e-7","6.7418349317522726","6.673844966669989","0.15089812080781925","14.898757434649166"
"5981","1.7155488312004956","0.007234981435107617","8.528745106116862","0.022489041544984777","0.002639974522403066","0.06597433565836737","0.0011267236367701308","1.3754985137582778e-7","0.004128505707930901","25.899843468348525","20.83090655283205","30.34439400961617","1.34880787922711","8.459162802798059e-7","6.743414494328544","6.6684282576211515","0.14986688220645247","14.893669485112124"
"5982","0.9919277770208484","0.007167528746909413","4.910987048730876","0.02220384319182863","0.0026176554668077014","0.06472149899691464","0.0011198768895765696","1.3629642543407093e-7","0.004102676703359201","25.89816325525362","20.828024539936134","30.345014819042593","1.3491206653469148","8.406853391573058e-7","6.744982446827367","6.663009535931541","0.14884148395288907","14.888437623186654"
"5983","0.621055766128934","0.007100614625315092","3.0569719980075574","0.021938874066362617","0.002595540355380244","0.06357248623445605","0.0011130378605792106","1.3602676771596625e-7","0.00407682885425553","25.89473885100619","20.825612480543498","30.339342399207904","1.3494311202819778","8.355015728888764e-7","6.7465387156376","6.657594522651388","0.14782208013481923","14.88334304013335"
"5984","0.42696929020479163","0.00703423959752026","2.086882521618658","0.02169262382602765","0.002573628997000712","0.06251968169516539","0.0011062079371491243","1.378488862678503e-7","0.004050969075600595","25.893657269323306","20.82329756342516","30.341307811233726","1.3497392316350905","8.303655823568105e-7","6.7480832393266","6.6521831076080575","0.14680850883998678","14.878100319895127"
"5985","0.3061708624033569","0.00696840308372569","1.4832313178416936","0.021463536144555907","0.0025519178434603167","0.06155524585646747","0.001099387372817263","1.3695170468084932e-7","0.004025101459575749","25.890821360987292","20.820418378623202","30.338143767145528","1.3500450024389208","8.252770164887491e-7","6.749616033598741","6.646770555153975","0.14580060102678424","14.873002514279197"
"5986","0.4245052779958337","0.0069031092266114615","2.0752424696463483","0.021250097615780165","0.0025304061267045056","0.06067160281252296","0.00109257749397901","1.3643422724330362e-7","0.003999230848545737","25.888434006195972","20.818230130740048","30.33525455475163","1.3503484736300317","8.202362886887245e-7","6.751137301566254","6.6413661396318755","0.14479852955452402","14.867744788275209"
"5987","0.5254979830342301","0.0068383571505227555","2.580543298706235","0.02105089289246197","0.0025090921523222036","0.05986168926027087","0.0010857792624113015","1.3696682698794523e-7","0.003973362841675469","25.886783359778697","20.815557992727836","30.33681529164018","1.3506495572391592","8.152400364927341e-7","6.75264660602111","6.635956361524739","0.14380212137683931","14.862648021011138"
"5988","0.4966703999151518","0.006774144258874646","2.436740997637853","0.02086463367911584","0.002487973607798648","0.05911908956695771","0.0010789936464029972","1.3799160584936195e-7","0.003947502743565435","25.884047648954862","20.81302131952693","30.33183903547116","1.3509483332010512","8.102903800863818e-7","6.7541443453131444","6.630558873627192","0.14281156550595636","14.857370131649246"
"5989","0.4109329085125647","0.0067104731599413785","2.0083875377137823","0.020690120959939544","0.002467048620447677","0.05843780284472094","0.0010722210377859093","1.369150577292399e-7","0.003921653995532328","25.881750071492","20.81062727844739","30.331894434406642","1.3512447307036148","8.053865382395316e-7","6.755630165237574","6.6251514411100585","0.14182669296506561","14.852279449275887"
"5990","0.3375703873143655","0.006647344525740909","1.641907398243663","0.020526191449856953","0.0024463152897332046","0.057812038395160775","0.001065463058799442","1.368824328890926e-7","0.003895822943884025","25.880106389400925","20.80801233260673","30.330723847175996","1.351538784761971","8.005275453095546e-7","6.7571042419930745","6.619763150293292","0.14084740111929167","14.846975548685949"
"5991","0.30060506763165906","0.0065847538311838445","1.4574118436103405","0.02037167646543015","0.002425774125162143","0.05723600897625119","0.0010587206449473926","1.378605492108948e-7","0.0038700131110083738","25.87695662404023","20.805491985550322","30.326878165647408","1.3518304999704034","7.957138445909081e-7","6.7585665982091445","6.614357265645947","0.13987408908165533","14.841896592308231"
"5992","0.28079298552018905","0.0065227026221298945","1.3586811627138873","0.020225418357502106","0.002405419974359888","0.056703936004810516","0.001051993621887783","1.3744571667948176e-7","0.0038442279945716993","25.875541585532666","20.80309539840005","30.327986603838358","1.3521198584362482","7.909432971668984e-7","6.760017145006579","6.608976940195708","0.13890621161503347","14.83655830607167"
"5993","0.25983697023055796","0.006461188784092345","1.2542295982829619","0.02008627450309462","0.0023852531760104084","0.05621013510522658","0.001045283588606355","1.3722550990992248e-7","0.003818473984122483","25.87282344872964","20.800429581352443","30.324270962842544","1.3524068734578043","7.862157389954707e-7","6.761455948397822","6.603564890821792","0.13794392302617442","14.831499840871995"
"5994","0.23767833135435956","0.006400211928351726","1.1437637769153006","0.019953161495054127","0.0023652724936970883","0.05574914951245635","0.0010385907486000386","1.3753935190267362e-7","0.003792753378685256","25.870555458189063","20.797975596692257","30.32308428439165","1.3526915557458954","7.815320436437044e-7","6.7628830624605945","6.598175277826103","0.1369872482346043","14.826116155800092"
"5995","0.21995000397083592","0.006339771003799791","1.0554484488031153","0.019825113257419837","0.002345473285525416","0.055316091877824644","0.0010319166815750988","1.3802278693273083e-7","0.003767070331847345","25.868734313737946","20.795588355413077","30.322568250267576","1.3529738417894712","7.768917227058211e-7","6.764298169905911","6.592744346659572","0.13603618939442746","14.821086389252974"
"5996","0.20732731269799634","0.006279861835790594","0.9926602946611996","0.019701269205679373","0.0023258572941538803","0.0549066060515951","0.0010252615820539007","1.3763884791281165e-7","0.0037414307463248153","25.865917493290045","20.792741800385823","30.318869143205365","1.3532538207292313","7.722932614689849e-7","6.765701716598727","6.587323673192914","0.1350906780539677","14.815645712132044"
"5997","0.19611317619215915","0.006220483855184076","0.9369139818360573","0.019580926936466507","0.002306421331563941","0.05451713106039128","0.0010186260400265414","1.3762018396589196e-7","0.00371583644014485","25.86411734967654","20.790680371047387","30.319347142184117","1.3535314145093809","7.677371070707679e-7","6.7670933124426815","6.581902673509367","0.13415076643386792","14.810652421358293"
"5998","0.18315575142054147","0.00616163567321491","0.8724503727360017","0.019463520633344396","0.002287162339399355","0.054144815340265655","0.0010120112172044868","1.3829988318801541e-7","0.00369029237005926","25.861785377675126","20.78770834366597","30.31629577132456","1.3538066875985657","7.632232096792601e-7","6.768473279553986","6.5764763350245","0.13321631285998684","14.805142805371343"
"5999","0.16844140517826198","0.0061033140840358645","0.799201367536478","0.019348612948357307","0.002268080253287969","0.05378741799747633","0.0010054170780776346","1.3790841822611608e-7","0.003664801876812655","25.859185651138013","20.785542632634876","30.314880955643037","1.3540795448568548","7.587517727383765e-7","6.76984114352409","6.571104495253543","0.13228729672864914","14.800190544782012"
"6000","0.15377234895859945","0.006045518281538043","0.7261780796814781","0.0192358612903464","0.0022491730581179546","0.05344318833111667","0.0009988450069443112","1.3777962672152673e-7","0.0036393690512442635","25.85771198167086","20.782788541091783","30.31419102521798","1.3543500772252597","7.54320589780426e-7","6.7711973573657955","6.565676054747444","0.13136370814218076","14.794606576919326"
"6001","0.14023841654933164","0.005988241783857963","0.658829706336643","0.01912500015819877","0.002230440090932824","0.05311078091790319","0.0009922955840050698","1.3832594295313665e-7","0.003613997340391544","25.85444595743786","20.78044357079289","30.310831811705167","1.354618212289979","7.499301907563097e-7","6.77254156006621","6.560315739623194","0.13044574388596034","14.789687845988327"
"6002","0.12757306091763768","0.005931486406247555","0.5958235240229821","0.019015807857960372","0.0022118781813477485","0.052789078076354884","0.0009857693614293758","1.3817167150219892e-7","0.0035886900621231086","25.853265316065226","20.77769791891762","30.311131433037698","1.3548840257023393","7.455784723372037e-7","6.773874130355871","6.5548677249299825","0.12953305607355442","14.784041867821763"
"6003","0.11529243707414241","0.005875247788993593","0.5347403165324157","0.01890810684941959","0.0021934870479017334","0.05247714830849113","0.0009792663203350154","1.380323158490845e-7","0.0035634491564498125","25.850111039804744","20.775507499055397","30.30786642665769","1.3551474385296325","7.412668514690361e-7","6.7751946743481515","6.549485001838768","0.12862581822543365","14.77912835252737"
"6004","0.10365718151204842","0.005819521683617533","0.4768832898015701","0.018801734847633693","0.002175263415924927","0.052174141237635745","0.0009727879457832659","1.3859709502062907e-7","0.0035382803514615955","25.848507210809267","20.772495554768426","30.307120151136928","1.3554085255797097","7.369959600443311e-7","6.776503565051659","6.544045396690156","0.12772400791261976","14.773462491363734"
"6005","0.09344259319512269","0.005764306558159968","0.4261289594895271","0.018696571893095617","0.0021572063675010266","0.051879393524212114","0.00096633471856955","1.3854160358007179e-7","0.003513186401575717","25.845867086262853","20.770524965130406","30.305428532220798","1.3556672218142964","7.327628893893268e-7","6.777800477428442","6.538649652032466","0.1268275074967619","14.76850464615384"
"6006","0.08512204500098697","0.005709599529949667","0.38484422203280116","0.01859251324316468","0.002139314899276006","0.05159231590880925","0.0009599062285270802","1.3817148821506862e-7","0.00348816801694787","25.843858669902176","20.767407002414448","30.303186737617313","1.3559235184054814","7.285697599626151e-7","6.779085367862821","6.533245830266081","0.12593631254977916","14.762886911661251"
"6007","0.0785280914914028","0.005655397357132621","0.3521918595402663","0.018489470174761616","0.0021215875380208196","0.05131236942320354","0.0009535043686634919","1.3859258410271032e-7","0.0034632300931020277","25.841471278818243","20.765325839842042","30.3024948149292","1.35617748422887","7.244153077820505e-7","6.780358580509123","6.527839483504839","0.1250505301374091","14.757828963284592"
"6008","0.07316750739353237","0.0056016949032785274","0.32570573664551217","0.01838737217152169","0.0021040213719113712","0.051039151600383366","0.0009471284817738543","1.3870273921227286e-7","0.0034383755715541972","25.83922167190068","20.762473471610218","30.29985764841357","1.3564290987155423","7.202984117707733e-7","6.781620013220411","6.522452050667056","0.12416992719420165","14.752326414426363"
"6009","0.06861693661364344","0.005548491461634154","0.30326906263407233","0.018286140716388982","0.0020866151128923075","0.050772216038785664","0.0009407797248100252","1.3848279398615072e-7","0.0034136062998813806","25.83719616881719","20.76000057340682","30.298996504045324","1.3566782794075347","7.162192282681884e-7","6.782869253984054","6.517035935443609","0.12329473091847121","14.747132464734793"
"6010","0.06464416554368035","0.005495781248601131","0.2837207444043531","0.018185699787364316","0.0020693689906938957","0.0505111154837241","0.0009344582272269232","1.386402508618202e-7","0.003388925563146141","25.834385605874775","20.757566674965307","30.296610346433436","1.3569251167851761","7.121771404855521e-7","6.784106755223321","6.511650118892914","0.12242474211519064","14.741773220110806"
"6011","0.06112027415893824","0.005443561769235607","0.266416156284456","0.018085966973189357","0.002052280836062486","0.0502553989353244","0.0009281649977189858","1.3894397268290224e-7","0.003364336843240926","25.83295649517627","20.754756959901282","30.295432211011082","1.3571695821729046","7.081723238492061e-7","6.7853323728076465","6.506247350774977","0.12155986397826536","14.736444940785187"
"6012","0.05790730352567578","0.0053918310968732045","0.2506654879608424","0.017986837388125537","0.0020353480180898475","0.050004514132641675","0.0009218994989386058","1.386204293546433e-7","0.0033398400900772176","25.82986064334284","20.752558808287944","30.29365474118303","1.357411649287502","7.04203847506625e-7","6.786545976565804","6.5008658704870514","0.12070033443934865","14.731212054801725"
"6013","0.05484016837714423","0.005340584631548225","0.23564328830744294","0.01788820214963843","0.0020185690439508083","0.0497578683041044","0.0009156633695082675","1.386786686285662e-7","0.003315440138704802","25.828164545892957","20.749651267786422","30.291521003761435","1.3576513414480218","7.002728662766692e-7","6.787747682771621","6.495487174343895","0.11984598217217549","14.725775270149756"
"6014","0.05179821186580528","0.005289817944581081","0.22074623738754803","0.01778996099439701","0.002001943254390084","0.049514885138260814","0.000909455692957292","1.390370309486385e-7","0.003291137028567436","25.825927673072016","20.747425632441182","30.291074924469406","1.3578886713232128","6.963789093334139e-7","6.788937555157775","6.490108761746287","0.11899674340877943","14.720626517787181"
"6015","0.048777094071678115","0.005239528848138516","0.20595259099748092","0.017692010549718966","0.001985468957747337","0.049274986544434234","0.0009032777376334385","1.3859917175071945e-7","0.003266934432323791","25.823093885503823","20.744626651597397","30.287704112638377","1.3581236421198934","6.925174128046039e-7","6.790115609298797","6.484741129268197","0.11815267674103418","14.71512023640556"
"6016","0.04587460878356127","0.005189712444001592","0.19175128199157443","0.017594266888769403","0.0019691448349030863","0.049037650486635345","0.0008971296640570958","1.3907586200505676e-7","0.003242834412794009","25.821775199496436","20.742233763661478","30.28765947300533","1.358356234479906","6.886919601653888e-7","6.79128174900512","6.479362833032468","0.117313649900831","14.710005114815255"
"6017","0.04320161315267036","0.005140365656434164","0.17869655170968374","0.01749666618814672","0.0019529695821733238","0.04880245486600782","0.000891011625345772","1.3880449856135908e-7","0.0032188383075809307","25.81861013451304","20.739600812775787","30.284992981842592","1.3585864084341863","6.849023246322458e-7","6.792435774400435","6.4739936477602384","0.11647979258759969","14.704474116527157"
"6018","0.04080792916958804","0.005091483309637652","0.16703747629831797","0.0173991595939902","0.0019369403881514394","0.048569051674949265","0.0008849243312020128","1.3908291027896656e-7","0.0031949484347014306","25.81703682777542","20.737084715029557","30.283828498197522","1.3588141952730282","6.811492685175754e-7","6.793577842001637","6.468623215948438","0.11565107917016183","14.699346052188703"
"6019","0.038675590949447294","0.005043063685858983","0.1566841877262446","0.017301725693666233","0.0019210566798429107","0.04833723380826449","0.0008788672747347718","1.386747891197298e-7","0.0031711658341395756","25.814477566867218","20.73455393254613","30.281783818291537","1.3590396326658365","6.774290819250091e-7","6.794708141101803","6.463252110351485","0.11482730193082122","14.6938315030068"
"6020","0.03675677079450833","0.004995102625196439","0.14739749883313694","0.017204354642090813","0.0019053172239420684","0.04810685965915639","0.0008728418852135342","1.397078153942116e-7","0.003147493916910522","25.812285662096087","20.73195971458159","30.28101862071235","1.3592626226138598","6.737421343448376e-7","6.795826181292821","6.457899427354232","0.11400871934907326","14.688656296089244"
"6021","0.0350113951892702","0.004947596018675123","0.13897698528979782","0.017107035554764997","0.0018897216038340943","0.04787782620927685","0.0008668469710789774","1.382857216937162e-7","0.003123932522225299","25.810159261220456","20.729511075335964","30.27782780078595","1.3594832811173396","6.700894760218456e-7","6.796932542116601","6.452530120656422","0.11319502451037637","14.68318965005616"
"6022","0.033421927150058935","0.004900539369767109","0.1313349113344129","0.01700977272025898","0.0018742673064533503","0.04765006030191373","0.0008608844941637731","1.4148443302795133e-7","0.003100483375748614","25.807740682939464","20.72682153371327","30.278054378505225","1.3597015074562047","6.664690820606117e-7","6.798026720936897","6.447194174602357","0.11238630265652425","14.677947013828625"
"6023","0.031987281129326854","0.004853931351199837","0.12446580373561841","0.016912551071794162","0.0018589523847882684","0.04742349266233365","0.0008549527557321325","1.3895832450051482e-7","0.0030771488275781397","25.805684785671637","20.72443306239405","30.274707949954248","1.359917365812169","6.628837306752177e-7","6.799109038354214","6.441828148952074","0.1115825964904129","14.67254256706891"
"6024","0.030708720979646366","0.004807765094046775","0.11837594609082028","0.01681537774313835","0.0018437753413093195","0.047197986340191865","0.0008490554439176642","1.4802920322908308e-7","0.0030539302042909802","25.803306967544444","20.721721595985507","30.274370849506255","1.3601308577492808","6.59331168812722e-7","6.8001795020072455","6.436501279839492","0.11078381843236895","14.667229021455169"
"6025","0.029578753768360222","0.004762037909830335","0.11302783408656998","0.016718207582686797","0.001828737289927014","0.04697339796974055","0.0008431881941587154","1.455871282232662e-7","0.003030828349484202","25.8011420306471","20.719306079899795","30.271719176882225","1.3603419508891128","6.558110272406306e-7","6.801237951046034","6.431140794073623","0.10999010441930553","14.661883996244311"
"6026","0.028577807944546917","0.004716747538012414","0.10832356667868488","0.016621067220120925","0.001813832850516104","0.046749507558329545","0.0008373561056651852","1.5886011219171295e-7","0.0030078448557970317","25.798901348007007","20.716662380387636","30.27130569986504","1.3605506400886591","6.523235270643462e-7","6.802284359354157","6.425817542750115","0.1092010248400627","14.656505814098242"
"6027","0.027677760883522178","0.0046718890720248915","0.1041224739734814","0.016523836433047633","0.0017990652810188658","0.04652608472633673","0.000831551562916899","1.4540100078461392e-7","0.0029849803457388277","25.796656474127396","20.71418422902314","30.26765159500386","1.3607569237304018","6.488680225075211e-7","6.803318718735499","6.420466745879433","0.10841699098736439","14.65120828291952"
"6028","0.026848623011315492","0.004627458564956495","0.10027456536935764","0.016426662619784583","0.001784429638591115","0.04630280951001551","0.0008257821993100524","1.462636472162411e-7","0.002962236234382138","25.794364742387792","20.711595385148826","30.269197767515337","1.3609608509761992","6.454427899874966e-7","6.804341275600741","6.415145311480695","0.10763779649890495","14.645779824586143"
"6029","0.026064527184903447","0.004583451346139094","0.09665044378790585","0.01632915956591408","0.001769925938845965","0.04607942112882484","0.0008200485808672782","1.5927138337667686e-7","0.0029396141355523503","25.79222326787048","20.70908003461235","30.26297977142143","1.3611623772434978","6.420505674672934e-7","6.805351806786486","6.409806411993863","0.10686350188201044","14.640511080038014"
"6030","0.025306908911132835","0.004539865157801005","0.09315725444829177","0.016232141698258658","0.0017555532535349075","0.04585555395360991","0.0008143412840141216","1.400872612195111e-7","0.0029171131045972283","25.79004904647683","20.70649701574645","30.267094952730346","1.3613614972434291","6.386883245164218e-7","6.806350286627523","6.404486346606271","0.1060940177339483","14.635047539943937"
"6031","0.024564975402657348","0.004496695478344002","0.08974098318839317","0.016134439212710554","0.0017413093859611625","0.04563093158760762","0.0008086718183141167","1.4507213417234092e-7","0.00289473652783255","25.787153775232376","20.703996958125863","30.258957546563956","1.3615582226196874","6.353569372053082e-7","6.8073367727167575","6.39915987875477","0.10532928806003292","14.629792637355095"
"6032","0.023834702649147946","0.004453938431736334","0.08638148432184681","0.016042064034509626","0.0017271932811398322","0.04540524533476222","0.0008030340155129095","1.4244701634623447e-7","0.002872483633145987","25.786206795117163","20.701325623303614","30.262980370069435","1.3617525891927398","6.32055579020807e-7","6.808311444613087","6.393841112380648","0.10456920320461258","14.624306030261508"
"6033","0.02311763956654421","0.0044115907816195295","0.0830864579952729","0.015962598680024885","0.0017132050058326455","0.045178231552661804","0.0007974325758936843","1.541985762813413e-7","0.0028503556025264954","25.782196692009812","20.699004988199842","30.25735978159936","1.361944507841372","6.287858618513781e-7","6.809273857331522","6.388526129999273","0.10381411971434099","14.619051644326547"
"6034","0.02241972226445657","0.0043696479309757175","0.07988555059646872","0.016178288550449622","0.0016993413237085396","0.04494968582162829","0.0007918589584501095","1.3892471556253793e-7","0.0028283526993669213","25.781454854518596","20.696006245024815","30.256378153727205","1.3621340801556607","6.255464926177682e-7","6.810224517033519","6.383209979087732","0.1030636078177198","14.613553903108281"
"6035","0.021749664216447213","0.004328107646530897","0.07682229996906878","0.6086095791386319","0.0016856034707805516","2.966040248436725","0.0007863222301361727","1.4183818557351096e-7","0.0028064758590412805","25.778445758136865","20.694154792059233","30.256990907733332","1.3623211960963226","6.223358818712973e-7","6.811162876481777","6.377904869948337","0.10231781456193854","14.608289549747827"
"6036","0.021116768048726912","0.004286964438255772","0.07394317455864009","3.793899923287795","0.0016719875450347196","18.892971818644835","0.0007808188509252031","1.4209704266625544e-7","0.002784726766870505","25.776036751557836","20.690526946231717","30.2509683528122","1.362505955536926","6.191542265935369e-7","6.8120894328615","6.372592014763265","0.1015766574914744","14.602787748229135"
"6037","0.020528524673699734","0.0042462166614051985","0.07128560145440653","1.6568621461437272","0.001658493060921534","8.208264574056454","0.0007753501593603946","1.4816245736207026e-7","0.0027631045082992705","25.774373399914946","20.689340286024063","30.253823328252686","1.3626883269992167","6.160020118124263e-7","6.813004029879713","6.367296442684348","0.10084034386432068","14.597508647461959"
"6038","0.01998875796040378","0.004205857763363421","0.06886865865268935","1.5524499282150683","0.001645118963833237","7.686686747219299","0.0007699117008730696","1.3720087875003136e-7","0.002741609988475477","25.771806519918165","20.685092231213176","30.249100135751476","1.362868283011408","6.128800785423975e-7","6.813906529969528","6.3619872246363665","0.10010852030098759","14.592006251746675"
"6039","0.019496893489228794","0.004165887740118445","0.06668944817054588","1.3982236798557384","0.001631865514287526","6.9160402374857055","0.0007645097895133308","1.4097460044488503e-7","0.00272024358407564","25.768946980458914","20.68411395737323","30.24751842899374","1.3630458187364278","6.09786736166938e-7","6.814796909589726","6.3567009578786795","0.09938140443587878","14.586709372613411"
"6040","0.01904845921956507","0.004126300589437361","0.06472558042144883","1.0573059224625305","0.0016187297858705578","5.211937383959754","0.0007591405729243763","1.3996312280033222e-7","0.002699006373748273","25.76812137205327","20.68031667597874","30.24853747044427","1.3632210061530659","6.067206779037416e-7","6.815675528058681","6.351395809389757","0.09865886439181275","14.581210363994241"
"6041","0.01863652166073967","0.004087092043710372","0.06294236337590231","0.7719244621266282","0.0016057104622947012","3.785516976247578","0.0007538063122357281","1.4707785664762251e-7","0.0026778966799649562","25.764226228294895","20.67800310740168","30.242824407954465","1.3633937730447936","6.036824220870462e-7","6.816542025114143","6.346119779140724","0.09794084628552499","14.575893132618159"
"6042","0.0182534601702807","0.004048260744350858","0.061301680286695706","0.735754654285177","0.0015928070611599303","3.605155449761336","0.0007485020161075657","1.3547259310742891e-7","0.0026569174345834304","25.762982499481218","20.676138773885004","30.244532390268386","1.3635641534145293","6.00672838650073e-7","6.817396570327748","6.340818232554112","0.09722744558837755","14.570396789344796"
"6043","0.0178925381516389","0.004009801535898016","0.059769824004211956","0.8621163351149758","0.0015800190191515052","4.237451722032644","0.0007432347253132495","1.383273869312899e-7","0.002636067878485798","25.760771298828775","20.67212254906437","30.241487798450063","1.3637321180625255","5.976900353779845e-7","6.818239018282482","6.335556976273422","0.09651857043834129","14.565063117963467"
"6044","0.017548796428498777","0.00397171203240266","0.058321970458669395","0.9382689588893793","0.001567344223478964","4.618702763383272","0.0007379999512249302","1.3713806947652722e-7","0.002615348052031311","25.757457607720944","20.67080917971922","30.238703891039975","1.3638977012312739","5.947367634432985e-7","6.819069539956157","6.3302583672932045","0.09581416324080919","14.559566130665074"
"6045","0.01721921798241921","0.003933986890622359","0.056943015441030885","0.9346902566000932","0.0015547815728098663","4.601296986764403","0.00073280011357145","1.435670905999623e-7","0.0025947577704157608","25.756716813392607","20.667783220354508","30.24001302078121","1.364060852636545","5.91809087254954e-7","6.819887884057985","6.3250166014751175","0.09511436751205164","14.554216983942787"
"6046","0.016902297685950002","0.0038966242280546477","0.05562541081050672","0.8759460623064228","0.0015423299012973237","4.308063301569913","0.0007276316365365416","1.3594101238375707e-7","0.0025742980338319538","25.753146528311902","20.664559744922396","30.234924054056396","1.364221658385244","5.889085793848129e-7","6.820694481521809","6.319717319566342","0.09441889017265052","14.548718535608929"
"6047","0.01659743115020891","0.003859620499591639","0.05436612614713867","0.7941931142192871","0.0015299897438371666","3.899785222163457","0.0007224979469343849","1.3638421080188745e-7","0.0025539682420060495","25.75152339534884","20.663151792668426","30.2355355899155","1.364380044256967","5.860339758893152e-7","6.821488961226506","6.314485678539895","0.09372795593403963","14.543356239965094"
