"Step","Grouped runs - train/accuracy","Grouped runs - train/accuracy__MIN","Grouped runs - train/accuracy__MAX","Grouped runs - train/spec_accuracy","Grouped runs - train/spec_accuracy__MIN","Grouped runs - train/spec_accuracy__MAX"
"24","0.02808666117489338","0.023753589019179344","0.03210650011897087","0.030070476606488226","0.027930043637752533","0.03367266803979874"
"25","0.029391802474856378","0.026885930448770523","0.03158444166183472","0.03179326467216015","0.027930043637752533","0.03549986705183983"
"26","0.031010179221630095","0.02819107100367546","0.03445575386285782","0.03335943482816219","0.029496213421225548","0.03811015188694"
"27","0.032680760696530343","0.029757242649793625","0.03445575386285782","0.03351605162024498","0.030018270015716553","0.03811015188694"
"28","0.03351605199277401","0.03027929924428463","0.03654398024082184","0.03466457761824131","0.03027929924428463","0.04019838199019432"
"29","0.03581310287117958","0.03315061330795288","0.04124249517917633","0.03591751381754875","0.031845469027757645","0.04202558100223541"
"30","0.036021924763917926","0.03419472649693489","0.040981464087963104","0.03690942153334618","0.03341164067387581","0.04202558100223541"
"31","0.03790132999420166","0.0352388396859169","0.04228660836815834","0.03800574094057083","0.03445575386285782","0.042808663100004196"
"32","0.03732706680893898","0.03341164067387581","0.04124249517917633","0.03983294069766998","0.03732706606388092","0.044896893203258514"
"33","0.038893237709999084","0.034716781228780746","0.04228660836815834","0.04181675687432289","0.03941529616713524","0.045941006392240524"
"34","0.040981465578079225","0.037849124521017075","0.04463586211204529","0.043957190960645674","0.04124249517917633","0.05011746287345886"
"35","0.0428608700633049","0.03941529616713524","0.04541894793510437","0.04630644470453262","0.040981464087963104","0.05246671661734581"
"36","0.04458365812897682","0.038893237709999084","0.04750717803835869","0.047924821823835374","0.04202558100223541","0.05272774398326874"
"37","0.046410857886075976","0.04150352254509926","0.04959540441632271","0.04954319894313812","0.04333072155714035","0.054032888263463974"
"38","0.049647609889507296","0.04620203375816345","0.051944661885499954","0.05152701437473297","0.045679979026317596","0.05638214200735092"
"39","0.05204907208681107","0.04750717803835869","0.05742625892162323","0.05387626960873604","0.049856431782245636","0.057165227830410004"
"40","0.0540850929915905","0.04959540441632271","0.06055859848856926","0.0552336186170578","0.0514226034283638","0.05951448529958725"
"41","0.05549464747309685","0.04933437705039978","0.06055859848856926","0.05805272534489632","0.0542939156293869","0.06160271167755127"
"42","0.05721743404865265","0.05324980244040489","0.06447402387857437","0.05930566191673279","0.05324980244040489","0.06316888332366943"
"43","0.0597755141556263","0.05351082980632782","0.06708431243896484","0.06087183281779289","0.05455494299530983","0.06630122661590576"
"44","0.06275123804807663","0.055077001452445984","0.06995562463998795","0.06348211765289306","0.05664317309856415","0.06891150772571564"
"45","0.06358652785420418","0.05768728628754616","0.0704776793718338","0.06421299651265144","0.05873139947652817","0.06943356245756149"
"46","0.0655181385576725","0.05977551266551018","0.07413207739591599","0.06520490348339081","0.05742625892162323","0.07178281992673874"
"47","0.06588357836008071","0.06029757112264633","0.07387104630470276","0.06640563532710075","0.058992426842451096","0.07308796048164368"
"48","0.0668754868209362","0.06134168431162834","0.07752544432878494","0.06708430796861649","0.060036540031433105","0.07465413212776184"
"49","0.06844165772199631","0.06238579750061035","0.0809188187122345","0.06718872115015984","0.058992426842451096","0.07569824904203415"
"50","0.07011223882436753","0.06342991441488266","0.08431218564510345","0.068754892796278","0.06134168431162834","0.07595928013324738"
"51","0.07099973559379577","0.06290785223245621","0.08509527146816254","0.07011224031448364","0.06264682859182358","0.07752544432878494"
"52","0.07287914156913758","0.06525710970163345","0.08692247420549393","0.0709997370839119","0.06421300023794174","0.07778647541999817"
"53","0.07418428361415863","0.06656225025653839","0.08692247420549393","0.07350560873746873","0.06604019552469254","0.08013573288917542"
"54","0.07585486620664597","0.06708431243896484","0.08796658366918564","0.075071781873703","0.06917253881692886","0.08248499035835266"
"55","0.07762985974550247","0.07126076519489288","0.09135995805263519","0.07648133486509323","0.07073871046304703","0.08405116200447083"
"56","0.08076220005750656","0.07491516321897507","0.0942312702536583","0.07663795053958893","0.07021664828062057","0.08405116200447083"
"57","0.0830070436000824","0.07700338959693909","0.09449229389429092","0.07836073786020278","0.07361002266407013","0.08535630255937576"
"58","0.08410336375236512","0.07752544432878494","0.09501435607671738","0.07956146895885467","0.07465413212776184","0.0866614431142807"
"59","0.0851474791765213","0.0780475065112114","0.0942312702536583","0.08107543438673019","0.07622030377388","0.08901070058345795"
"60","0.08660923689603806","0.08039676398038864","0.09370920807123184","0.08222396075725555","0.07830853015184402","0.09057687222957611"
"61","0.08822761327028275","0.08274601399898529","0.09318715333938599","0.08452101051807404","0.08065778762102127","0.09344818443059921"
"62","0.08901069909334183","0.08457321673631668","0.09449229389429092","0.08582615107297897","0.08065778762102127","0.0942312702536583"
"63","0.09000260680913925","0.08300704509019852","0.09553641080856323","0.08608718067407609","0.08144087344408035","0.09188201278448105"
"64","0.09282171428203582","0.08613938838243484","0.09736360609531403","0.08765335083007812","0.08431218564510345","0.09344818443059921"
"65","0.09517096877098083","0.0895327553153038","0.10101800411939621","0.08880187571048737","0.08483424037694931","0.09501435607671738"
"66","0.09731140285730362","0.09318715333938599","0.10362829267978668","0.08937613964080811","0.08509527146816254","0.0971025824546814"
"67","0.09934742450714111","0.09527537971735","0.10441137850284576","0.09036804586648942","0.08587835729122162","0.09762463718652725"
"68","0.1003915399312973","0.09553641080856323","0.10780474543571472","0.09172539561986923","0.08535630255937576","0.10075698047876358"
"69","0.10232314765453339","0.09736360609531403","0.10937091708183289","0.09057686924934387","0.08457321673631668","0.10049594938755035"
"70","0.10498564094305038","0.10101800411939621","0.11198120564222336","0.09287392050027847","0.08901070058345795","0.10075698047876358"
"71","0.10837901085615158","0.10519446432590485","0.11694074422121048","0.09313494861125945","0.08822761476039886","0.10206212103366852"
"72","0.11104149967432023","0.10754372179508209","0.11981205642223358","0.09496214836835862","0.0895327553153038","0.10493343323469162"
"73","0.11459148675203323","0.1114591434597969","0.12268336862325668","0.09637170135974885","0.09162098169326782","0.10597755014896393"
"74","0.1174105942249298","0.11067605763673782","0.12398850917816162","0.0980944886803627","0.09318715333938599","0.10676063597202301"
"75","0.1203863188624382","0.11485251784324646","0.12712085247039795","0.09887757152318954","0.09292612224817276","0.1085878312587738"
"76","0.12414512932300567","0.11824588477611542","0.1286870241165161","0.09986948221921921","0.09370920807123184","0.11015400290489197"
"77","0.1264943838119507","0.12059514224529266","0.131297305226326","0.10112241804599761","0.09449229389429092","0.11119811981916428"
"78","0.1292612820863724","0.12581570446491241","0.13442964851856232","0.10294961631298065","0.09370920807123184","0.11067605763673782"
"79","0.1326546549797058","0.12555468082427979","0.14252153038978577","0.10561210960149765","0.0971025824546814","0.1161576583981514"
"80","0.13422082662582396","0.1286870241165161","0.14173844456672668","0.10780474543571472","0.10101800411939621","0.11641868203878403"
"81","0.13886713087558747","0.13025319576263428","0.1474810689687729","0.10921430140733719","0.10075698047876358","0.11720176786184311"
"82","0.14179065227508544","0.13208039104938507","0.15270164608955383","0.11067605912685394","0.1028452068567276","0.1190289705991745"
"83","0.14549725651741027","0.13677890598773956","0.15557295083999634","0.11344296038150788","0.10649960488080978","0.1219002828001976"
"84","0.14779430329799653","0.1380840390920639","0.1571391224861145","0.11521795392036438","0.10780474543571472","0.12346645444631577"
"85","0.15150090754032136","0.14356563985347748","0.16418689489364624","0.11756720989942551","0.10989297181367874","0.1265987902879715"
"86","0.1556773602962494","0.14695900678634644","0.16523100435733795","0.11986426115036011","0.11015400290489197","0.12790393829345703"
"87","0.15875750184059143","0.14904724061489105","0.1665361523628235","0.12299659997224807","0.11589662730693817","0.13077524304389954"
"88","0.16335159838199614","0.15296266973018646","0.17280082404613495","0.12404071390628815","0.11641868203878403","0.13312450051307678"
"89","0.1676846742630005","0.15635603666305542","0.1761942058801651","0.12659879475831987","0.11850691586732864","0.13495171070098877"
"90","0.17206994593143463","0.16157659888267517","0.18245887756347656","0.12811275869607924","0.12085616588592529","0.1370399296283722"
"91","0.17708169519901276","0.16601409018039703","0.18637430667877197","0.13114068806171417","0.12320542335510254","0.13965021073818207"
"92","0.18157138526439667","0.1704515665769577","0.19107282161712646","0.13228921294212342","0.12398850917816162","0.14121638238430023"
"93","0.18726180195808412","0.17776036262512207","0.19577133655548096","0.13505611717700958","0.12555468082427979","0.14591489732265472"
"94","0.1921169340610504","0.18167579174041748","0.20151396095752716","0.1364656686782837","0.12398850917816162","0.1485251784324646"
"95","0.19681544601917267","0.18820150196552277","0.20699556171894073","0.13954580426216126","0.12607674300670624","0.14930826425552368"
"96","0.20172277688980103","0.1905507594347","0.21299920976161957","0.1410597711801529","0.12790393829345703","0.1503523886203766"
"97","0.20678673088550567","0.19864264130592346","0.21587052941322327","0.14330461323261262","0.13155832886695862","0.15296266973018646"
"98","0.2140433222055435","0.20595143735408783","0.22396241128444672","0.14554945826530458","0.13364656269550323","0.15374575555324554"
"99","0.21910727620124817","0.21091097593307495","0.22839988768100739","0.14779430627822876","0.13677890598773956","0.1560950130224228"
"100","0.22610283493995667","0.21743668615818024","0.2341425120830536","0.1494126796722412","0.13834507763385773","0.1581832319498062"
"101","0.23226310610771178","0.2237013727426529","0.23936308920383453","0.1509266495704651","0.14069433510303497","0.1600104421377182"
"102","0.2382667601108551","0.23205427825450897","0.24432262778282166","0.15249281525611877","0.14304359257221222","0.16053248941898346"
"103","0.2442704141139984","0.23596970736980438","0.25084832310676575","0.15379795730113982","0.14591489732265472","0.16053248941898346"
"104","0.252153480052948","0.24327850341796875","0.2589402198791504","0.1558861881494522","0.1503523886203766","0.16392585635185242"
"105","0.2580527186393738","0.24719393253326416","0.26781517267227173","0.15745235681533815","0.15113547444343567","0.16496998071670532"
"106","0.2658313691616058","0.25554683804512024","0.27590706944465637","0.1596972018480301","0.15478986501693726","0.1657530665397644"
"107","0.27329677939414976","0.26024535298347473","0.28530409932136536","0.16246410310268403","0.15844427049160004","0.16966848075389862"
"108","0.27971808314323426","0.26598799228668213","0.29000261425971985","0.16335159838199614","0.15844427049160004","0.17123465240001678"
"109","0.28801878094673156","0.2725136876106262","0.29678934812545776","0.16590967774391174","0.1600104421377182","0.17123465240001678"
"110","0.2926650881767273","0.27669015526771545","0.30409812927246094","0.1672148197889328","0.16053248941898346","0.17253980040550232"
"111","0.30362828969955447","0.28530409932136536","0.3153223693370819","0.16893760859966278","0.16053248941898346","0.17488905787467957"
"112","0.31078046560287476","0.2931349277496338","0.32419732213020325","0.17029495537281036","0.16418689489364624","0.17593316733837128"
"113","0.31871572732925413","0.29757243394851685","0.3333333134651184","0.1724875956773758","0.1665361523628235","0.1772383153438568"
"114","0.3294701099395752","0.30984076857566833","0.34534063935279846","0.1735317051410675","0.16627511382102966","0.1772383153438568"
"115","0.33756197690963746","0.31584441661834717","0.35552072525024414","0.17619419991970062","0.1675802618265152","0.18167579174041748"
"116","0.3461237192153931","0.3228921890258789","0.36439570784568787","0.17749934494495392","0.16731923818588257","0.1855912208557129"
"117","0.35421559810638426","0.3325502276420593","0.375358909368515","0.17890889346599578","0.17306186258792877","0.18506915867328644"
"118","0.3635082125663757","0.3382928669452667","0.38606107234954834","0.17916992008686067","0.1704515665769577","0.18585224449634552"
"119","0.37269640564918516","0.3466457724571228","0.39754632115364075","0.18031844794750213","0.1722787767648697","0.18820150196552277"
"120","0.3822500467300415","0.3552597165107727","0.40720435976982117","0.18115373849868774","0.1733228862285614","0.18820150196552277"
"121","0.39091619849205017","0.36543983221054077","0.4197337329387665","0.18005741834640504","0.17280082404613495","0.18820150196552277"
"122","0.40057424902915956","0.37300965189933777","0.42886972427368164","0.18115373849868774","0.1751500815153122","0.18820150196552277"
"123","0.4108587622642517","0.3855389952659607","0.43957188725471497","0.18230226635932922","0.176977276802063","0.1895066499710083"
"124","0.41999475955963134","0.3897154629230499","0.4502740502357483","0.1822500556707382","0.17776036262512207","0.18976767361164093"
"125","0.43048810958862305","0.39780735969543457","0.46123725175857544","0.1830331414937973","0.18010962009429932","0.1905507594347"
"126","0.44291306734085084","0.41007569432258606","0.47794309258461","0.18465152084827424","0.1808927059173584","0.19446618854999542"
"127","0.45424169301986694","0.4179065227508545","0.491255521774292","0.18397284746170045","0.18010962009429932","0.1934220790863037"
"128","0.46499606370925906","0.4267815053462982","0.5009135603904724","0.1858000487089157","0.18219785392284393","0.19577133655548096"
"129","0.4778908729553223","0.4387888014316559","0.5170973539352417","0.18454711139202118","0.17958757281303406","0.19681544601917267"
"130","0.48906289935112","0.4447924792766571","0.5288436412811279","0.1853824019432068","0.17932653427124023","0.19759853184223175"
"131","0.5023231327533721","0.45288434624671936","0.5463325381278992","0.1857478380203247","0.1790655106306076","0.19629338383674622"
"132","0.5116157531738281","0.4601931571960449","0.5554684996604919","0.1859566628932953","0.1798485964536667","0.19681544601917267"
"133","0.5245105445384979","0.4695901572704315","0.5716522932052612","0.1862698972225189","0.1780214011669159","0.19864264130592346"
"134","0.5380318284034729","0.4800313115119934","0.5883581042289734","0.18548681139945983","0.17749933898448944","0.19759853184223175"
"135","0.5511876702308655","0.4894283413887024","0.6024536490440369","0.18496475517749786","0.1751500815153122","0.19916470348834991"
"136","0.5634559869766236","0.5022187232971191","0.6157661080360413","0.18412946462631224","0.1761942058801651","0.19864264130592346"
"137","0.5761941790580749","0.5126598477363586","0.6288174986839294","0.18376402258872987","0.1751500815153122","0.19785955548286438"
"138","0.589819860458374","0.5277994871139526","0.6444792151451111","0.18491255044937133","0.17541112005710602","0.20073087513446808"
"139","0.6028190970420837","0.5335421562194824","0.6593578457832336","0.18449490070343016","0.17567214369773865","0.20125292241573334"
"140","0.6160271167755127","0.5450273752212524","0.6724092960357666","0.1857478380203247","0.176977276802063","0.20334115624427795"
"141","0.6289741277694703","0.5531192421913147","0.6917253732681274","0.18522578477859497","0.17828242480754852","0.20073087513446808"
"142","0.6423910021781921","0.563560426235199","0.7084311842918396","0.18355520367622374","0.1772383153438568","0.19890367984771729"
"143","0.6555468320846558","0.5779169797897339","0.721743643283844","0.18324196934700013","0.17541112005710602","0.19968676567077637"
"144","0.6704254508018493","0.5896632671356201","0.7353171110153198","0.18266770243644714","0.1743669956922531","0.19864264130592346"
"145","0.6827982068061829","0.6008874773979187","0.7509788274765015","0.1816757947206497","0.17280082404613495","0.19629338383674622"
"146","0.6965283036231995","0.6113286018371582","0.7632471919059753","0.18104932606220245","0.17201773822307587","0.19838161766529083"
"147","0.7092142701148987","0.622813880443573","0.7786478400230408","0.1811015337705612","0.17175671458244324","0.19681544601917267"
"148","0.7225789427757263","0.6337770819664001","0.7950926423072815","0.18031844794750213","0.17097362875938416","0.1952492743730545"
"149","0.7367788791656494","0.6499608159065247","0.8060558438301086","0.1800052136182785","0.17097362875938416","0.1952492743730545"
"150","0.7495170712471009","0.6580526828765869","0.818585216999054","0.17927433550357819","0.17071260511875153","0.19629338383674622"
"151","0.7629339337348938","0.6721482276916504","0.8303315043449402","0.17823022305965425","0.1686243712902069","0.19263899326324463"
"152","0.772383177280426","0.682067334651947","0.8399895429611206","0.17749934196472167","0.169407457113266","0.19211693108081818"
"153","0.7844948887825012","0.697206974029541","0.8517358303070068","0.17671625316143036","0.16966848075389862","0.18898458778858185"
"154","0.7953536748886109","0.7073870897293091","0.8621769547462463","0.175880965590477","0.16810232400894165","0.18872356414794922"
"155","0.8062646627426148","0.7183502912521362","0.8728790879249573","0.17588096261024475","0.16966848075389862","0.1884625405073166"
"156","0.8181675434112549","0.7306185960769653","0.8820151090621948","0.17509787976741792","0.1675802618265152","0.18689636886119843"
"157","0.8290785312652588","0.7423648834228516","0.8932393193244934","0.17457582354545592","0.1675802618265152","0.18689636886119843"
"158","0.8380579352378845","0.7554163336753845","0.9015922546386719","0.17457582354545592","0.16731923818588257","0.18741841614246368"
"159","0.849073326587677","0.7635082006454468","0.9102061986923218","0.1728530317544937","0.16627511382102966","0.1866353303194046"
"160","0.8567475557327271","0.7757765054702759","0.917514979839325","0.17347950339317322","0.16523100435733795","0.18924562633037567"
"161","0.865570318698883","0.7830853462219238","0.9245627522468567","0.17227877378463746","0.1636648327112198","0.18715739250183105"
"162","0.8733489513397217","0.7911772131919861","0.9313494563102722","0.17222656309604645","0.1628817468881607","0.1895066499710083"
"163","0.8808143734931946","0.8042286038398743","0.9355259537696838","0.17217435836791992","0.161837637424469","0.18794047832489014"
"164","0.8882275938987731","0.8131036162376404","0.9412685632705688","0.17160009741783142","0.16053248941898346","0.18794047832489014"
"165","0.8933959484100342","0.8178021311759949","0.9451839923858643","0.17175671458244324","0.16079352796077728","0.18820150196552277"
"166","0.8997128486633301","0.8271991610527039","0.9496214985847473","0.1714434802532196","0.1610545516014099","0.18820150196552277"
"167","0.9048289895057678","0.8339858651161194","0.9537979364395142","0.17050377726554872","0.1589663177728653","0.18611328303813934"
"168","0.9096841216087341","0.8420777320861816","0.9564082026481628","0.1696684867143631","0.1600104421377182","0.18402504920959473"
"169","0.9149046897888183","0.8488644957542419","0.9608457088470459","0.16867657899856567","0.15792220830917358","0.18245887756347656"
"170","0.9184546709060669","0.8543460965156555","0.963716983795166","0.16716261506080626","0.15792220830917358","0.1798485964536667"
"171","0.9229965925216674","0.8603497743606567","0.9655442237854004","0.1668493777513504","0.15557295083999634","0.18010962009429932"
"172","0.926337730884552","0.864787220954895","0.9702427387237549","0.1669015884399414","0.1553119271993637","0.18115374445915222"
"173","0.9293656706809997","0.8700078129768372","0.971808910369873","0.1662751168012619","0.15478986501693726","0.1798485964536667"
"174","0.9326024174690246","0.8736621737480164","0.973114013671875","0.166536146402359","0.15452884137630463","0.1808927059173584"
"175","0.9358391761779785","0.8804489374160767","0.9759853482246399","0.1662229120731354","0.15478986501693726","0.17880448698997498"
"176","0.937666368484497","0.8814930319786072","0.976768434047699","0.16637952923774718","0.15374575555324554","0.17932653427124023"
"177","0.9406942963600159","0.8874967098236084","0.9799007773399353","0.16538761854171752","0.1532236933708191","0.17932653427124023"
"178","0.9426781177520752","0.8911511301994324","0.9814669489860535","0.16444791853427887","0.15165752172470093","0.17828242480754852"
"179","0.9451839804649353","0.8940224051475525","0.9832941293716431","0.1647611528635025","0.15244060754776","0.1790655106306076"
"180","0.9466979622840881","0.8971547484397888","0.9835551977157593","0.16444791853427887","0.15296266973018646","0.17854344844818115"
"181","0.9486295700073242","0.8995040059089661","0.9843382835388184","0.1635604202747345","0.15217958390712738","0.1780214011669159"
"182","0.9504045605659485","0.9028973579406738","0.9864264726638794","0.16361262798309326","0.15165752172470093","0.17828242480754852"
"183","0.9520751476287842","0.9055076837539673","0.9874706268310547","0.16309056878089906","0.15087443590164185","0.17671625316143036"
"184","0.953171455860138","0.9068127870559692","0.9877316355705261","0.16350821554660797","0.15113547444343567","0.1772383153438568"
"185","0.9542677760124206","0.9083789587020874","0.9882537126541138","0.1631949782371521","0.15009135007858276","0.1780214011669159"
"186","0.9555207133293152","0.9104672074317932","0.9887757301330566","0.1624118983745575","0.1495693027973175","0.1761942058801651"
"187","0.9571390867233276","0.9120333790779114","0.9892978072166443","0.16251630783081056","0.14904724061489105","0.1761942058801651"
"188","0.958548641204834","0.9133385419845581","0.9906029105186462","0.16241189539432527","0.14930826425552368","0.1761942058801651"
"189","0.9599581956863403","0.9159488081932068","0.9911249876022339","0.16194204688072206","0.14904724061489105","0.1751500815153122"
"190","0.9608978986740112","0.9164708852767944","0.991908073425293","0.1619420439004898","0.15009135007858276","0.1743669956922531"
"191","0.9628295302391052","0.9196032285690308","0.992691159248352","0.16199425160884856","0.15009135007858276","0.17358390986919403"
"192","0.9634559869766235","0.9201252460479736","0.9932132363319397","0.16194204688072206","0.14983032643795013","0.17488905787467957"
"193","0.9638736367225647","0.9198642373085022","0.9939963221549988","0.16141999065876006","0.14983032643795013","0.1733228862285614"
"194","0.964865529537201","0.9214304089546204","0.9942573308944702","0.1614721953868866","0.15009135007858276","0.17384494841098785"
"195","0.9657008290290833","0.9229965806007385","0.9945183396339417","0.16194204688072206","0.15061341226100922","0.17541112005710602"
"196","0.9662750840187073","0.924040675163269","0.9945183396339417","0.16215086877346038","0.14983032643795013","0.1761942058801651"
"197","0.9671103835105896","0.9253458380699158","0.9942573308944702","0.16220307648181914","0.1503523886203766","0.17645522952079773"
"198","0.9680500745773315","0.9263899326324463","0.9945183396339417","0.16194204986095428","0.1503523886203766","0.17462803423404694"
"199","0.9694074273109436","0.9279561042785645","0.9942573308944702","0.16188984215259553","0.15113547444343567","0.17410597205162048"
"200","0.9700861096382141","0.9303053617477417","0.9947794079780579","0.1614721953868866","0.15191856026649475","0.17253980040550232"
"201","0.9712346315383911","0.9316105246543884","0.9950404167175293","0.16131558120250702","0.15191856026649475","0.1722787767648697"
"202","0.9719132900238037","0.9329156279563904","0.9950404167175293","0.16105454862117768","0.15191856026649475","0.17201773822307587"
"203","0.9723831534385681","0.9352648854255676","0.9950404167175293","0.16058469712734222","0.1513964980840683","0.17097362875938416"
"204","0.9735838770866394","0.9368310570716858","0.9953014254570007","0.16095013916492462","0.15113547444343567","0.17097362875938416"
"205","0.9739493250846862","0.9373531341552734","0.9955624938011169","0.16100234389305115","0.15061341226100922","0.1714956909418106"
"206","0.974836814403534","0.938397228717804","0.9955624938011169","0.1604280799627304","0.15009135007858276","0.17097362875938416"
"207","0.9758809208869934","0.9415295720100403","0.9958235025405884","0.16016705632209777","0.1495693027973175","0.17071260511875153"
"208","0.97640300989151","0.9420516490936279","0.996345579624176","0.1598538190126419","0.14983032643795013","0.1704515665769577"
"209","0.9772904872894287","0.9438788294792175","0.996345579624176","0.15990602672100068","0.1495693027973175","0.16992951929569244"
"210","0.9782824039459228","0.9459670782089233","0.9973896741867065","0.15985381603240967","0.14930826425552368","0.17097362875938416"
"211","0.9785956501960754","0.946489155292511","0.9971286654472351","0.15980161130428314","0.15009135007858276","0.1714956909418106"
"212","0.9789610624313354","0.9475332498550415","0.997650682926178","0.1597494065761566","0.15009135007858276","0.17201773822307587"
"213","0.9795875310897827","0.9477942585945129","0.9973896741867065","0.15938396751880646","0.14930826425552368","0.17097362875938416"
"214","0.9800051927566529","0.9488384127616882","0.997650682926178","0.1593317598104477","0.14930826425552368","0.17097362875938416"
"215","0.9805272579193115","0.9504045844078064","0.9973896741867065","0.15938396751880646","0.14930826425552368","0.17019054293632507"
"216","0.9808926820755005","0.9511876702308655","0.997650682926178","0.1591229408979416","0.1495693027973175","0.16914643347263336"
"217","0.9812581181526184","0.952231764793396","0.997650682926178","0.1588619112968445","0.1495693027973175","0.16888540983200073"
"218","0.981571364402771","0.952231764793396","0.9979117512702942","0.15833985209465026","0.14878621697425842","0.1675802618265152"
"219","0.9819890141487122","0.9535369277000427","0.9979117512702942","0.1584964722394943","0.1474810689687729","0.16888540983200073"
"220","0.9824588537216187","0.9551030993461609","0.997650682926178","0.1582876443862915","0.14643695950508118","0.169407457113266"
"221","0.9830331206321716","0.9561471939086914","0.9984337687492371","0.157713383436203","0.1456538736820221","0.16810232400894165"
"222","0.9837117910385131","0.9574523568153381","0.9984337687492371","0.15776559412479402","0.144870787858963","0.16914643347263336"
"223","0.9847036838531494","0.9605846405029297","0.9984337687492371","0.15771338641643523","0.14513181149959564","0.16810232400894165"
"224","0.9841816306114197","0.957974374294281","0.9984337687492371","0.1575045645236969","0.14460976421833038","0.16784128546714783"
"225","0.9851213216781616","0.9613677263259888","0.9984337687492371","0.15734794437885286","0.144870787858963","0.16836334764957428"
"226","0.9851735353469848","0.9605846405029297","0.9984337687492371","0.15672148168087005","0.14408770203590393","0.16810232400894165"
"227","0.9855389833450318","0.9611067175865173","0.9986948370933533","0.15672147572040557","0.14434872567653656","0.1675802618265152"
"228","0.9862176656723023","0.9629338979721069","0.9986948370933533","0.156564861536026","0.14460976421833038","0.1675802618265152"
"229","0.9864786863327026","0.9629338979721069","0.9986948370933533","0.15677368342876435","0.14460976421833038","0.16705819964408875"
"230","0.9871573686599732","0.9647611379623413","0.9986948370933533","0.15661706626415253","0.14434872567653656","0.16731923818588257"
"231","0.9871573567390441","0.963716983795166","0.9986948370933533","0.15661706328392028","0.14434872567653656","0.16705819964408875"
"232","0.9880448698997497","0.9665883183479309","0.9986948370933533","0.15651265680789947","0.1438266783952713","0.16784128546714783"
"233","0.9883581042289734","0.9671103954315186","0.9989558458328247","0.15640824139118195","0.14356563985347748","0.1675802618265152"
"234","0.988462507724762","0.96737140417099","0.9989558458328247","0.1561994194984436","0.14356563985347748","0.16784128546714783"
"235","0.9889323592185975","0.9671103954315186","0.9989558458328247","0.15640824139118195","0.1438266783952713","0.16705819964408875"
"236","0.9894544005393981","0.9684154987335205","0.9989558458328247","0.15656485557556152","0.14356563985347748","0.16705819964408875"
"237","0.989611029624939","0.9697206616401672","0.9989558458328247","0.15651265382766724","0.14330461621284485","0.16705819964408875"
"238","0.990394115447998","0.9712868332862854","0.9989558458328247","0.15625162720680236","0.14356563985347748","0.1665361523628235"
