"Step","model.ln_type: attn-pre-v - train/loss","model.ln_type: attn-pre-v - train/loss__MIN","model.ln_type: attn-pre-v - train/loss__MAX","model.ln_type: attn-pre-v - train/spec_loss","model.ln_type: attn-pre-v - train/spec_loss__MIN","model.ln_type: attn-pre-v - train/spec_loss__MAX"
"3263","0.00004055935635634","5.047762385856913e-8","0.00020258055883459747","4.7930666095341845","4.748038003662243","4.829867334535815"
"3264","0.00004017431384397696","5.0471989254674554e-8","0.00020065509306732565","4.793150927394629","4.748505682141034","4.829918398101785"
"3265","0.00003979054622149647","5.044601891768252e-8","0.00019873639394063503","4.793279991078768","4.74898309381178","4.829966480223846"
"3266","0.00003940813795324516","5.0425725817149214e-8","0.00019682476704474539","4.793401178357108","4.7494702610676045","4.830013669013797"
"3267","0.00003902725492181958","5.0430077891405745e-8","0.00019492044521030039","4.793501283890004","4.749967210884621","4.83006032605295"
"3268","0.000038647924404244806","5.044812212418037e-8","0.00019302364671602845","4.7936418998272075","4.750473971880416","4.830094458863854"
"3269","0.000038270133434537004","5.0457000355663695e-8","0.00019113464804831892","4.793762043399781","4.750990587507065","4.8301629228228125"
"3270","0.00003789393023083676","5.0447816590803995e-8","0.00018925362383015454","4.793872454798188","4.751517070125474","4.830174497076572"
"3271","0.00003751935996660904","5.0432863218929924e-8","0.00018738071958068758","4.794022565317296","4.752053461963096","4.830274958762366"
"3272","0.00003714653538366974","5.0428333508989454e-8","0.000185516313649714","4.7941331608906435","4.752599793625017","4.830268695225463"
"3273","0.00003677545949614114","5.04370234466478e-8","0.0001836603769334033","4.7942727257022195","4.753156085619001","4.83035202529428"
"3274","0.00003640605461114887","5.044845963197986e-8","0.00018181318591814488","4.794408147856838","4.753722372261988","4.830408943226083"
"3275","0.00003603835808192457","5.045132667191865e-8","0.00017997488612309098","4.794527263710587","4.754298689316602","4.830407109843359"
"3276","0.00003567243279007925","5.044605444481931e-8","0.00017814566672313958","4.794670786281236","4.754885046667448","4.830497763197698"
"3277","0.00003530830837092935","5.044009299126628e-8","0.00017632570234127343","4.7948188699150975","4.7554814803479895","4.830522680903215"
"3278","0.000034946193743934376","5.0443283328149846e-8","0.00017451505118515342","4.794951069254401","4.756088016930295","4.830556806952654"
"3279","0.000034586054404428523","5.045819051474609e-8","0.00017271391698159277","4.795095207534367","4.756704675305941","4.830666305796494"
"3280","0.000034227700783162615","5.0475900792434913e-8","0.00017092247435357422","4.79524216332266","4.757331484555312","4.830675745488657"
"3281","0.00003387126858882539","5.048689999398448e-8","0.00016914083971641958","4.795385121759909","4.7579684658532075","4.8307017596657165"
"3282","0.00003351698188254204","5.047911244560055e-8","0.00016736911493353546","4.795533933720648","4.758615646485991","4.8307810391194455"
"3283","0.00003316470198413413","5.045924211799502e-8","0.0001656075328355655","4.795678756132058","4.759273048734092","4.830786538888404"
"3284","0.00003281432074899726","5.043707673735298e-8","0.00016385613707825541","4.795835001650653","4.759940677957899","4.830853500972278"
"3285","0.000032466097449201924","5.0423675901356546e-8","0.00016211513138841838","4.795999694804718","4.760618563114884","4.830942278254517"
"3286","0.00003212006996093919","5.041691153451211e-8","0.0001603846758371219","4.796144167477138","4.761306716219192","4.830947509833374"
"3287","0.00003177606352977591","5.040725881144681e-8","0.00015866478497628123","4.796308524465042","4.7620051444340525","4.83099811213638"
"3288","0.00003143418843620793","5.039272110707316e-8","0.00015695569163654","4.7964594120641495","4.762713867106087","4.831050602301454"
"3289","0.00003109457746433009","5.038012673708181e-8","0.00015525751223322004","4.796626495450097","4.763432872349269","4.831072953237844"
"3290","0.00003075716970641906","5.037863815005039e-8","0.00015357037773355842","4.796799647554958","4.764162188365089","4.831153316456903"
"3291","0.000030421950072678782","5.038922168409954e-8","0.00015189441910479218","4.796962743103586","4.764901801050571","4.831209114098731"
"3292","0.000030089017980827747","5.040453032734149e-8","0.0001502297818660736","4.79712370008255","4.765651711776419","4.831231407216251"
"3293","0.000029758392555834236","5.0416421260024435e-8","0.00014857652422506362","4.79730858072409","4.765962117182247","4.831290326613144"
"3294","0.00002943006672282422","5.0417252595025275e-8","0.0001469348353566602","4.7974622619670315","4.765996090745086","4.831327161386004"
"3295","0.000029104058109652443","5.04097741327314e-8","0.00014530483167618513","4.797655043720531","4.76600012878547","4.831368026152298"
"3296","0.00002878041051772584","5.039814254814701e-8","0.00014368649863172323","4.797815785755558","4.766028971392615","4.831440956694466"
"3297","0.000028459184846241215","5.0389797223715505e-8","0.00014208003995008767","4.79802097303782","4.76603937814857","4.831477356275439"
"3298","0.00002814035355527267","5.038670991552863e-8","0.00014048555749468505","4.798165203265678","4.766060134907194","4.831517198554089"
"3299","0.00002782385811528343","5.038299022430692e-8","0.0001389030512655154","4.798385351874252","4.766075415158388","4.831574795715911"
"3300","0.000027509670051983903","5.037422567966132e-8","0.00013733257947023958","4.798543760844636","4.766091737959987","4.8316120243476615"
"3301","0.000027197925003719092","5.035775885176008e-8","0.00013577428762800992","4.79873325771691","4.766110333968122","4.831666574591451"
"3302","0.000026888728649510084","5.033982120039582e-8","0.0001342281320830807","4.798948418292456","4.766126317730882","4.8317217231774405"
"3303","0.000026581977580519832","5.0327809475447793e-8","0.00013269414193928242","4.7991023680715745","4.766145037722474","4.831750251835084"
"3304","0.000026277608693447974","5.0325617451107973e-8","0.00013117252092342824","4.799314450849205","4.766161176237696","4.831809646407418"
"3305","0.000025975678143908","5.0331120604596435e-8","0.00012966312351636589","4.799516178480878","4.766178754071103","4.831845977409821"
"3306","0.000025676299568999638","5.033966488099395e-8","0.00012816600792575628","4.799693210303922","4.766194055908297","4.831912506865519"
"3307","0.00002537940178015674","5.03482873170924e-8","0.00012668124691117555","4.799913899389165","4.766213494808622","4.831949077132584"
"3308","0.00002508492172310639","5.035483496840243e-8","0.0001252088404726237","4.8001128902074885","4.766225965180262","4.832020340801303"
"3309","0.00002479294206594318","5.0361837367063345e-8","0.00012374877405818552","4.80030240170825","4.766251582759082","4.832036627006134"
"3310","0.000024503439234280223","5.037142614128243e-8","0.00012230114953126758","4.80053005933833","4.766256960383332","4.832120431554779"
"3311","0.000024216365454776677","5.0391481209999256e-8","0.00012086600327165797","4.80072702764539","4.76629242274213","4.832155056769423"
"3312","0.00002393189663365547","5.0424862507725265e-8","0.00011944331345148385","4.800923313423432","4.766286563532104","4.832188532984903"
"3313","0.000023650072259329134","5.04656973987494e-8","0.00011803317465819418","4.801170470971735","4.766331837371909","4.832271949375265"
"3314","0.00002337068515387841","5.049254880873377e-8","0.00011663570330711082","4.8013497783454335","4.766320153819334","4.832293815890955"
"3315","0.000023093558944964342","5.045311368689909e-8","0.00011525091395014897","4.801583290942783","4.76636012288898","4.832330644719148"
"3316","0.000022818914238342814","5.035998995595037e-8","0.0001138789375545457","4.801806571257838","4.766364186513862","4.8324023216232606"
"3317","0.000022547129963612632","5.028562100051204e-8","0.00011251980322413146","4.802004370705669","4.766378863520085","4.832435593372734"
"3318","0.000022277961946315372","5.0298449849606186e-8","0.00011117364192614332","4.802249716157484","4.766410997889831","4.832494905395005"
"3319","0.000022011211540018395","5.0356678826801726e-8","0.000109840628283564","4.8024609786118475","4.766407472640191","4.832559343160601"
"3320","0.000021747238183422723","5.0370456250448115e-8","0.00010852082778001204","4.802679017260628","4.7664451534084105","4.8325926317139585"
"3321","0.00002148601928269045","5.031523286902484e-8","0.00010721441503847018","4.8029249353402035","4.766449867525774","4.832645270305482"
"3322","0.000021227322839223462","5.0251255601097e-8","0.00010592147009447217","4.803137512299722","4.766466701988239","4.832684897028944"
"3323","0.00002097141486245846","5.025023952498486e-8","0.00010464211663929746","4.803366665791069","4.766494796255852","4.832727080904319"
"3324","0.000020718351653670197","5.029126270983397e-8","0.00010337652929592878","4.80360851013201","4.766494891191514","4.832798652870066"
"3325","0.00002046795897570064","5.0305771992498194e-8","0.00010212475899606943","4.803834281614144","4.766529037258666","4.832839026298294"
"3326","0.000020220362839040717","5.0273133211931054e-8","0.00010088698763865978","4.804069538777448","4.766534715940211","4.832886388579493"
"3327","0.00001997562810132081","5.023290228223232e-8","0.00009966322977561504","4.804311109744953","4.766550097625318","4.832949735270068"
"3328","0.000019733687761913642","5.022964089107518e-8","0.00009845357271842659","4.804544593025954","4.766575636432169","4.832972523260055"
"3329","0.000019494555711219164","5.025342275644107e-8","0.00009725808922667056","4.804777238544132","4.766576962659217","4.83302477673317"
"3330","0.00001925830206630508","5.0263739836964305e-8","0.0000960767429205589","4.805032240797426","4.766609584900482","4.833090778054489"
"3331","0.000019024880300833048","5.0246210747673103e-8","0.00009490956290392205","4.805265389265154","4.766617958588587","4.833118467574591"
"3332","0.000018794231806396056","5.022074844873714e-8","0.00009375654917676002","4.805507788568056","4.766636318231655","4.833180220197317"
"3333","0.000018566463063507398","5.0215042790568987e-8","0.0000926176508073695","4.805769745671549","4.7666577047472884","4.833237089288855"
"3334","0.000018341522547871136","5.022955562594689e-8","0.00009149277320830151","4.805997024495511","4.766661176395393","4.833258717466599"
"3335","0.00001811930607686918","5.024362437211494e-8","0.00009038187272381037","4.806251652518535","4.76668932620271","4.833324837752393"
"3336","0.000017899934019283136","5.02422565773486e-8","0.00008928488387027755","4.806512054502852","4.766695130457867","4.833376171476078"
"3337","0.00001768334830600793","5.022723215120095e-8","0.00008820166112855077","4.8067436691776235","4.766717650346515","4.833402849622504"
"3338","0.000017469475040599036","5.021403381988421e-8","0.00008713212446309626","4.80702205145927","4.766735622696376","4.833472861197031"
"3339","0.000017258387112661923","5.021339433142202e-8","0.00008607611380284652","4.807260066625615","4.766746033131676","4.833514560767371"
"3340","0.000017049927228640628","5.022365812124008e-8","0.00008503356366418302","4.807518415584355","4.766771357607767","4.833548979461657"
"3341","0.000016843886410811137","5.0235932747000334e-8","0.0000840042921481654","4.8077817826704665","4.766776106413861","4.8336159998570585"
"3342","0.000016640585943861197","5.0243361471302705e-8","0.00008298818283947185","4.808035521610184","4.766803075015077","4.833655604099896"
"3343","0.000016440099672365703","5.024622140581414e-8","0.00008198506839107722","4.808298529888097","4.7668107416539955","4.833698503482248"
"3344","0.000016242018202916596","5.025146521120405e-8","0.00008099483966361731","4.8085679174579194","4.766833234139934","4.833759154208674"
"3345","0.000016046408261871648","5.0267587425878446e-8","0.00008001731475815177","4.808823040350052","4.7668467564904216","4.833797861549759"
"3346","0.000015853509587770986","5.0302951137837226e-8","0.00007905241363914683","4.809088897721207","4.766861514081595","4.833844987541408"
"3347","0.000015663023973644385","5.034515027091402e-8","0.00007809988892404363","4.809364381981849","4.766879109601028","4.833905088801482"
"3348","0.00001547490774314042","5.035755279436671e-8","0.00007715968968113884","4.809630404008667","4.766892878959558","4.833939934650404"
"3349","0.00001528932553540585","5.029877314655096e-8","0.00007623158307978883","4.809894042826693","4.766909023466584","4.833998084006535"
"3350","0.000015106106966555899","5.020968174562768e-8","0.00007531548908445984","4.810169232926947","4.766928115324242","4.834042607579668"
"3351","0.000014925225625717076","5.018331350470362e-8","0.00007441125490004197","4.810446868188627","4.766940420284122","4.834092737322544"
"3352","0.000014746811119437098","5.02265535828883e-8","0.00007351867679972202","4.810717332666873","4.76695938775227","4.834128764347483"
"3353","0.000014570732898278038","5.0257725092706096e-8","0.000072637660196051","4.810993335333152","4.766973475607855","4.834219863787063"
"3354","0.000014396975740282868","5.022598870141337e-8","0.0000717680377420038","4.811256786380623","4.766986429987843","4.834169838532951"
"3355","0.000014226311008513904","5.01754406911914e-8","0.00007090968574630097","4.8115655357789695","4.767007381434895","4.834377912490327"
"3356","0.000014077050884253595","5.017324866685158e-8","0.00007006241503404453","4.811990096193024","4.767015237952824","4.835162586855503"
"3357","0.000014057836038716686","5.020454807436181e-8","0.00006922616012161598","4.811843614193385","4.767040950823476","4.8344702072447925"
"3358","0.00001375808444663562","5.0206757862270024e-8","0.00006840071000624448","4.811763820048487","4.767049762534864","4.8357910886283735"
"3359","0.00001368198433411294","5.016916304612096e-8","0.00006758593372069299","4.8119047250886045","4.76706945877752","4.837118885466201"
"3360","0.000013824607285073398","5.014234716327337e-8","0.00006678171484963968","4.812396632588951","4.767084249210844","4.838453626790143"
"3361","0.000013680858813103215","5.015430915022989e-8","0.0000659879224258475","4.813517365025918","4.7670971237326665","4.839795362263061"
"3362","0.000497152155234204","5.01724066737097e-8","0.002420396078377962","4.813356473638125","4.767116288448983","4.841144095471942"
"3363","0.000013033700221853906","5.0162679343657146e-8","0.00006443102029152215","4.81344544522165","4.7671290085532165","4.842499888471088"
"3364","0.000050906930037797335","5.0137593632371136e-8","0.00019070676353294402","4.812466554255039","4.7671468519313835","4.843862763090413"
"3365","0.0009743864335632679","5.0129450812619325e-8","0.004808858036994934","4.811775918263378","4.767161894875028","4.845232765947134"
"3366","0.000022732209904319232","5.0141892415922484e-8","0.00006217030750121921","4.8112936649025135","4.767176271363482","4.8466099682964865"
"3367","0.00004333050877534106","5.015167303668022e-8","0.00015505609917454422","4.811678755832473","4.767192394876224","4.847994375225208"
"3368","0.00003462636137427921","5.0145057883810296e-8","0.00011226022616028786","4.812117233216152","4.7672088569812825","4.849386059138096"
"3369","0.0000960185192745655","5.013257364794299e-8","0.00041993652121163905","4.812506382661949","4.767219745981487","4.850785076096696"
"3370","0.00003986611596218381","5.013340143023015e-8","0.00013988051796332002","4.812860466734976","4.767244007651318","4.852191447570448"
"3371","0.000027884946292999756","5.015444060063601e-8","0.00008067148883128539","4.813101117608702","4.76724486815893","4.853605247519268"
"3372","0.000024683930682556365","5.019324333943587e-8","0.0000653541719657369","4.813208354388214","4.767281344964624","4.855026504588727"
"3373","0.000025518731696649866","5.025952631854125e-8","0.00007020658085821196","4.813370018033737","4.767269946821935","4.8564552745606475"
"3374","0.000027987761440328997","5.0365482451297794e-8","0.00008322118083015084","4.81336452384559","4.767321465020205","4.857891596754314"
"3375","0.000027983167531431263","5.050369722425785e-8","0.00008386048284592107","4.813429869650436","4.767305596494567","4.859335523358979"
"3376","0.000026195401388662277","5.0522164229960254e-8","0.00007557721255579963","4.813532993992743","4.767349101368118","4.8607871028112815"
"3377","0.0000250510298599238","5.029239247278383e-8","0.00007049999840091914","4.813615072010959","4.767358571722383","4.862246367681108"
"3378","0.00002369145238390047","5.0094705272840656e-8","0.00006433924136217684","4.813798677954221","4.767357934664427","4.863713372824412"
"3379","0.000022233669251647826","5.020274329581298e-8","0.00005768026312580332","4.814009197729853","4.76739659851667","4.8651881484271815"
"3380","0.0000208647423136199","5.0317137123556677e-8","0.00005270707333693281","4.814163005856533","4.767393004507101","4.866670738644921"
"3381","0.00001974953632100096","5.016770998622633e-8","0.00005209405571804382","4.8143667897003635","4.7674123021473225","4.868161166290773"
"3382","0.000018736701956356683","5.0044210553323865e-8","0.00005148879426997155","4.814604843119787","4.767442638680255","4.8696594758520355"
"3383","0.000017810066769641252","5.015689197307438e-8","0.00005089117985335179","4.8147937317310285","4.7674390280550725","4.871165693351663"
"3384","0.000017016325845276015","5.018173965254391e-8","0.00005030110332882032","4.81498584236329","4.767466883511746","4.872679854334821"
"3385","0.000016330769038575","5.0038615029279754e-8","0.000049718473746906966","4.815189043990533","4.767484370855308","4.874201971055957"
"3386","0.000015731018739728596","5.003234448963667e-8","0.00004914317833026871","4.815385535616995","4.767486589181316","4.875732086749142"
"3387","0.000015213354876664198","5.012251236280463e-8","0.000048575089749647304","4.815565179273179","4.767521287524292","4.877270215527477"
"3388","0.000014748217706994637","5.006599579360227e-8","0.00004801411705557257","4.815784167031387","4.767531143459078","4.8788163582833475"
"3389","0.000014304366248296673","4.9986752514996624e-8","0.00004746019476442598","4.816017269928535","4.767537967081252","4.88037055177114"
"3390","0.000013879945223038704","5.0042903154690066e-8","0.00004691317371907644","4.816266094551487","4.767564927481628","4.881932792868992"
"3391","0.000013478966378954737","5.006942416230231e-8","0.00004637295933207497","4.816525888963438","4.76756910268872","4.88350309923785"
"3392","0.000013103630552535605","4.999882463607719e-8","0.000045839493395760655","4.816816223296016","4.7675886328195585","4.885081478375793"
"3393","0.000012755809623854476","4.998924651999914e-8","0.000045312641304917634","4.8171255368892485","4.767612329311581","4.886667919023238"
"3394","0.000012441005737429122","5.003873937425851e-8","0.00004479230847209692","4.817432817968947","4.767617038486306","4.888262454112081"
"3395","0.000012160312903830573","5.002296177281096e-8","0.00004427842213772237","4.817762373947161","4.7676399617165135","4.889865051507862"
"3396","0.000011908398926152586","4.99816614762949e-8","0.000043770880438387394","4.818094973852076","4.7676510513072445","4.891475727176777"
"3397","0.000011678622914956804","5.00010344239854e-8","0.00004326959970057942","4.818416313670792","4.767656138327268","4.893094478758103"
"3398","0.000011465772951879671","5.002739200676842e-8","0.00004277447806089185","4.818752058196913","4.767681067820397","4.894721307696638"
"3399","0.000011267152873983833","5.000397251819777e-8","0.000042285435483790934","4.819084499656353","4.767692643555394","4.8963562037417505"
"3400","0.000011081519696176656","4.998561919933309e-8","0.00004180238101980649","4.819398841252157","4.767707229721892","4.897999183715375"
"3401","0.000010908516344443342","5.000734049076527e-8","0.000041325241909362376","4.81971804311021","4.767727106638981","4.8996502144919285"
"3402","0.000010748099511204145","5.002191372227571e-8","0.0000408539199270308","4.820040505062454","4.767733421316301","4.9013093091492195"
"3403","0.000010599250684606431","5.0004995699737265e-8","0.000040388342313235626","4.820350267744466","4.767751746482461","4.9029764471283155"
"3404","0.00001046062313534435","4.9993563067118885e-8","0.00003992842175648548","4.8206572341653855","4.767768487005297","4.904651642764237"
"3405","0.000010331195596791076","5.000835656687741e-8","0.00003947407458326779","4.820968674336859","4.767777108369297","4.906334902786986"
"3406","0.000010210085151385328","5.002146963306586e-8","0.00003902523167198524","4.821274191888101","4.76779975237901","4.908026184781828"
"3407","0.000010096662160208325","5.001304259621975e-8","0.00003858182026306167","4.821579828514859","4.76781026527388","4.9097254987815"
"3408","0.000009990489355260479","5.0002480378452674e-8","0.00003814376032096334","4.8218943232417075","4.767821292210191","4.911432850261069"
"3409","0.000009891319901811357","5.000817893119347e-8","0.00003771096817217767","4.822203111322448","4.767842101746968","4.913148221617898"
"3410","0.000009798909302816128","5.002009118015849e-8","0.00003728337833308615","4.822510337743709","4.767849821118806","4.914871609066656"
"3411","0.000009712852205012722","5.002070224691124e-8","0.00003686091804411262","4.822833530091412","4.767871556023448","4.916603028329619"
"3412","0.00000963283793353753","5.001168190688077e-8","0.00003644352182163857","4.8231543156369865","4.767883383223543","4.918342427085661"
"3413","0.000009558551930410886","5.000714509151294e-8","0.00003603112054406665","4.8234741447989835","4.767895991772859","4.9200898332675855"
"3414","0.000009489520761007952","5.001191993869725e-8","0.00003562364508979954","4.823806432956289","4.7679153586997","4.921845250567021"
"3415","0.00000942532767709281","5.001812652949411e-8","0.00003522102633723989","4.824134997281185","4.767923889014984","4.923608610765599"
"3416","0.000009365684896067705","5.0018204689195045e-8","0.00003482319152681157","4.824465732600791","4.767942612303622","4.925379939499259"
"3417","0.000009310288965025392","5.001259495429622e-8","0.000034430089726811275","4.824805916415901","4.767955288143935","4.927159230034423"
"3418","0.000009258834855785381","5.000699943025211e-8","0.00003404165181564167","4.825145890768524","4.767968782510596","4.9289464695337"
"3419","0.00000921107882021488","5.00053580765325e-8","0.00003365781230968423","4.825484609507557","4.767985707125509","4.930741634181084"
"3420","0.000009166804673554907","5.000698521939739e-8","0.00003327850572532043","4.825828809775484","4.76799689619511","4.932544720035412"
"3421","0.000009125825982181369","5.000889657935659e-8","0.000032903692044783384","4.826177773666854","4.768015717466021","4.934355710745695"
"3422","0.000009087948052410866","5.000859104598021e-8","0.000032533298508496955","4.826518351331319","4.768026689752994","4.93617460802465"
"3423","0.000009052959761390866","5.000563874091313e-8","0.00003216726690880023","4.826872943322115","4.768042523874435","4.938001356255584"
"3424","0.000009020642002610657","5.0000700468899595e-8","0.00003180553903803229","4.827220172039917","4.768054911977996","4.939835954630524"
"3425","0.000008990766689009888","4.99955881139158e-8","0.00003144806396448985","4.82757020612206","4.768070216741141","4.941678409727909"
"3426","0.000008963054295918482","4.99913817009201e-8","0.00003109478348051198","4.827921806053513","4.76808541572679","4.943528691675137"
"3427","0.000008937198158776027","4.9988848616067116e-8","0.00003074565756833181","4.828278737244568","4.76809747594212","4.9453867736535395"
"3428","0.000008912860915444298","4.99889019067723e-8","0.000030400615287362598","4.828629894593613","4.768116777155068","4.947252643060637"
"3429","0.000008889748810503307","4.999520797355217e-8","0.00003005961116286926","4.828991276459228","4.768121546298167","4.949126281782785"
"3430","0.000008867821029667767","5.0019952624325015e-8","0.0000297225979011273","4.829354595282351","4.768151123778386","4.951007669904819"
"3431","0.000008847182266435994","5.010016579376497e-8","0.000029389515475486405","4.829716996001483","4.768140688280557","4.952896772918442"
"3432","0.00000882764515424128","5.030260652461038e-8","0.00002906031659222208","4.830090418169095","4.76818556467753","4.954793613945393"
"3433","0.000008808850614627772","5.0561880016175564e-8","0.00002873496305255685","4.830455806357173","4.768168282000193","4.956698110624335"
"3434","0.000008790595667562685","5.0441069987527953e-8","0.000028413396648829803","4.830835209003655","4.76819826120279","4.958610272877983"
"3435","0.000008772856238437044","4.997566449560509e-8","0.000028095584639231674","4.831221889719002","4.768215804805583","4.960530085341047"
"3436","0.000008755480656930104","5.00997927588287e-8","0.000027781454264186323","4.831597614594779","4.768218794773875","4.962457525040297"
"3437","0.000008738008520481345","5.0288090136518804e-8","0.000027470987333799712","4.832002517365347","4.76824346825735","4.964392569718549"
"3438","0.000008720264161610203","4.994698343807613e-8","0.000027164122002432123","4.832373850592819","4.768259985083658","4.966335181920205"
"3439","0.000008702326466902832","4.9989292705276966e-8","0.000026860818252316676","4.832794247424209","4.76826387750215","4.968285358331021"
"3440","0.000008683598791492386","5.013293957745191e-8","0.000026561041522654705","4.83316634611295","4.768275698667527","4.970243033718685"
"3441","0.000008663697138899807","4.987063562111871e-8","0.000026264733605785295","4.833574964309344","4.768295922660747","4.9722082447047695"
"3442","0.000008643254147244762","4.995266422724853e-8","0.00002597186539787799","4.833983867552699","4.76830338034294","4.974180933302778"
"3443","0.000008621990576074267","5.0000195983557205e-8","0.0000256823896052083","4.834387195055965","4.768318929718067","4.976161064130336"
"3444","0.000008599199356496001","4.981338719289852e-8","0.000025396257115062326","4.83480155705209","4.7683382689396705","4.978148668689249"
"3445","0.000008575398203447548","4.992987001628535e-8","0.000025113451556535438","4.835206054118268","4.768344154923354","4.9801436602996585"
"3446","0.000008550358830916594","4.989530921761798e-8","0.00002483390926499851","4.835618413221806","4.768355895723637","4.982146037936554"
"3447","0.000008523761172796184","4.979570533691913e-8","0.000024557595679652877","4.836043899334345","4.76837102600262","4.9841557846625335"
"3448","0.000008496003869140622","4.990036828189659e-8","0.00002428448715363629","4.836468506506592","4.768383574963906","4.986172889839328"
"3449","0.000008466674179175016","4.98232779477803e-8","0.000024014516384340823","4.836882117453205","4.768399242450402","4.9881972956829905"
"3450","0.000008435814077500936","4.979953871497855e-8","0.00002374767245783005","4.8373100011106445","4.768419346897154","4.990229023236934"
"3451","0.00000840364508434277","4.986533852502362e-8","0.000023483915356337093","4.837750485925372","4.768428119274105","4.992267994662282"
"3452","0.000008369782498363066","4.9787473699325346e-8","0.000023223194148158655","4.838178876987213","4.768440274945495","4.994314247902573"
"3453","0.00000833448709514073","4.9808654978278355e-8","0.000022965494281379506","4.838610662828457","4.768460070877471","4.996367739021783"
"3454","0.000008297751727326385","4.9836142324011234e-8","0.000022710753910359927","4.839051143191371","4.768467630129172","4.998428418882258"
"3455","0.000008259513168695776","4.977934509042825e-8","0.0000224589639401529","4.839489784140911","4.7684795912548745","5.000496286776281"
"3456","0.000008220045702955759","4.981624357469627e-8","0.000022210064344108105","4.839946465663165","4.768499584378976","5.002571332054687"
"3457","0.000008179185758905305","4.9819348646451544e-8","0.000021964044208289124","4.840391236679716","4.768512817619716","5.004653504955947"
"3458","0.000008137027189292212","4.978557299750719e-8","0.000021720856238971464","4.840831586639579","4.768521658788318","5.0067428268531415"
"3459","0.000008093713256585034","4.9821863967736135e-8","0.00002148046223737765","4.841294828065546","4.76854498409656","5.00883924938654"
"3460","0.000008049134255827538","4.981546197768694e-8","0.00002124284401361365","4.841754910692558","4.768555152316131","5.010942763915551"
"3461","0.000008003494995989513","4.979795065196413e-8","0.000021007954273954965","4.842204543308978","4.768566509690164","5.013053353557464"
"3462","0.000007956881202630938","4.982893386795695e-8","0.000020775769371539354","4.842678865265877","4.768582606762995","5.015170996264878"
"3463","0.000007909309086073791","4.982310031209636e-8","0.000020546252926578745","4.843133021794882","4.768602156771028","5.017295681676124"
"3464","0.000007860720987906689","4.981741597021028e-8","0.000020319377654232085","4.843615598473121","4.7686050729805425","5.019427359335921"
"3465","0.000007810814724962257","4.985096069276551e-8","0.000020095107174711302","4.844097131548937","4.768634079304127","5.02156605949354"
"3466","0.000007760219008901004","4.9867651341628516e-8","0.00001987340692721773","4.844564397793294","4.768632129686367","5.023711730319789"
"3467","0.00000770940241281437","4.9905505505876135e-8","0.000019654264178825542","4.845046096674009","4.768662628638971","5.02586436211808"
"3468","0.000007657530962745796","5.001120939596149e-8","0.000019437624359852634","4.845532623430809","4.768654622102578","5.028023968336375"
"3469","0.000007604969100327708","5.013873405346203e-8","0.000019223472918383777","4.846023169393657","4.768704453298522","5.030190520028166"
"3470","0.0000075523161591206645","5.0197041190358505e-8","0.000019011771655641496","4.846501945237","4.768687464006199","5.032363985178098"
"3471","0.000007498887185164449","5.007701631143391e-8","0.000018802500562742352","4.847005166493415","4.768725731172996","5.034544361623152"
"3472","0.000007444925694954918","4.984655888051748e-8","0.00001859561598394066","4.847497559537702","4.768736331809558","5.0367316060161516"
"3473","0.000007390995649814159","4.9838387639056236e-8","0.000018404236470814794","4.847991701930039","4.768725710271238","5.038925761032749"
"3474","0.0000073366126230212105","4.999382241521744e-8","0.000018334601918468252","4.848498891843077","4.768768283892861","5.041126766628608"
"3475","0.000007281903420164326","4.9970395821219427e-8","0.000018261473087477498","4.848998085536619","4.76876955032027","5.043334634626766"
"3476","0.000007227201764692382","4.980798351539306e-8","0.000018185128283221275","4.849499137156544","4.768778119205357","5.045549347475828"
"3477","0.000007172195611104825","4.98072232346658e-8","0.000018105805793311447","4.850024107607996","4.768809989683566","5.047770892263736"
"3478","0.000007117134308032291","4.9902990184591545e-8","0.000018023762095253915","4.850522755038213","4.768808523174936","5.04999925470565"
"3479","0.000007062150567804792","4.986402402096246e-8","0.00001793925002857577","4.851048789963454","4.7688264832504","5.052234433980171"
"3480","0.000007006948565901894","4.9762007847675704e-8","0.000017852449673227966","4.851555918070796","4.7688457015314665","5.054476452200204"
"3481","0.000006951883845829343","4.978839029945448e-8","0.00001776359204086475","4.852101947782449","4.7688522607668205","5.056725226294437"
"3482","0.0000068969832859977485","4.9844704363977144e-8","0.00001767285357345827","4.85258561167605","4.768879039961276","5.058980786009784"
"3483","0.000006842064656353841","4.978859280413417e-8","0.000017580410712980665","4.853166015030171","4.768886070912146","5.061243110749309"
"3484","0.000006787379158623707","4.973762202098442e-8","0.000017486414435552433","4.853634986849906","4.768894961197441","5.063512188145933"
"3485","0.00000673270256044134","4.977608014655743e-8","0.000017391010260325857","4.8542113201072645","4.768918600798636","5.065787993534252"
"3486","0.000006677748642403003","4.9795175982580986e-8","0.00001729434370645322","4.854747049395428","4.768921856837436","5.068070525081834"
"3487","0.000006623305560538029","4.975410661245405e-8","0.000017196538465213962","4.855245569992159","4.768940622352993","5.070359788050816"
"3488","0.000006569275961254562","4.973014711140422e-8","0.0000170977054949617","4.855813025164904","4.7689579200528485","5.072655772190026"
"3489","0.0000065150359283450145","4.975743195245741e-8","0.00001699794847809244","4.856356895403873","4.768960333390438","5.074958421690002"
"3490","0.0000064612430250576836","4.977300349651159e-8","0.00001689737109700218","4.856873806355081","4.768983740844464","5.077267769903532"
