"Step","model.ln_type: pre - train/spec_loss","model.ln_type: pre - train/spec_loss__MIN","model.ln_type: pre - train/spec_loss__MAX","model.ln_type: pre - train/loss","model.ln_type: pre - train/loss__MIN","model.ln_type: pre - train/loss__MAX","model.ln_type: attn-pre - train/spec_loss","model.ln_type: attn-pre - train/spec_loss__MIN","model.ln_type: attn-pre - train/spec_loss__MAX","model.ln_type: attn-pre - train/loss","model.ln_type: attn-pre - train/loss__MIN","model.ln_type: attn-pre - train/loss__MAX","model.ln_type: mlp-pre - train/spec_loss","model.ln_type: mlp-pre - train/spec_loss__MIN","model.ln_type: mlp-pre - train/spec_loss__MAX","model.ln_type: mlp-pre - train/loss","model.ln_type: mlp-pre - train/loss__MIN","model.ln_type: mlp-pre - train/loss__MAX"
"51","4.696357448573281","4.689332591767917","4.701722471022185","1.9294594764709472","1.8957074880599976","1.9893583059310913","4.6497728320458","4.647097020668981","4.6520057140766955","1.9045393228530885","1.8497486114501953","1.935519814491272","4.61796826160314","4.61008398754429","4.626432069257184","3.365398645401001","3.258152723312378","3.5481088161468506"
"52","4.696132841138846","4.6888758754924424","4.701589936019974","1.8544774055480957","1.8212987184524536","1.9147816896438599","4.648312834228749","4.645503646167845","4.650704027843168","1.8112938404083252","1.755710244178772","1.842786431312561","4.614979984787267","4.607042968683783","4.6234911433656904","3.3136072635650633","3.20357084274292","3.501559257507324"
"53","4.695935311919266","4.688420597573664","4.701490198552091","1.7798996686935424","1.7472254037857056","1.8409150838851929","4.646829685930493","4.643886942275102","4.649385417367891","1.717331624031067","1.6620216369628906","1.7488683462142944","4.611989617679332","4.603997933563479","4.620489642074651","3.260938358306885","3.1480553150177","3.4543445110321045"
"54","4.695752921044779","4.687973832145874","4.701402159172752","1.70526921749115","1.6735409498214722","1.7666122913360596","4.645296989773908","4.642227823080817","4.648034805990521","1.6233221292495728","1.568000078201294","1.6550623178482056","4.608996715386171","4.600960032750085","4.617468973402995","3.207322359085083","3.0916478633880615","3.4060893058776855"
"55","4.695582878739654","4.68753577733298","4.701318510134604","1.6310317039489746","1.6000769138336182","1.6930887699127197","4.6437220187328245","4.640524801654135","4.6466476192454635","1.5293765306472777","1.4733774662017822","1.561628818511963","4.6060027417942795","4.597951919362189","4.614477233118185","3.1527478218078615","3.0343446731567383","3.356761932373047"
"56","4.695430295675708","4.687104919839188","4.701242145128364","1.5574800968170166","1.52690851688385","1.6199698448181152","4.642107467787719","4.638791574094119","4.645227868681235","1.4356287002563477","1.380422592163086","1.4677373170852661","4.6029976420064616","4.594973975925841","4.611505604695117","3.097242736816406","2.9761340618133545","3.306460380554199"
"57","4.6952928184045195","4.6866883726710205","4.701166363569007","1.4843821048736572","1.4545458555221558","1.5472248792648315","4.640451519591887","4.637010474845028","4.643786573331986","1.342802381515503","1.287514567375183","1.3745051622390747","4.599983651943345","4.591992157570359","4.6085124886424","3.0408947467803955","2.9171371459960938","3.255302667617798"
"58","4.695169317239065","4.686280686533127","4.701097274198018","1.411922574043274","1.3831866979599","1.475176453590393","4.638755455128411","4.635178835491807","4.642302306774525","1.250792145729065","1.1962333917617798","1.2825031280517578","4.596967663405485","4.588994107930191","4.605510372286261","2.983684253692627","2.8572394847869873","3.2032101154327393"
"59","4.695070840076802","4.68589910912067","4.701058104159616","1.340540885925293","1.312585473060608","1.4038326740264893","4.637013811149217","4.633301807314053","4.640797241305036","1.1600085020065307","1.106526494026184","1.191171407699585","4.593958845132492","4.585967418936408","4.602523954160811","2.925582265853882","2.796490430831909","3.1502676010131836"
"60","4.694992041303204","4.685535550349548","4.701037768542334","1.2699042081832885","1.2427074909210205","1.3335527181625366","4.635218923267543","4.631368416604227","4.639244608528469","1.0708553314208984","1.0182024240493774","1.1018553972244263","4.590930725196031","4.582916927679647","4.5995341950478","2.866683101654053","2.7350146770477295","3.096519947052002"
"61","4.694919821321809","4.6851790334683185","4.701023361757194","1.2003695487976074","1.1740553379058838","1.264056921005249","4.633383533028068","4.629406453352395","4.637618616593515","0.9836079239845276","0.9330075979232788","1.0145740509033203","4.587905358823973","4.579823821151459","4.596536337670495","2.806977939605713","2.6728503704071045","3.0418736934661865"
"62","4.694862571768566","4.684840997675233","4.70102988488397","1.1323267698287964","1.1069434881210327","1.1957011222839355","4.631491496181306","4.627388463994457","4.63593172089824","0.8987449049949646","0.8499297499656677","0.9303143620491028","4.584869510662415","4.576810758548331","4.593558619658759","2.7464982986450197","2.6099772453308105","2.9862911701202393"
"63","4.6948220435669965","4.684513016048664","4.701055101503872","1.0652673482894897","1.0410971641540527","1.1282447576522827","4.629551784181208","4.625310951993597","4.63420817198949","0.8165948748588562","0.7700788378715515","0.8486802577972412","4.581862779970862","4.573693880733135","4.590589018207799","2.6854591846466063","2.5465095043182373","2.929811477661133"
"64","4.694787550104065","4.684181790777143","4.701091001947188","0.9998331189155578","0.9759189486503601","1.0619220733642578","4.62756235927591","4.623181270223147","4.632407905434789","0.7374400138854981","0.6940538287162781","0.7698296904563904","4.578739578133897","4.570613789647839","4.587600560156932","2.6242674827575683","2.483107328414917","2.8725318908691406"
"65","4.694769839381543","4.683875323614374","4.701153423678987","0.9362351417541503","0.9118092656135559","0.9977951645851135","4.625527224394665","4.6210282073663675","4.630541833614096","0.6621838331222534","0.6213893294334412","0.69516521692276","4.575789515259435","4.567394911413642","4.584790530452121","2.562058353424072","2.420436382293701","2.814600706100464"
"66","4.694761217067797","4.68357910187707","4.701232688296431","0.8742663264274597","0.8495862483978271","0.9348055124282837","4.623467420152858","4.618840213586854","4.628657523838948","0.5907044291496277","0.5533168315887451","0.6231041550636292","4.5724872667652825","4.56423467706255","4.5815885900109015","2.499215078353882","2.3560516834259033","2.7557756900787354"
"67","4.694752293494355","4.683289722950618","4.701309515217144","0.8143587589263916","0.7899341583251953","0.873416543006897","4.621359958171783","4.6165822410096595","4.626706095911566","0.5234957814216614","0.4899848997592926","0.5552914142608643","4.569561844422081","4.5611624289543995","4.5790851900345","2.4366680145263673","2.289116859436035","2.6961350440979004"
"68","4.694759282366212","4.6830332661338705","4.701398188443448","0.7564748406410218","0.7317208051681519","0.8144133687019348","4.619221840501407","4.614343484721025","4.624728200361429","0.4617080271244049","0.4313163459300995","0.49333715438842773","4.566340738422524","4.5578771652335845","4.575658622737129","2.37247953414917","2.224971055984497","2.6359519958496094"
"69","4.694770923105745","4.682777141785383","4.701507931900759","0.7008430480957031","0.6763882637023926","0.7570677995681763","4.6170802248390554","4.612097388894697","4.622744318155128","0.4045977294445038","0.3780880868434906","0.4349719285964966","4.563078667767778","4.554619582293091","4.572680389956379","2.308080291748047","2.1603848934173584","2.5750837326049805"
"70","4.694785931207223","4.682533185703116","4.701625736503539","0.6476089119911194","0.6233932375907898","0.7019932270050049","4.614907893271825","4.609793580757633","4.620733274483124","0.352856308221817","0.33008521795272827","0.3826025128364563","4.56001810629068","4.5514945717820865","4.569900027778428","2.243968105316162","2.093181848526001","2.5135998725891113"
"71","4.6948208925961605","4.6823148796105345","4.701758791265282","0.5967669248580932","0.5727219581604004","0.64938884973526","4.612732209540161","4.607516724587897","4.618711384285032","0.3066672503948212","0.2868568003177643","0.3352148234844208","4.556803199905313","4.548167480152299","4.5665873034022795","2.179024410247803","2.0284531116485596","2.4515297412872314"
"72","4.694864976570558","4.682102161342215","4.7019122171023","0.5485717415809631","0.5252197980880737","0.598986029624939","4.61057245616599","4.605272191305267","4.61671560152314","0.26549155414104464","0.24742616713047028","0.2927026152610779","4.553421209771491","4.544835649804375","4.563439105777198","2.1141046047210694","1.9627656936645508","2.3891022205352783"
"73","4.694908099113656","4.68188540501048","4.702066359175435","0.5030108273029328","0.48009228706359863","0.5512224435806274","4.608411906784585","4.603011307895126","4.6147190490452115","0.22951456308364868","0.21314817667007446","0.25553226470947266","4.550255621305569","4.54155756743024","4.560441351206507","2.0490097761154176","1.8960278034210205","2.3269779682159424"
"74","4.694965061730917","4.681676679960888","4.702226324940061","0.46022228598594667","0.43800291419029236","0.5060778260231018","4.606265988940594","4.600771618647154","4.612703124667752","0.19834197461605071","0.18359385430812836","0.2229916900396347","4.546955071122251","4.538226627736097","4.557172889327894","1.9840269565582276","1.831040382385254","2.265909433364868"
"75","4.69503342188912","4.681471921320148","4.702419872371891","0.4202118694782257","0.39885884523391724","0.46356400847435","4.604162050886817","4.59859698209798","4.610742927552632","0.17144627571105958","0.15848137438297272","0.19482140243053436","4.543469704797862","4.534654574868754","4.553999170088216","1.9185423612594605","1.765031099319458","2.202033281326294"
"76","4.695108278670331","4.681271683120058","4.702638685104272","0.38297942876815794","0.36239755153656006","0.4238743484020233","4.602111727767401","4.596478768626005","4.608881626832578","0.14856703877449035","0.1369706243276596","0.17079710960388184","4.540213251652377","4.531490902749954","4.550859452837478","1.852629590034485","1.699113130569458","2.136068820953369"
"77","4.695192720613082","4.681077304408021","4.702845993980846","0.3485998272895813","0.3290467858314514","0.3868033289909363","4.600117828856268","4.594412069456038","4.607067254479046","0.12903695404529572","0.11888492107391357","0.15005174279212952","4.5367818208877155","4.527852167193645","4.5475835967338","1.787673330307007","1.6341444253921509","2.0743424892425537"
"78","4.6952852729848376","4.68089781810178","4.703068691807759","0.3168910324573517","0.29832369089126587","0.35248321294784546","4.598182061490219","4.592411852723817","4.605268911301597","0.1125184342265129","0.1035068929195404","0.13248296082019806","4.5333175037703155","4.5244860399902365","4.544304487586928","1.7226105213165284","1.5689767599105835","2.010258674621582"
"79","4.695383004487684","4.680712310376727","4.703330963261072","0.2879090070724487","0.2704285979270935","0.32091018557548523","4.596322220005481","4.590491124121857","4.603539253593694","0.09844286590814591","0.09043465554714203","0.1173631027340889","4.529800423621102","4.520829214399878","4.541112940615601","1.6572129011154175","1.5040254592895508","1.9451375007629395"
"80","4.695492404399088","4.680533455259585","4.703595303618481","0.26148641705513","0.24510294198989868","0.2918614149093628","4.594565139419837","4.588661008428988","4.60194728032922","0.08651676326990128","0.0792778730392456","0.10449308902025223","4.526406238956637","4.517361110724629","4.537712043626773","1.5923800706863402","1.4403516054153442","1.8832859992980957"
"81","4.695611528349926","4.680369608405812","4.70385341214276","0.23749814927577972","0.2222062200307846","0.26539346575737","4.592912798091365","4.586924587424491","4.600496281311932","0.07641268521547318","0.06994233280420303","0.09345818310976028","4.522765461025614","4.51371819279333","4.534555069915145","1.5281269311904908","1.3774961233139038","1.8189365863800049"
"82","4.695742273864544","4.680224456576451","4.704143532057829","0.21583094596862792","0.2016456425189972","0.24131840467453003","4.591347186376552","4.585267507739056","4.599142466605093","0.06781216487288474","0.061875998973846436","0.08401750028133392","4.519140672780538","4.509906883120501","4.531202767715637","1.4641762733459474","1.3147473335266113","1.7556010484695435"
"83","4.695889601525802","4.680101830466818","4.704469814406875","0.1962655872106552","0.18314141035079956","0.21950219571590424","4.589863518183821","4.583686419472374","4.597844561641494","0.0605276308953762","0.05496564880013466","0.0759207159280777","4.515541735172239","4.50643115722994","4.527748728410822","1.4005278587341308","1.2529146671295166","1.6928150653839111"
"84","4.696046671112185","4.679984361926523","4.704800465659775","0.17870524525642395","0.1666259467601776","0.19983601570129395","4.588476405982011","4.582206585611975","4.596605236511529","0.05430172681808472","0.04875301569700241","0.06892865896224976","4.511782310732142","4.5025424255372","4.5243712838188985","1.3371121406555175","1.1915929317474365","1.6275700330734253"
"85","4.696213752150458","4.679887153874069","4.70513394927424","0.1629303753376007","0.15181677043437958","0.18209581077098846","4.587195663054462","4.58084751007583","4.595459101820718","0.04899098500609398","0.04349280521273613","0.06287533044815063","4.507994152745009","4.4986775331369575","4.520898557810595","1.2748778581619262","1.131521463394165","1.5660680532455444"
"86","4.696398569720742","4.679829606185436","4.705494792844301","0.14881604313850402","0.1386343240737915","0.16618752479553223","4.58601610115416","4.579595126505099","4.594432136420585","0.04444273486733437","0.0390143096446991","0.057647302746772766","4.504169035175606","4.494984924038999","4.517291145923927","1.2133948802947998","1.0736497640609741","1.5033444166183472"
