"Step","model.ln_type: pre - train/spec_loss","model.ln_type: pre - train/spec_loss__MIN","model.ln_type: pre - train/spec_loss__MAX","model.ln_type: pre - train/loss","model.ln_type: pre - train/loss__MIN","model.ln_type: pre - train/loss__MAX","model.ln_type: attn-pre - train/spec_loss","model.ln_type: attn-pre - train/spec_loss__MIN","model.ln_type: attn-pre - train/spec_loss__MAX","model.ln_type: attn-pre - train/loss","model.ln_type: attn-pre - train/loss__MIN","model.ln_type: attn-pre - train/loss__MAX","model.ln_type: mlp-pre - train/spec_loss","model.ln_type: mlp-pre - train/spec_loss__MIN","model.ln_type: mlp-pre - train/spec_loss__MAX","model.ln_type: mlp-pre - train/loss","model.ln_type: mlp-pre - train/loss__MIN","model.ln_type: mlp-pre - train/loss__MAX"
"292","4.749158351883045","4.728549887157373","4.77021519970303","0.004120264947414398","0.004001562017947435","0.004193288739770651","4.5811425310120635","4.574375719175","4.593122976717979","0.0025198130868375303","0.002058437094092369","0.00370040419511497","4.187038069798848","4.174721982245641","4.209484105414823","0.004464045632630587","0.003799336962401867","0.004980055615305901"
"293","4.749483567924599","4.728888166279283","4.7706479169769835","0.004075112007558346","0.003957489971071482","0.004147145431488752","4.58114229004516","4.57434153471876","4.593130812855721","0.0025078682228922844","0.0020358043257147074","0.003740840358659625","4.185970285974421","4.173592963036643","4.208652964719672","0.004406216926872731","0.0037500294856727123","0.004917374346405268"
"294","4.749809726381479","4.729227530415962","4.771082009280874","0.004030469711869955","0.0039139194414019585","0.004101524129509926","4.581127259519543","4.57430678960501","4.593095335171111","0.002398058492690325","0.0020134251099079847","0.0033070845529437065","4.184899190318489","4.172460559623349","4.207818869181441","0.004349169507622719","0.0037014372646808624","0.004855458624660969"
"295","4.750136843253028","4.729568001992255","4.771517495075374","0.003986332239583135","0.003870844142511487","0.004056420177221298","4.5810954653256335","4.574271916628409","4.593085236873434","0.002438787883147597","0.00199129618704319","0.003620385890826583","4.18382474798772","4.1713247488777006","4.206981729293372","0.004292891267687083","0.0036535486578941345","0.00479429867118597"
"296","4.7504649177232725","4.72990956912143","4.771954379866425","0.0039426932577043775","0.0038282566238194704","0.004011825658380985","4.5810616566129","4.574237306240919","4.59306440383722","0.0023577028419822454","0.0019694154616445303","0.00331284711137414","4.1827469891593685","4.170185563244514","4.2061416165417995","0.004237371683120728","0.003606350626796484","0.004733884707093239"
"297","4.750793954634765","4.730252248965625","4.772392641592555","0.0038995468523353337","0.003786152694374323","0.003967735916376114","4.581044310711334","4.574203118810869","4.593039188216645","0.002396230027079582","0.0019477787427604198","0.003594136331230402","4.181665893238426","4.169042971052453","4.205298519155438","0.004182600835338235","0.0035598326940089464","0.004674210213124752"
"298","4.751123959933038","4.730596032266611","4.772832311894209","0.00385688659735024","0.003744525834918022","0.0039241430349648","4.581033773624971","4.574169271318333","4.5930316825909525","0.002291177399456501","0.001926384400576353","0.0031506167724728584","4.18058146368578","4.167897004876016","4.204452359940402","0.004128567315638066","0.003513982519507408","0.004615264479070902"
"299","4.751454936948186","4.730940948038383","4.773273393005036","0.003814707137644291","0.003703370224684477","0.003881042590364814","4.581001641571797","4.574135549228577","4.592992839807224","0.0023391549941152332","0.0019052295247092843","0.0034650894813239574","4.179493660500997","4.166747616609937","4.203603135811694","0.004075260553508997","0.003468789393082261","0.0045570386573672295"
"300","4.751786895541707","4.731286987868456","4.773715881465652","0.003773002652451396","0.003662680508568883","0.0038384280633181334","4.5809750288671305","4.574101785532209","4.59300026839031","0.0022866851883009075","0.0018843108555302024","0.0032691429369151592","4.178402497196757","4.165594846224407","4.2027508596611","0.004022670770063996","0.003424241906031966","0.004499525763094425"
"301","4.752119832800529","4.731634150506642","4.77415980341355","0.0037317674607038496","0.0036224510986357927","0.003796293633058667","4.580946598953479","4.574067892585727","4.592950901379826","0.0022671214304864407","0.0018636255990713835","0.0032348111271858215","4.177307964393123","4.164438665071573","4.20189547615214","0.0039707873947918415","0.003380328882485628","0.004442716017365456"
"302","4.752453760497785","4.731982458668087","4.774605150060378","0.003690995601937175","0.003582675475627184","0.003754633478820324","4.580935261253748","4.574033834193135","4.59296219004193","0.0022432541940361262","0.0018431718926876783","0.0031920059118419886","4.176210044266532","4.163279056883706","4.201036956240276","0.0039196005556732414","0.0033370403107255697","0.004386600106954575"
"303","4.752788681909764","4.7323319186995745","4.775051928834125","0.003650681860744953","0.0035433489829301834","0.003713442012667656","4.580900697472245","4.573999597562707","4.592920052517417","0.0022251020185649396","0.0018229467095807195","0.0031998667400330305","4.1751087439322045","4.162116028070972","4.200175333133609","0.0038691006135195493","0.0032943643163889647","0.00433117151260376"
"304","4.7531245942873195","4.732682517742951","4.775500143263227","0.0036108208820223807","0.003504466265439987","0.003672714112326503","4.580869615968786","4.5739651733095394","4.59291471248338","0.002205181517638266","0.0018029470229521394","0.0032054812181741","4.1740040533049","4.160949613353137","4.199310580499067","0.0038192777428776026","0.003252292051911354","0.004276422783732414"
"305","4.753461511113011","4.73303427253573","4.775949809854882","0.0035714067053049803","0.003466022200882435","0.0036324430257081985","4.580840179289007","4.573930627242976","4.592886643882478","0.002153526642359793","0.001783170853741467","0.003044772893190384","4.1728959618641","4.159779770281179","4.19844269074222","0.003770122304558754","0.003210812108591199","0.0042223441414535046"
"306","4.753799437009777","4.733387199435828","4.776400921875133","0.0035324344877153634","0.0034280114341527224","0.0035926238633692265","4.580822284761593","4.573896056415632","4.592863222444876","0.0021578249288722873","0.0017636156408116221","0.0031559427734464407","4.1717844523162855","4.158606466293637","4.197571648458494","0.0037216254975646736","0.0031699154060333967","0.004168929066509008"
"307","4.754138373902589","4.73374128794231","4.776853498352957","0.003493899293243885","0.0033904288429766893","0.0035532524343580008","4.580797451113574","4.573861561669126","4.592843600850455","0.0021103300154209138","0.0017442780081182718","0.003006469691172242","4.170669524611438","4.157429764422768","4.196697411771139","0.0036737775430083276","0.003129592165350914","0.004116168711334467"
"308","4.754478325697657","4.734096564569244","4.777307532530982","0.003455795207992196","0.0033532686065882444","0.0035143219865858555","4.580762601410622","4.573827135669926","4.5928067531457195","0.0020949912257492544","0.0017251571407541633","0.0030162737239152193","4.169551194101582","4.156249633625292","4.195820059084758","0.003626569081097841","0.0030898319091647863","0.0040640560910105705"
"309","4.754819296562847","4.734453013406491","4.777763034066004","0.0034181174822151663","0.0033165263012051582","0.0034758271649479866","4.580727624291958","4.573792660696876","4.592784867989384","0.0020821031415835024","0.0017062491970136762","0.002933130832388997","4.168429430296242","4.15506605380723","4.194939483329176","0.0035799916833639143","0.003050625789910555","0.004012582823634148"
"310","4.755161296832291","4.734810661958196","4.778220016789672","0.0033808613661676645","0.003280197735875845","0.0034377637784928083","4.580704250127594","4.573757968391674","4.592774039846357","0.0028364270459860564","0.0016875520814210176","0.005933041218668222","4.1673042403185585","4.15387903168111","4.194055752054577","0.003534036735072732","0.003011964727193117","0.003961742855608463"
"311","4.755504332163605","4.735169496746412","4.778678496067754","0.0033440210390836","0.0032442761585116386","0.0034001260064542294","4.580793785740495","4.573722972000734","4.593384276022318","0.0029230201151221992","0.0016690636985003948","0.006282976362854242","4.166175608089513","4.152688557733194","4.193168854888333","0.003488694736734033","0.002973839407786727","0.003911527805030346"
"312","4.755848398669714","4.735529544350582","4.779138440984504","0.0033075924962759017","0.003208758542314172","0.003362908959388733","4.580854367550193","4.573687721798432","4.593826035311149","0.0033201266080141066","0.0016507812542840838","0.008365887217223644","4.165043534925117","4.151494653215224","4.192278764570683","0.0034439577721059322","0.002936240751296282","0.0038619302213191986"
"313","4.756193505275086","4.735890806596763","4.779599883509799","0.003271570662036538","0.0031736395321786404","0.0033261084463447332","4.5807828133283275","4.573652330918245","4.593543463812659","0.0031001102179288864","0.0016327028861269355","0.007293065544217825","4.16390802652644","4.150297312631574","4.191385489022745","0.003399816947057843","0.002899160608649254","0.003812943585216999"
"314","4.756539659322895","4.736253282703694","4.780062823899878","0.0032359502743929624","0.0031389142386615276","0.0032897184137254953","4.580714259151804","4.573616921131213","4.593238389791264","0.0032787769334390758","0.001614825683645904","0.008293810300529003","4.16276906045219","4.149096485955539","4.190488989775889","0.0033562643919140102","0.002862589666619897","0.0037645609118044376"
"315","4.756886859721541","4.7366169723652956","4.780527278559876","0.0032007273286581038","0.003104578237980604","0.0032537351362407207","4.580637671870276","4.573581575630373","4.592973695630415","0.0030411102809011934","0.0015971479006111622","0.007225436624139547","4.161626637756081","4.147892178312612","4.189589331570386","0.0033132914919406175","0.0028265202417969704","0.00371677428483963"
"316","4.757235121654039","4.73698191401931","4.780993241158656","0.0031658967956900595","0.0030706271063536406","0.0032181530259549618","4.580677966009993","4.573546324701033","4.593379267670171","0.0035463374806568027","0.001579666743054986","0.009974643588066101","4.160480766425892","4.146684446245576","4.18868649284378","0.0032708906102925537","0.0027909432537853718","0.003669578116387129"
"317","4.757584444459452","4.737348089827999","4.781460721356772","0.0031314542517066","0.0030370561871677637","0.0031829681247472763","4.58076344273524","4.573511216924594","4.594049677952569","0.0029407554073259236","0.001562380464747548","0.007187116891145706","4.15933143635722","4.145473268541172","4.187780412336427","0.0032290532253682613","0.002755851252004504","0.0036229644902050495"
"318","4.75793483294728","4.73771551271874","4.781929732823255","0.003097394807264209","0.0030038603581488132","0.0031481741461902857","4.5808134639271305","4.573476263015046","4.594472263573457","0.003097351570613682","0.0015452863881364465","0.007510718423873186","4.1581786364138065","4.144258610583924","4.186871161704242","0.0031877721194177866","0.002721236553043127","0.003576927352696657"
"319","4.758286292368875","4.738084200387442","4.782400281331126","0.003063714597374201","0.002971036359667778","0.0031137687619775534","4.580862369885506","4.573441402400767","4.5946522582358265","0.0030866262270137666","0.0015283828834071755","0.006879808381199837","4.157022364011549","4.143040445832682","4.185958697659317","0.0031470393761992453","0.002687090774998069","0.003531460417434573"
"320","4.7586388197174205","4.738454143669667","4.782872344687685","0.003030408499762416","0.0029385790694504976","0.0030797456856817007","4.5808529959276285","4.573406541995789","4.594626792004903","0.0032098391326144337","0.0015116672730073333","0.007253789808601141","4.155862620595474","4.141818801402752","4.1850430323973455","0.0031068473588675262","0.0026534064672887325","0.003486556001007557"
"321","4.758992428879557","4.738825353364049","4.783345955787398","0.002997473021969199","0.0029064847622066736","0.003046101424843073","4.580774608542421","4.573371572457157","4.594484789602821","0.0030537087004631758","0.0014951376942917705","0.006107942666858435","4.154699408235001","4.14059372406434","4.1841241391327895","0.0030671886168420317","0.0026201766449958086","0.0034422087483108044"
"322","4.759347126745963","4.7391978508385","4.783821115644708","0.0029649031348526478","0.0028747485484927893","0.0030128315556794405","4.5808020420623015","4.573336421204695","4.594256140940556","0.003631306020542979","0.0014787918189540505","0.007714590989053249","4.1535327220637175","4.139365164502642","4.1832020709201165","0.0030280557461082936","0.0025873936247080564","0.003398410975933075"
"323","4.759702912318765","4.739571627366884","4.784297834133812","0.002932694647461176","0.0028433664701879025","0.0029799307230859995","4.580805003658875","4.573301152172138","4.594164128729232","0.0036185800330713392","0.001462628017179668","0.0078744413331151","4.152362550399936","4.138133091375077","4.182276803527267","0.002989441668614745","0.002555049955844879","0.0033551580272614956"
"324","4.760059792539488","4.739946697837454","4.784776105351763","0.002900844067335129","0.002812335267663002","0.0029473963659256697","4.580867156496136","4.573265849925772","4.594243476228327","0.004436697671189904","0.0014466436114162207","0.01229025237262249","4.151188892702986","4.136897511733889","4.18134829334957","0.002951339213177562","0.002523139351978898","0.003312442684546113"
"325","4.760417772738411","4.740323079475513","4.785255939207498","0.002869346411898732","0.0027816500514745712","0.0029152226634323597","4.580860382359652","4.573230623382865","4.594468984550825","0.004311658744700253","0.0014308372046798468","0.012304828502237797","4.150011761870303","4.135658467412953","4.1804165759683265","0.0029137411154806616","0.0024916543625295162","0.0032702586613595486"
"326","4.7607768567521145","4.740700758043381","4.785737352456846","0.0028381981421262024","0.0027513066306710243","0.0028834063559770584","4.580858912275167","4.573195485540692","4.5946929295022585","0.003661920316517353","0.001415206235833466","0.009454231709241867","4.148831146566485","4.134415950023825","4.179481649967563","0.0028766409493982794","0.0024605884682387114","0.0032285999041050673"
"327","4.761137047177181","4.7410797671851235","4.78622033658381","0.002807394880801439","0.00272130174562335","0.0028519423212856054","4.580879769551438","4.573160366690238","4.5947808355762225","0.0038767660735175014","0.0013997488422319293","0.010717257857322693","4.14764703974363","4.133169892420185","4.178543518815828","0.002840031310915947","0.00242993445135653","0.003187461057677865"
"328","4.7614983530323105","4.741460110404252","4.78670490257182","0.0027769329957664014","0.002691630506888032","0.0028208279982209206","4.580884215260761","4.573125161675473","4.594686420785774","0.0032766042975708844","0.0013844630448147655","0.008124543353915215","4.146459447853254","4.131920354790442","4.177602154451928","0.0028039060533046724","0.0023996869567781687","0.0031468356028199196"
"329","4.761860782189272","4.741841780058695","4.787191056634341","0.002746808249503374","0.002662290120497346","0.0027900580316781998","4.580899160616217","4.5730898235582575","4.594471214703894","0.003229191154241562","0.0013693474465981126","0.008214532397687435","4.145268365295549","4.130667314125631","4.17665757259605","0.002768257912248373","0.00236983853392303","0.0031067172531038523"
"330","4.762224327428237","4.7422247810106395","4.787678806938971","0.002717017149552703","0.0026332761626690626","0.002759629162028432","4.5809305171870545","4.5730543643035695","4.594230677075656","0.0030555038945749404","0.0013543992536142468","0.007602150551974773","4.144073796671443","4.129410775576724","4.175709798379355","0.002733081253245473","0.002340383594855666","0.0030671015847474337"
"331","4.762589011093469","4.742609158105159","4.788168159469326","0.0026875554583966734","0.0026045851409435272","0.002729537198320031","4.580972412844238","4.573018853003067","4.594050848056745","0.0029686163645237683","0.0013396169524639845","0.007392422296106815","4.142875741192731","4.1281507301031475","4.174758795887871","0.002698368625715375","0.0023113160859793425","0.003027980914339423"
"332","4.762954821451242","4.742994889144217","4.788659108777678","0.0026584196370095015","0.0025762130971997976","0.0026997781824320555","4.5809918303603325","4.572983359670759","4.593979004399847","0.002785424329340458","0.0013249987969174981","0.006693398579955101","4.14167419845646","4.126887164856296","4.173804568842318","0.002664114674553275","0.0022826294880360365","0.002989351050928235"
"333","4.763321772192991","4.743381985671409","4.789151663724008","0.002629605634137988","0.002548156538978219","0.0026703481562435627","4.580997059375873","4.572947939562799","4.594017910382142","0.0026855824282392858","0.0013105428079143167","0.006405091378837824","4.140469172149602","4.1256200742647575","4.172847157247464","0.0026303127408027647","0.002254318445920944","0.0029512064065784216"
"334","4.763689863068727","4.74377045542237","4.78964584611307","0.0026011103298515083","0.0025204119738191366","0.002641244325786829","4.580996876229358","4.572912606582947","4.594133719562646","0.002610734011977911","0.0012962467735633254","0.006224561017006636","4.139260651029341","4.124349493378368","4.171886531587861","0.002596956258639693","0.0022263764403760433","0.002913539530709386"
"335","4.764059107172407","4.744160332104836","4.790141655026587","0.0025729297660291193","0.002492975676432252","0.0026124620344489813","4.580999908945427","4.572877372684207","4.594275155828596","0.002526131737977266","0.001282109529711306","0.005966047290712595","4.138048657698797","4.123075401885638","4.1709227092153505","0.0025640400126576424","0.0021987988147884607","0.0028763471636921167"
"336","4.764429504200827","4.744551596561093","4.790639085363029","0.0025450602173805238","0.00246584415435791","0.002583997556939721","4.581010014864748","4.572842190408627","4.594391564947231","0.0024013484828174112","0.0012681290972977877","0.005499368067830801","4.136833182995707","4.1217977722866275","4.169955704522497","0.0025315578561276196","0.002171579748392105","0.002839622786268592"
"337","4.76480105359926","4.744944247894804","4.791138145204039","0.0025174982845783235","0.002439013449475169","0.002555847866460681","4.5810213139570735","4.572807006634376","4.594454536078005","0.002280314755626023","0.0012543036136776209","0.005066637881100178","4.135614232845977","4.1205166482898665","4.168985505206757","0.002499503502622247","0.0021447131875902414","0.0028033610433340073"
"338","4.765173772174142","4.745338336066911","4.7916388471344575","0.002490240428596735","0.002412480302155018","0.0025280090048909187","4.58102783247032","4.572771780928349","4.59446945625928","0.0021781882736831904","0.0012406309833750129","0.004724675323814154","4.134391809668083","4.119232010767326","4.16801213501525","0.0024678717367351056","0.0021181951742619276","0.002767557045444846"
"339","4.7655476583966045","4.745733853839078","4.792141198211772","0.002463283110409975","0.002386242151260376","0.0025004763156175613","4.581025367674779","4.572736502393249","4.594458041185386","0.002101319353096187","0.0012271098094061017","0.004484983626753092","4.133165907869278","4.117943820178039","4.167035597370973","0.002436656225472689","0.0020920191891491413","0.002732204971835017"
"340","4.765922711632842","4.7461307762641916","4.792645191994365","0.002436623116955161","0.002360294573009014","0.002473248867318034","4.581013374232241","4.57270119000419","4.594443596512904","0.0020404651295393705","0.0012137384619563818","0.0043016280978918076","4.131936548193254","4.116652158769126","4.166055903774635","0.002405851846560836","0.002066180109977722","0.0026972999330610037"
"341","4.766298942551354","4.74652914641015","4.793150846261724","0.0024102569092065095","0.0023346347734332085","0.002446321304887533","4.580995899473467","4.5726659027226635","4.5944451140491145","0.0019795876694843175","0.0012005151947960258","0.004105420783162117","4.130703722200178","4.115356963431997","4.16507306079121","0.002375452872365713","0.002040673978626728","0.0026628365740180016"
"342","4.766676366454543","4.746928991141459","4.793658175718059","0.0023841812275350095","0.002309259492903948","0.0024196908343583345","4.580977994201907","4.572630656922846","4.594473650741721","0.0019205834018066526","0.0011874382616952062","0.003911279141902924","4.129467443081662","4.1140582415832","4.164087093308129","0.0023454540874809026","0.0020154952071607113","0.0026288102380931377"
"343","4.767054969342376","4.747330276029517","4.794167157857687","0.0023583925794810057","0.0022841650061309338","0.0023933532647788525","4.580963849440478","4.5725954740772545","4.594531608834389","0.0018666114890947938","0.0011745059164240956","0.0037376147229224443","4.12822772114238","4.112756026652349","4.163098000997322","0.0023158499039709567","0.001990638906136155","0.002595215803012252"
"344","4.76743476393551","4.747733017792948","4.79467782310831","0.002332888077944517","0.0022593489848077297","0.0023673060350120068","4.58095488489297","4.572560336547543","4.594615268680754","0.00181616572663188","0.001161716878414154","0.003579800482839346","4.126984539471582","4.1114502706178975","4.162105797344881","0.0022866347804665565","0.0019661004189401865","0.00256204791367054"
"345","4.767815756978761","4.748137265427064","4.795190164190069","0.00230766418389976","0.00223480723798275","0.0023415463510900736","4.580949323423616","4.572525218712044","4.594715387997792","0.0017688495805487036","0.0011490691686049104","0.003430627752095461","4.1257379302701995","4.110141030866226","4.1611105213550355","0.0022578038508072494","0.0019418749725446105","0.002529301680624485"
"346","4.768197952050302","4.748542995593459","4.795704172072952","0.00228271777741611","0.0022105372045189142","0.0023160697892308235","4.580943603238909","4.57249007708677","4.594819580150985","0.001726555312052369","0.0011365610407665372","0.0032974311616271734","4.124487881385437","4.108828261334478","4.160112158747179","0.002229351899586618","0.0019179583759978414","0.002496972680091858"
"347","4.768581353105593","4.748950208883732","4.796219882493095","0.0022580459248274566","0.0021865363232791424","0.0022908742539584637","4.580933643559107","4.572454886862646","4.594916613645534","0.0016884538112208248","0.001124191447161138","0.0031801233999431133","4.123234419888941","4.107512011271191","4.159110764385202","0.0022012736648321153","0.0018943462055176497","0.0024650555569678545"
"348","4.768965969735772","4.749358935759093","4.7967372886581074","0.002233645133674145","0.002162800170481205","0.0022659553214907646","4.580916561086864","4.572419657227523","4.59499964852641","0.001653893059119582","0.0011119585251435637","0.0030785021372139454","4.121977538274175","4.106192228896705","4.1581063441560895","0.0021735645132139325","0.0018710336880758405","0.0024335463531315327"
"349","4.769351803647912","4.749769206365515","4.797256398979319","0.002209512563422322","0.002139326650649309","0.0022413108963519335","4.580892394338298","4.572384399826778","4.595067403684845","0.0016219912562519313","0.0010998606448993087","0.0029882353264838457","4.120717250395282","4.104868963314916","4.157098871941022","0.0021462188800796867","0.0018480167491361499","0.002402439247816801"
"350","4.7697388540174614","4.750180970223442","4.797777210610584","0.0021856455132365227","0.0021161132026463747","0.002216937253251672","4.580864447912719","4.57234914909628","4.5951236265693485","0.0015914538875222207","0.0010878966422751546","0.002901926636695862","4.119453551445085","4.103542209080089","4.156088404605412","0.0021192324347794056","0.0018252909649163485","0.002371730748564005"
"351","4.770127132830837","4.75059427458288","4.798299725198309","0.002162040350958705","0.0020931558683514595","0.0021928318310528994","4.580837496075774","4.572313928017031","4.595175300145797","0.0015632195165380836","0.0010760645382106304","0.002823299029842019","4.118186463242874","4.10221192455786","4.155074990849241","0.002092600171454251","0.0018028527265414596","0.0023414157330989838"
"352","4.770516648621493","4.751009141100239","4.798823978411983","0.0021386945620179175","0.0020704518537968397","0.002168991370126605","4.580815911613149","4.572278744317252","4.595230188932887","0.0015374112175777555","0.0010643631685525179","0.0027525578625500202","4.116916001162877","4.1008781993944545","4.15405860307493","0.002066317107528448","0.0017806971445679665","0.0023114897776395082"
"353","4.770907399341477","4.7514255636180245","4.799349944681127","0.002115605026483536","0.002047998830676079","0.002145413076505065","4.580802821179278","4.572243584964001","4.595294527166358","0.0015137286856770516","0.001052791136316955","0.0026892242021858692","4.115642151598225","4.099540957154875","4.153039274753761","0.002040378889068961","0.0017588208429515362","0.0022819482255727053"
"354","4.771299381464535","4.751843535688331","4.799877624289273","0.0020927689503878353","0.0020257942378520966","0.0021220932248979807","4.580799597853741","4.5722084341114995","4.595371527202386","0.0014913518214598298","0.001041346462443471","0.0026305855717509985","4.1143649453811815","4.098200237066446","4.152017051570169","0.0020147807896137237","0.0017372197471559048","0.0022527866531163454"
"355","4.771692611368289","4.752263092696849","4.800407038496611","0.0020701834466308354","0.002003834582865238","0.0020990297198295593","4.580805419371835","4.572173261303835","4.595460693123023","0.00147030227817595","0.0010300283320248127","0.0025765167083591223","4.1130843718217465","4.096856040961505","4.1509919221324765","0.001989517896436155","0.0017158895498141646","0.0022240011021494865"
"356","4.772087095344531","4.752684225264761","4.800938194215115","0.002047845721244812","0.0019821173045784235","0.002076219767332077","4.580817497155534","4.572138072751726","4.595558155180924","0.0014506289502605797","0.001018834882415831","0.002526127500459552","4.111800463466564","4.095508413535862","4.1499639417954794","0.0019645862048491836","0.0016948273405432701","0.0021955871488898993"
"357","4.772482833610003","4.753106963835142","4.801471091254663","0.0020257530733942984","0.0019606396090239286","0.0020536601077765226","4.580832384815146","4.572102876585481","4.5956580549041135","0.0014325384749099613","0.0010077649494633079","0.0024804510176181793","4.110513216370002","4.0941572912348985","4.148933108756439","0.0019399810349568724","0.0016740288119763136","0.0021675401367247105"
"358","4.772879833675769","4.753531322822395","4.802005748995739","0.002003902429714799","0.0019393987022340298","0.0020313479471951723","4.580847336153384","4.572067687811203","4.595754538888656","0.0014158615609630941","0.000996817136183381","0.0024393971543759108","4.1092226333365724","4.092802720058845","4.14789944576323","0.001915697823278606","0.0016534902388229966","0.002139856107532978"
"359","4.773278102822554","4.753957291870891","4.802542153251541","0.0019822912057861687","0.0019183919066563249","0.002009280491620302","4.580860667700958","4.572032510445963","4.595843625535492","0.001400690502487123","0.0009859898127615452","0.0024037794210016727","4.107928734407375","4.091444697168304","4.1468629931409255","0.0018917325651273131","0.0016332088271155953","0.002112530404701829"
"360","4.773677636205402","4.754384876790513","4.8030803074856765","0.0019609170965850355","0.0018976172432303429","0.0019874549470841885","4.580871550141","4.5719973417701745","4.595924347761042","0.0013869018643163145","0.0009752822224982083","0.0023734145797789097","4.106631532220863","4.0900832469736095","4.145823774825955","0.0018680808832868933","0.001613180385902524","0.0020855602342635393"
"361","4.7740784474255324","4.754814102555076","4.803620228600516","0.0019397769821807743","0.0018770709866657853","0.0019658689852803946","4.5808801878580825","4.571962166521324","4.595998834862245","0.0013743571820668877","0.0009646921535022557","0.0023482299875468016","4.10533102572667","4.088718355109347","4.144781802824442","0.0018447384238243103","0.001593401306308806","0.0020589400082826614"
"362","4.774480536404821","4.75524498298942","4.8041619265022675","0.0019188684644177556","0.0018567515071481466","0.0019445196958258748","4.580887882442784","4.5719269881067115","4.596071486468016","0.0013626531115733087","0.0009542190819047391","0.0023262174800038338","4.104027234576575","4.0873500247438015","4.143737077546766","0.0018217009026557207","0.0015738685615360737","0.002032666001468897"
"363","4.774883910403398","4.7556775072826","4.804705401683579","0.00189818877261132","0.0018366558942943811","0.0019234044011682272","4.580896306078845","4.57189181598276","4.596147456551975","0.0013514958787709474","0.0009438613778911531","0.0023055775091052055","4.102720168173153","4.085978291350602","4.142689681805983","0.0017989643849432469","0.0015545786591246724","0.002006734488531947"
"364","4.775288571507583","4.756111701872678","4.805250645038664","0.0018777356017380953","0.0018167814705520868","0.0019025204237550497","4.580906686078355","4.571856662492857","4.5962311616048","0.001340780919417739","0.0009336176444776356","0.0022857794538140297","4.101409829033292","4.084603122776486","4.1416395917225435","0.001776524749584496","0.0015355286886915565","0.001981140812858939"
"365","4.775694529684616","4.756547577391121","4.805797678864136","0.001857506134547293","0.0017971261404454708","0.0018818652024492621","4.5809196900933875","4.571821525226172","4.596325037736153","0.0013308259891346096","0.0009234868339262903","0.002268535317853093","4.100096244498506","4.083224597457937","4.140586820335362","0.0017543779220432043","0.0015167149249464273","0.001955881714820862"
"366","4.776101783385721","4.756985128065917","4.806346504956118","0.0018374979961663484","0.0017776868771761656","0.0018614360596984625","4.580935646046262","4.571786402512624","4.596428873681253","0.001321676734369248","0.0009134673164226115","0.0022542234510183334","4.09877938899766","4.081714588759136","4.139531427394968","0.0017325200140476226","0.0014981344575062394","0.001930952537804842"
"367","4.776510341184008","4.757424385111679","4.8068971251208845","0.0018177087884396314","0.0017584620509296656","0.0018412309000268579","4.580954404591168","4.571751282460748","4.596539839725027","0.001313047343865037","0.0009035579860210419","0.0022418242879211903","4.097459310155397","4.08013568647661","4.138473413727431","0.0017109467880800366","0.0014797837939113379","0.001906349789351225"
"368","4.776920209861451","4.7578653649495095","4.807449538375371","0.0017981360666453837","0.0017394484020769596","0.001821247162297368","4.580975191090907","4.571716153150116","4.596653210341646","0.0013046159641817213","0.0008937579696066678","0.0022300565615296364","4.096136002406655","4.078550848683437","4.13741282660878","0.001689654728397727","0.0014616604894399643","0.0018820692785084248"
"369","4.7773313945460725","4.758308047643939","4.808003770598457","0.0017787771765142679","0.0017206439515575767","0.0018014819361269474","4.580996939620187","4.571681016487575","4.596763602186404","0.0012965602683834732","0.0008840656955726445","0.0022197060752660036","4.094809477633049","4.076960075078061","4.13634966321315","0.00166863976046443","0.0014437611680477858","0.0018581069307401776"
"370","4.7777438899146265","4.758752449576564","4.808559803473684","0.0017596299294382334","0.0017020461382344365","0.0017819333588704467","4.581018637432236","4.571645861802688","4.5968663381638715","0.001289054157678038","0.0008744798833504319","0.0022115050815045834","4.093479744572735","4.07536340548651","4.135283935365676","0.001647898252122104","0.0014260828029364347","0.0018344596028327942"
"371","4.778157711843578","4.75919859715665","4.809117664639942","0.001740692090243101","0.001683653681538999","0.0017625984037294984","4.581039242672614","4.571610712053108","4.596958590295281","0.001282052684109658","0.0008649997180327773","0.002205315511673689","4.092146803567127","4.073760731646735","4.1342156845034825","0.0016274265246465803","0.0014086230657994747","0.0018111229874193668"
"372","4.778572858031141","4.759646496258462","4.80967732906584","0.0017219608649611472","0.0016654623905196786","0.0017434752080589533","4.58105769105064","4.571575568252447","4.597040054068602","0.0012753169750794769","0.0008556233951821923","0.0022000481840223074","4.090810680404923","4.072152151827159","4.13314493015819","0.0016072204802185298","0.0013913779985159636","0.0017880924278870225"
"373","4.778989335870302","4.760096154620146","4.810238828155696","0.0017034344607964158","0.001647471683099866","0.0017245609778910875","4.581073367382875","4.57154043427649","4.597112977120787","0.0012687705690041184","0.0008463503909297287","0.002195467473939061","4.089471374644925","4.070537582977149","4.1320716944510405","0.0015872769057750703","0.0013743459712713957","0.001765365363098681"
"374","4.779407155413207","4.760547590783761","4.810802154519491","0.0016851102700456977","0.0016296782996505499","0.0017058535013347864","4.581086394655133","4.5715052962376275","4.597181423201172","0.0012623817194253207","0.0008371794247068465","0.0021916301921010017","4.088128923632576","4.0689170414969995","4.13099602513472","0.0015675919828936457","0.0013575233751907945","0.0017429374856874347"
