"Step","model.ln_type: pre - train/spec_accuracy","model.ln_type: pre - train/spec_accuracy__MIN","model.ln_type: pre - train/spec_accuracy__MAX","model.ln_type: pre - train/accuracy","model.ln_type: pre - train/accuracy__MIN","model.ln_type: pre - train/accuracy__MAX","model.ln_type: attn-pre - train/spec_accuracy","model.ln_type: attn-pre - train/spec_accuracy__MIN","model.ln_type: attn-pre - train/spec_accuracy__MAX","model.ln_type: attn-pre - train/accuracy","model.ln_type: attn-pre - train/accuracy__MIN","model.ln_type: attn-pre - train/accuracy__MAX","model.ln_type: mlp-pre - train/spec_accuracy","model.ln_type: mlp-pre - train/spec_accuracy__MIN","model.ln_type: mlp-pre - train/spec_accuracy__MAX","model.ln_type: mlp-pre - train/accuracy","model.ln_type: mlp-pre - train/accuracy__MIN","model.ln_type: mlp-pre - train/accuracy__MAX"
"163","0.014983032457530498","0.012268336489796638","0.01696684956550598","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.029757242649793625","0.02923518605530262","0.03027929924428463","0.9994778990745544","0.9984337687492371","0.9999999403953552","0.23863220512866973","0.19942572712898254","0.26598799228668213","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"164","0.014930826984345913","0.012268336489796638","0.01696684956550598","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.029861653968691827","0.02923518605530262","0.030540328472852707","0.9995301127433777","0.9986948370933533","0.9999999403953552","0.2397807329893112","0.19968676567077637","0.2683372497558594","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"165","0.014930826984345913","0.012268336489796638","0.01696684956550598","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.029861653968691827","0.02923518605530262","0.030540328472852707","0.999582314491272","0.9986948370933533","0.9999999403953552","0.2406682252883911","0.199947789311409","0.2696423828601837","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"166","0.014930826984345913","0.012268336489796638","0.01696684956550598","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.02980944812297821","0.02923518605530262","0.030540328472852707","0.9995301127433777","0.9986948370933533","0.9999999403953552","0.24155572354793547","0.20073087513446808","0.2704254686832428","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"167","0.014722004346549512","0.012268336489796638","0.01696684956550598","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.03001827038824558","0.029496213421225548","0.030801355838775635","0.9995301127433777","0.9986948370933533","0.9999999403953552","0.24233880937099456","0.20046985149383545","0.2714695930480957","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"168","0.014722004346549512","0.012268336489796638","0.01696684956550598","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.03001827038824558","0.029496213421225548","0.030801355838775635","0.999582314491272","0.9989558458328247","0.9999999403953552","0.2429652750492096","0.2017749845981598","0.2722526788711548","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"169","0.014722004346549512","0.012268336489796638","0.01696684956550598","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.029966064915060996","0.029496213421225548","0.030801355838775635","0.9995301127433777","0.9986948370933533","0.9999999403953552","0.2436961531639099","0.20203600823879242","0.27277472615242004","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"170","0.014617592841386796","0.012268336489796638","0.01696684956550598","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.030018270760774613","0.029496213421225548","0.031062385067343712","0.9994778990745544","0.9984337687492371","0.9999999403953552","0.24453144669532775","0.20334115624427795","0.2732967734336853","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"171","0.014617592841386796","0.012268336489796638","0.01696684956550598","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.030227093026041985","0.029496213421225548","0.03158444166183472","0.9995301127433777","0.9986948370933533","0.9999999403953552","0.24573217034339906","0.20438526570796967","0.2753849923610687","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"172","0.014617592841386796","0.012268336489796638","0.01696684956550598","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.0301748875528574","0.029496213421225548","0.03158444166183472","0.9995301127433777","0.9986948370933533","0.9999999403953552","0.246880704164505","0.20490732789039612","0.2772122025489807","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"173","0.014617592841386796","0.012268336489796638","0.01696684956550598","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.030070476233959198","0.029496213421225548","0.03158444166183472","0.9994778990745544","0.9984337687492371","0.9999999403953552","0.24782040119171142","0.2056904137134552","0.27851733565330505","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"174","0.014669798500835895","0.012268336489796638","0.01696684956550598","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.029966064915060996","0.029496213421225548","0.03132341429591179","0.9995301127433777","0.9986948370933533","0.9999999403953552","0.2488645136356354","0.2056904137134552","0.27956146001815796","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"175","0.014513181149959564","0.012268336489796638","0.016444791108369827","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.030122681707143783","0.029496213421225548","0.03158444166183472","0.9995301127433777","0.9986948370933533","0.9999999403953552","0.24969981014728546","0.2067345231771469","0.2811276316642761","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"176","0.014408770017325878","0.012268336489796638","0.0161837637424469","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.030227093771100045","0.029496213421225548","0.03210650011897087","0.9995301127433777","0.9986948370933533","0.9999999403953552","0.2508483350276947","0.207517609000206","0.2819107174873352","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"177","0.014356564171612263","0.012268336489796638","0.015922734513878822","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.03027929924428463","0.029496213421225548","0.03210650011897087","0.9994778990745544","0.9984337687492371","0.9999999403953552","0.2517358332872391","0.20830069482326508","0.2829548418521881","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"178","0.014356564171612263","0.012268336489796638","0.015922734513878822","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.03027929924428463","0.029496213421225548","0.0323675274848938","0.9995301127433777","0.9986948370933533","0.9999999403953552","0.2535630285739899","0.2093448042869568","0.28504306077957153","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"179","0.014304358698427676","0.012268336489796638","0.015661707147955894","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.03027929924428463","0.029496213421225548","0.0323675274848938","0.9995301127433777","0.9986948370933533","0.9999999403953552","0.2546593457460403","0.21012789011001587","0.2863481938838959","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"180","0.01419994719326496","0.012268336489796638","0.015400677919387817","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.03027929924428463","0.02923518605530262","0.03262855485081673","0.9995301127433777","0.9986948370933533","0.9999999403953552","0.25612110197544097","0.21169406175613403","0.28895848989486694","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"181","0.014147741533815861","0.012268336489796638","0.015400677919387817","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.030174887925386428","0.02923518605530262","0.03262855485081673","0.999582314491272","0.9986948370933533","0.9999999403953552","0.2569041967391968","0.21195510029792786","0.29000261425971985","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"182","0.014147741533815861","0.012268336489796638","0.015400677919387817","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.030227093398571013","0.02923518605530262","0.032889582216739655","0.9995301008224488","0.9984337687492371","0.9999999403953552","0.2580005168914795","0.21352127194404602","0.29104670882225037","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"183","0.014147741533815861","0.012268336489796638","0.015400677919387817","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.030227093398571013","0.02923518605530262","0.03262855485081673","0.999582314491272","0.9986948370933533","0.9999999403953552","0.2592534482479095","0.2143043577671051","0.2933959662914276","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"184","0.014147741533815861","0.012268336489796638","0.015400677919387817","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.030227093398571013","0.028974156826734543","0.03262855485081673","0.999582314491272","0.9986948370933533","0.9999999403953552","0.26029756367206575","0.21534846723079681","0.2949621379375458","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"185","0.01419994719326496","0.012268336489796638","0.015139649622142315","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.0301748875528574","0.028713129460811615","0.032889582216739655","0.9995301008224488","0.9984337687492371","0.9999999403953552","0.26061080396175385","0.2161315530538559","0.2952231764793396","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"186","0.014147741533815861","0.012268336489796638","0.015139649622142315","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.03027929961681366","0.028713129460811615","0.03315061330795288","0.999582314491272","0.9986948370933533","0.9999999403953552","0.26144608557224275","0.2161315530538559","0.2962672710418701","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"187","0.01404333021491766","0.012268336489796638","0.015139649622142315","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.030227093771100045","0.028452100232243538","0.03315061330795288","0.999582314491272","0.9986948370933533","0.9999999403953552","0.26290784776210785","0.21743668615818024","0.2980944812297821","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"188","0.013991124369204045","0.012268336489796638","0.015139649622142315","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.030174887925386428","0.028452100232243538","0.03315061330795288","0.999582314491272","0.9986948370933533","0.9999999403953552","0.2638997554779053","0.21874183416366577","0.29939961433410645","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"189","0.013886713050305843","0.012268336489796638","0.014878621324896812","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.030122682452201843","0.028452100232243538","0.03315061330795288","0.999582314491272","0.9986948370933533","0.9999999403953552","0.26504828631877897","0.21926389634609222","0.30227094888687134","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"190","0.013677890226244927","0.012268336489796638","0.014878621324896812","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.030122681707143783","0.028452100232243538","0.032889582216739655","0.999582314491272","0.9986948370933533","0.9999999403953552","0.2657791554927826","0.21952491998672485","0.30435916781425476","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"191","0.013677890226244927","0.012268336489796638","0.014878621324896812","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.030174887180328368","0.028452100232243538","0.032889582216739655","0.999582314491272","0.9986948370933533","0.9999999403953552","0.26718871891498563","0.22056902945041656","0.30618637800216675","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"192","0.013677890226244927","0.012268336489796638","0.014878621324896812","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.030227093398571013","0.028452100232243538","0.03315061330795288","0.999582314491272","0.9986948370933533","0.9999999403953552","0.2690681219100952","0.2218741774559021","0.30723047256469727","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"193","0.013625684566795826","0.012268336489796638","0.014878621324896812","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.030122682079672815","0.028452100232243538","0.03315061330795288","0.9996345162391662","0.9989558458328247","0.9999999403953552","0.2703210562467575","0.2229182869195938","0.30984076857566833","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"194","0.013573478907346725","0.012268336489796638","0.014878621324896812","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.030122682079672815","0.028452100232243538","0.03315061330795288","0.9996345162391662","0.9986948370933533","0.9999999403953552","0.27146958112716674","0.22344034910202026","0.3121900260448456","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"195","0.013573478907346725","0.012268336489796638","0.014878621324896812","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.030122682079672815","0.028452100232243538","0.03315061330795288","0.9996345162391662","0.9986948370933533","0.9999999403953552","0.27261810898780825","0.22422343492507935","0.3132341206073761","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"196","0.013469067588448524","0.012268336489796638","0.014878621324896812","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.030122682079672815","0.028452100232243538","0.03315061330795288","0.9997389197349549","0.9989558458328247","0.9999999403953552","0.27376663088798525","0.2257896065711975","0.3145392835140228","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"197","0.013469067588448524","0.012268336489796638","0.014878621324896812","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.03007047586143017","0.028452100232243538","0.032889582216739655","0.9996867179870605","0.9989558458328247","0.9999999403953552","0.27454971671104433","0.22631165385246277","0.316105455160141","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"198","0.013469067588448524","0.012268336489796638","0.014878621324896812","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.030174887925386428","0.028974156826734543","0.03341164067387581","0.9996867179870605","0.9989558458328247","0.9999999403953552","0.27575044631958007","0.2265726923942566","0.3187157213687897","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"199","0.013469067588448524","0.012268336489796638","0.014878621324896812","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.030174887925386428","0.028974156826734543","0.03341164067387581","0.9996867179870605","0.9989558458328247","0.9999999403953552","0.27695117592811586","0.22735577821731567","0.3200208842754364","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"200","0.013416861928999425","0.012268336489796638","0.01461759302765131","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.03027929924428463","0.028974156826734543","0.03341164067387581","0.9997389197349549","0.9989558458328247","0.9999999403953552","0.2781519055366516","0.22787782549858093","0.32132601737976074","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"201","0.013364656269550324","0.012007308192551136","0.01461759302765131","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.03048812225461006","0.028974156826734543","0.03341164067387581","0.9997389197349549","0.9989558458328247","0.9999999403953552","0.2793526351451874","0.22892194986343384","0.3226311504840851","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"202","0.013312450610101223","0.012007308192551136","0.014356564730405807","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.030592533573508263","0.028974156826734543","0.03315061330795288","0.9997389197349549","0.9989558458328247","0.9999999403953552","0.28050116300582884","0.230488121509552","0.32315319776535034","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"203","0.013312450610101223","0.012007308192551136","0.014356564730405807","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.03048812225461006","0.028974156826734543","0.03315061330795288","0.9996867179870605","0.9989558458328247","0.9999999403953552","0.2817540973424911","0.23074914515018463","0.32445836067199707","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"204","0.013260244950652122","0.012007308192551136","0.014356564730405807","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.03038371056318283","0.028974156826734543","0.03315061330795288","0.9996867179870605","0.9989558458328247","0.9999999403953552","0.2830070346593857","0.2323153167963028","0.3268076181411743","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"205","0.013260244950652122","0.012007308192551136","0.014356564730405807","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.030122681707143783","0.028974156826734543","0.032889582216739655","0.9996867179870605","0.9989558458328247","0.9999999403953552","0.2839467406272888","0.23257634043693542","0.3275907039642334","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"206","0.013260244950652122","0.012007308192551136","0.014356564730405807","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.0303837101906538","0.028974156826734543","0.032889582216739655","0.9997389197349549","0.9989558458328247","0.9999999403953552","0.28519967198371887","0.2333594262599945","0.3286347985267639","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"207","0.013364656269550324","0.012007308192551136","0.014356564730405807","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.03048812225461006","0.028974156826734543","0.03315061330795288","0.9996867179870605","0.9989558458328247","0.9999999403953552","0.28613937795162203","0.23388148844242096","0.32993996143341064","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"208","0.013364656269550324","0.012007308192551136","0.014356564730405807","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.030435916408896445","0.028974156826734543","0.03315061330795288","0.9997389197349549","0.9992168545722961","0.9999999403953552","0.2868702560663223","0.23440353572368622","0.3302009701728821","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"209","0.013364656269550324","0.012007308192551136","0.014356564730405807","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.03038371056318283","0.028974156826734543","0.03341164067387581","0.9997389197349549","0.9992168545722961","0.9999999403953552","0.28848862946033477","0.23596970736980438","0.33202818036079407","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"210","0.013364656269550324","0.012007308192551136","0.014356564730405807","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.030540327727794647","0.02923518605530262","0.03367266803979874","0.9997911214828491","0.9992168545722961","0.9999999403953552","0.289741575717926","0.23727485537528992","0.3322892189025879","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"211","0.013260244950652122","0.012007308192551136","0.014356564730405807","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.030801356211304663","0.02923518605530262","0.03367266803979874","0.9997911214828491","0.9992168545722961","0.9999999403953552","0.2908378928899765","0.23779691755771637","0.333072304725647","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"212","0.013208039104938507","0.012007308192551136","0.01409553550183773","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.030592533573508263","0.02923518605530262","0.03341164067387581","0.9997911214828491","0.9992168545722961","0.9999999403953552","0.29203862249851226","0.23858000338077545","0.3341163992881775","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"213","0.013208039104938507","0.012007308192551136","0.01409553550183773","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.03064473867416382","0.02923518605530262","0.03367266803979874","0.9997911214828491","0.9992168545722961","0.9999999403953552","0.29339597225189207","0.23962411284446716","0.3362046480178833","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"214","0.013208039104938507","0.012007308192551136","0.01409553550183773","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.030488121509552","0.028974156826734543","0.03367266803979874","0.9997911214828491","0.9992168545722961","0.9999999403953552","0.294335675239563","0.24014616012573242","0.33672669529914856","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"215","0.013155833445489406","0.012007308192551136","0.013834507204592228","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.030018270760774613","0.027930043637752533","0.03367266803979874","0.9997911214828491","0.9992168545722961","0.9999999403953552","0.29548419713974","0.2419733703136444","0.3382928669452667","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"216","0.013155833445489406","0.012007308192551136","0.013834507204592228","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.029966064915060996","0.027669014409184456","0.03367266803979874","0.9997911214828491","0.9992168545722961","0.9999999403953552","0.2961628705263138","0.24301747977733612","0.3390759527683258","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"217","0.013155833445489406","0.012007308192551136","0.013834507204592228","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.030070476606488226","0.02819107100367546","0.03341164067387581","0.9997389197349549","0.9989558458328247","0.9999999403953552","0.29720698595046996","0.24432262778282166","0.3398590385913849","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"218","0.013155833445489406","0.012007308192551136","0.013834507204592228","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.030227093771100045","0.028974156826734543","0.03341164067387581","0.9997911214828491","0.9992168545722961","0.9999999403953552","0.2983555167913437","0.24614982306957245","0.34064212441444397","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"219","0.013260244764387608","0.012007308192551136","0.013834507204592228","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.0301748875528574","0.028452100232243538","0.03367266803979874","0.9997911214828491","0.9992168545722961","0.9999999403953552","0.3001305043697357","0.24745497107505798","0.3435134291648865","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"220","0.013260244764387608","0.012007308192551136","0.013834507204592228","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.03048812225461006","0.02923518605530262","0.03393369913101196","0.9998433351516723","0.9994779229164124","0.9999999403953552","0.30174888074398043","0.24823804199695587","0.34534063935279846","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"221","0.013312450423836709","0.012007308192551136","0.01409553550183773","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.030592533573508263","0.028974156826734543","0.03393369913101196","0.9997911214828491","0.9992168545722961","0.9999999403953552","0.3030018150806427","0.2495431900024414","0.34716781973838806","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"222","0.013260244764387608","0.012007308192551136","0.01409553550183773","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.030488121882081033","0.02923518605530262","0.03419472649693489","0.9997911214828491","0.9992168545722961","0.9999999403953552","0.3042025476694107","0.24980421364307404","0.34925606846809387","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"223","0.013260244764387608","0.012007308192551136","0.01409553550183773","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.03048812225461006","0.02923518605530262","0.03419472649693489","0.9997911214828491","0.9992168545722961","0.9999999403953552","0.30555989742279055","0.25110936164855957","0.3503001630306244","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"224","0.013312450423836709","0.012007308192551136","0.01409553550183773","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.030592533573508263","0.02923518605530262","0.03419472649693489","0.9997911214828491","0.9992168545722961","0.9999999403953552","0.30623856782913206","0.25163140892982483","0.35082224011421204","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"225","0.013312450423836709","0.012007308192551136","0.01409553550183773","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.030644739419221877","0.02923518605530262","0.03419472649693489","0.9997911214828491","0.9992168545722961","0.9999999403953552","0.30785695314407346","0.25371965765953064","0.35186633467674255","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"226","0.013364656083285808","0.012007308192551136","0.01409553550183773","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.030435916781425477","0.02923518605530262","0.03393369913101196","0.9997911214828491","0.9992168545722961","0.9999999403953552","0.30910988450050353","0.255024790763855","0.3531714975833893","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"227","0.013364656083285808","0.012007308192551136","0.01409553550183773","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.030331505089998247","0.028974156826734543","0.03367266803979874","0.9997911214828491","0.9992168545722961","0.9999999403953552","0.3110414922237396","0.2563299238681793","0.3563038110733032","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"228","0.013364656083285808","0.012007308192551136","0.01409553550183773","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.03048812225461006","0.02923518605530262","0.03367266803979874","0.9997911214828491","0.9992168545722961","0.9999999403953552","0.31234662532806395","0.2571130096912384","0.35865306854248047","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"229","0.013416861742734909","0.012007308192551136","0.01409553550183773","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.03038371056318283","0.028974156826734543","0.03367266803979874","0.9997911214828491","0.9992168545722961","0.9999999403953552","0.313599568605423","0.25841817259788513","0.3610023260116577","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"230","0.013521273247897625","0.012007308192551136","0.014356564730405807","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.03027929924428463","0.028713129460811615","0.03367266803979874","0.9998433351516723","0.9994779229164124","0.9999999403953552","0.3149047076702118","0.2599843144416809","0.3620464503765106","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"231","0.013573478907346725","0.012007308192551136","0.01461759302765131","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.03027929924428463","0.028713129460811615","0.03367266803979874","0.9998433351516723","0.9994779229164124","0.9999999403953552","0.31610543727874757","0.2615504860877991","0.3636126220226288","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"232","0.013625684566795826","0.012007308192551136","0.01461759302765131","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.03038371056318283","0.028713129460811615","0.03367266803979874","0.9998433351516723","0.9994779229164124","0.9999999403953552","0.3169407308101654","0.26233357191085815","0.3646567463874817","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"233","0.013730096071958542","0.012007308192551136","0.01461759302765131","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.030331505089998247","0.028713129460811615","0.03367266803979874","0.9998433351516723","0.9994779229164124","0.9999999403953552","0.3182458817958832","0.2636387348175049","0.36622291803359985","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"234","0.013886713050305843","0.012007308192551136","0.015139649622142315","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.030331505089998247","0.028713129460811615","0.03367266803979874","0.9998433351516723","0.9994779229164124","0.9999999403953552","0.3194988131523132","0.2646828293800354","0.3675280511379242","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"235","0.013886713050305843","0.012007308192551136","0.015139649622142315","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.03038371093571186","0.028713129460811615","0.03419472649693489","0.9998433351516723","0.9994779229164124","0.9999999403953552","0.32127380967140196","0.26624900102615356","0.3703993558883667","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"236","0.013834507390856742","0.012007308192551136","0.015139649622142315","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.030435916781425477","0.028713129460811615","0.03419472649693489","0.9998433351516723","0.9994779229164124","0.9999999403953552","0.3227355659008026","0.2665100395679474","0.37170448899269104","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"237","0.013730096071958542","0.012007308192551136","0.015139649622142315","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.03027929924428463","0.02819107100367546","0.03419472649693489","0.9998433351516723","0.9994779229164124","0.9999999403953552","0.3240929126739502","0.2685982584953308","0.3724875748157501","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"238","0.013730096071958542","0.012007308192551136","0.015139649622142315","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.03027929961681366","0.02819107100367546","0.03393369913101196","0.9998433351516723","0.9994779229164124","0.9999999403953552","0.32571129202842714","0.26990342140197754","0.3750978708267212","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"239","0.01362568475306034","0.012007308192551136","0.015139649622142315","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.03027929924428463","0.02819107100367546","0.03393369913101196","0.9998433351516723","0.9994779229164124","0.9999999403953552","0.32712085247039796","0.2706865072250366","0.37640300393104553","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"240","0.01362568475306034","0.012007308192551136","0.015139649622142315","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.03027929961681366","0.027930043637752533","0.03393369913101196","0.9998433351516723","0.9994779229164124","0.9999999403953552","0.32873921990394595","0.27199164032936096","0.3787522614002228","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"241","0.01362568475306034","0.012007308192551136","0.015400677919387817","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.030331505462527275","0.027930043637752533","0.03419472649693489","0.9998433351516723","0.9994779229164124","0.9999999403953552","0.33014878034591677","0.27381885051727295","0.3808405101299286","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"242","0.01357347909361124","0.012007308192551136","0.015139649622142315","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.03027929961681366","0.027669014409184456","0.03419472649693489","0.9998433351516723","0.9994779229164124","0.9999999403953552","0.3317671477794647","0.27486294507980347","0.38214564323425293","0.9999999403953552","0.9999999403953552","0.9999999403953552"
"243","0.01357347909361124","0.012007308192551136","0.015139649622142315","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.03027929961681366","0.027669014409184456","0.03419472649693489","0.9998433351516723","0.9994779229164124","0.9999999403953552","0.3333333134651184","0.27486294507980347","0.38423386216163635","0.9999999403953552","0.9999999403953552","0.9999999403953552"
